"","main_Rho","Herbivore_Rho","Insectivore_Rho","main_P","Herbivore_P","Insectivore_P","main_p.adj","Herbivore_p.adj","Insectivore_p.adj","Driver","DriverNumeric"
"CHAD",-1.80390256363276,2.82859286611998,-0.0288922121860203,0.427479498178062,0.00467531344312724,0.976950556805851,1,0.054622542635163,0.992962987144831,"Herbivore",1
"TACO1",1.5807136271346,-1.17649949581811,1.67804148005541,0.683661186746948,0.239395333778093,0.0933390016018553,1,0.522255580781845,0.358684655515522,"Unclear",0
"TEX2",-0.346007266840811,1.06906241013951,-0.806689204242363,1,0.285041548241082,0.419845565457009,1,0.571549002845919,0.722275182603764,"Unclear",0
"LIMD2",-0.826452952289099,1.0359319916556,0.127077074690945,1,0.300233871364107,0.898879396088198,1,0.585195265958263,0.968196502322227,"Herbivore",1
"BRIP1",3.69719297142829,-1.73878181240056,2.65544617109817,0.00130797978876616,0.0820731489344836,0.00792035731317794,0.0371401263120123,0.295017606047838,0.101970668537968,"Both",3
"KAT7",NA,1.17982026876484,-0.389269331241105,NA,0.238071706318952,0.697076920805148,NA,0.521051078547649,0.883665622164951,"MissingData",5
"NDUFB5",2.6619591502436,-1.59942310022681,3.03452980432085,0.0466123835589755,0.109726622884421,0.00240910950570024,0.377506703356829,0.345090921385992,0.0549989520815426,"Insectivore",2
"MARCHF7",1.63469995971576,-1.40510085105637,0.556293467450214,0.61267176575518,0.159991291089648,0.578010252183546,1,0.424096279192554,0.825750764819593,"Both",3
"CD302",0.754470041025509,-0.0546674063795717,1.01696927562462,1,0.95640343645702,0.309168045693688,1,0.982849311692255,0.633862475458872,"Insectivore",2
"GALNT5",4.53242898733533,-0.921326792376135,5.2339277983376,3.49855687446153e-05,0.356879837080529,1.65945296266678e-07,0.00324206758213137,0.637709765101785,0.00035358137800783,"Insectivore",2
"TANK",0.666025808125151,0.667640835962323,0.765133786083831,1,0.504362884376762,0.444191883068959,1,0.752226639178963,0.740585258016864,"Unclear",0
"BLK",0.187779523391429,-0.080427893812661,0.392420855423855,1,0.935896942705794,0.694747278924212,1,0.973631168546825,0.88254691314062,"Insectivore",2
"SKIL",0.898986048173944,0.260055018285543,0.539855311454097,1,0.79482133462457,0.589296818759699,1,0.916922260925645,0.832076865684869,"DoubleBoth",4
"KCTD3",0.490956742968118,1.22947241972261,1.33557063830109,1,0.218894732385592,0.181689652475887,1,0.49748523797505,0.49620347034639,"Unclear",0
"CBWD2",2.63788977351849,-2.09761880982094,1.80798332221052,0.0500542159636579,0.0359388321333972,0.0706090963157228,0.391173864697401,0.183938279144375,0.311429344811307,"Both",3
"IL36G",-2.05096543236655,-0.0978252872007529,-1.74663997143165,0.24162187922769,0.9220710274036,0.0806998090826459,1,0.96843447697693,0.333022585942306,"DoubleBoth",4
"IL36A",1.12175726000916,-2.47582610654234,0.810411313961894,1,0.013292830426054,0.417703817446033,1,0.104038381639744,0.720962749119663,"Herbivore",1
"CCDC115",-1.19484101017158,0.183066028690702,-0.919715310934853,1,0.854746210468033,0.357721549416672,1,0.942424415038184,0.674082373194475,"DoubleBoth",4
"IMP4",-0.477382539928088,-1.18573792047741,-0.357013351977818,1,0.235725814265433,0.721081810122024,1,0.51801514688563,0.89353502581674,"Herbivore",1
"HS6ST1",-3.43946114152203,2.39249509054885,-2.83563433327925,0.00349724072595592,0.0167342519732457,0.00457347768899566,0.072067968847973,0.118479898537738,0.076483589744322,"Both",3
"UGGT1",-1.50287422530808,-0.758369053395987,-2.91327819728598,0.797228884220551,0.448230078760243,0.00357655815458604,1,0.711174759849725,0.0678040130148364,"Insectivore",2
"GAD2",1.60524006874988,-2.19954780356883,1.5257899806117,0.650645895695502,0.0278389939583455,0.127062176753855,1,0.15938220042177,0.414183159018794,"Unclear",0
"ECPAS",2.71138509257636,-0.94673646040725,1.96481531604003,0.0402016558879486,0.343773086513744,0.0494356168551566,0.343765440195375,0.626584724986087,0.262721938886962,"Both",3
"TOR1B",-0.164967600221606,-0.396490649561097,-0.423016472962767,1,0.691743104452808,0.672283242390547,1,0.865454545913392,0.872187471217573,"Unclear",0
"RALGPS1",-0.722488939985683,0.959748649859479,0.819936398083743,1,0.337181731876747,0.412252365834308,1,0.620642595047717,0.716259273444131,"Unclear",0
"OR1J1",2.01155665589255,-2.443928456189,0.454121734711594,0.265600154094095,0.0145283072523927,0.649741210482127,1,0.109785236482067,0.861908116924854,"Herbivore",1
"OR13C9",3.03183953961129,-4.06219249123692,1.92740790231629,0.014584102649667,4.86139640981357e-05,0.0539288155822873,0.181609950967205,0.00265314391941644,0.272641254311354,"Herbivore",1
"DAB2IP",-2.40291553438212,2.54373745449957,-0.668843565482393,0.0975896627407048,0.0109673484484942,0.503595272952257,0.583897530721373,0.0917758136301718,0.780081783188373,"Herbivore",1
"SLC31A2",0.118284330845619,-0.158730158730158,0.145943893377,1,0.873881476173794,0.883965680627928,1,0.951034322039434,0.961796641624449,"Unclear",0
"ORM1",-0.0827047389337823,-0.643427158758333,-0.172092532513097,1,0.51994696549872,0.86336478337356,1,0.763182139252807,0.952476573669331,"Herbivore",1
"STX17",-2.28708226207738,1.54306903473031,-1.73825085946213,0.133146132104177,0.122814026884501,0.0821666209913981,0.71166748953772,0.368578515417676,0.335498011651685,"Both",3
"BAAT",-0.36665815412356,-0.549101655506442,-0.309281846077831,1,0.582935689186308,0.757107139200433,1,0.802241856513913,0.90937626224517,"Herbivore",1
"GABBR2",0.0332339762439119,-0.994712512616001,0.197438906435205,1,0.3198761070398,0.843484085858548,1,0.603623287261726,0.945180519277048,"Herbivore",1
"PSMB7",-1.12937283456014,-0.175895112576732,-1.57640328664144,1,0.860376345088012,0.114932891433767,1,0.945538053791068,0.395394001355786,"Insectivore",2
"PDCL",-1.52630759178043,1.8256214757977,-1.42666783969883,0.761599673188078,0.0679072986179571,0.153675659776751,1,0.26421253079656,0.452731510236525,"Unclear",0
"ENPP2",-0.0147932205644214,-1.31661907096383,-0.640164048554225,1,0.187966342993133,0.522065952995847,1,0.462048294445814,0.791261219873081,"Herbivore",1
"DERL1",-1.61841494803608,1.00974072911963,-1.47375320175381,0.633439216266284,0.312619523554528,0.140548052725189,1,0.596287344939437,0.432862558040037,"Both",3
"CCN3",0.498739547239858,-1.11654853975689,1.50543808430166,1,0.264187404988804,0.132211483930208,1,0.551547352841772,0.421273037748131,"Unclear",0
"RANBP6",-1.84427639608294,2.30975878225063,-0.160057597223648,0.390857217705396,0.0209015124157872,0.872835702978002,1,0.134601753971989,0.957826247321515,"Herbivore",1
"RNF38",0.357938038692792,-0.758995617096714,0.177555426869316,1,0.44785517864025,0.859072132415098,1,0.710902639895524,0.950964647684026,"Herbivore",1
"CCL21",-0.0592479332215552,-0.62675975726325,0.380469396375135,1,0.530816726308785,0.703597009666867,1,0.771231632167812,0.88662895546602,"Herbivore",1
"CCL27",-0.413763460924129,-0.37164023576449,-1.34441969247564,1,0.710160727565664,0.178812709390136,1,0.875989974960052,0.492251223930827,"Insectivore",2
"DCTN3",-1.15686537517385,0.64669266109386,-0.702305732857412,1,0.517830873798176,0.482488518835163,1,0.762051678334144,0.768690426754389,"Both",3
"HINT2",-0.281029214734465,0.581946448614674,-0.230817529951942,1,0.560602752404752,0.817456561996912,1,0.789553332188169,0.934703027098712,"Herbivore",1
"KLC4",-2.22338879226871,2.9560498007954,-1.1392850313928,0.15713756874187,0.00311606772676296,0.25458428958462,0.785168036998327,0.0420902848192507,0.581193568054003,"Herbivore",1
"GMPR",-0.757489142945081,0.213710088338647,-0.878733138266237,1,0.830773143735534,0.379545986467399,1,0.931709810199216,0.69202034810462,"Insectivore",2
"TMEM63B",-0.496235914382355,0.511228745899746,0.238048237572508,1,0.60919089226315,0.81184368116875,1,0.818311254047386,0.932448832190131,"Herbivore",1
"TTBK1",1.36103529482701,-0.791509668112489,0.325025776228183,1,0.42864663661265,0.745161563303274,1,0.697793846826799,0.904973667022015,"DoubleBoth",4
"TINAG",3.9447079956594,-3.13513565349004,2.87772935314009,0.000479383669978018,0.00171774659203957,0.00400548623388966,0.0187418522262132,0.028594570529467,0.0711896122424534,"Both",3
"GCM1",-0.372123811172781,0.644575511007542,0.409163272900387,1,0.519202308935864,0.682419845081467,1,0.762779862733746,0.876506935804997,"Herbivore",1
"RIPK1",-1.73795557886333,-0.383203949930969,-2.72546563398317,0.493311847534288,0.701568549538848,0.00642108605622636,1,0.870396067315361,0.0922724268734529,"Insectivore",2
"TUBB2B",-1.33235313508773,-0.519192681047069,-1.65092750513188,1,0.603626382380444,0.0987533786945274,1,0.815060046582585,0.36956993063767,"Insectivore",2
"PSORS1C2",-0.772181139599864,0.648008983553045,-0.421654451215501,1,0.516979139881673,0.673277255521034,1,0.761515346995823,0.87268779566225,"Both",3
"MRPS18B",0.827111321353936,0.247285128681956,0.75521641721799,1,0.804687567061681,0.450119139671156,1,0.920757264907338,0.744791867591851,"Both",3
"IER3",1.59088659640346,-2.57303009814262,0.581829698903208,0.669810597426016,0.0100812440197,0.560681397416727,1,0.0869185554868711,0.814938108821449,"Herbivore",1
"PGBD1",-2.57791262687665,4.49783930230113,-0.264694197356286,0.0596394766224195,6.86475515023746e-06,0.791245047947368,0.432686980971012,0.000746675568618799,0.924780242645234,"Herbivore",1
"GTF2H4",-2.35073610502812,1.93339356941808,-1.47680789387834,0.112417899894911,0.0531877328333455,0.139727139962572,0.63717537632744,0.23108044891465,0.431325411359483,"Both",3
"POU5F1",0.517591165056113,-2.04704022347948,0.0175059683643744,1,0.0406541353394139,0.98603297151057,1,0.197725919950614,0.995367032148896,"Herbivore",1
"CLPS",4.1823837850618,-5.68370929058638,1.64539596476231,0.000173081088691729,1.31804249917456e-08,0.0998881811729625,0.0101332939716611,1.64339622070157e-05,0.371570116593749,"Herbivore",1
"RNF144B",0.28054054413304,1.55165558986419,1.26895978166204,1,0.120744654239231,0.20445540870136,1,0.364830608604305,0.525501893919253,"Unclear",0
"NRM",-1.13573630359269,1.03118904892269,-0.691749185073828,1,0.302452175074891,0.489094853134365,1,0.587068508250581,0.772142201261677,"Both",3
"FAM8A1",2.17837999572361,-2.08893796292792,1.11830274844918,0.176266547642961,0.036713307950557,0.263437713487123,0.843098860717836,0.186284086382552,0.589698181546131,"Both",3
"THAP12",-1.09859660114831,0.582464967646564,-1.26058083414308,1,0.560253531869317,0.207459907448522,1,0.789424445287052,0.52966538871142,"Insectivore",2
"LRRC32",-0.546647825404759,1.87084103372042,0.883947390598115,1,0.0613671181528345,0.37672461310876,1,0.250238897645106,0.690098690248553,"Herbivore",1
"MRPL15",0.227493315134475,0.236190190266997,-0.736230573462136,1,0.813285091240996,0.461590389045032,1,0.924312021029681,0.753921666266719,"Insectivore",2
"PI15",-0.434171382888491,0.151067283835299,-0.0118436867141694,1,0.879922639991687,0.990550326150511,1,0.953231055537645,0.996823135070071,"DoubleBoth",4
"TTPA",-0.968577568736293,-0.610024133520646,-1.49093086615468,1,0.541845820931041,0.135979646605988,1,0.777888349097647,0.426188423605229,"Insectivore",2
"GGH",-0.0455196195288111,-0.340293367939363,0.69553298595853,1,0.733635611086461,0.486721346653407,1,0.885183469148453,0.771286112946977,"Insectivore",2
"SLCO5A1",0.653630881690262,-2.05945530657627,0.328943345117973,1,0.0394506422695994,0.742198511046047,1,0.194009545069156,0.903757179736231,"Herbivore",1
"TGS1",2.54660856777368,-2.23892262361563,0.588185033894291,0.065265221796044,0.0251609511720932,0.556408101755079,0.458516788159411,0.150049248546158,0.813007432897618,"Both",3
"USP2",-2.68340068877754,2.33543699650346,-2.07110354138834,0.0437265698546036,0.0195206036166104,0.0383491209872708,0.361912239810295,0.129516767917166,0.23068243672776,"Both",3
"HTR3B",-0.579880844985747,1.25196092941115,-0.322090127998194,1,0.210584101061068,0.74738441682928,1,0.488486887157623,0.905234941490753,"Herbivore",1
"SORL1",-2.45432659691285,0.642412476019191,-2.04889203371139,0.0846892326984442,0.52060540124908,0.0404726734936927,0.535915735194805,0.763457246796918,0.236830889768688,"Both",3
"MMP7",0.973844570587911,0.558416421032576,2.19078711779916,1,0.576560062202477,0.0284672012750558,1,0.799204336967657,0.198462307727905,"Insectivore",2
"MMP20",3.56552714312895,-3.12403477993914,2.80300368768386,0.00217875345275428,0.00178389369335048,0.00506290904371266,0.0522382077838944,0.0292367369823235,0.0806929131657213,"Both",3
"MMP27",1.53761289814074,1.41247153736975,2.46748764299167,0.744859751311888,0.157811165619569,0.0136064917592837,1,0.421966542977167,0.134355658323458,"Insectivore",2
"DCUN1D5",NA,1.36635762926005,0.932493594507474,NA,0.171826740920232,0.351081495492942,NA,0.442171350695106,0.669176853297871,"MissingData",5
"FDXACB1",2.29930299082117,-0.583526968796094,1.17184107877356,0.128926440720322,0.559538607506324,0.241260866694592,0.697754886091173,0.788794685081754,0.567301138638077,"DoubleBoth",4
"FDX1",1.71222215639402,-1.60598254035946,1.59022731211972,0.521134414849048,0.108277746211061,0.11178357623346,1,0.342186388835074,0.391355099875569,"Both",3
"MMP13",0.990427984789254,-0.185510632305464,1.15188691275401,1,0.85282854163009,0.249367546788455,1,0.941308929201126,0.574659416260022,"Insectivore",2
"UNC13C",2.28800289143178,-1.26542344235578,1.79529213626013,0.132824116416818,0.205719576160007,0.0726071672830086,0.710952614626517,0.482353335741004,0.316318625733367,"Both",3
"CTDSPL2",0.431078073325021,-2.65813928110292,-0.603648642798704,1,0.00785734131560354,0.546077265500274,1,0.0749917023865596,0.806274403614479,"Herbivore",1
"THBS1",-1.65747247908399,0.550940916056734,-1.68315178490242,0.584543930821341,0.581674177872437,0.0923457118157619,1,0.80145841118109,0.357130516246042,"Insectivore",2
"NDUFAF1",2.90630497032366,-1.34401488190807,2.44560584527473,0.0219434884282452,0.178943574594425,0.0144608995177905,0.233419994865242,0.450915301861976,0.139145658004837,"Both",3
"KIF23",-0.395404286866627,-0.558749412911956,-1.12587032876391,1,0.57633275116016,0.260220410134785,1,0.799193905685262,0.585844681556815,"Insectivore",2
"HAUS2",1.30591504182319,-0.635736604259082,2.37952106506934,1,0.524948114003209,0.017335152186161,1,0.766734879939648,0.153436827689851,"Insectivore",2
"RPLP1",NA,1.42840815393479,0.19955825456832,NA,0.153174413583823,0.841826079019855,NA,0.414779804395208,0.94456312576719,"MissingData",5
"TUBGCP4",1.50572056821573,-1.390099802428,0.713022331631229,0.792833529693238,0.164498573292351,0.47583193847013,1,0.430961269516037,0.765000644052469,"Both",3
"RMDN3",-1.2499628889088,0.574420198750465,-0.29310821509223,1,0.565683487678448,0.769439437670801,1,0.792973362064723,0.91476044045812,"DoubleBoth",4
"ITPKA",-0.844314635667166,0.0688058091643589,-1.04519947441411,1,0.945144194004656,0.295930786323303,1,0.97735872743171,0.622165160113729,"Insectivore",2
"PLCB2",-0.272349773387668,-0.690246046949358,-1.67405801642697,1,0.490039470583883,0.0941191978142741,1,0.74261584739943,0.360266632927527,"Insectivore",2
"TMEM62",0.794249166593499,-1.57838485373136,1.28673984258257,1,0.114477222677113,0.198184980982797,1,0.353442865993784,0.517541542895145,"Unclear",0
"ADAM10",-0.411724323446417,-1.25486255377559,-1.7788161020305,1,0.209528659673211,0.0752699164208336,1,0.487406722824782,0.321843228451002,"Unclear",0
"BCL2L10",-0.631355383816225,-0.863377811517789,-0.709619697019152,1,0.387929774879641,0.477940001717615,1,0.665603230763639,0.766431486801206,"Unclear",0
"RSL24D1",-1.24987273493433,1.85183889622395,0.328992258553192,1,0.0640489604057129,0.742161539416574,1,0.255529842267144,0.903757179736231,"Herbivore",1
"GCHFR",-1.35517647625785,1.98747899601085,0.680279219017388,1,0.0468693412398446,0.496327680171348,1,0.214061750396349,0.776429210236021,"Herbivore",1
"MNS1",0.117402644831121,-0.139896465790622,0.199569871633648,1,0.888741793720202,0.841816992691496,1,0.956865874089057,0.94456312576719,"Unclear",0
"TTLL7",0.182429686006989,-0.995161901170858,0.110329850646264,1,0.319657528255973,0.912147784376524,1,0.603462482588058,0.97170102893589,"Herbivore",1
"KYAT3",3.08602113513266,-1.39269233318131,2.87526685637648,0.0121712641577225,0.163712848021482,0.00403686153111469,0.162992504769864,0.429996563781645,0.0714339394736223,"Both",3
"ARHGAP29",2.98416580522138,-2.08412698389707,3.05270419494913,0.0170611583134665,0.0371486181518501,0.00226789374660717,0.199530895254272,0.187382032107521,0.0527407313325045,"Unclear",0
"RTCA",-1.29544726761218,0.055119323856853,-1.84151198694607,1,0.956043401334632,0.065546565612617,1,0.982849311692255,0.30176084548689,"Insectivore",2
"IFT172",-2.30119669836306,1.80564401764892,-2.58629176876166,0.128283092628975,0.0709739623705197,0.00970147696027067,0.695020127030371,0.270750048497,0.112718622308677,"Unclear",0
"SELENOI",-1.25086902459325,0.227403345246419,-1.37048386312638,1,0.820110119294157,0.17053590928229,1,0.927007047520552,0.478403695665738,"Insectivore",2
"CGREF1",1.68486005760789,0.0576498139426767,1.52123526487626,0.552093446508531,0.954027569834599,0.128200808768945,1,0.981768324515842,0.416129146572505,"DoubleBoth",4
"KHK",0.132979255648708,0.00741703443398262,-0.0668944973052313,1,0.994082116997723,0.946665693742006,1,0.997676643905241,0.980730169363683,"DoubleBoth",4
"DYNC2LI1",0.410532246897481,-0.993851627108681,-0.525604102631617,1,0.320295107387168,0.599163305621251,1,0.604071053260565,0.836788297058378,"Herbivore",1
"PREB",1.17295688022295,-0.848625744252982,1.57463547292952,1,0.396089577080109,0.115340609961539,1,0.672273921978167,0.395860691370735,"Insectivore",2
"SLC3A1",0.836076932910424,-1.08394591896702,0.417539677590412,1,0.278388778200944,0.676283708700725,1,0.56617361428596,0.87404954187302,"Herbivore",1
"SIX3",-0.312615849023098,0.991196121070675,0.9501863717057,1,0.321589824282114,0.342017562160974,1,0.605575332356287,0.662903604591407,"Unclear",0
"LRPPRC",3.50798346992922,-0.223709316159468,3.92361875482897,0.00270910262540776,0.8229834964128,8.7228736763279e-05,0.0607565980430924,0.928310394594912,0.00946048548746698,"Insectivore",2
"LOXL4",-0.980409822837128,0.0248372501118767,-1.22815919039303,1,0.980184778922507,0.2193872149523,1,0.992740257532799,0.544737648155919,"Insectivore",2
"BTBD16",-2.76950811407882,0.720030216314477,-3.25017602195569,0.0336846035349238,0.471506391499882,0.00115333597505108,0.306084127037343,0.728852874942415,0.0368726288355088,"Insectivore",2
"KIF11",2.67736570850182,-1.53032788520276,2.94768154449177,0.0445221553542642,0.125935589308867,0.00320166697441569,0.366688744070971,0.372906460925726,0.0636758527463853,"Insectivore",2
"ARL3",NA,0.834775265775754,1.76927943489932,NA,0.403844254707124,0.0768472536210702,NA,0.678034314248359,0.325396325481695,"MissingData",5
"EXOC6",1.33266230006596,-0.38379111768967,1.25374462103497,1,0.701133271923021,0.20993484374026,1,0.870011872814459,0.532441540007178,"Both",3
"DBR1",0.886743562998425,-1.22752811686124,0.399127145203815,1,0.219624160657948,0.689799521657668,1,0.498586925819777,0.880087126689357,"Herbivore",1
"TOPBP1",2.07451112306978,-1.02386171360806,1.72330567827741,0.228191200889072,0.30590059621589,0.0848332614643491,0.991322430091872,0.590110120135241,0.340941689580342,"Both",3
"DNAJC13",-2.17713553594604,0.542219841073743,-2.25547304885846,0.176822738061998,0.587667068541091,0.0241036521045792,0.845491439831112,0.805470616775117,0.180877822668113,"Insectivore",2
"GPR87",1.59060055943554,-1.87204500616978,1.3583580864094,0.670196991056284,0.0612003772624287,0.174350087074639,1,0.249936234579669,0.484869579989474,"Unclear",0
"BARD1",3.42743771344115,-1.78854612137099,2.91495165547082,0.00365583639155112,0.0736879415535239,0.00355743644813461,0.0742223235139512,0.27603601678786,0.0676789758072934,"Both",3
"MSTN",0.462347916079375,-1.00813620095299,0.227045243081463,1,0.313389080729008,0.820388561780281,1,0.597192994302432,0.93564249717431,"Herbivore",1
"ASNSD1",2.10823172640598,0.159497158065513,2.16395559559223,0.210065701461864,0.873277197192936,0.0304677574781097,0.940439365910331,0.950681406505898,0.206029153509671,"Insectivore",2
"SSB",0.525356345242045,-0.881938002368088,-0.178768513567168,1,0.377810334909786,0.85811946950703,1,0.657708916180079,0.950730386607362,"Herbivore",1
"PPIG",-0.97504950558926,1.02792541036804,-0.217561367759534,1,0.303984915596084,0.82777088749949,1,0.588403570205031,0.938341024930361,"Herbivore",1
"CRYGB",-2.15633206962519,0.406396414818107,-2.08969523048215,0.186346468995604,0.684451353521453,0.0366451857309991,0.872888519532647,0.861089101927137,0.226106515231734,"Both",3
"CHRNA1",-0.562563418919328,0.362214778152869,-1.33796352180915,1,0.717191536945959,0.180908328310396,1,0.880047421508427,0.494910226765098,"Insectivore",2
"WDR12",1.51048563964942,-0.820487898926646,1.61963044809643,0.785517305571533,0.411938024946813,0.10531168491311,1,0.684694293316573,0.38068624013305,"Insectivore",2
"ABI2",-0.57145546246782,-0.0761698998866587,-1.1844888389281,1,0.939283929510301,0.236219611813743,1,0.974597290389878,0.561542528549413,"Insectivore",2
"ITGAV",-0.369346067315504,0.00262722356183292,-0.870003388502504,1,0.997903781293693,0.384298552431246,1,0.998951481656958,0.695945031184719,"Insectivore",2
"SLC40A1",-0.188645413185302,-1.48856309226621,-0.5383053005769,1,0.136602456549915,0.590366292543461,1,0.390578447383591,0.832687716310212,"Herbivore",1
"COL8A1",-1.53606244320018,0.680061536457553,-1.48963971540605,0.747138397838219,0.496465497710321,0.136318993462934,1,0.746777545808936,0.426605639217009,"Both",3
"SLC49A4",-0.0436241161613368,-0.12153608130773,1.00001578293019,1,0.903266437759331,0.317302869909084,1,0.961617997257362,0.641452010271432,"Insectivore",2
"GUCA1C",-0.469763160119181,0.387891604239977,-1.03502348955046,1,0.69809625150044,0.300657941467259,1,0.868836153943406,0.625991091580277,"Insectivore",2
"CCDC54",0.515600191728252,1.49564416941035,0.960964774211213,1,0.13474640646003,0.336569879856907,1,0.387546928938668,0.658236146549301,"Herbivore",1
"WBP11",1.47043567644767,-0.352440016007867,2.580731844078,0.848662769065404,0.724508296256638,0.00985911305369689,1,0.882509579471245,0.113803119864726,"Insectivore",2
"EPYC",1.5705414143809,-2.02632581146406,0.237140064637828,0.697735244534552,0.0427314078960966,0.812548131581046,1,0.203775637124987,0.932577619100159,"Herbivore",1
"TRHDE",0.0723671934851885,0.204119217282972,0.511114931935547,1,0.838260337254244,0.609270580783919,1,0.934931659433981,0.84312577160341,"Insectivore",2
"OSBPL8",-0.768945205998016,0.119358661951586,0.0297474859602729,1,0.904991210094222,0.976268440341836,1,0.961617997257362,0.992619191412673,"DoubleBoth",4
"INTS13",-0.0101081347240727,0.114105169041949,-0.220915703774816,1,0.909154424686996,0.825158069649074,1,0.963333667237132,0.937136935603774,"Insectivore",2
"GYS2",1.21544577717654,-3.58341974391765,-0.0943863721770267,1,0.000339124993479057,0.924802240902315,1,0.00962675484991601,0.974713539422955,"Herbivore",1
"ABCC9",-0.569234245768309,-0.515109856488114,-1.43335996044919,1,0.606476255471715,0.151754994648581,1,0.816914556329884,0.450004377587638,"Insectivore",2
"SYT1",-3.67584789438438,3.51992545757615,-2.70475890251252,0.00142236445938384,0.000431668098191323,0.00683539804284686,0.0389484987965728,0.0114759819755255,0.0947775593468817,"Both",3
"ACSS3",3.89036527336204,-2.98202344718804,1.82496277187356,0.000600560626875154,0.00286350067204232,0.0680066474461185,0.0216928353497918,0.0397573824195031,0.306199930126149,"Both",3
"PPP1R12A",1.02340139671857,0.155803681363984,0.856804315021693,1,0.876187768756982,0.391553040565591,1,0.952076660439896,0.701070006127323,"DoubleBoth",4
"HAL",1.61767228392445,-1.40945969804115,1.14202077952908,0.634399452618301,0.158699282430711,0.253445382441812,1,0.422977050342626,0.579303305071371,"Both",3
"CDK17",-0.126258783942485,0.494913397732431,0.0142485059332481,1,0.62066125300532,0.988631721767147,1,0.825494779192079,0.996094541751762,"Herbivore",1
"TMCC3",-0.749678404863683,0.477958318889047,-1.29864309450269,1,0.632679871722497,0.194066441418182,1,0.831113383641297,0.512492503647638,"Insectivore",2
"IRAK3",1.84168666869527,-0.524177101255192,0.660278525076585,0.393125972055382,0.600155366123817,0.509075108541263,1,0.813303095853269,0.784286384142073,"DoubleBoth",4
"RXYLT1",3.26768519946166,-3.77911980635889,2.60434765243145,0.00650585389560482,0.00015738369277815,0.00920493339039286,0.108783615693755,0.00568514809655843,0.109981742302128,"Unclear",0
"MNAT1",-1.74330656832777,1.11022016113885,-1.10453479264123,0.487680471848503,0.266904167049015,0.269361219542887,1,0.553653652891922,0.594833243538237,"Both",3
"TRMT5",3.03544878959863,-1.26327696972215,2.69256764237113,0.0144106803982586,0.206489659835796,0.00709041509593908,0.180641765490204,0.483529456266746,0.0966598303533024,"Both",3
"C12orf4",0.769208096419826,-0.752583918071694,0.765398202300638,1,0.451699984541303,0.44403446312044,1,0.713815447931168,0.740468581555475,"Both",3
"RAB21",0.267683933459272,0.663160371209169,0.923335343227703,1,0.507227848937081,0.355832474877626,1,0.754072842650752,0.672773659779708,"Unclear",0
"FAM189A1",-3.12707718452122,1.95773861098754,-2.74892840112025,0.0105932141660239,0.0502606921211763,0.00597904451386228,0.148502434823994,0.223382385136316,0.087944040403987,"Both",3
"LIPG",1.24977516498699,-1.88741875149358,0.62036907381794,1,0.0591040249653867,0.535014828379719,1,0.245142564141237,0.798350727555552,"Herbivore",1
"TGDS",1.25329118526188,-1.59716552424365,0.838653072844083,1,0.110228815411399,0.401664019063939,1,0.345979146745897,0.708768948120531,"Herbivore",1
"PSMC1",NA,-0.226065014259881,0.0163653189672258,NA,0.821150854807583,0.986942947497313,NA,0.927255228864992,0.995603574557129,"MissingData",5
"GALC",1.81365703557306,-2.0574273964828,1.20625167319145,0.418383261451605,0.0396451320919277,0.227720465275843,1,0.194611734124184,0.552167840495617,"Herbivore",1
"PPWD1",-1.00993509512524,0.477969282817496,-0.635053544225156,1,0.632672068048857,0.52539349404255,1,0.831113383641297,0.792785621386678,"Both",3
"PEBP1",-0.859235375677593,1.02198529722368,-0.305000906433068,1,0.306787859233629,0.76036546195967,1,0.59086554305108,0.9107550950943,"Herbivore",1
"C12orf49",0.732172780297499,-0.205935834262268,1.81165490161739,1,0.836841033636539,0.0700395360946358,1,0.934313012413188,0.310491789899661,"Insectivore",2
"MOCOS",2.67472612571625,-0.339995721285559,3.23941425738246,0.0448741919649702,0.733859750120271,0.0011977547257642,0.368344158979689,0.885183469148453,0.0374795489380538,"Insectivore",2
"LMNB1",-2.48966048024783,1.95086722103516,-1.9753186880218,0.0767191067915947,0.0510728428396794,0.0482319937749495,0.506486935352726,0.225446544005545,0.260423846468407,"Both",3
"SNCAIP",0.444548218776141,0.528624254308509,0.475128454302759,1,0.597066131570015,0.634695418376563,1,0.811355208469011,0.856815027606039,"Unclear",0
"SNX24",-0.435088750014856,1.27855425249748,-0.0057807331301604,1,0.201054068457084,0.995387667973625,1,0.476863534624066,0.998154127415021,"Herbivore",1
"HS3ST2",-2.63621852019617,2.51376310602642,-0.737135436543753,0.0503014339885406,0.0119450640523878,0.461039991212817,0.392580326623146,0.0972952478518361,0.753402280226691,"Both",3
"REXO5",-0.00904598251088911,-2.47334762301013,-0.928684465484661,1,0.0133853871840475,0.35305263371784,1,0.104409884921187,0.670753327343931,"Herbivore",1
"XYLT1",0.22585507573077,-1.34879078718904,-0.508123056271078,1,0.177404174691606,0.611367046878128,1,0.448528387535499,0.844108077713889,"Herbivore",1
"DNAH3",-1.65313394680934,1.08542232249445,-1.53656566664731,0.589821635183172,0.277734650101572,0.124399705613757,1,0.565299012585185,0.411309380467001,"Both",3
"NUP133",-1.89800011371862,-1.30495231352582,-2.25896062247831,0.346176402286897,0.191909086127119,0.0238858344345895,1,0.467065221776947,0.179993254463162,"Insectivore",2
