"","GO_Biological_Process_2023.stat","GO_Biological_Process_2023.pval","GO_Biological_Process_2023.p.adj","GO_Biological_Process_2023.num.genes","GO_Biological_Process_2023.gene.vals"
"Monoacylglycerol Biosynthetic Process (GO:0006640)",0.0369288629271025,0.754080045227358,0.943104159846,6,"DGAT1:2043, PLA2G4A:3846, DGAT2L6:6373, MOGAT2:6402, MOGAT3:12231, DGAT2:13670"
"Monoacylglycerol Catabolic Process (GO:0052651)",0.0839001360326478,0.476640062644251,0.84777474472816,6,"ABHD16B:1011, ABHD16A:2366, ABHD6:3811, ABHD12B:5407, MGLL:13579, FAAH:13889"
"Monoacylglycerol Metabolic Process (GO:0046462)",0.0872944509453717,0.275846728353122,0.758127681923873,13,"ABHD16B:1011, AWAT2:1486, DGAT1:2043, ABHD16A:2366, ABHD6:3811, PLA2G4A:3846, ABHD12B:5407, DGAT2L6:6373, MOGAT2:6402, MOGAT3:12231, MGLL:13579, DGAT2:13670, FAAH:13889"
"Monoamine Transport (GO:0015844)",0.0289922356519651,0.750898909384579,0.943104159846,10,"SLC18A2:2532, SLC6A2:3117, SLC6A4:3182, SLC22A2:3471, SLC22A3:4174, SLC29A4:5455, SLC18A1:11227, SLC6A3:13227, SLC29A3:13867, SLC22A1:15315"
"Monoatomic Anion Homeostasis (GO:0055081)",-0.0408284865624389,0.671469273426521,0.920238868680155,9,"SLC12A1:403, SLC12A4:2058, SLC12A8:3950, SLC12A9:4205, SLC12A7:4859, SLC12A3:6048, SLC12A6:14271, SLC12A5:14539, SLC12A2:15684"
"Monoatomic Anion Transmembrane Transport (GO:0098656)",0.0277333300383658,0.489371639211876,0.853066909808169,52,"GLRB:162, SLC12A2:319, ANO4:420, CFTR:880, GABRA1:1378, SLC12A5:1464, SLC12A6:1732, SLC5A6:1750, ANO9:1759, SLC1A3:2707, GABRG1:2844, GABRG3:3174, LRRC8C:3305, GABRB2:3485, LRRC8B:3488, GABRA5:3767, GLRA3:5016, GLRA1:5103, ANO2:5174, LRRC8E:5913, GABRB3:6197, GABRA6:6647, CLCN3:6712, ANO5:6734, SLC6A1:7328, GLRA2:7362, SLC1A1:7489, SLC5A5:7547, LRRC8A:7899, GABRE:8373, GABRG2:8549, SLC4A8:8552, SLC12A3:9955, ANO3:10495, SLC1A7:10662, ANO6:10806, SLC12A7:11144, ANO8:11336, LRRC8D:11432, GABRA2:11719, SLC12A9:11798, SLC12A8:12053, GABRB1:12435, ANO7:12440, SLC26A9:13327, ANO10:13818, SLC12A4:13945, CLCN1:13997, GABRA3:14345, GABRA4:14604, SLC4A1:14992, SLC12A1:15600"
"Monoatomic Anion Transport (GO:0006820)",-0.0198995092311288,0.609994309135169,0.89676653141072,55,"BSND:294, CLCNKA:501, SLC26A1:540, SLC26A6:873, CLCNKB:916, SLC4A1:1011, CLCN2:1052, PACC1:1555, CLCN1:2006, ANO10:2185, SLC26A9:2676, CLIC1:2808, CLCN6:3118, ANO7:3563, SLC17A5:3902, SLC26A4:3909, LRRC8D:4571, SLC17A8:4643, ANO8:4667, CLIC2:4775, TTYH1:4913, TSPO:5025, ANO6:5197, CLIC4:5916, SLC26A3:6455, FXYD1:7549, SLC17A1:7768, SLC26A8:7898, LRRC8A:8104, SLC17A3:8407, SLC5A5:8456, SLC34A1:8572, ANO5:9269, SLC4A2:9494, LRRC8E:10090, CLCN5:10233, NMUR1:10425, CLIC3:10838, VDAC1:10868, GLRA1:10900, SLC17A4:11619, SLC5A8:11711, SLC26A7:12127, LRRC8B:12515, LRRC8C:12698, SLC17A6:13351, VDAC2:13663, SLC17A7:13715, TTYH3:14110, SLC4A10:14124, ANO9:14244, CLCN4:14967, CLIC5:15373, ANO4:15583, SLC26A5:15948"
"Monoatomic Cation Homeostasis (GO:0055080)",0.032838873504843,0.342592643560006,0.796005293107378,70,"CIB2:27, CAV1:65, SLC12A2:319, SLC8A1:535, TESMIN:953, KCNA1:1103, TMTC2:1208, LETMD1:1428, SLC12A5:1464, CUTC:1484, TMPRSS6:1554, SLC12A6:1732, SLC39A4:2115, COMMD1:2503, HFE:2814, SLC40A1:2992, TRPV5:3003, GRIN1:3023, SLC4A11:3158, S100A14:3404, JPH2:3960, SLC39A14:3992, XIAP:4244, HJV:4256, LETM2:4920, LETM1:5046, KCNH2:5259, ANK3:5261, CYBRD1:5334, SLC39A10:5366, SELENON:5538, SLC39A8:6751, SLC39A12:7332, SLC9B2:7570, TFR2:7891, NEO1:8313, ATP6V1B1:8551, WFS1:8734, TRPV6:8857, SNCA:9045, ATP7A:9252, ITPR3:9321, UNC80:9329, PICALM:9495, CNNM4:9826, WNK1:9833, SLC12A3:9955, SCNN1B:10021, SLC24A4:10064, COX11:10347, SCNN1G:10627, CNNM2:10637, SLC12A7:11144, SLC12A9:11798, ATP13A2:11946, SLC12A8:12053, CLDN16:12196, SCNN1A:12377, ZNHIT1:12480, SLC39A5:13016, HMOX1:13277, SLC12A4:13945, CYP27B1:14638, SLC39A6:14684, SLC11A1:14778, BMP6:14995, ALPL:15205, FAM20A:15281, SLC12A1:15600, CIB3:15903"
"Monoatomic Cation Transmembrane Transport (GO:0098655)",0.0711521239730561,5.63441504748174e-05,0.0143112647142871,273,"NNT:14, SLC8A3:80, KCNH5:117, SCN5A:231, HCN1:255, KCNK1:269, SLC12A2:319, TRPC1:354, KCNF1:373, SLC9A1:400, CACNB1:403, ATP6V1E1:422, KCND1:460, SLC6A14:475, ATP2A3:534, SLC8A1:535, ATP6V0A2:596, ATP5PO:600, TRPV3:619, KCND2:629, SLC36A3:670, CNGA3:682, TRPC4:749, UCP3:756, CNGA2:767, KCNA3:788, SLC24A2:796, OTOP2:806, KCNC3:839, KCNK10:856, KCNK18:857, SCN3B:937, KCNS2:986, KCNA2:1046, KCNH7:1100, CACNA1S:1101, KCNA1:1103, CACNA2D4:1113, KCNH4:1123, KCNN4:1163, KCNA10:1179, SLC9A2:1229, TRPM8:1239, KCNC1:1344, KCNK9:1417, ATP1B3:1511, KCNJ8:1613, KCNK12:1627, SLC30A4:1681, ABCC9:1686, SLC12A6:1732, KCNQ3:1820, KCNB2:1832, ORAI1:1933, KCNC2:1959, SLC39A7:1960, TRPC3:2069, KCNE2:2086, SLC39A4:2115, SCN2A:2233, SLC4A4:2287, SLC41A2:2415, SLC6A16:2441, DMAC2L:2486, ATP1A2:2499, HCN4:2637, SLC1A3:2707, TRPC5:2805, KCNB1:2823, ITGAV:2899, SLC40A1:2992, TRPV5:3003, GRIN1:3023, SLC30A2:3056, SLC6A2:3117, SLC9C1:3137, SLC4A11:3158, SLC6A4:3182, SLC30A10:3303, TRPM1:3357, ATP1B1:3389, SLC9A9:3480, SLC9A3:3570, ATP6V0A1:3621, KCNQ1:3661, SLC6A17:3731, LRRC38:3764, SCN2B:3774, TRPM7:3799, UCP1:3822, SCN9A:3840, KCNK4:3859, KCNV1:3897, GRIN2D:3918, ATP1A3:3934, SLC9C2:3958, KCNQ2:3959, SLC39A14:3992, SLC6A15:4110, CNGB3:4181, SCN10A:4233, P2RX7:4294, ASIC2:4312, KCNK3:4330, TRPA1:4334, HCN3:4396, SLC30A1:4732, MCOLN2:4735, SLC9A6:4787, KCNA4:4804, P2RX4:4818, RYR3:4911, SLC39A2:4957, KCNH2:5259, TMCO1:5276, KCNA6:5315, CACNA1D:5345, SLC39A10:5366, SLC9A4:5395, SLC29A4:5455, KCNS3:5466, KCNK13:5627, TRPM5:5653, SLC30A8:5883, GRIN2C:6010, SLC6A19:6045, MCOLN1:6140, CNGA4:6189, ATP1A1:6193, LRRC52:6206, TRPV2:6210, KCNH6:6273, KCNE1:6307, OTOP3:6336, ATP4A:6389, KCNQ4:6430, CACNA1C:6492, KCNC4:6595, CCDC51:6628, ATP6V1F:6702, SLC39A8:6751, TRPM3:6861, KCNK2:6865, KCNJ11:6867, SLC30A3:6886, SLC6A7:6935, SLC41A1:7024, ATP6V1A:7057, KCNV2:7098, ATP1A4:7285, SLC6A1:7328, KCNG2:7352, CLU:7430, ATP6V0B:7442, KCNQ5:7551, PKD2L1:7588, SCN4B:7689, KCNS1:7711, SLC46A1:7772, KCNH3:7927, KCNN3:7931, SLC9A5:8016, ATP6V1B2:8067, ATP6V1D:8199, HVCN1:8341, SLC39A9:8453, ATP6V1B1:8551, SLC4A8:8552, TRPM6:8617, TMEM175:8651, TRPV4:8700, KCNH8:8710, TRPV6:8857, ATP6V1H:9081, LRRC26:9117, GRIN2B:9146, RNASEK:9149, SLC6A11:9179, SLC24A5:9233, SLC36A1:9294, SCNN1D:9304, SLC36A2:9368, OTOP1:9443, SLC24A3:9571, SLC9A8:9585, UCP2:9726, SLC6A9:9765, HPN:9866, TRPV1:9893, SLC12A3:9955, SLC6A6:9972, SCNN1B:10021, SLC24A4:10064, CACNA1G:10072, ATP2A2:10134, HCN2:10275, ATP12A:10307, SLC6A13:10341, ATP5F1B:10500, ASIC4:10541, PKD2:10560, SCNN1G:10627, CACNG1:10657, FKBP1A:10677, NALCN:10682, ANO6:10806, KCNG3:10917, SCARA5:10953, KCNA7:10984, SLC12A7:11144, SLC39A11:11154, ATP2C1:11530, ATP2A1:11577, SLC30A5:11644, SLC6A8:11661, ATP2B4:11668, SLC6A12:11790, NOX5:11797, SLC6A20:11875, GRIN2A:11966, ATP6AP2:12019, KCNH1:12060, SLC6A18:12121, GAS6:12173, KCNK5:12206, ABCC8:12213, CNGA1:12362, SCNN1A:12377, ATP6V1C1:12510, TRPM4:12511, MCOLN3:12599, SLC39A13:12607, ASIC1:12610, KCNK7:12719, ATP6V0C:12720, SCN1B:12774, KCNG4:12906, SLC39A5:13016, SLC39A1:13158, KCNJ2:13208, SLC6A3:13227, COX15:13331, TRPM2:13351, TRPC4AP:13374, SLC39A3:13428, TMEM165:13481, ATP5MF:13564, TPCN2:13567, ABCB8:13850, SLC12A4:13945, TCIRG1:14005, TRPC6:14044, KCNN2:14080, LRRC55:14213, ATP6AP1:14318, ASIC3:14410, KCNN1:14548, SLC39A6:14684, ATP6V0A4:14758, SLC11A1:14778, ASIC5:14830, ATP2C2:14835, KCNK17:14953, PKD1:15142, KCNK6:15157, CACNA1A:15207, KCNK15:15297, KCNG1:15379, SLC8A2:15492, SLC12A1:15600, ATP6V0D1:15631, KCNK16:15742, SLC9A7:15889"
"Monoatomic Cation Transport (GO:0006812)",0.0590247131509267,0.19668813701409,0.694647068942502,40,"CNGA3:682, CNGA2:767, PIEZO2:833, PANX2:1062, ANO1:2448, ATP1A2:2499, HCN4:2637, GRIN1:3023, TRPM1:3357, ATP1B1:3389, NDFIP1:3474, TRPM7:3799, GRIN2D:3918, CNGB3:4181, TMEM63C:4188, SLC29A4:5455, CALHM1:5970, GRIN2C:6010, MCOLN1:6140, CNGA4:6189, PANX3:6483, TRPM3:6861, SLC41A1:7024, PKD2L1:7588, CHRNB1:8049, TRPM6:8617, GRIN2B:9146, PKD1L3:10449, PIEZO1:10474, ANO6:10806, NDFIP2:10845, PANX1:11582, GRIN2A:11966, CLDN16:12196, CNGA1:12362, ATP10D:13103, SLC39A1:13158, ANO10:13818, TRPC6:14044, SLC11A1:14778"
"Monoatomic Ion Transport (GO:0006811)",0.0409276182322396,0.149932958184142,0.648411606354828,104,"SLC8A3:80, GLRB:162, SLC12A2:319, SLC9A1:400, SLC8A1:535, CHRNA4:553, CNGA3:682, SLC24A2:796, PIEZO2:833, PANX2:1062, CHRNA7:1194, SLC9A2:1229, CTNS:1449, SLC12A5:1464, SLC12A6:1732, SLC32A1:1834, P2RX1:2091, SLC17A7:2288, SLC20A1:2317, VDAC2:2340, HCN4:2637, SLC17A6:2652, SLC1A3:2707, SLC15A4:2773, GRIN1:3023, SLC9A9:3480, SLC9A3:3570, SLC15A1:3862, SLC26A7:3876, CNGB3:4181, TMEM63C:4188, SLC5A8:4292, TRPA1:4334, SLC17A4:4384, SLC9A6:4787, SLC26A11:4937, CHRNA2:5028, GLRA1:5103, VDAC1:5135, SLC9A4:5395, CHRNB4:5482, SLC25A18:5566, CHRNA3:5816, CALHM1:5970, MCOLN1:6140, PANX3:6483, SLC4A2:6509, TRPM3:6861, CHRNB2:7107, ATP1A4:7285, SLC34A1:7431, PDZD3:7468, SLC1A1:7489, SLC5A5:7547, PKD2L1:7588, SLC17A3:7596, LRRC8A:7899, SLC9A5:8016, CHRNB1:8049, SLC17A1:8235, AQP11:8610, SLC25A10:8970, SLC24A5:9233, SLC36A1:9294, SLC36A2:9368, ATP11B:9494, SLC26A3:9548, SLC24A3:9571, SLC9A8:9585, WNK1:9833, SLC12A3:9955, SLC24A4:10064, SLC1A6:10089, SLC25A26:10404, PKD1L3:10449, PIEZO1:10474, SLC1A7:10662, ANO6:10806, TSPO:10978, SLC12A7:11144, SLC25A22:11170, SLC17A8:11360, PANX1:11582, SLC1A2:11626, SLC26A4:12094, SLC17A5:12101, SLC5A12:12177, PLP2:12254, GABRB1:12435, ATP10D:13103, SLC39A1:13158, SLC26A9:13327, SLC8B1:13499, ANO10:13818, SLC12A4:13945, TRPC6:14044, LASP1:14681, SLC4A1:14992, SLC15A2:15092, SLC26A6:15130, SLC8A2:15492, SLC12A1:15600, SLC15A3:15621, SLC9A7:15889"
"Monocarboxylic Acid Biosynthetic Process (GO:0072330)",-0.0203317162124059,0.58319813390391,0.885396321632647,61,"ACACB:157, AMACR:232, ACOT8:429, DSEL:606, CYP46A1:647, SCP2:766, ACOX2:924, CYP8B1:1328, MCAT:1692, ACMSD:1789, GAMT:1846, HSD3B7:1983, BAAT:2055, SRR:2609, HOGA1:2756, MLYCD:2761, HTD2:2999, DSE:3099, OXSM:3305, NDUFAB1:4273, PER2:4677, CYP27A1:4827, ACSF3:4997, CHST14:5268, CYP7A1:5359, PLA2G1B:5647, CYP7B1:6444, FASN:7098, ABCD3:7132, LIPC:7188, SLC27A5:7367, CYP39A1:7557, OSBPL2:7963, HSD17B8:8123, SLC27A2:8348, SDS:8760, UST:9015, PARK7:9964, CBR4:10654, XBP1:10962, ALDH1A2:11319, ACACA:11582, ACSM3:11766, CHST12:12167, ACSM4:12176, ACLY:12281, GATM:12312, ACSM2A:12331, ACSM2B:12399, ALDH1A3:12658, AKR1D1:12908, HSD17B10:13869, OSBP:14318, ELOVL4:14468, PLA2G2C:14707, OSBPL3:14734, OSBPL6:15205, OSBPL1A:15330, ACSM5:15627, OSBPL9:15645, LCP1:15912"
"Monocarboxylic Acid Catabolic Process (GO:0072329)",-0.147200192261476,0.0226968145124074,0.392364223635937,20,"ACOX1:247, ACOT8:429, CYP26B1:564, NUDT19:1242, LDHD:1316, PLA2G15:1899, FAAH:2114, HOGA1:2756, PPARD:4252, AGXT:4499, LPIN3:5264, LPIN2:6090, FANCA:6565, IDUA:7558, AGXT2:7893, CYP26A1:8965, CYP2W1:10619, CYP26C1:11336, HAO1:14285, LPIN1:14909"
"Monocarboxylic Acid Metabolic Process (GO:0032787)",-0.117872456007605,0.000209335467595737,0.0331735146884068,83,"DECR2:5, CYP1A1:44, MCCC1:74, AMACR:232, NAAA:410, ACSL4:428, HYI:531, HACL1:554, ANGPTL3:587, DSEL:606, PCCB:721, ACSL3:738, SCP2:766, ACBD5:1006, GBA2:1028, GGT1:1109, MSMO1:1127, THEM4:1184, VNN2:1210, ACOT4:1379, ABCB11:1632, ABAT:1691, CROT:1748, CYP1A2:1756, GAMT:1846, ACOT1:2018, BAAT:2055, HOGA1:2756, FA2H:3051, DSE:3099, ECHDC3:3249, VNN1:3447, PCCA:3735, MGAT4A:3755, SLC27A4:4177, SLC6A8:4342, AGXT:4499, PER2:4677, ACSF3:4997, TSPO:5025, PNPLA8:5331, CPT1C:5497, BTD:5784, ALKBH7:5905, ME3:6008, ACOT6:6300, GRHPR:6613, ACOT11:6784, FASN:7098, ACOT2:7226, ACADSB:7536, HLCS:7632, GGT5:7739, CPT1A:7783, ACSBG2:7917, ACAA1:7927, ACBD4:8084, ME1:8483, MECR:8511, AASDHPPT:8954, CPT1B:9131, LDHA:9219, GPAT2:9737, CYP4B1:9738, KRT17:10091, NPC1:10435, VDAC1:10868, ACSF2:11100, LDHB:11863, AOAH:12056, KYNU:12244, GATM:12312, GNPAT:12928, PANK2:13486, ME2:13519, GPAM:13552, SGPL1:13702, HSD17B10:13869, PDHA2:14486, CD36:15436, IGF1:15595, LDHC:15897, LCP1:15912"
"Monocarboxylic Acid Transport (GO:0015718)",-0.0538495891389782,0.139722586198966,0.641248121328815,63,"SLCO1C1:310, TSPO2:596, SLC26A6:873, SLC16A13:1140, SLC10A1:1166, SLC16A14:1293, ABCB4:1463, SLC51A:1859, FABP6:1940, SLC16A6:2230, SLC10A2:2500, UGT1A6:2906, ACSL1:2944, SLC5A12:3826, ATP8B1:3883, SLC10A3:3939, RBP7:4010, SLC27A4:4177, SLC6A12:4213, PPARD:4252, SLC9A3R1:4288, SLC6A8:4342, LYPLA1:4589, SLC22A13:4648, FABP4:4695, SLC51B:4855, ARID4A:5120, SLC16A5:5524, SLC6A13:5662, SLC27A1:5665, SLC27A3:6327, FABP2:6568, SLC6A11:6824, ABCD3:7132, SLC16A7:7278, SLC27A5:7367, SLCO1B1:7497, GOT2:7829, SLC16A12:7937, KDM5A:8178, SLC25A17:8525, SLC16A2:8540, ABCC3:8730, SLC10A6:9031, FABP5:9185, FABP1:9756, SLC16A4:10374, SLCO2B1:11000, MFSD2A:11429, SLC5A8:11711, CRABP2:12060, SLCO1A2:12335, PMP2:12528, SLC16A8:12580, CRABP1:13069, FABP7:13373, SLC16A3:13847, SLC5A6:14253, SLC16A9:14321, SLC10A5:14587, ABCC11:14921, FABP12:15282, SLC16A11:15637"
"Monocyte Activation (GO:0042117)",0.185533656484361,0.089149737958261,0.564441008374385,7,"FOXP1:81, SPACA3:184, AZU1:324, CSF1:2622, HYAL2:6456, DYSF:10537, ADAM9:15139"
"Monocyte Chemotaxis (GO:0002548)",0.0392375925395032,0.553850161902254,0.879837810348723,19,"CCL16:1330, CCL22:1813, CCL19:2120, PDGFB:2323, TNFSF11:2485, CCL20:3786, FLT1:6124, CCL21:6583, CCL1:6596, CCL24:7135, IL6R:7621, S100A12:8564, FOLR2:9277, PTPRO:10067, CCL5:12245, MSMP:12392, IL6:13131, CCL25:13486, TNFRSF11A:13490"
"Monocyte Differentiation (GO:0030224)",0.0139155662264906,0.89158802114801,0.976009988606798,8,"IL31RA:528, PDE1B:5448, THOC5:6098, MYH9:6244, CSF1R:6706, PIR:11464, PPARG:12895, VEGFA:13012"
"Mononuclear Cell Differentiation (GO:1903131)",0.0472947711371041,0.453182164285424,0.840433228996955,21,"IL31RA:528, TREM2:2249, IKZF1:2748, IL4:3059, FLT3:3656, LY6D:4200, CSF2:5009, PDE1B:5448, THOC5:6098, LYN:6121, MYH9:6244, CSF1R:6706, CLU:7430, RELB:7793, BATF3:9649, PIR:11464, IRF8:11653, GAS6:12173, PPARG:12895, VEGFA:13012, BMP4:14529"
"Monosaccharide Biosynthetic Process (GO:0046364)",-0.163412291933419,0.134336229061002,0.639462300115285,7,"DSEL:606, DSE:3099, RGN:3247, G6PD:5141, CHST14:5268, UST:9015, CHST15:11279"
"Monosaccharide Transmembrane Transport (GO:0015749)",-0.221592658742379,0.00567239026772506,0.216757721719877,13,"SLC2A11:70, SLC5A9:442, SLC2A10:539, SLC50A1:839, SLC2A8:1775, SLC45A3:2306, SLC5A10:2571, SLC2A9:4578, SLC2A7:5322, SLC5A2:6664, SLC2A12:7163, SLC2A6:12391, SLC5A3:13184"
"Monoubiquitinated Histone H2A Deubiquitination (GO:0035522)",0.0540841947805647,0.359183925295507,0.803405373465273,24,"TMEM98:213, SUPT20H:854, TAF5L:1132, TAF10:3444, KAT2A:4004, TAF5:4572, TAF7:4811, TAF6L:5374, TAF2:6021, ATXN7L3:6429, KAT2B:6805, SGF29:7114, TAF9:7149, SF3B3:7323, USP22:7678, SUPT3H:8098, TAF12:8393, TRRAP:8458, SUPT7L:9266, RNF2:10389, TADA3:12559, TADA2B:12625, ATXN7:13416, TAF6:15790"
"Monoubiquitinated Histone Deubiquitination (GO:0035521)",0.0540841947805647,0.359183925295507,0.803405373465273,24,"TMEM98:213, SUPT20H:854, TAF5L:1132, TAF10:3444, KAT2A:4004, TAF5:4572, TAF7:4811, TAF6L:5374, TAF2:6021, ATXN7L3:6429, KAT2B:6805, SGF29:7114, TAF9:7149, SF3B3:7323, USP22:7678, SUPT3H:8098, TAF12:8393, TRRAP:8458, SUPT7L:9266, RNF2:10389, TADA3:12559, TADA2B:12625, ATXN7:13416, TAF6:15790"
"Monoubiquitinated Protein Deubiquitination (GO:0035520)",0.0703615243845129,0.189857195009872,0.689411103429827,29,"TMEM98:213, SUPT20H:854, TAF5L:1132, USP16:1184, USP7:1843, TAF10:3444, KAT2A:4004, TAF5:4572, TAF7:4811, TAF6L:5374, USP15:5794, TAF2:6021, ATXN7L3:6429, USP1:6794, KAT2B:6805, SGF29:7114, TAF9:7149, SF3B3:7323, USP22:7678, SUPT3H:8098, TAF12:8393, TRRAP:8458, SUPT7L:9266, RNF2:10389, TADA3:12559, TADA2B:12625, USP47:12657, ATXN7:13416, TAF6:15790"
"Morphogenesis Of A Polarized Epithelium (GO:0001738)",-0.223447548901876,0.00736273602108282,0.247486261548316,12,"WDPCP:556, INTU:584, YAP1:1443, CELSR1:1765, VANGL2:2066, FUZ:3961, ZDHHC7:4958, TRAF3IP1:5976, AHI1:6181, RAB10:6328, SCRIB:6626, ACTG1:12604"
"Morphogenesis Of An Endothelium (GO:0003159)",0.267941435314825,0.0634561909178263,0.525861425033567,4,"CTNNB1:103, CSNK2B:2250, CCM2:2381, PRKD2:10240"
"Morphogenesis Of An Epithelial Sheet (GO:0002011)",-0.1437145600878,0.187924357494156,0.689243990393344,7,"NOTCH1:65, PHACTR4:1931, TBX20:2238, LIN7C:5393, BMP5:5423, BMP7:11512, DLL4:13289"
"Morphogenesis Of An Epithelium (GO:0002009)",-0.0508566531649003,0.369539005347137,0.806974045408519,26,"SOX8:233, SOX9:599, AIRE:758, NPHP3:1768, TIMELESS:2107, KRT16:3747, KDF1:3792, WNT10A:4193, SLC9A3R1:4288, TNC:5155, TBX18:5233, LIN7C:5393, TRAF3IP1:5976, AHI1:6181, SOX10:8201, RIPK4:8230, ARHGAP12:9178, PRKX:9924, KLK14:11036, VCL:11424, LHX1:11488, KDM2B:12370, ACTG1:12604, DAG1:13479, FGFR2:13550, KRT12:15555"
"Motile Cilium Assembly (GO:0044458)",0.15119019022454,0.0501745277732741,0.480598739329723,14,"SPATA6:537, MCIDAS:1376, CCDC39:1617, BBOF1:1803, SPAG17:2071, RSPH6A:4690, BBS5:5545, ZMYND10:5811, CCDC40:6882, DNAAF3:8010, RSPH9:8470, CFAP221:9012, E2F4:9990, ENKD1:12773"
"Motor Neuron Axon Guidance (GO:0008045)",0.0574229691876751,0.573826232093768,0.882607975598407,8,"RAC1:1547, LHX1:4515, RAC3:5412, SEMA3A:5723, EPHA4:6353, SLIT2:9632, SLIT1:11377, RNF165:12333"
"Mucosal Immune Response (GO:0002385)",-0.0601039210549297,0.490062106577647,0.853066909808169,11,"RAB17:661, NOS2:760, PIGR:5474, PLA2G1B:5647, OTUD7B:6403, BPIFB1:6700, IFNLR1:7778, FFAR3:7904, FFAR2:9363, IL4:12944, H2BC11:13568"
"Multi-Ciliated Epithelial Cell Differentiation (GO:1903251)",0.202224711907811,0.0639071446452683,0.525861425033567,7,"CEP63:131, CEP152:445, CCNO:850, MCIDAS:1376, DEUP1:7519, E2F4:9990, PLK4:13223"
"Multi-Pass Transmembrane Protein Insertion Into ER Membrane (GO:0160063)",-0.149329731892757,0.143576881223166,0.64582783486834,8,"NCLN:268, NOMO2:1909, RAB5IF:5011, WDR83OS:6118, NOMO3:6318, TMEM147:6500, NOMO1:7908, TMCO1:10727"
"Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586)",0.0596654126310734,0.513553680493558,0.86300117994978,10,"TMPRSS6:1554, HFE:2814, SLC40A1:2992, HJV:4256, CYBRD1:5334, TFR2:7891, NEO1:8313, PICALM:9495, HMOX1:13277, SLC11A1:14778"
"Multicellular Organismal-Level Water Homeostasis (GO:0050891)",0.157429966942338,0.0414199663025405,0.458485482433108,14,"AQP3:554, CFTR:880, AQP1:1077, PRKACA:1406, PRKACB:1948, BPIFA1:3107, AQP4:4469, MYO5B:6527, AQP2:6735, TRPV4:8700, WFS1:8734, SCNN1B:10021, SCNN1G:10627, SCNN1A:12377"
"Multinuclear Osteoclast Differentiation (GO:0072674)",-0.163450152024324,0.205593420534551,0.698943877422646,5,"OCSTAMP:513, TNFRSF11A:2513, SH3PXD2A:3131, DCSTAMP:6974, TCTA:13736"
"Multivesicular Body Assembly (GO:0036258)",0.0580876037789866,0.28754261154162,0.764253052093694,28,"CHMP3:699, VPS4A:855, CHMP7:1048, UBAP1:1668, CHMP4C:1804, VPS37B:1848, CHMP4A:1950, CHMP1B:2766, CHMP2B:3844, VPS37A:4569, TSG101:4783, CHMP5:4992, PDCD6IP:6028, CHMP2A:7080.5, CHMP6:7121, HGS:7157, VPS36:9190, IST1:9352, VPS4B:9912, STAM2:10280, VTA1:10462, VPS37C:10707, VPS37D:11747, STAM:12319, SNF8:12873, MVB12A:13797, VPS28:14002, VPS25:15859"
"Multivesicular Body Organization (GO:0036257)",0.0621734587251829,0.246685075939506,0.739063821440793,29,"CHMP3:699, VPS4A:855, CHMP7:1048, UBAP1:1668, CHMP4C:1804, VPS37B:1848, CHMP4A:1950, CHMP1B:2766, CHMP2B:3844, VPS37A:4569, TSG101:4783, CHMP5:4992, RAB27A:5225, PDCD6IP:6028, CHMP2A:7080.5, CHMP6:7121, HGS:7157, VPS36:9190, IST1:9352, VPS4B:9912, STAM2:10280, VTA1:10462, VPS37C:10707, VPS37D:11747, STAM:12319, SNF8:12873, MVB12A:13797, VPS28:14002, VPS25:15859"
"Multivesicular Body Sorting Pathway (GO:0071985)",0.10062905681545,0.0880036701630153,0.563166935391423,24,"RAB27B:413, CHMP3:699, VPS4A:855, CHMP7:1048, CHMP4C:1804, DENND10:1896, CHMP4A:1950, CHMP1B:2766, LAPTM4B:3684, CHMP2B:3844, SORT1:4750, CHMP5:4992, RAB27A:5225, CHMP2A:7080.5, CHMP6:7121, SYTL4:8692, UVRAG:9232, VPS4B:9912, VTA1:10462, RILP:11877, SNF8:12873, RUBCN:12893, EXPH5:14791, MITD1:15158"
"Multivesicular Body-Lysosome Fusion (GO:0061763)",0.284527684399623,0.00311944369902709,0.170254139059662,9,"CHMP3:699, CHMP7:1048, CHMP4C:1804, CHMP4A:1950, CHMP1B:2766, CHMP2B:3844, CHMP5:4992, CHMP2A:7080.5, CHMP6:7121"
"Muscle Cell Development (GO:0055001)",0.0332874671522274,0.521390566940602,0.865864712027096,31,"BIN1:73, TCAP:124, IGF1:408, SLC8A1:535, SGCZ:1031, DMD:1629, NKX2-5:2054, SDC1:2427, EFEMP2:2806, RAMP2:3499, ANK2:3730, ACTN3:3763, ACTN2:4279, ENG:4582, ASB2:5526, CHRNB1:8049, MYH6:8928, ACTN4:10561, CXADR:10694, MEGF10:11196, HES1:11518, CAV3:11896, LRRC27:11961, MYH11:12081, KDM1A:12835, VEGFA:13012, LRRC10:13067, ALPK3:13901, ALPK2:14824, MYOD1:15570, HEY2:15586"
