GO.ID	Description	p.Val	Empty	phenoType
Cholesterol Catabolic Process (GO:0006707)	Cholesterol Catabolic Process 	0.766152794569166		1
Cholesterol Efflux (GO:0033344)	Cholesterol Efflux 	0.915690620754126		1
Cholesterol Homeostasis (GO:0042632)	Cholesterol Homeostasis 	0.951908995286719		-1
Cholesterol Import (GO:0070508)	Cholesterol Import 	0.902689598687237		-1
Cholesterol Metabolic Process (GO:0008203)	Cholesterol Metabolic Process 	0.928665653490697		-1
Cholesterol Transport (GO:0030301)	Cholesterol Transport 	0.803581371728471		-1
Choline Metabolic Process (GO:0019695)	Choline Metabolic Process 	0.756240558782407		-1
Choline Transport (GO:0015871)	Choline Transport 	0.671456029724365		-1
Chondrocyte Development (GO:0002063)	Chondrocyte Development 	0.996849205443636		-1
Chondrocyte Differentiation (GO:0002062)	Chondrocyte Differentiation 	0.89267137690461		1
Chondroitin Sulfate Biosynthetic Process (GO:0030206)	Chondroitin Sulfate Biosynthetic Process 	0.869117713377488		-1
Chondroitin Sulfate Metabolic Process (GO:0030204)	Chondroitin Sulfate Metabolic Process 	0.897916065634511		-1
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650)	Chondroitin Sulfate Proteoglycan Biosynthetic Process 	0.916447211813497		-1
Chondroitin Sulfate Proteoglycan Metabolic Process (GO:0050654)	Chondroitin Sulfate Proteoglycan Metabolic Process 	0.919442685757929		-1
Chordate Embryonic Development (GO:0043009)	Chordate Embryonic Development 	0.853238885819802		-1
Chromatin Organization (GO:0006325)	Chromatin Organization 	0.358617750060947		-1
Chromatin Remodeling (GO:0006338)	Chromatin Remodeling 	0.341603438608834		-1
Chromatin Remodeling At Centromere (GO:0031055)	Chromatin Remodeling At Centromere 	0.928904351518439		1
Chromosome Condensation (GO:0030261)	Chromosome Condensation 	0.990746323914715		1
Chromosome Organization (GO:0051276)	Chromosome Organization 	0.945489567044664		1
Cilium Assembly (GO:0060271)	Cilium Assembly 	0.140328589620619		1
Cilium Disassembly (GO:0061523)	Cilium Disassembly 	0.866874116342731		-1
Cilium Movement (GO:0003341)	Cilium Movement 	4.04530197132921e-06		1
Cilium Movement Involved In Cell Motility (GO:0060294)	Cilium Movement Involved In Cell Motility 	0.100154292053132		1
Cilium Organization (GO:0044782)	Cilium Organization 	0.415448404881412		1
Cilium-Dependent Cell Motility (GO:0060285)	Cilium-Dependent Cell Motility 	0.0099131784993109		1
Circulatory System Development (GO:0072359)	Circulatory System Development 	0.954388484377007		1
Citrulline Metabolic Process (GO:0000052)	Citrulline Metabolic Process 	0.536999398663241		-1
Clathrin Coat Assembly (GO:0048268)	Clathrin Coat Assembly 	0.588459311071187		-1
Clathrin Coat Disassembly (GO:0072318)	Clathrin Coat Disassembly 	0.506320390878618		-1
Clathrin-Coated Vesicle Cargo Loading (GO:0035652)	Clathrin-Coated Vesicle Cargo Loading 	0.804141488750664		1
Clathrin-Coated Vesicle Cargo Loading, AP-3-mediated (GO:0035654)	Clathrin-Coated Vesicle Cargo Loading, AP-3-mediated 	0.804141488750664		1
Clathrin-Dependent Endocytosis (GO:0072583)	Clathrin-Dependent Endocytosis 	0.412044776062162		-1
Cleavage Furrow Formation (GO:0036089)	Cleavage Furrow Formation 	0.830705765139777		-1
Cobalamin Metabolic Process (GO:0009235)	Cobalamin Metabolic Process 	0.869993890183962		1
Cobalamin Transport (GO:0015889)	Cobalamin Transport 	0.934106000514424		1
Cochlea Morphogenesis (GO:0090103)	Cochlea Morphogenesis 	0.957184663324472		-1
Coenzyme A Biosynthetic Process (GO:0015937)	Coenzyme A Biosynthetic Process 	0.890947142141804		-1
Coenzyme A Metabolic Process (GO:0015936)	Coenzyme A Metabolic Process 	0.669019285583147		-1
Cognition (GO:0050890)	Cognition 	0.976322949836869		-1
Collagen Fibril Organization (GO:0030199)	Collagen Fibril Organization 	0.852437729720525		1
Collagen-Activated Signaling Pathway (GO:0038065)	Collagen-Activated Signaling Pathway 	0.934106000514424		1
Collecting Duct Development (GO:0072044)	Collecting Duct Development 	0.866874116342731		-1
Columnar/Cuboidal Epithelial Cell Differentiation (GO:0002065)	Columnar/Cuboidal Epithelial Cell Differentiation 	0.866874116342731		1
Commissural Neuron Axon Guidance (GO:0071679)	Commissural Neuron Axon Guidance 	0.862979796316791		1
Complement Activation, Lectin Pathway (GO:0001867)	Complement Activation, Lectin Pathway 	0.967431131282491		-1
Complement Receptor Mediated Signaling Pathway (GO:0002430)	Complement Receptor Mediated Signaling Pathway 	0.900373445488184		-1
Connective Tissue Development (GO:0061448)	Connective Tissue Development 	0.919442685757929		-1
Constitutive Heterochromatin Formation (GO:0140719)	Constitutive Heterochromatin Formation 	0.838203329075477		-1
Contact Inhibition (GO:0060242)	Contact Inhibition 	0.929134654787323		1
Contractile Actin Filament Bundle Assembly (GO:0030038)	Contractile Actin Filament Bundle Assembly 	0.885496811960051		1
Copper Ion Homeostasis (GO:0055070)	Copper Ion Homeostasis 	0.918921446446253		1
Copper Ion Import (GO:0015677)	Copper Ion Import 	0.469464729974876		1
Copper Ion Transport (GO:0006825)	Copper Ion Transport 	0.364078993527456		1
Coronary Vasculature Development (GO:0060976)	Coronary Vasculature Development 	0.875989881876069		1
Coronary Vasculature Morphogenesis (GO:0060977)	Coronary Vasculature Morphogenesis 	0.627179971368042		-1
Cortical Actin Cytoskeleton Organization (GO:0030866)	Cortical Actin Cytoskeleton Organization 	0.804141488750664		1
Cortical Cytoskeleton Organization (GO:0030865)	Cortical Cytoskeleton Organization 	0.928904351518439		1
Cotranslational Protein Targeting To Membrane (GO:0006613)	Cotranslational Protein Targeting To Membrane 	0.976322949836869		-1
Cranial Nerve Development (GO:0021545)	Cranial Nerve Development 	0.907231407506348		1
Cristae Formation (GO:0042407)	Cristae Formation 	0.897916065634511		-1
Cyclic Nucleotide Biosynthetic Process (GO:0009190)	Cyclic Nucleotide Biosynthetic Process 	0.618309701183654		1
Cyclic Nucleotide Transport (GO:0070729)	Cyclic Nucleotide Transport 	0.477856952291043		1
Cyclic-Nucleotide-Mediated Signaling (GO:0019935)	Cyclic-Nucleotide-Mediated Signaling 	0.804141488750664		1
Cyclooxygenase Pathway (GO:0019371)	Cyclooxygenase Pathway 	0.954388484377007		-1
Cytidine To Uridine Editing (GO:0016554)	Cytidine To Uridine Editing 	0.802748367999253		1
Cytochrome Complex Assembly (GO:0017004)	Cytochrome Complex Assembly 	0.978731522800126		1
Cytokine-Mediated Signaling Pathway (GO:0019221)	Cytokine-Mediated Signaling Pathway 	0.818854065131045		-1
Cytolysis By Host Of Symbiont Cells (GO:0051838)	Cytolysis By Host Of Symbiont Cells 	0.803034156415021		1
Cytoplasmic Microtubule Organization (GO:0031122)	Cytoplasmic Microtubule Organization 	0.925429825674998		-1
Cytoplasmic Sequestering Of NF-kappaB (GO:0007253)	Cytoplasmic Sequestering Of NF-kappaB 	0.945489567044664		1
Cytoplasmic Sequestering Of Protein (GO:0051220)	Cytoplasmic Sequestering Of Protein 	0.81840388145588		-1
Cytoplasmic Sequestering Of Transcription Factor (GO:0042994)	Cytoplasmic Sequestering Of Transcription Factor 	0.928904351518439		1
Cytoplasmic Translation (GO:0002181)	Cytoplasmic Translation 	0.346552860299114		-1
Cytoplasmic Translational Initiation (GO:0002183)	Cytoplasmic Translational Initiation 	0.506320390878618		-1
Cytoskeleton Organization (GO:0007010)	Cytoskeleton Organization 	0.98646676602819		-1
Cytoskeleton-Dependent Cytokinesis (GO:0061640)	Cytoskeleton-Dependent Cytokinesis 	0.99792447246311		-1
Cytoskeleton-Dependent Intracellular Transport (GO:0030705)	Cytoskeleton-Dependent Intracellular Transport 	0.953735447082481		1
Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753)	Cytosolic Pattern Recognition Receptor Signaling Pathway 	0.935028750382918		-1
Cytosolic Transport (GO:0016482)	Cytosolic Transport 	0.252169325332023		-1
Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA (GO:0000290)	Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA 	0.928904351518439		-1
Defense Response To Gram-negative Bacterium (GO:0050829)	Defense Response To Gram-negative Bacterium 	0.98514191205852		-1
Defense Response To Gram-positive Bacterium (GO:0050830)	Defense Response To Gram-positive Bacterium 	0.70510062090477		1
Defense Response To Bacterium (GO:0042742)	Defense Response To Bacterium 	0.875989881876069		1
Defense Response To Fungus (GO:0050832)	Defense Response To Fungus 	0.849514067027881		1
Defense Response To Protozoan (GO:0042832)	Defense Response To Protozoan 	0.969948676072395		1
Defense Response To Symbiont (GO:0140546)	Defense Response To Symbiont 	0.856958824130254		-1
Defense Response To Tumor Cell (GO:0002357)	Defense Response To Tumor Cell 	0.999064463352462		-1
Defense Response To Virus (GO:0051607)	Defense Response To Virus 	0.942976452770794		-1
Definitive Hemopoiesis (GO:0060216)	Definitive Hemopoiesis 	0.84798772841828		1
Dehydroascorbic Acid Transport (GO:0070837)	Dehydroascorbic Acid Transport 	0.747747073009642		1
Delamination (GO:0060232)	Delamination 	0.617482236505665		-1
Dendrite Arborization (GO:0140059)	Dendrite Arborization 	0.996849205443636		1
Dendrite Extension (GO:0097484)	Dendrite Extension 	0.968192495927875		1
Dendrite Morphogenesis (GO:0048813)	Dendrite Morphogenesis 	0.916447211813497		1
Dendrite Self-Avoidance (GO:0070593)	Dendrite Self-Avoidance 	0.664421378387648		1
Dendritic Cell Chemotaxis (GO:0002407)	Dendritic Cell Chemotaxis 	0.875989881876069		1
Dendritic Cell Differentiation (GO:0097028)	Dendritic Cell Differentiation 	0.928904351518439		-1
Dendritic Cell Migration (GO:0036336)	Dendritic Cell Migration 	0.953735447082481		1
Dendritic Spine Maintenance (GO:0097062)	Dendritic Spine Maintenance 	0.961689779314069		-1
Dendritic Spine Morphogenesis (GO:0060997)	Dendritic Spine Morphogenesis 	0.945489567044664		1
Dendritic Spine Organization (GO:0097061)	Dendritic Spine Organization 	0.92813463239371		-1
Dense Core Granule Cytoskeletal Transport (GO:0099519)	Dense Core Granule Cytoskeletal Transport 	0.973618234754459		-1
Dephosphorylation (GO:0016311)	Dephosphorylation 	0.920145060863455		-1
Depyrimidination (GO:0045008)	Depyrimidination 	0.645556317884699		1
Dermatan Sulfate Metabolic Process (GO:0030205)	Dermatan Sulfate Metabolic Process 	0.996849205443636		1
Dermatan Sulfate Proteoglycan Biosynthetic Process (GO:0050651)	Dermatan Sulfate Proteoglycan Biosynthetic Process 	0.79751575748365		-1
Dermatan Sulfate Proteoglycan Metabolic Process (GO:0050655)	Dermatan Sulfate Proteoglycan Metabolic Process 	0.928904351518439		-1
Desensitization Of G Protein-Coupled Receptor Signaling Pathway (GO:0002029)	Desensitization Of G Protein-Coupled Receptor Signaling Pathway 	0.926809627341771		-1
Desmosome Organization (GO:0002934)	Desmosome Organization 	0.741392840598756		1
Detection Of Bacterium (GO:0016045)	Detection Of Bacterium 	0.942976452770794		-1
Detection Of Calcium Ion (GO:0005513)	Detection Of Calcium Ion 	0.920392870187872		1
Detection Of Chemical Stimulus Involved In Sensory Perception (GO:0050907)	Detection Of Chemical Stimulus Involved In Sensory Perception 	0.537752418476479		1
Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste (GO:0001580)	Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste 	0.897916065634511		-1
Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell (GO:0050911)	Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell 	0.529587272280195		1
Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912)	Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste 	0.959393551781385		-1
Detection Of Light Stimulus Involved In Sensory Perception (GO:0050962)	Detection Of Light Stimulus Involved In Sensory Perception 	0.57439950380342		1
Detection Of Light Stimulus Involved In Visual Perception (GO:0050908)	Detection Of Light Stimulus Involved In Visual Perception 	0.57439950380342		1
Detection Of Mechanical Stimulus (GO:0050982)	Detection Of Mechanical Stimulus 	0.453223814662281		1
Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974)	Detection Of Mechanical Stimulus Involved In Sensory Perception 	0.952390370396309		-1
Detection Of Mechanical Stimulus Involved In Sensory Perception Of Sound (GO:0050910)	Detection Of Mechanical Stimulus Involved In Sensory Perception Of Sound 	0.918921446446253		-1
Detection Of Molecule Of Bacterial Origin (GO:0032490)	Detection Of Molecule Of Bacterial Origin 	0.643124669336296		-1
Detection Of Muscle Stretch (GO:0035995)	Detection Of Muscle Stretch 	0.867939239833787		1
Detection Of Stimulus Involved In Sensory Perception Of Pain (GO:0062149)	Detection Of Stimulus Involved In Sensory Perception Of Pain 	0.73156700130477		1
Detection Of Virus (GO:0009597)	Detection Of Virus 	0.888881645456828		-1
Detection Of Visible Light (GO:0009584)	Detection Of Visible Light 	0.477856952291043		1
Determination Of Bilateral Symmetry (GO:0009855)	Determination Of Bilateral Symmetry 	0.856958824130254		1
Determination Of Digestive Tract Left/Right Asymmetry (GO:0071907)	Determination Of Digestive Tract Left/Right Asymmetry 	0.836453949439313		1
Determination Of Heart Left/Right Asymmetry (GO:0061371)	Determination Of Heart Left/Right Asymmetry 	0.897916065634511		-1
Determination Of Left/Right Symmetry (GO:0007368)	Determination Of Left/Right Symmetry 	0.633298239592904		1
Determination Of Liver Left/Right Asymmetry (GO:0071910)	Determination Of Liver Left/Right Asymmetry 	0.645556317884699		1
Development Of Primary Female Sexual Characteristics (GO:0046545)	Development Of Primary Female Sexual Characteristics 	0.925429825674998		-1
Development Of Primary Male Sexual Characteristics (GO:0046546)	Development Of Primary Male Sexual Characteristics 	0.782094668660831		-1
Diacylglycerol Biosynthetic Process (GO:0006651)	Diacylglycerol Biosynthetic Process 	0.572472008806548		-1
Diacylglycerol Metabolic Process (GO:0046339)	Diacylglycerol Metabolic Process 	0.945489567044664		-1
Dicarboxylic Acid Biosynthetic Process (GO:0043650)	Dicarboxylic Acid Biosynthetic Process 	0.548165583138353		-1
Dicarboxylic Acid Catabolic Process (GO:0043649)	Dicarboxylic Acid Catabolic Process 	0.900536655607984		1
Dicarboxylic Acid Metabolic Process (GO:0043648)	Dicarboxylic Acid Metabolic Process 	0.73156700130477		-1
Dicarboxylic Acid Transport (GO:0006835)	Dicarboxylic Acid Transport 	0.968910111012828		-1
Digestive System Development (GO:0055123)	Digestive System Development 	0.793509973442678		1
Digestive Tract Development (GO:0048565)	Digestive Tract Development 	0.832197148589771		1
Digestive Tract Morphogenesis (GO:0048546)	Digestive Tract Morphogenesis 	0.803964196341148		1
Diol Biosynthetic Process (GO:0034312)	Diol Biosynthetic Process 	0.238958434124721		-1
Diol Metabolic Process (GO:0034311)	Diol Metabolic Process 	0.775872210257761		-1
Diterpenoid Metabolic Process (GO:0016101)	Diterpenoid Metabolic Process 	0.770305093337169		-1
Dolichol Metabolic Process (GO:0019348)	Dolichol Metabolic Process 	0.876417334070273		-1
Dolichol-Linked Oligosaccharide Biosynthetic Process (GO:0006488)	Dolichol-Linked Oligosaccharide Biosynthetic Process 	0.641796562325073		-1
Dopamine Catabolic Process (GO:0042420)	Dopamine Catabolic Process 	0.821576793778452		-1
Dopamine Metabolic Process (GO:0042417)	Dopamine Metabolic Process 	0.645556317884699		-1
Dopamine Transport (GO:0015872)	Dopamine Transport 	0.837626739920443		-1
Dopamine Uptake (GO:0090494)	Dopamine Uptake 	0.570231060985518		-1
Dopaminergic Neuron Differentiation (GO:0071542)	Dopaminergic Neuron Differentiation 	0.658414973877979		-1
Dorsal Aorta Development (GO:0035907)	Dorsal Aorta Development 	0.966058375144152		-1
Dorsal Aorta Morphogenesis (GO:0035912)	Dorsal Aorta Morphogenesis 	0.966058375144152		-1
Dorsal/Ventral Pattern Formation (GO:0009953)	Dorsal/Ventral Pattern Formation 	0.98531741886263		1
Dosage Compensation (GO:0007549)	Dosage Compensation 	0.645556317884699		-1
Dosage Compensation By Inactivation Of X Chromosome (GO:0009048)	Dosage Compensation By Inactivation Of X Chromosome 	0.471011456962544		-1
Double-Strand Break Repair (GO:0006302)	Double-Strand Break Repair 	0.916411875675981		-1
Double-Strand Break Repair Via Break-Induced Replication (GO:0000727)	Double-Strand Break Repair Via Break-Induced Replication 	0.775872210257761		1
Double-Strand Break Repair Via Classical Nonhomologous End Joining (GO:0097680)	Double-Strand Break Repair Via Classical Nonhomologous End Joining 	0.896631756466967		1
Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	Double-Strand Break Repair Via Homologous Recombination 	0.73156700130477		-1
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303)	Double-Strand Break Repair Via Nonhomologous End Joining 	0.875989881876069		1
Double-Strand Break Repair Via Single-Strand Annealing (GO:0045002)	Double-Strand Break Repair Via Single-Strand Annealing 	0.998676193850327		-1
Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing (GO:0045003)	Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing 	0.81757465383463		-1
Ear Development (GO:0043583)	Ear Development 	0.542808191143122		-1
Ear Morphogenesis (GO:0042471)	Ear Morphogenesis 	0.967431131282491		1
Early Endosome To Golgi Transport (GO:0034498)	Early Endosome To Golgi Transport 	0.868805412478052		-1
Early Endosome To Late Endosome Transport (GO:0045022)	Early Endosome To Late Endosome Transport 	0.195881870601016		-1
Ectoderm Development (GO:0007398)	Ectoderm Development 	0.529587272280195		1
Elastic Fiber Assembly (GO:0048251)	Elastic Fiber Assembly 	0.968192495927875		1
Electron Transport Chain (GO:0022900)	Electron Transport Chain 	0.907231407506348		-1
Embryo Development Ending In Birth Or Egg Hatching (GO:0009792)	Embryo Development Ending In Birth Or Egg Hatching 	0.892064989457495		1
Embryonic Appendage Morphogenesis (GO:0035113)	Embryonic Appendage Morphogenesis 	0.996849205443636		-1
Embryonic Axis Specification (GO:0000578)	Embryonic Axis Specification 	0.487893658849198		-1
Embryonic Brain Development (GO:1990403)	Embryonic Brain Development 	0.878541086727998		1
Embryonic Cranial Skeleton Morphogenesis (GO:0048701)	Embryonic Cranial Skeleton Morphogenesis 	0.528397217889204		-1
Embryonic Digestive Tract Development (GO:0048566)	Embryonic Digestive Tract Development 	0.79751575748365		1
Embryonic Digestive Tract Morphogenesis (GO:0048557)	Embryonic Digestive Tract Morphogenesis 	0.967431131282491		-1
Embryonic Digit Morphogenesis (GO:0042733)	Embryonic Digit Morphogenesis 	0.953953963874905		1
Embryonic Eye Morphogenesis (GO:0048048)	Embryonic Eye Morphogenesis 	0.709055324478837		1
Embryonic Forelimb Morphogenesis (GO:0035115)	Embryonic Forelimb Morphogenesis 	0.920392870187872		1
Embryonic Heart Tube Development (GO:0035050)	Embryonic Heart Tube Development 	0.920392870187872		-1
Embryonic Heart Tube Morphogenesis (GO:0003143)	Embryonic Heart Tube Morphogenesis 	0.939191702218161		-1
Embryonic Hemopoiesis (GO:0035162)	Embryonic Hemopoiesis 	0.936298226491048		-1
Embryonic Hindlimb Morphogenesis (GO:0035116)	Embryonic Hindlimb Morphogenesis 	0.48166521553689		1
Embryonic Limb Morphogenesis (GO:0030326)	Embryonic Limb Morphogenesis 	0.968192495927875		-1
Embryonic Organ Development (GO:0048568)	Embryonic Organ Development 	0.926809627341771		1
Embryonic Organ Morphogenesis (GO:0048562)	Embryonic Organ Morphogenesis 	0.998546474650074		1
Embryonic Placenta Development (GO:0001892)	Embryonic Placenta Development 	0.968192495927875		1
Embryonic Skeletal Joint Development (GO:0072498)	Embryonic Skeletal Joint Development 	0.776465520636768		1
Embryonic Skeletal System Development (GO:0048706)	Embryonic Skeletal System Development 	0.929301809200713		1
Embryonic Skeletal System Morphogenesis (GO:0048704)	Embryonic Skeletal System Morphogenesis 	0.928904351518439		-1
Enamel Mineralization (GO:0070166)	Enamel Mineralization 	0.997430319873246		1
Endocardial Cushion Development (GO:0003197)	Endocardial Cushion Development 	0.990449505885668		-1
Endocardial Cushion Morphogenesis (GO:0003203)	Endocardial Cushion Morphogenesis 	0.876417334070273		-1
Endochondral Bone Morphogenesis (GO:0060350)	Endochondral Bone Morphogenesis 	0.996182665091453		-1
Endochondral Ossification (GO:0001958)	Endochondral Ossification 	0.998503796516765		-1
Endocrine System Development (GO:0035270)	Endocrine System Development 	0.928904351518439		-1
Endocytic Recycling (GO:0032456)	Endocytic Recycling 	0.920392870187872		1
Endocytosis (GO:0006897)	Endocytosis 	0.582320681735591		-1
Endoderm Development (GO:0007492)	Endoderm Development 	0.980155708485726		-1
Endoderm Formation (GO:0001706)	Endoderm Formation 	0.688492677908353		1
Endodermal Cell Differentiation (GO:0035987)	Endodermal Cell Differentiation 	0.709055324478837		1
Endodermal Cell Fate Commitment (GO:0001711)	Endodermal Cell Fate Commitment 	0.928665653490697		1
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894)	Endolysosomal Toll-Like Receptor Signaling Pathway 	0.480918671266557		1
Endomembrane System Organization (GO:0010256)	Endomembrane System Organization 	0.931582239215137		1
Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)	Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript 	0.915704388909774		1
Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	Endonucleolytic Cleavage Of Tricistronic rRNA Transcript 	0.591266448637465		1
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	Endoplasmic Reticulum Calcium Ion Homeostasis 	0.709153368754373		1
Endoplasmic Reticulum Mannose Trimming (GO:1904380)	Endoplasmic Reticulum Mannose Trimming 	0.953061377856531		1
Endoplasmic Reticulum Membrane Organization (GO:0090158)	Endoplasmic Reticulum Membrane Organization 	0.868833634151861		-1
Endoplasmic Reticulum Organization (GO:0007029)	Endoplasmic Reticulum Organization 	0.856958824130254		-1
Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888)	Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport 	0.956202011509382		-1
Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	Endoplasmic Reticulum To Cytosol Transport 	0.910941791490704		-1
Endoplasmic Reticulum Tubular Network Organization (GO:0071786)	Endoplasmic Reticulum Tubular Network Organization 	0.928665653490697		1
Endosomal Lumen Acidification (GO:0048388)	Endosomal Lumen Acidification 	0.591266448637465		-1
Endosomal Transport (GO:0016197)	Endosomal Transport 	0.72394963201223		-1
Endosomal Vesicle Fusion (GO:0034058)	Endosomal Vesicle Fusion 	0.763591720250865		1
Endosome Organization (GO:0007032)	Endosome Organization 	0.346552860299114		-1
Endosome To Lysosome Transport (GO:0008333)	Endosome To Lysosome Transport 	0.920170649820868		-1
Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway (GO:0032510)	Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway 	0.914037449731536		-1
Endosome To Melanosome Transport (GO:0035646)	Endosome To Melanosome Transport 	0.89267137690461		-1
Endosome To Pigment Granule Transport (GO:0043485)	Endosome To Pigment Granule Transport 	0.89267137690461		-1
Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509)	Endosome Transport Via Multivesicular Body Sorting Pathway 	0.891508089127737		-1
Endothelial Cell Chemotaxis (GO:0035767)	Endothelial Cell Chemotaxis 	0.928904351518439		1
Endothelial Cell Development (GO:0001885)	Endothelial Cell Development 	0.737617719332813		-1
Endothelial Cell Differentiation (GO:0045446)	Endothelial Cell Differentiation 	0.967431131282491		1
Endothelial Cell Migration (GO:0043542)	Endothelial Cell Migration 	0.928904351518439		-1
Endothelial Cell Proliferation (GO:0001935)	Endothelial Cell Proliferation 	0.929309395318759		-1
Endothelial Tube Morphogenesis (GO:0061154)	Endothelial Tube Morphogenesis 	0.804141488750664		1
Endothelin Receptor Signaling Pathway (GO:0086100)	Endothelin Receptor Signaling Pathway 	0.897916065634511		1
Endothelium Development (GO:0003158)	Endothelium Development 	0.40145605676737		-1
Energy Derivation By Oxidation Of Organic Compounds (GO:0015980)	Energy Derivation By Oxidation Of Organic Compounds 	0.974237915327207		1
Energy Reserve Metabolic Process (GO:0006112)	Energy Reserve Metabolic Process 	0.980155708485726		1
Engulfment Of Apoptotic Cell (GO:0043652)	Engulfment Of Apoptotic Cell 	0.966396025658231		-1
Enteric Nervous System Development (GO:0048484)	Enteric Nervous System Development 	0.952931344398978		-1
Entrainment Of Circadian Clock By Photoperiod (GO:0043153)	Entrainment Of Circadian Clock By Photoperiod 	0.933951501063549		1
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	Enzyme-Linked Receptor Protein Signaling Pathway 	0.832984188214407		1
Eosinophil Chemotaxis (GO:0048245)	Eosinophil Chemotaxis 	0.916447211813497		1
Eosinophil Migration (GO:0072677)	Eosinophil Migration 	0.916447211813497		1
Ephrin Receptor Signaling Pathway (GO:0048013)	Ephrin Receptor Signaling Pathway 	0.990995353330298		1
Epiboly Involved In Wound Healing (GO:0090505)	Epiboly Involved In Wound Healing 	0.925429825674998		1
Epidermal Cell Differentiation (GO:0009913)	Epidermal Cell Differentiation 	0.908410867435434		-1
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	Epidermal Growth Factor Receptor Signaling Pathway 	0.98514191205852		-1
Epidermis Development (GO:0008544)	Epidermis Development 	0.493190171889704		1
Epigenetic Regulation Of Gene Expression (GO:0040029)	Epigenetic Regulation Of Gene Expression 	0.5199488033952		-1
Epithelial Cell Apoptotic Process (GO:1904019)	Epithelial Cell Apoptotic Process 	0.645556317884699		1
Epithelial Cell Development (GO:0002064)	Epithelial Cell Development 	0.896631756466967		1
Epithelial Cell Differentiation (GO:0030855)	Epithelial Cell Differentiation 	0.871482830922241		1
Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850)	Epithelial Cell Differentiation Involved In Kidney Development 	0.771195111837075		1
Epithelial Cell Migration (GO:0010631)	Epithelial Cell Migration 	0.820996772114847		1
Epithelial Cell Morphogenesis (GO:0003382)	Epithelial Cell Morphogenesis 	0.92813463239371		-1
Epithelial Cell-Cell Adhesion (GO:0090136)	Epithelial Cell-Cell Adhesion 	0.695056835317867		1
Epithelial Cilium Movement Involved In Determination Of Left/Right Asymmetry (GO:0060287)	Epithelial Cilium Movement Involved In Determination Of Left/Right Asymmetry 	0.762901833450553		1
Epithelial Cilium Movement Involved In Extracellular Fluid Movement (GO:0003351)	Epithelial Cilium Movement Involved In Extracellular Fluid Movement 	0.383381344587854		1
Epithelial Structure Maintenance (GO:0010669)	Epithelial Structure Maintenance 	0.928904351518439		-1
Epithelial To Mesenchymal Transition (GO:0001837)	Epithelial To Mesenchymal Transition 	0.998676193850327		-1
Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:0003198)	Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation 	0.976322949836869		1
Epithelial Tube Branching Involved In Lung Morphogenesis (GO:0060441)	Epithelial Tube Branching Involved In Lung Morphogenesis 	0.759423133903011		1
Epithelial Tube Formation (GO:0072175)	Epithelial Tube Formation 	0.909708814220499		-1
Epithelial Tube Morphogenesis (GO:0060562)	Epithelial Tube Morphogenesis 	0.935028750382918		1
Epithelium Development (GO:0060429)	Epithelium Development 	0.915704388909774		1
Epoxygenase P450 Pathway (GO:0019373)	Epoxygenase P450 Pathway 	0.968599777507355		1
Equilibrioception (GO:0050957)	Equilibrioception 	0.96327024255459		1
Error-Prone Translesion Synthesis (GO:0042276)	Error-Prone Translesion Synthesis 	0.774331092647324		-1
Erythrocyte Development (GO:0048821)	Erythrocyte Development 	0.915704388909774		-1
