"","main_Rho","Carnivore_Rho","Herbivore_Rho","main_P","Carnivore_P","Herbivore_P","main_p.adj","Carnivore_p.adj","Herbivore_p.adj","Driver","DriverNumeric"
"SLC44A3",1.05455505626959,0.0520649675914197,1.48862129947938,0.874886604074507,0.958476926900551,0.136587119605746,1,0.980251565097599,0.390578447383591,"Herbivore",2
"CTTNBP2NL",1.05573994120226,0.230303836226223,1.31318840334055,0.873261131664729,0.817855679850688,0.189119470670918,1,0.907210586916654,0.463407029494318,"Herbivore",2
"PSMA5",NA,NA,3.64828550400045,NA,NA,0.000263996176596289,NA,NA,0.00805859515338842,"MissingData",5
"PROK1",1.50765221204157,-1.37631938068843,1.28435301698048,0.394930686663533,0.16872277524787,0.199018464188476,0.985650775152771,0.374477397992948,0.475136921900612,"Both",3
"CELSR2",1.25579412018009,-1.34087874997425,0.804416769265238,0.627571871904047,0.179959822602299,0.421156319659075,1,0.389535298558653,0.692156105169096,"Carnivore",1
"MPC2",-1.33215923161629,3.05294386410293,0.576388184685634,0.548423609984573,0.00226608325061584,0.564352828823374,1,0.0238955777275669,0.792205334926654,"Carnivore",1
"SFT2D2",-0.470372012130156,-0.641087971285513,0.0141585011004231,1,0.521465528902314,0.98870352799019,1,0.718886460431948,0.996123760051195,"Carnivore",1
"ILDR2",-0.346502408633908,-1.21020669557,0.129133837871762,1,0.226199589517807,0.897251747408415,1,0.444717149826701,0.959919529292313,"Carnivore",1
"UAP1",2.71142487455153,-1.14914799984211,2.85651599462227,0.0200984161367103,0.250494958668422,0.00428318423387358,0.150810273456868,0.471839245082934,0.0515615556033437,"Herbivore",2
"PRCC",1.56907641874979,-1.62218931297113,1.42628968448597,0.349890401142131,0.104762819258797,0.153784740975935,0.914642904990159,0.280705365857899,0.415487387353651,"Unclear",0
"FCRL4",0.345270221053555,-0.320808983371402,1.11510749997289,1,0.748355151206153,0.264804357952938,1,0.86779822139434,0.552057363874751,"Herbivore",2
"TOR1AIP1",0.423449262666081,-0.0352986638867899,0.101165702012959,1,0.97184158873225,0.919418922826477,1,0.986602494034818,0.967278595449754,"DoubleBoth",4
"HMCN1",-1.97018011051408,3.39112983495406,-2.28797307895973,0.14645319657732,0.000696051184510763,0.0221390889225096,0.537881384200067,0.0102412149329632,0.138874803539071,"Unclear",0
"PRUNE1",0.644328120595073,-0.000627114729370806,0.311551312280154,1,0.99949963487238,0.755381540819558,1,0.999832092175091,0.896162931231519,"DoubleBoth",4
"SF3B4",NA,NA,3.05874384929033,NA,NA,0.00222267106661827,NA,NA,0.0336411354537878,"MissingData",5
"CGN",1.37706013649088,-1.78138668158173,0.353057823262818,0.50548096817825,0.0748493024745856,0.724045091471462,1,0.228484466068124,0.882278591043831,"Carnivore",1
"S100A11",-0.538165775662324,-0.00951795810197734,0.190042770490955,1,0.992405882840681,0.849275615199106,1,0.996520180868361,0.939524191015718,"DoubleBoth",4
"SETDB1",-0.645507917209446,0.644952623732479,-1.45000958110892,1,0.518957887864449,0.147055847438968,1,0.717310192838737,0.405868654829917,"Herbivore",2
"CTSK",1.32161985110237,-0.985820036291377,1.69331971271561,0.558884309122039,0.324221431797585,0.0903946278852133,1,0.553371078964779,0.310885569429118,"Herbivore",2
"CERS2",-0.745533833619305,1.13480696944829,0.522978898097,1,0.256456205461876,0.600988938046549,1,0.479106965030467,0.813888352978236,"Carnivore",1
"POGZ",-0.958350780269625,0.950069249553615,-0.312658646303592,1,0.342077066821885,0.754540016875784,1,0.570032185586725,0.895864278753265,"Both",3
"GOLPH3L",0.751922849014017,-1.76818142246174,0.918744999328771,1,0.0770305788969949,0.35822896677936,1,0.232219088787914,0.638993432653973,"Carnivore",1
"KCNH1",-0.0803892554583717,-1.65915912098992,0.836234648034588,1,0.0970837325633798,0.403022910012334,1,0.268221088654943,0.677514867080473,"Carnivore",1
"JTB",-0.27669105263556,0.776181704604603,0.784823893454305,1,0.437641706915448,0.432556829046449,1,0.654482182683996,0.701341766731408,"Unclear",0
"TPM3",NA,NA,3.3048567173295,NA,NA,0.000950249659226585,NA,NA,0.0192501431177584,"MissingData",5
"SLC27A3",-2.22024662275386,2.59886410351212,-0.899656291105001,0.0792060932033479,0.00935327934626314,0.368303190718046,0.366074496993471,0.0607888518209065,0.647837918431775,"Carnivore",1
"CAPN9",0.199435006425784,-1.06690256057662,-1.59259601544345,1,0.286015838466153,0.111250847992404,1,0.513204613188975,0.347784955662272,"Unclear",0
"ACP1",0.468953259248879,-0.759234348311762,0.940203543691027,1,0.447712382336751,0.347113164437591,1,0.662233245834443,0.629272659580467,"Unclear",0
"SDE2",1.20006505274849,-0.513376963797329,0.536811331284831,0.690342230269022,0.607687656422743,0.591397943760599,1,0.782814982406305,0.807646842046641,"DoubleBoth",4
"CNIH3",NA,NA,4.49401197339541,NA,NA,6.98936957994486e-06,NA,NA,0.000746675568618799,"MissingData",5
"LEFTY1",1.04875337427223,-1.71747133816628,0.807209667862249,0.882874925597225,0.0858930869783129,0.419545696689202,1,0.248199801887056,0.690958768302711,"Carnivore",1
"C1orf35",-1.14366853909666,-0.683424435779902,0.677974278868319,0.758283376422648,0.494338683591739,0.497788001745793,1,0.699326331980324,0.748135903597363,"Both",3
"WNT9A",-1.3287876139551,1.08285245110132,-0.819178912708775,0.55175414908795,0.278873919997373,0.412684344194341,1,0.506330250543408,0.685158305341193,"Both",3
"EPHX1",0.571673483632996,-2.18683457765762,0.569430202225137,1,0.0287546022530239,0.569064225395552,1,0.126649957257973,0.794655059313926,"Carnivore",1
"REN",-2.07333626645451,1.8292144406431,-0.322262641843671,0.114422987383067,0.0673674899751479,0.747253732158053,0.459069433329014,0.215029706380025,0.892508713031456,"Both",3
"ARL8A",-0.0119628950257275,-0.622698062926467,1.68238204838412,1,0.533482955892788,0.0924947801346623,1,0.726989895804729,0.314373640428337,"Herbivore",2
"OSR1",2.13050453812807,-1.64439594688292,2.15966297003587,0.0993899446473597,0.100094441794838,0.0307987698071701,0.421178581485294,0.27301339084633,0.169519029442121,"Unclear",0
"GDF7",-1.4867947793744,1.22296092509844,-1.32460868398198,0.411207062345654,0.221344455226591,0.185300974165515,1,0.438692048667754,0.459117011655278,"Both",3
"PDIA6",0.970771837060938,-1.26710518724988,0.90261977719344,0.994985729611554,0.205117681033406,0.366727726440524,1,0.419582991388834,0.646188685495646,"Unclear",0
"RHOB",3.98182790558975,NA,4.8062658370122,0.000205161871432564,NA,1.53775399696794e-06,0.00720565008401444,NA,0.000303968957766505,"MissingData",5
"GALM",-1.46224935286383,1.93801627952999,-1.25513811170949,0.431018675594983,0.0526212364295682,0.209428627324134,1,0.183132381434313,0.487397789817061,"Carnivore",1
"ABCG8",-4.75277151881936,4.16549782395718,-3.34753129212566,6.01941143255633e-06,3.1067388694559e-05,0.000815347821464195,0.000618308994890734,0.00122936927315812,0.0175038357182536,"Both",3
"CALM2",-3.10288910039462,NA,-3.16114712334113,0.00574924318352166,NA,0.00157149101752226,0.0670461897537126,NA,0.0270406559480025,"MissingData",5
"WDPCP",-3.20835619264174,3.65715195923846,-2.60872826660097,0.00400488156330225,0.000255033200104147,0.00908793766163321,0.052988644539199,0.00519754664708743,0.081607522042447,"Unclear",0
"VPS54",-0.0889657353379485,1.64766511834569,0.0397798574477822,1,0.0994214097065975,0.968268634946766,1,0.272313249136267,0.988106571758096,"Carnivore",1
"ETAA1",-4.66534889544669,5.130837150158,-2.12467771211598,9.24281490642748e-06,2.88456391913113e-07,0.033613514443416,0.000835027079227066,5.28965703072863e-05,0.176667138655425,"Carnivore",1
"SNRPG",2.17095282451919,-2.53008479705255,3.27630337352759,0.0898042158723598,0.0114034963026058,0.00105175518946044,0.397002889110573,0.0685075405122987,0.0205128988694082,"Unclear",0
"CLEC4F",-4.38785822900173,3.23547810406509,-2.79518766333535,3.43417051511354e-05,0.00121439199130379,0.00518695958252887,0.00203566226146869,0.0152427482247371,0.0580913581193246,"Both",3
"MRPS5",-3.53934780110701,3.32907451792462,-2.46670169417828,0.00120335098643045,0.000871350875828993,0.0136363906803135,0.0237768837200231,0.0120096270575991,0.105706483279388,"Both",3
"TPRKB",-0.949072706794721,2.70096187821823,-0.922022035159494,1,0.00691392627840738,0.356517082000833,1,0.0499882319830262,0.637272318278728,"Carnivore",1
"RTKN",-0.387094009350581,0.10426100712522,-0.909836849273047,1,0.916962221024762,0.362908557962239,1,0.961444457769615,0.642532475806655,"Herbivore",2
"SFXN5",-0.410805742397571,1.48212480621299,1.45437798747238,1,0.138307089434908,0.145841539397313,1,0.332383523067398,0.404162337509156,"Unclear",0
"TEX261",0.64309991820518,-0.891710854469337,2.30980766400069,1,0.372547934038764,0.0208988048134512,1,0.598312857432543,0.134601753971989,"Herbivore",2
"DUSP11",-2.76440333621835,1.964703891983,-2.99085079070914,0.0171081002364075,0.0494485192346865,0.00278201392238555,0.136177667876627,0.176440971763912,0.039008359574349,"Herbivore",2
"SULT1C4",-1.53270509336096,1.70579137136598,-1.40779145374987,0.376045600973735,0.088046930226481,0.159192831746592,0.95510902155518,0.252141783409087,0.423344729319813,"Unclear",0
"MALL",-1.64445568615683,0.682642237702941,-2.75366748329222,0.30024633187563,0.494832937499281,0.00589316087246814,0.836599739960919,0.699568485805386,0.0628064317320623,"Herbivore",2
"RALB",NA,0.509137038082406,2.14884205505482,NA,0.610656171882415,0.0316469224126289,NA,0.784086487626666,0.171502830286293,"MissingData",5
"C1QL2",3.35789746645489,-4.01665285859897,3.37770677878984,0.00235613219858739,5.9030579884718e-05,0.000730929754806572,0.0372338404449053,0.00192130482624785,0.0161632201850747,"Unclear",0
"SLC20A1",-0.384569554335299,1.19871864256199,-1.11953211317707,1,0.230637366590588,0.262913198821659,1,0.450284871646673,0.550304757192699,"Unclear",0
"ZC3H8",-1.59517616186555,0.583876275487326,-1.9946398078257,0.3320185436248,0.559303555883901,0.0460821786313404,0.886308668341248,0.747046673124466,0.211682943823912,"Herbivore",2
"UBXN4",0.481880413764706,-0.0156986636091159,0.870190809384707,1,0.98747479315194,0.384196137659147,1,0.994058887043,0.662444210110661,"Herbivore",2
"NXPH2",-0.152455619268242,1.621535154582,2.09190725983683,1,0.10490291690202,0.0364468125430075,1,0.280930571942241,0.185542206190204,"Unclear",0
"THSD7B",1.17484355308753,-0.120810311591262,0.895524615998184,0.720171936035166,0.903841282462873,0.37050671300059,1,0.954361446836193,0.650302470062433,"DoubleBoth",4
"POLR2D",NA,NA,1.98554839406171,NA,NA,0.0470834914956643,NA,NA,0.214616511151075,"MissingData",5
"AMMECR1L",NA,-1.53448690643657,1.98520885559415,NA,0.124909912011835,0.0471212394682011,NA,0.313045057820326,0.214702469993677,"MissingData",5
"SCRN3",-3.01069959839419,3.39759559571639,-2.02737556402981,0.00781939731069603,0.000679808318269688,0.0426240190096492,0.0815648506090384,0.010118466562155,0.203443087198882,"Carnivore",1
"WIPF1",-0.873036428983995,1.22273800604844,-3.37627867178866,1,0.221428667185566,0.000734734597578592,1,0.438692899799061,0.0162031470641516,"Herbivore",2
"LNPK",1.09562296654719,-0.555985121887871,0.346079993246895,0.819731420297991,0.578221025725618,0.729282598557403,1,0.761533276774888,0.882957227319391,"DoubleBoth",4
"TMEFF2",1.00409115893886,-0.505633936432143,1.85884719258687,0.94600402941366,0.613113653304138,0.0630488010117336,1,0.785487792543771,0.253965709641946,"Herbivore",2
"UBR3",-0.921244729915315,1.16748312556557,0.284082757154465,1,0.243015318982329,0.776346960636642,1,0.463944637240434,0.9078823187595,"Carnivore",1
"KLHL23",0.063516956146422,0.230321197041883,0.781646443159754,1,0.817842190474685,0.434422384616133,1,0.907210586916654,0.702539402598315,"Herbivore",2
"PTH2R",-0.232674494907131,-0.677994258517731,-0.45240652900854,1,0.497775333588576,0.650976144300448,1,0.701563086967321,0.840267926013474,"Unclear",0
"CPO",1.09073437186823,-0.519805029268414,0.104192315682795,0.826169344789845,0.603199473662308,0.91701673197895,1,0.779437181873346,0.966382173372785,"DoubleBoth",4
"ABCA12",-0.232466681746081,-0.736011426528586,-0.99178413744075,1,0.461723743947973,0.321302837230998,1,0.673211729122582,0.605299591896472,"Unclear",0
"SUMF1",-0.934213268952504,0.352565626527038,-1.41513178597138,1,0.72441411082377,0.157029860126795,1,0.854166031931007,0.420849372155294,"Herbivore",2
"ACKR3",0.391033984828239,-0.369463379291929,-0.439069944885235,1,0.711782364361661,0.660610855871031,1,0.847298243580296,0.846737416006132,"Unclear",0
"UBE2F",NA,NA,2.5180011057519,NA,NA,0.0118022950545241,NA,NA,0.0965369508558215,"MissingData",5
"HES6",-0.486703342729222,0.168338799924242,-0.111543632578674,1,0.866316751450748,0.911185267659305,1,0.936573800529506,0.96393991770739,"DoubleBoth",4
"RAB5A",NA,NA,-0.62546569965352,NA,NA,0.531665453686859,NA,NA,0.771454148357064,"MissingData",5
"CTDSP1",0.16670432669816,-0.760843197447537,0.785860187223078,1,0.446750729495614,0.431949401129309,1,0.661455928047198,0.70084763192242,"Unclear",0
"SLC4A3",-0.177038796798929,-0.707005208490944,-1.2418854649577,1,0.479563241027806,0.214278823636929,1,0.685915437160835,0.492348073828472,"Herbivore",2
"CNOT9",NA,NA,3.76798550863477,NA,NA,0.000164570253497029,NA,NA,0.00578637578944327,"MissingData",5
"MARCHF4",1.63295619357199,-1.66192720746154,1.23526824513913,0.307434630801081,0.0965273706731106,0.216730687813397,0.848315944457003,0.267160329985563,0.494785204489275,"Unclear",0
"PNKD",-0.245515856606118,-0.107309472167681,0.716831691276033,1,0.914543470232894,0.473477954642398,1,0.959999313221084,0.730219235661144,"Herbivore",2
"DYNC1LI1",-2.46239085587145,2.32475846841175,-3.32303080467346,0.0414042515434941,0.0200848789176254,0.000890450806166597,0.241047965992928,0.0998401072014322,0.0184206833276658,"Unclear",0
"CTDSPL",3.23370882753695,-2.16114239915681,3.35325844564154,0.00366581897330429,0.0306843412509332,0.000798660926966318,0.0502525476623806,0.130964036685735,0.0172606599535961,"Herbivore",2
"STAC",-0.0582645871709788,0.428222207328033,0.49437604443794,1,0.668489349681728,0.621040628976018,1,0.820763293812912,0.825494779192079,"Unclear",0
"RPL32",0.873962909270723,-0.600894855083376,0.339717106851665,1,0.547910020192335,0.734069577737247,1,0.738056344498086,0.885183469148453,"Both",3
"ARL6IP5",-0.461426397601518,0.938498115331755,1.03070039018424,1,0.347988485053935,0.302681341734495,1,0.57546495653316,0.587142396861469,"Unclear",0
"LRIG1",2.07714499373259,-1.13841455639484,1.62513398910109,0.113364536737388,0.254947418629829,0.104134012004863,0.456172680993004,0.477177537208954,0.333974713214645,"Both",3
"ITIH1",-0.590077468602034,-1.17966803866816,-0.391480146343136,1,0.238132270502254,0.695442361012099,1,0.458195131355393,0.867338627949503,"Carnivore",1
"LRTM1",-0.126947791049221,1.27692854965646,0.471015186944076,1,0.201627473697044,0.637629889723887,1,0.416105956579208,0.834248438196716,"Carnivore",1
"CNPY2",-0.509232596479138,0.63334487404542,1.26636315443064,1,0.526508455293172,0.205383095971205,1,0.722106121472799,0.481982713565551,"Herbivore",2
"LIMD1",-0.84086086177007,0.539698296038682,0.382786546797665,1,0.589405115292159,0.701878037273679,1,0.769552459732219,0.870646751830494,"Both",3
"NXPE3",-0.0700728750262884,-0.00678927670400872,-0.502448645021708,1,0.99458298255447,0.615351968190996,1,0.997368743492602,0.822549897114288,"Herbivore",2
"ADGRG7",4.06735706738193,-4.40520820967615,2.7409762355457,0.000142648066524724,1.05682320522218e-05,0.00612569378427877,0.00564457270097963,0.0006027221644358,0.0641831742400611,"Carnivore",1
"MYH15",NA,-1.76780642076834,2.63343003356149,NA,0.0770932711540512,0.00845272491299675,NA,0.232256040147257,0.0779352776534496,"MissingData",5
"ABHD10",0.12234916335938,0.985666793199754,0.509382203567808,1,0.324296649687625,0.610484348105643,1,0.553387281134001,0.819015129816617,"Carnivore",1
"PLA1A",-1.44376172309282,0.953146393705921,0.142420357577927,0.446418037312332,0.34051590261316,0.886747983266098,1,0.56879745757006,0.955982760068329,"DoubleBoth",4
"RABL3",0.00229416395227349,0.496224910733131,0.910187803864351,1,0.61973573747524,0.362723474980432,1,0.790196006595463,0.642345111543519,"Herbivore",2
"CFAP91",-1.98538518501783,2.61800204097441,-0.222294457885632,0.141304898942906,0.00884462761071159,0.824084666151408,0.526235304059289,0.058564149257546,0.928568277881241,"Carnivore",1
"BOC",1.62301934980132,-0.767808436351983,1.67581128421177,0.313755805592388,0.442601001715276,0.0937751631335173,0.859223670708883,0.657944265026746,0.316469210749778,"Herbivore",2
"ATP6V1A",-0.332402549633567,0.461208389228311,0.208925506757805,1,0.644649103407858,0.834506392016495,1,0.807597148041653,0.933173743027463,"Carnivore",1
"EIF2A",0.548295813538105,-0.0715096488469152,-0.588643437160127,1,0.942992145549897,0.556100488824068,1,0.972575867959692,0.787020129572601,"Herbivore",2
"ALDH1L1",-0.556048666116461,-1.12150761143766,-0.651713959233676,1,0.262071853455184,0.514585715716381,1,0.485915469840395,0.759533776809004,"Carnivore",1
"RNF7",NA,NA,0.886218204161381,NA,NA,0.375499955885736,NA,NA,0.655217737613901,"MissingData",5
"FTH1",-0.202817339786186,0.839212751617605,-0.871804245505333,1,0.401349932877198,0.383315178123449,1,0.623267472960284,0.661878689670563,"Unclear",0
"AMT",-1.80068880884246,1.54713694165849,-0.285604715997663,0.215255827492777,0.121830227636723,0.775180891011047,0.682075093977339,0.307892627390489,0.907664790677476,"Both",3
"TCTA",-2.05331961893202,1.77637901025083,-0.732845101499531,0.120124768012526,0.0756704683263537,0.463652909660207,0.473832494972083,0.229777227831862,0.722282557682105,"Both",3
"ABHD14A",-4.46417901028849,5.58962726537146,-2.44496247422107,2.41129037078444e-05,2.2755753799475e-08,0.0144867214197879,0.00160720540847352,9.73500417774972e-06,0.109624307886714,"Carnivore",1
"NICN1",-2.62805775217338,2.72076974662852,-0.82685565944651,0.0257621805566402,0.0065130109560944,0.40831887801026,0.177961963062152,0.0482681842024601,0.681947307330352,"Carnivore",1
"UCN2",-1.94489876290098,2.61027901409282,0.667816854424289,0.155361491910066,0.00904684017564534,0.504250506552117,0.55660685479581,0.0594568775005153,0.752209526432339,"Carnivore",1
"STXBP5L",-0.246333517785066,0.215356398508099,-0.647100931802813,1,0.829489461356692,0.517566622280675,1,0.913909219696702,0.761968923315664,"Herbivore",2
"EAF2",-1.53597696889181,0.723076392788854,0.0235736930140551,0.373632087116906,0.469632951963606,0.981192656252161,0.952152293669958,0.6789818283062,0.992954471198806,"DoubleBoth",4
"TM4SF19",0.137198420995878,0.924273479296519,0.153109538310776,1,0.35534394709264,0.878311894084847,1,0.582152926711911,0.952873895391186,"Carnivore",1
"SLIT2",1.76121633123348,-0.0934816998271974,1.50072984547129,0.234605384823612,0.925520887448316,0.133425450341499,0.71832930914653,0.964720475846411,0.385438090284325,"DoubleBoth",4
"AHSG",-0.995642400494199,1.9987582963852,0.0616388343871697,0.958271776711797,0.045634512045871,0.950850450355422,1,0.167955255464996,0.980367680531982,"Carnivore",1
"DGKQ",-0.568135345999801,-1.84038340834561,-0.0749974185013246,1,0.0657119676012407,0.940216765847472,1,0.21152287676559,0.974921542836596,"Carnivore",1
"CENPC",-3.65160648074336,3.9940636045702,-1.14558239347296,0.000781815013075198,6.49504277908567e-05,0.251967985711748,0.017631792687844,0.00203016386193089,0.537600247518984,"Carnivore",1
"EPHA5",0.292443794294162,0.0649085627261482,0.0629870498448379,1,0.948246802903891,0.949776816570757,1,0.975426677744274,0.979695330265712,"DoubleBoth",4
"CORIN",-0.183105705015721,2.16922439075373,0.349302968835339,1,0.0300656522506301,0.726861869852667,1,0.129912992210553,0.882957227319391,"Carnivore",1
"ATP10D",-1.07333856197508,1.27545581071733,0.220403776509942,0.849357717995972,0.202147955347531,0.825556704497359,1,0.416718649058192,0.929163826974934,"Carnivore",1
"SLC10A6",-3.19738309326032,3.02708279867871,-3.05121371641491,0.0041604183782847,0.00246926311509858,0.00227918281879373,0.0542554734079441,0.0251644537530534,0.03411197997214,"Both",3
"ENOPH1",-1.60359735836941,1.46026648411807,-1.56356552016251,0.32640850022132,0.144216849527614,0.117919637509435,0.877738618938343,0.340812315943224,0.3594807982679,"Both",3
"CABS1",-0.140155213161779,-0.447301301638378,-0.192734005821652,1,0.654657527304609,0.847167289936322,1,0.812486401294108,0.938402300595838,"Carnivore",1
"KLHL8",-2.28630849464831,2.24297743538107,-1.23143707730328,0.0667086518336141,0.0248982696304175,0.218159436829241,0.329433276476393,0.115127700010021,0.496571702204292,"Both",3
"PYURF",1.57434172606646,-0.649847795279593,0.75649657478123,0.346225404409367,0.515790542310259,0.4493515252568,0.908069672949857,0.715426841132678,0.712162620572303,"DoubleBoth",4
"TBCK",-1.54231507903263,2.03271848918652,-1.60965254275922,0.368991139260127,0.0420809722342601,0.107473730742604,0.94642724738911,0.160317096398928,0.340308986444006,"Unclear",0
"CISD2",NA,NA,0.13934691515846,NA,NA,0.889176018548984,NA,NA,0.957050186317596,"MissingData",5
"DDIT4L",-0.439340586038582,0.758802260097993,0.921095157729515,1,0.447970853469855,0.357000748130138,1,0.662419967835417,0.637855503355534,"Unclear",0
"AP1AR",1.89716654444678,-1.08873233597639,-0.350147307159839,0.173417882490925,0.27627193782945,0.726228149319462,0.597598341846599,0.503124758282844,0.882957227319391,"DoubleBoth",4
"SPATA5",-0.57332589533768,-1.18259776043391,-0.165408185202541,1,0.236968600526094,0.868622711557319,1,0.456911300587221,0.949216823873184,"Carnivore",1
"FABP2",-1.95208033730717,2.82434450709469,-2.12817908077167,0.152786001882398,0.00473774303306212,0.0333222385809181,0.551065817756209,0.0392514831890662,0.176323779480785,"Unclear",0
"CCNA2",-1.37681455735685,0.929024747983477,-0.721028998050232,0.505708766786875,0.352876261019909,0.470891673613023,1,0.579722532170476,0.728309459694036,"Both",3
"USP53",-1.45040189858867,2.35261571885141,-1.58483779355293,0.440839433927768,0.0186418883187385,0.113003193075324,1,0.0950552982871723,0.350692850192979,"Unclear",0
"SETD7",0.166509990445198,0.141060126129511,-0.307632510829842,1,0.887822443354062,0.758361979051904,1,0.947762748879386,0.897799939834354,"Herbivore",2
"NAF1",-2.95898767951996,1.8104238164644,-1.36307175604943,0.00925954323160588,0.0702300887016897,0.17285989710427,0.0908388267527006,0.219918751313475,0.442985940262944,"Both",3
"SFRP2",NA,NA,-1.54924897180633,NA,NA,0.121321881233849,NA,NA,0.365997836017021,"MissingData",5
"RPS3A",1.93046704620828,NA,3.83195586957167,0.160646983620031,NA,0.000127128546777143,0.569229988487244,NA,0.00488300145666043,"MissingData",5
"GLRA3",2.18207327102395,-2.14842247950212,0.490130733643046,0.0873123765780135,0.0316802085819615,0.624041391437765,0.390131981371651,0.133838841294648,0.827026473506916,"Both",3
"NDUFS6",-0.714277891111678,1.09274837182403,-0.623943602441846,1,0.274504295177958,0.53266462379779,1,0.500876239120369,0.771862973858106,"Carnivore",1
"MARCHF6",0.821863715326269,-1.82820444516483,-0.312162625721178,1,0.0675188741434065,0.754916934197658,1,0.215266709256388,0.896162931231519,"Carnivore",1
"ADAMTS16",-1.30713741068619,-0.419375482073145,-1.07910214201988,0.573498143081896,0.674941739679694,0.280542196479001,1,0.824613980550522,0.568047303938846,"Both",3
"SRD5A1",-3.19743559753194,1.5442493740439,-0.314904997227102,0.00415966107979211,0.122527931837437,0.752833787265522,0.0542554734079441,0.308980800107252,0.895400788426838,"DoubleBoth",4
"MYO10",2.26927768544623,-3.24871233482694,1.65438569616615,0.0697543339302928,0.00115928650170088,0.0980491708832493,0.337472458779203,0.0147231343970238,0.323287024175465,"Carnivore",1
"OTULINL",1.77365024132371,-2.53962669549458,1.59038939338734,0.228363065304465,0.0110970844424504,0.111747059661567,0.704973423295815,0.0674292486352924,0.348596630110534,"Carnivore",1
"RPL37",NA,NA,3.91897760158422,NA,NA,8.89253770738572e-05,NA,NA,0.00390818071678456,"MissingData",5
"OSMR",-0.305888427905099,0.917607779510778,-0.107838934087747,1,0.358824243577594,0.914123458025156,1,0.585596641528945,0.964930084333986,"Carnivore",1
"PLK2",-0.480873764664989,0.927796236026306,0.111938284915949,1,0.353513276873335,0.910872340377029,1,0.580388595299087,0.963865309587649,"Carnivore",1
"GZMA",-0.566324678347966,0.811309712350963,0.164460120618398,1,0.41718783390887,0.869368938375785,1,0.636232602280698,0.949478982774751,"Carnivore",1
"PELO",2.89399945085438,-1.48590148590223,2.90107844734255,0.0114110648170165,0.137305180527681,0.00371880767374428,0.104483182264062,0.331033830302186,0.0472399322756434,"Herbivore",2
"HAPLN1",0.858012269139423,-1.56715257520585,-1.34001666008087,1,0.117079032591144,0.180239928628633,1,0.300788896817535,0.452722572253072,"Unclear",0
"BHMT",-3.59942969260692,2.29532077710087,-3.85233738702961,0.000956747524902149,0.0217147477621402,0.000116995670253376,0.0203811685098828,0.105500698578127,0.00466318099711428,"Herbivore",2
"ANKRD31",-1.96631767058311,3.1446197025502,-1.45215527393303,0.147785780644902,0.0016630286014067,0.146458435716626,0.541099451252833,0.0192298458828229,0.405179174693768,"Carnivore",1
"IQGAP2",-3.35566310251005,1.47818885574368,-1.98255884821626,0.00237524862545563,0.139357235946191,0.0474167278859219,0.0374569964626269,0.333877765875986,0.215529372491001,"Both",3
"CRHBP",-0.954950902238753,1.55957180781209,-0.682083853872189,1,0.118861103051188,0.495185929562162,1,0.303500493560997,0.745954343148056,"Carnivore",1
"RASA1",-3.33461446172682,2.76693433692833,-2.29284645971026,0.00256253213521256,0.00565861513092089,0.0218568461579455,0.0393349994184062,0.0441102103284901,0.13806610263996,"Both",3
"LIX1",-2.39988831492526,2.10389651007024,-0.765088387378693,0.0492002243677083,0.0353874754879708,0.444218914349751,0.268702026526774,0.143390317680576,0.70918392422881,"Both",3
"GTF2H2",0.012136653656748,1.77984206930284,-0.789597350137553,1,0.0751018105655897,0.429762956288128,1,0.228743351321607,0.699119606430576,"Carnivore",1
"SPATA9",0.175237005878857,-0.491710701165527,-0.777827649653609,1,0.622923872175305,0.436670625351607,1,0.792261377476111,0.704348765857451,"Herbivore",2
"FEM1C",NA,NA,1.73617824768306,NA,NA,0.082532322198494,NA,NA,0.296047034187951,"MissingData",5
"COMMD10",-0.154325207618633,0.591082804679325,0.796984181239491,1,0.554464940642775,0.42546021848212,1,0.743373149158368,0.695317655163993,"Unclear",0
"ADAMTS19",-1.3650809353301,3.00478227450197,0.49606850551645,0.516682840084864,0.00265771021394468,0.619846078748907,1,0.0264312093168559,0.824982909621975,"Carnivore",1
"YIPF5",-0.0736321256301458,0.676785138574455,-0.811829188711187,1,0.498542288693955,0.416889650888101,1,0.70205847491019,0.688613507718865,"Unclear",0
"ARHGAP26",-1.04517557554869,0.86186706885314,0.491636173342515,0.887825489109859,0.388760672449251,0.622976566606584,1,0.611548721793011,0.82653901679022,"Both",3
"LECT2",-0.214116663784009,-0.73888680768125,-1.09401912646799,1,0.459975733716694,0.273946589781356,1,0.672155288463143,0.561956380615291,"Unclear",0
"IL9",-0.86176007778199,0.474866270326833,0.478874354022555,1,0.634882294107137,0.632028016657545,1,0.800295503100764,0.830973487825358,"Both",3
"RNF145",-2.44721737253667,1.59449413443338,-1.75073012207203,0.0431891953216809,0.110825403454001,0.0799924082419494,0.247689622271223,0.291018770869486,0.290651635327002,"Both",3
"GABRA6",-0.241786806809378,1.14983286987644,-0.5231185554801,1,0.250212714197634,0.600891753586653,1,0.471662101465441,0.813888352978236,"Carnivore",1
"GABRB2",NA,0.124376975321947,1.8634658401642,NA,0.901016802809334,0.0623967542647659,NA,0.953127377032325,0.252553310952076,"MissingData",5
"SPINK7",1.05065045140929,-0.392932618116872,0.925543687099761,0.880257481644081,0.694369249454146,0.354683170046806,1,0.836629417655138,0.635606357466963,"Both",3
