"","main_Rho","Herbivore_Rho","Carnivore_Rho","main_P","Herbivore_P","Carnivore_P","main_p.adj","Herbivore_p.adj","Carnivore_p.adj","Driver","DriverNumeric"
"EDN3",-0.571546838954884,-1.32969457417715,-0.0591976632049677,1,0.183618923267098,0.952794670872691,1,0.45711551639324,0.977553198225845,"Herbivore",1
"MLC1",0.765168406383904,-0.0142677888971289,-1.81809363196382,1,0.988616337751804,0.0690498231403496,1,0.996123760051195,0.217673415212041,"Carnivore",2
"SH3PXD2B",-1.56627404909361,-2.4193903472559,0.641181494575481,0.351853420857041,0.0155465471547932,0.521404771296674,0.918192240381344,0.113870850921336,0.718886460431948,"Herbivore",1
"LSP1",0.832899986836215,1.59173989776032,-1.44639690962109,1,0.111443159624522,0.148065908158224,1,0.347954958114251,0.346963855536109,"Unclear",0
"ANKS4B",1.18821626061589,-0.0345185011216046,-1.31179842770926,0.704244656953112,0.972463689377473,0.189588155584754,1,0.988998866929317,0.400568510680821,"Carnivore",2
"FBXO45",-2.22892350427592,-0.248239484391484,2.5893337638228,0.077456984819134,0.803949118095742,0.00961618397318259,0.36097650756139,0.920757264907338,0.0618735808321551,"Carnivore",2
"FBXO31",-0.640421142718053,0.478786627473818,-0.51737963373446,1,0.632090430925567,0.6048911739032,1,0.830973487825358,0.780750951243126,"Both",3
"THAP6",-0.925822055833012,-2.19103953177995,1.27192065058733,1,0.0284489318558638,0.203401313804151,1,0.161742804788389,0.417852385623077,"Herbivore",1
"UBQLN3",2.1893334305228,-0.528645963195576,-2.70279358584814,0.0857178426885645,0.597051069151111,0.00687594315916688,0.385460415832204,0.811355208469011,0.0498248532885029,"Carnivore",2
"ADPGK",-0.49578760695293,-0.463939605094717,-0.925126285898207,1,0.64269101649056,0.354900221427086,1,0.836904992950048,0.581903241696553,"Carnivore",2
"UQCRH",-1.68252699190352,0.532892149065537,1.94890846221097,0.277400086199184,0.594108240191391,0.0513063573216614,0.797668684448633,0.809216906168992,0.180003195297672,"Carnivore",2
"ZNF408",-3.30203890829252,-3.54761390543891,3.47266024860284,0.00287954264315725,0.000388737619181505,0.000515327263388677,0.0422135884842906,0.0106616718600897,0.008459580851065,"Unclear",0
"PDP2",-1.48324078228071,-0.670336565772976,1.85123733904125,0.414031348312729,0.502643262360718,0.0641354162299634,1,0.751184274350441,0.208079973018029,"Carnivore",2
"PPP1R8",NA,1.72638429300332,NA,NA,0.0842782996404711,NA,NA,0.299931278603782,NA,"MissingData",5
"OXSR1",0.0474239932581006,-0.940622881084526,0.0154822599943225,1,0.346898151979197,0.987647437271818,1,0.629272659580467,0.99405987377887,"Herbivore",1
"SNX31",-2.86411663555201,-0.654644572867546,2.74550273211724,0.0125452200455625,0.512696619168418,0.006041826439576,0.111325837291894,0.758515836080767,0.0460471080445537,"Both",3
"AQP1",-2.2360352359453,-2.4894940721265,1.08241491908347,0.0760483894286937,0.0127925051819446,0.279068201992634,0.357310099404561,0.101830749078152,0.506621822209735,"Herbivore",1
"COMMD1",-1.8715418031667,-0.968462702335571,2.16616991373257,0.183810063896082,0.332813337611014,0.030298205280033,0.619599804056989,0.615678085977737,0.130393046406187,"Carnivore",2
"MMP14",-0.307566381072168,-0.656566524336397,-0.0965245373121541,1,0.511459679522155,0.923103986953294,1,0.757653988793146,0.963670831145285,"Herbivore",1
"SLC22A13",-4.39044300695593,-5.08503340243098,3.45053603898329,3.39359886627179e-05,3.67561376293572e-07,0.000559474463815417,0.00202764152181188,0.000135404598825966,0.00890245239406605,"Unclear",0
"PRG2",2.10411296814628,1.20101879913292,-1.67478410435678,0.10610578168291,0.229743909111271,0.0939765987613939,0.438607609674365,0.509893934816073,0.262179145250769,"Both",3
"ISCU",1.4368084783954,0.859651107085181,-1.19216261558157,0.452317261969729,0.389981393862836,0.233197488922414,1,0.667405689199735,0.452755408770347,"Both",3
"ERCC4",1.1185353452247,0.231810858332211,-1.45444216026611,0.790015258670863,0.816684923027259,0.145823758340561,1,0.926044141893665,0.343099961534503,"Carnivore",2
"F2",-0.0857921721630913,-0.707065864427264,0.577204964573794,1,0.479525547947502,0.563801003734337,1,0.734536693466795,0.750453721621069,"Unclear",0
"C12orf66",-1.32625911087003,0.854583249125309,1.27517392366413,0.554261657164673,0.392781904217513,0.202247688796248,1,0.669949921426707,0.416718649058192,"Both",3
"TWNK",-2.90948987094608,-0.858457805658213,2.47225173918079,0.0108605735262793,0.39063971996562,0.013426493272113,0.100727285821651,0.667919749042483,0.0765040467346582,"Both",3
"ZNF507",-0.00686135378250218,-0.0298415117453622,0.322908402565519,1,0.976193451911083,0.746764612598443,1,0.990802734002927,0.867209602995003,"Carnivore",2
"TRIB1",-1.86291594326476,-1.04518973675465,1.73751519789472,0.187422280021192,0.295935285946018,0.0822962737991719,0.626146565711253,0.58156062595899,0.242312329962434,"Both",3
"MOS",-2.28409232627859,-2.36044494497038,0.549354328860226,0.0670983164324619,0.0182530274473628,0.582762310088376,0.330142208509721,0.12475652837584,0.764561002557712,"Herbivore",1
"NIPAL4",-1.74048400933782,-2.7754380673045,1.07125870849103,0.245322196507272,0.00551273977894911,0.284053120520199,0.740708069462365,0.0601723899508325,0.511840236460424,"Herbivore",1
"ABRA",-1.04780915243141,-2.34354053270478,0.741866464845808,0.884179634557007,0.0191016865954189,0.458168245877802,1,0.127783424690526,0.670769731600089,"Herbivore",1
"ARHGAP1",-0.758149683323331,-1.47277581118895,0.217026264485047,1,0.140811496738555,0.828187876606598,1,0.396141685386901,0.913159387552663,"Herbivore",1
"GLS2",-3.45350335290492,-4.69325902979637,3.41289507396136,0.00166006627402887,2.68886673804834e-06,0.000642766848314184,0.0291522411142985,0.000423144086961414,0.00983243651892206,"Unclear",0
"GAL3ST3",1.59966808542078,2.25912201958624,-1.613769309641,0.329016706311958,0.0238757957845825,0.106577473818478,0.882221266683431,0.145380456000112,0.28384794080915,"Unclear",0
"ADGRE1",-2.51604716452149,-2.65104800920941,2.07680958413182,0.0356037899495392,0.00802424344725325,0.0378191372951122,0.218360640925678,0.0755439693562729,0.149654307238579,"Unclear",0
"MED16",-1.95941852498063,-1.35938133472772,0.985218280706768,0.150191378804173,0.174025782632436,0.324516863001795,0.545644405989868,0.444854071791364,0.553574596591944,"Both",3
"CPT1B",-0.879101915348826,-0.916089889766069,-0.150430722687505,1,0.359619750112543,0.880424803852329,1,0.640296168206798,0.944426024977999,"Herbivore",1
"CST6",-0.370466876649938,-0.181066589033856,0.103596806527106,1,0.85631530917986,0.917489322050457,1,0.943260587517709,0.961518016742647,"DoubleBoth",4
"CMKLR1",0.853378977240925,0.465450908587124,0.419938537938454,1,0.641608584610756,0.674530353869726,1,0.836537447551138,0.824358983350055,"Both",3
"KRT25",-0.870714800009211,-1.65935990322186,1.25228432781022,1,0.0970432909825724,0.210466277517933,1,0.322132849382862,0.425831729687454,"Unclear",0
"TMEM70",-2.02305953843578,0.0979714273853037,2.9222240462758,0.129201028423973,0.921954981836768,0.00347541440183045,0.496305742213122,0.96843447697693,0.0315960135189386,"Carnivore",2
"MSL3",-0.110889458887098,1.74830399039366,0.362544228605636,1,0.0804114026415648,0.71694537856277,1,0.291846938069217,0.850315114399313,"Herbivore",1
"EIF1AD",1.35012615190632,0.497964773430344,-1.36208147780349,0.530926562986408,0.618508871277059,0.17317217301429,1,0.824525889837145,0.381015638879011,"Carnivore",2
"HP1BP3",-1.53204628549478,-1.42486606888399,1.30790383316845,0.376533040031071,0.1541959195909,0.19090592923531,0.956123603343376,0.416144132642173,0.402258677569971,"Both",3
"NAGPA",-2.93209790304762,-1.76266647663567,2.24444606532879,0.0101004177560148,0.0779567579499006,0.0248037154472158,0.0955684322315171,0.285301668460135,0.114937894970658,"Both",3
"C9orf131",-1.78261978518116,-1.48061094163343,1.6944473682837,0.223944650709944,0.138710278000416,0.090180304920127,0.696865355811911,0.393619554640886,0.255856838695085,"Both",3
"FOLR1",-1.69058502342131,-0.921819205637025,1.25315394831046,0.272748261082326,0.356622887835646,0.210149685810124,0.789196540893622,0.637391155466753,0.425420143447338,"Both",3
"OR5J2",NA,-2.77233138257497,2.66496990605673,NA,0.00556563455269884,0.00769952125973796,NA,0.0604982980113533,0.0538734098424758,"MissingData",5
"FNDC9",1.03714100714197,0.785660800278976,-0.15958925158981,0.899010439412926,0.432066234209303,0.873204646447139,1,0.700955456012052,0.940638890223198,"DoubleBoth",4
"KCNK10",0.274989630433384,0.525887546868121,-0.870641401348701,1,0.598966341868426,0.38394998331833,1,0.812855402675402,0.607220856032576,"Carnivore",2
"SPEG",1.59141702571286,0.905960387797701,-1.3028141293603,0.334547265553129,0.364956819356996,0.192638225779108,0.890206767476983,0.644399246727402,0.404123359706655,"Both",3
"AMZ1",0.0731113269086571,0.231955373192606,-2.48739407959801,1,0.816572675544707,0.0128682766421979,1,0.926044141893665,0.0743088617007411,"Carnivore",2
"RACGAP1",-2.42575359338074,-2.64926903083979,2.53752031826384,0.0458299157243567,0.00806660892726032,0.0111640887378307,0.255601058429965,0.0757541506963862,0.067609505578236,"Unclear",0
"SART1",1.7931777063729,0.664680201548782,-1.82095667861268,0.218833540833465,0.506255059639841,0.0686134423913217,0.687441686610698,0.753553233592409,0.217071393485863,"Carnivore",2
"PGA5",-3.62925010993265,-4.78216616500561,4.07572878905353,0.000852737220273665,1.73416233536775e-06,4.58704567685509e-05,0.0188572391772966,0.000322452032552838,0.00161534908297119,"Unclear",0
"POLD4",-0.504339786334365,0.259748440407015,-0.0497102991640888,1,0.795057824643115,0.960353249061989,1,0.916922260925645,0.981117389188885,"DoubleBoth",4
"DNAH7",0.0665539645846625,0.738600988679658,-0.827767436860865,1,0.460149323703552,0.407802219396605,1,0.71959096844292,0.628484367435354,"Unclear",0
"CLCF1",2.47541486922929,2.55736773979954,-1.66582745882561,0.0399244453759459,0.0105467656166396,0.0957477853348044,0.235675670455379,0.0892702474569768,0.265804320093012,"Herbivore",1
"FGF5",0.407256385896695,0.86722434640591,-0.565288999362838,1,0.385819098979942,0.571877209831485,1,0.663879169359436,0.756649151274618,"Herbivore",1
"MRPL46",-0.472026296399525,-0.104314134241564,0.812380178400541,1,0.916920061604128,0.416573516396019,1,0.966375927293267,0.63581160840915,"Carnivore",2
"HOXC5",NA,3.30400223841189,NA,NA,0.000953150711987344,NA,NA,0.0192501431177584,NA,"MissingData",5
"RMI2",-0.542761231609784,-1.10851419323732,-0.288660880088491,1,0.267639812899299,0.772840902000719,1,0.554223747285595,0.882981491593481,"Herbivore",1
"VWC2L",NA,0.854071123114332,NA,NA,0.393065582810904,NA,NA,0.670017521448459,NA,"MissingData",5
"NR1D2",-2.57797388927422,-3.65148786661252,3.40631056726662,0.0298144521545407,0.000260725419005522,0.000658472283499766,0.196972396018346,0.00804038596218267,0.0099552311006582,"Unclear",0
"B3GAT1",-0.634354324488614,-0.572754414254153,-0.389879583396114,1,0.566810988535026,0.696625591722852,1,0.793415326882753,0.837811647023636,"Both",3
"BTN2A1",NA,0.357114152415987,NA,NA,0.721006350018385,NA,NA,0.881091068112787,NA,"MissingData",5
"CHMP2A",NA,2.39594908141867,NA,NA,0.0165773930353789,NA,NA,0.117748888567246,NA,"MissingData",5
"FOSL1",-0.366821335102133,0.943843360169308,-0.150190520685155,1,0.345249699255653,0.880614304463425,1,0.628145961974956,0.944426024977999,"Herbivore",1
"CCDC85B",NA,0.151422572103991,NA,NA,0.879642384792836,NA,NA,0.953231055537645,NA,"MissingData",5
"PABPC5",0.820018545827244,2.41555299876311,0.720217829562277,1,0.015711335828072,0.471390887865752,1,0.114479764877932,0.680231472114332,"Herbivore",1
"RPS6KB2",1.12457281692101,2.21142241875361,0.148852916113363,0.782310294025002,0.0270065987940163,0.881669694692151,1,0.156589427071614,0.944554609367244,"Herbivore",1
"FAM174A",-1.33280693804972,-1.22804141820346,1.33429685278764,0.547785504935973,0.219431420293814,0.182106588634364,1,0.498425433231843,0.3918627322975,"Unclear",0
"HS3ST5",-1.9478957163318,1.22663056720095,3.00643429750952,0.154282327419391,0.219961474999266,0.00264331170209407,0.554196901630804,0.498982398699791,0.0263402770473085,"Carnivore",2
"TMEM168",0.476354153852896,0.227316265728754,0.03886140775792,1,0.820177825923932,0.969000885458899,1,0.927007047520552,0.985212526139317,"DoubleBoth",4
"RNF152",-0.337589452388806,1.07256411043291,-0.0822313079793087,1,0.283466734742416,0.934462777576715,1,0.570134297486019,0.968271600116109,"Herbivore",1
"RNF166",0.799038564662114,1.84949869046778,-0.865953008093801,1,0.0643858367202643,0.386515932183913,1,0.255979893892265,0.609803805712884,"Herbivore",1
"LSMEM1",0.723754539443014,0.209371871928202,-0.618645290308674,1,0.834157949093749,0.536150058734884,1,0.933173743027463,0.72907292758152,"Both",3
"GJC3",-2.00324127983772,-0.907964052579016,2.41152389846,0.135454190529947,0.363897214271673,0.0158860106997503,0.511560437012746,0.643474781310153,0.0857267078687885,"Carnivore",2
"AGGF1",-5.50578034342567,-3.73795789769343,5.15127515385571,1.10260970299675e-07,0.000185521003789995,2.58721276621997e-07,4.13582570698986e-05,0.00625178783873604,4.86298979570621e-05,"Both",3
"ZBTB11",-2.30238707238742,-0.587958341366647,1.794145935335,0.0639400600745489,0.556560255134407,0.072789878849393,0.320276914140952,0.787335065061407,0.224797988962481,"Both",3
"KCNRG",-0.546152145728622,-0.413037628973666,1.26725482026226,1,0.679579044771973,0.205064189586022,1,0.857822345355416,0.419541631949186,"Carnivore",2
"SIAH2",NA,0.136694348191818,NA,NA,0.891272397086653,NA,NA,0.957999620979944,NA,"MissingData",5
"PPP1CA",-1.00733275529665,1.29451999600018,1.07231321128684,0.941324682357965,0.19548586693267,0.283579374794744,1,0.471507479309559,0.511177004960298,"Unclear",0
"EXD2",1.24911397583328,1.30551809287874,-0.754084587902861,0.634870168794485,0.191716490392027,0.450798431209426,1,0.467017221635763,0.6646858037411,"Herbivore",1
"BACE1",0.621414790302883,0.248023262068365,-1.46242261359171,1,0.804116408493063,0.143625436340668,1,0.920757264907338,0.340056004763757,"Carnivore",2
"SEC16A",1.20639758054512,-0.0461629962960465,-3.30152878808771,0.68299268549425,0.963180335693029,0.000961594664469958,1,0.986072962032479,0.0129914635845775,"Carnivore",2
"OGFOD3",-0.978303074950338,0.00723976926483146,0.217571353678143,0.983773348621744,0.994223550341248,0.827763106249065,1,0.997676643905241,0.913102269935398,"DoubleBoth",4
"FOXG1",NA,1.42770824562418,NA,NA,0.153375851837129,NA,NA,0.414793167671193,NA,"MissingData",5
"RHBDF2",1.90392723102001,0.638578324251088,-1.96062845571669,0.170758986160457,0.523097285959413,0.0499223804315985,0.591835570937919,0.764897059821031,0.177089604753467,"Carnivore",2
"SRSF7",NA,5.29755130194583,NA,NA,1.17365936676969e-07,NA,NA,6.7942302414178e-05,NA,"MissingData",5
"VDAC2",-1.2049497082286,-2.22681281780031,2.24643826824119,0.684668151967737,0.025959786377262,0.0246759494619924,1,0.152900500504738,0.114748462492136,"Unclear",0
"UTS2R",1.92132036272479,2.17069375024224,-1.83437157814463,0.164073994617073,0.0299543299436963,0.0665988556013396,0.576409270682533,0.166734111970252,0.213528143214785,"Unclear",0
"DVL3",-2.69527946333327,-0.283163942234562,2.96686704096505,0.0210988850954201,0.777051167548534,0.00300851029069358,0.155871911219712,0.908050611843978,0.0284967245881406,"Carnivore",2
"HOXD8",-0.682299615357588,-0.0376088707222306,1.29541753203135,1,0.969999535113536,0.195176233263643,1,0.988511028328829,0.407941844369506,"Carnivore",2
"PFN4",-2.56606713342066,-1.9730530681996,2.95194384916038,0.0308576755182598,0.0484895165026291,0.00315780348495593,0.200334441449066,0.218445406612317,0.0294747926773943,"Unclear",0
"FBXL13",-2.93230123215492,-1.27924853275058,2.61363204239612,0.010093806658481,0.200809550200301,0.0089585459490354,0.0955684322315171,0.476547079323241,0.0591091072556583,"Both",3
"PHF21B",0.491245090002183,-1.44429701136679,-0.181122300749562,1,0.148655446112379,0.856271580616653,1,0.407846331421047,0.930934549760148,"Herbivore",1
"TRIP10",-1.48651880866089,-1.13738259132049,1.26851464913076,0.411425836836665,0.255378381604607,0.204614222692834,1,0.540780456742958,0.419197861394904,"Both",3
"DHRS4",-4.47664678815855,-5.05578460243267,4.52414944434909,2.27473623172056e-05,4.28624894203566e-07,6.06388679933204e-06,0.0015495015750986,0.000150182428620926,0.000395027134026617,"Unclear",0
"OR4D11",-0.780731522985552,-2.86040285363477,0.240973399458737,1,0.00423103160029623,0.809575733254594,1,0.0511034211693007,0.902549696096481,"Herbivore",1
"BTF3L4",NA,2.3219305291457,NA,NA,0.0202366766358923,NA,NA,0.131993502881475,NA,"MissingData",5
"NEUROG2",-0.529026403026354,-1.15935644053248,1.74950439355679,1,0.246310924500417,0.0802038700109597,1,0.530701063398592,0.238156712747789,"Carnivore",2
"SERTAD2",0.245059266725473,0.68951389345773,-0.559166029110812,1,0.49049993318051,0.576048415003904,1,0.742794286400754,0.759561558787593,"Unclear",0
"OSBPL3",0.417227472262378,-0.372367165356847,0.953789566823943,1,0.709619497267634,0.340190171584952,1,0.875759283631117,0.568529779407763,"Carnivore",2
"TAF7",0.606342732029455,1.06171257631506,-0.157089878881322,1,0.288366188249218,0.87517401403224,1,0.574499452474383,0.94168097667283,"Herbivore",1
"MLXIPL",-0.0877799155645503,-0.658734528895489,-1.16281097793353,1,0.510066256096815,0.244906202124315,1,0.756658372731542,0.465704703785209,"Carnivore",2
"ASTN2",0.713071203161374,-0.283934277031716,-0.588677684396798,1,0.776460747755401,0.556077510441175,1,0.9078823187595,0.744456688435181,"Both",3
"CDK5R1",NA,1.33105153338298,NA,NA,0.183172054899022,NA,NA,0.456983811145374,NA,"MissingData",5
"CD6",-1.09954498465111,-0.595665454192003,0.233935094927358,0.814591271031466,0.551398740738251,0.815035367215952,1,0.783383485724105,0.905146736840936,"DoubleBoth",4
"RPA2",-0.523132791378356,-1.37966095875541,1.40495867854986,1,0.167691058890081,0.160033566072244,1,0.43601289277339,0.362631816309272,"Unclear",0
"NDUFS8",-1.81517940897313,-0.892494917544151,2.58171658061514,0.208489028956414,0.372127715741266,0.00983102838612637,0.668814966258682,0.651947486429981,0.0626493236239482,"Carnivore",2
"PITPNA",-0.93942086449968,1.11777221378083,1.35877322156018,1,0.263664291667354,0.174218461351144,1,0.55116339810006,0.381871554820596,"Unclear",0
"TUFM",-0.387971026496462,0.518647695579744,0.240497628681174,1,0.604006442209892,0.809944501366361,1,0.815279396061377,0.902626211149928,"Herbivore",1
"DNAJC25",-0.618794851135206,0.734160142032381,0.34601466944212,1,0.462851142426388,0.729331690296987,1,0.721593154872375,0.857061630743654,"Herbivore",1
"POC1B",-1.29646016929772,-0.838054103496891,0.878045159859272,0.584450982105451,0.402000318081364,0.379919211800141,1,0.676891845413128,0.603958683564723,"Both",3
"ING5",0.626390371410826,0.619370871242764,-0.0273101067598313,1,0.53567206589446,0.978212395847572,1,0.773658421440455,0.988932351510014,"Both",3
"AQP11",-2.22172432666979,-1.83648270415393,-0.63515861042873,0.0789058244829689,0.0662862977957879,0.525324974469388,0.365231682028113,0.260911753514309,0.721398323387779,"Both",3
"NFKBIB",-2.28532414119951,-0.703429136127168,2.17293008707651,0.066881485214727,0.481788354343032,0.0297855795975095,0.32972440294716,0.736102124191366,0.129110913925555,"Both",3
"GNAI2",NA,0.972949287563381,NA,NA,0.330578507038528,NA,NA,0.613855770487743,NA,"MissingData",5
"MRPS23",-2.43766999680524,-1.29488459325738,2.95751907651696,0.0443467856517142,0.195360044081488,0.00310125558716913,0.251062198119612,0.471499546533179,0.0290733044041535,"Carnivore",2
"EPSTI1",0.295850700578155,-0.435013876033126,1.01088488971524,1,0.663552355468769,0.312071526887471,1,0.848366669964874,0.540180540252169,"Carnivore",2
"LAMA3",-0.820434569901978,0.137869993722206,-0.311748067929201,1,0.890343165441271,0.755231994155258,1,0.957696239706082,0.872028219005807,"DoubleBoth",4
"DSCC1",-1.24229059617849,-0.526146378369345,1.43371811149002,0.642388091120938,0.598786507006074,0.151652721581095,1,0.812855402675402,0.352403334015597,"Carnivore",2
"COL26A1",-3.37001988036532,-2.83611974333594,1.8306919579174,0.00225488282385851,0.00456653212320845,0.0671465341167062,0.0361287155015023,0.0539496495518117,0.214552153317661,"Both",3
"PNMA8A",1.67914599681621,0.403458850783612,-1.42014074343077,0.279370781087373,0.686610700456432,0.155566710757321,0.801094379343659,0.862600592442901,0.357033724250106,"Both",3
"ACAD10",0.058339673822611,0.0421921314998869,0.679703887744447,1,0.966345535129881,0.496691973862217,1,0.987378291502272,0.700803073182506,"Carnivore",2
"EBF1",NA,3.10207323871929,NA,NA,0.00192170408114777,NA,NA,0.0304520814268453,NA,"MissingData",5
"ZDHHC7",-0.682829994425399,-1.15975485362984,-0.0489805366499944,1,0.24614862986826,0.960934806823033,1,0.53056800093732,0.981295530743493,"Herbivore",1
"OSBPL2",2.57332330121641,2.65830884178127,-3.13790116984059,0.0302181198989174,0.00785338884077601,0.00170162240843759,0.198938166867456,0.0749917023865596,0.0193990114902775,"Unclear",0
"NOS2",-2.85462240230523,-2.3436874734956,1.9955097772406,0.0129264072983233,0.0190941635195782,0.0459873088637925,0.113433194998803,0.127783424690526,0.16871293074358,"Both",3
"FAM20C",0.542280084787845,0.0942656578024845,-2.02216853299042,1,0.924898129508198,0.043158943896778,1,0.969727540779764,0.162675740206758,"Carnivore",2
"FUZ",-3.85563739083651,-0.757408717100247,4.67442991871215,0.00034628543967658,0.4488050352575,2.94771268717211e-06,0.0102017111674551,0.711529813819329,0.000244888152911641,"Carnivore",2
"RCAN1",1.07172790264366,0.74821462281506,-0.0408351960615235,0.851526792981791,0.454330712228011,0.967427280350163,1,0.715618461559132,0.984716619703202,"DoubleBoth",4
"FBXO34",-0.967802022643518,-0.449195097145986,2.98735451772352,0.999429760412904,0.65329092399626,0.00281403191995961,1,0.841882062891984,0.0273526813060327,"Carnivore",2
"GPR89A",-0.884773002893259,-0.325430058249756,1.78961044142991,1,0.74485560930757,0.0735165587563346,1,0.890808712727641,0.226159675535803,"Carnivore",2
"DRC3",1.61716512247321,0.419199683721284,-2.13018117392139,0.317527928127748,0.67507020323115,0.0331566587041821,0.864711519544551,0.855940811424425,0.137692138158242,"Carnivore",2
"STX4",0.393649765054138,0.0162583119285778,-0.485181106322274,1,0.987028315403405,0.627547883082465,1,0.995320143961972,0.795518253069552,"Carnivore",2
"AKAP17A",NA,-1.62562868660049,NA,NA,0.104028668879721,NA,NA,0.333962770850909,NA,"MissingData",5
"HNRNPD",-0.385514981246068,1.7831446226785,1.19734358162357,1,0.0745627642139856,0.231172664127918,1,0.278044859133239,0.450803183827194,"Unclear",0
"UCP3",-0.575550207529286,-1.05037737165631,-0.250011343247666,1,0.293544645117237,0.802578576502164,1,0.579474504044,0.898880832330034,"Herbivore",1
"DDX54",1.10010032346468,0.0333314257620948,-0.38673970405418,0.813865238802825,0.973410293542171,0.698948919354145,1,0.989342340944897,0.839196335062942,"DoubleBoth",4
"CHAF1B",-0.300773712149968,-0.504020504237961,-0.64962114418308,1,0.614246968356897,0.515936971654585,1,0.821818333478905,0.715497947318085,"Unclear",0
"RELL1",-0.897053845381976,-1.42923999657148,-0.368165083785603,1,0.152935265527488,0.712750143745597,1,0.414328550716205,0.847992364411093,"Herbivore",1
"ZNF541",1.12020504319801,-0.871526018733664,-2.22623018122313,0.787879186079305,0.383467005637709,0.0259987673377635,1,0.661940010051292,0.118336267778015,"Carnivore",2
"STAT2",-3.73002730011497,-2.57713562005758,3.16040503733303,0.000574377073584331,0.00996228549605808,0.00157549953428769,0.0140376683944778,0.0861360095402796,0.0184471998586461,"Both",3
"SLC35C1",-1.98486803722834,-2.30188180422913,1.18892917942558,0.141477465988505,0.0213418386108169,0.23446753662304,0.526593703223111,0.136068545473763,0.454399838664861,"Herbivore",1
"RPL27A",NA,4.19860408158148,NA,NA,2.68565407443302e-05,NA,NA,0.00180055805449266,NA,"MissingData",5
"CCT6B",0.649611547733455,0.87479310714452,-0.000733434404843333,1,0.381686488365325,0.999414804064479,1,0.661501125837541,0.999813745507124,"Herbivore",1
"GPR89B",-0.760643174682002,-0.199321780169395,1.64089597678078,1,0.842011042876618,0.100819010321033,1,0.93666283935367,0.274147156196754,"Carnivore",2
"PRKDC",-2.05302001209247,-2.29699948820512,0.661776633160777,0.120211910004746,0.0216187989301071,0.508114383569545,0.474047285800244,0.137232847172514,0.70903080788189,"Herbivore",1
"SLC2A2",-2.53371895788245,-2.20867623658091,0.555001606219006,0.0338577620936354,0.0271971684503545,0.57889356179861,0.212187571298893,0.15738977117776,0.761919149080285,"Both",3
"TNS2",-1.54692411259501,-1.14795384353594,0.828295507704236,0.365644637630813,0.250987618653934,0.407503166331798,0.939933601396865,0.536992913247309,0.628254448806232,"Both",3
"RNF4",0.137665695484801,-0.142227344114251,-0.889211433306922,1,0.886900433857543,0.373889459323882,1,0.955982760068329,0.599144534309817,"Carnivore",2
"H2BC4",1.88605193960208,3.10770788918698,-2.45744402668592,0.177863867481053,0.00188544326308151,0.0139929614537758,0.606922507534325,0.0300207758853518,0.0785120005150847,"Unclear",0
"AGTRAP",-0.667025172908846,-0.751480127908712,0.28570952591177,1,0.452363755854626,0.775100608081151,1,0.714197181995338,0.884241547964211,"Herbivore",1
"KDM3B",-2.48493720913234,-0.922706896009424,2.96757342208196,0.0388722861986677,0.35615997115733,0.00300160584314696,0.231520125544647,0.636985211573338,0.0284584786023965,"Carnivore",2
"DPM2",-1.55150664773932,-0.00219687387581909,2.42621740874063,0.362340946446959,0.998247149662403,0.0152571273016659,0.934645196743215,0.999048410031977,0.0835474957156412,"Carnivore",2
"ZHX2",-0.0602617247752243,0.886922757417428,-1.10753502338849,1,0.375120488384734,0.268062678546544,1,0.654996013813223,0.49307137581705,"Unclear",0
"NEPRO",-1.43081869913771,-0.224878220341264,3.67113729101677,0.457446547467713,0.822074013019892,0.000241473579234191,1,0.927956467775151,0.00502521647900604,"Carnivore",2
"FUT7",0.808037327816926,1.36663451556806,-2.17256815263288,1,0.171739892884667,0.0298128350174774,1,0.442171350695106,0.129163156507341,"Carnivore",2
"UTP4",-4.29742644964776,-2.32807196113653,2.87163212931604,5.18377703573544e-05,0.0199082828702852,0.00408358029819314,0.0027750495367773,0.130910083993693,0.0354753416269415,"Both",3
"ZMYM3",-1.3238603312557,-1.35074740863939,1.50027270119192,0.556648304515481,0.176776360038431,0.133543777778742,1,0.447903895521859,0.32593698855039,"Unclear",0
"SAMD4B",-0.53927991796773,-0.328558551182603,-0.954895908531297,1,0.742489381504206,0.339630339044269,1,0.890046122454156,0.568160345936798,"Carnivore",2
"TLCD5",0.102774171121592,0.510291969058143,-0.162305359801982,1,0.609846928246543,0.871065394133768,1,0.818507746722311,0.939007121054518,"Herbivore",1
"BORCS5",-0.241338858156599,0.329000561182377,0.0677894135938981,1,0.742155263863864,0.945953271105191,1,0.88989456073157,0.97420035186691,"Herbivore",1
"CDPF1",0.34207707911051,-0.124706325827271,-0.818444707736572,1,0.900756049214335,0.413103302117567,1,0.960992220214254,0.632445008781951,"Carnivore",2
"HCLS1",-0.984531991604071,-0.325320943259276,2.14074140603892,0.974562029058963,0.744938181776857,0.0322948974479658,1,0.890808712727641,0.135647590202531,"Carnivore",2
"EXOC3L1",-3.73619174889016,-2.35686398374979,2.57422427428617,0.000560484671792989,0.0184299960242526,0.0100465126834405,0.0139807272610848,0.125359549121742,0.0635529635131441,"Both",3
"ZMYM4",-2.9990770106431,-1.11723454673929,2.74911783414208,0.00812396549096492,0.263894053034134,0.00597559000559634,0.0839084782837472,0.551235743544513,0.0456760517941474,"Both",3
