GO.ID	Description	p.Val	Empty	phenoType
Homologous Recombination (GO:0035825)	Homologous Recombination 	0.949598338687289		1
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)	Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules 	0.957022838891206		-1
Homotypic Cell-Cell Adhesion (GO:0034109)	Homotypic Cell-Cell Adhesion 	0.970699474333173		-1
Hormone Transport (GO:0009914)	Hormone Transport 	0.970699474333173		1
Host-Mediated Regulation Of Intestinal Microbiota Composition (GO:0048874)	Host-Mediated Regulation Of Intestinal Microbiota Composition 	0.970699474333173		-1
Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002455)	Humoral Immune Response Mediated By Circulating Immunoglobulin 	0.957022838891206		1
Hyaluronan Biosynthetic Process (GO:0030213)	Hyaluronan Biosynthetic Process 	0.956695985017526		-1
Hyaluronan Catabolic Process (GO:0030214)	Hyaluronan Catabolic Process 	0.845179690539097		-1
Hyaluronan Metabolic Process (GO:0030212)	Hyaluronan Metabolic Process 	0.639328049880012		-1
Hydrogen Peroxide Biosynthetic Process (GO:0050665)	Hydrogen Peroxide Biosynthetic Process 	0.966513549840496		-1
Hydrogen Peroxide Catabolic Process (GO:0042744)	Hydrogen Peroxide Catabolic Process 	0.98739614480673		1
Hyperosmotic Response (GO:0006972)	Hyperosmotic Response 	0.966513549840496		1
Hypotonic Response (GO:0006971)	Hypotonic Response 	0.970699474333173		-1
Icosanoid Biosynthetic Process (GO:0046456)	Icosanoid Biosynthetic Process 	0.966513549840496		1
Icosanoid Metabolic Process (GO:0006690)	Icosanoid Metabolic Process 	0.98739614480673		-1
Icosanoid Secretion (GO:0032309)	Icosanoid Secretion 	0.970699474333173		-1
Icosanoid Transport (GO:0071715)	Icosanoid Transport 	0.966513549840496		-1
Imitative Learning (GO:0098596)	Imitative Learning 	0.966513549840496		-1
Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429)	Immune Response-Activating Cell Surface Receptor Signaling Pathway 	0.970699474333173		1
Immune Response-Inhibiting Cell Surface Receptor Signaling Pathway (GO:0002767)	Immune Response-Inhibiting Cell Surface Receptor Signaling Pathway 	0.970699474333173		-1
Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)	Immune Response-Regulating Cell Surface Receptor Signaling Pathway 	0.9680408576935		1
Immunoglobulin V(D)J Recombination (GO:0033152)	Immunoglobulin V	0.442261371635586		1
Immunoglobulin Mediated Immune Response (GO:0016064)	Immunoglobulin Mediated Immune Response 	0.970699474333173		1
Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)	Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response 	0.966513549840496		1
Immunological Synapse Formation (GO:0001771)	Immunological Synapse Formation 	0.970699474333173		-1
Import Into Cell (GO:0098657)	Import Into Cell 	0.970699474333173		-1
Import Into Nucleus (GO:0051170)	Import Into Nucleus 	0.850050674885548		-1
In Utero Embryonic Development (GO:0001701)	In Utero Embryonic Development 	0.970699474333173		-1
Inclusion Body Assembly (GO:0070841)	Inclusion Body Assembly 	0.970699474333173		-1
Induction Of Bacterial Agglutination (GO:0043152)	Induction Of Bacterial Agglutination 	0.970699474333173		-1
Induction Of Positive Chemotaxis (GO:0050930)	Induction Of Positive Chemotaxis 	0.966513549840496		-1
Inflammatory Response (GO:0006954)	Inflammatory Response 	0.966513549840496		-1
Inflammatory Response To Wounding (GO:0090594)	Inflammatory Response To Wounding 	0.850050674885548		1
Inhibition Of Cysteine-Type Endopeptidase Activity (GO:0097340)	Inhibition Of Cysteine-Type Endopeptidase Activity 	0.970699474333173		1
Inhibitory Postsynaptic Potential (GO:0060080)	Inhibitory Postsynaptic Potential 	0.966513549840496		-1
Inhibitory Synapse Assembly (GO:1904862)	Inhibitory Synapse Assembly 	0.970699474333173		1
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	Innate Immune Response Activating Cell Surface Receptor Signaling Pathway 	0.972978030985332		-1
Innate Immune Response In Mucosa (GO:0002227)	Innate Immune Response In Mucosa 	0.957022838891206		-1
Innate Immune Response-Activating Signaling Pathway (GO:0002758)	Innate Immune Response-Activating Signaling Pathway 	0.966513549840496		1
Inner Dynein Arm Assembly (GO:0036159)	Inner Dynein Arm Assembly 	0.969427803737945		-1
Inner Ear Auditory Receptor Cell Differentiation (GO:0042491)	Inner Ear Auditory Receptor Cell Differentiation 	0.970699474333173		1
Inner Ear Morphogenesis (GO:0042472)	Inner Ear Morphogenesis 	0.98739614480673		-1
Inner Ear Receptor Cell Development (GO:0060119)	Inner Ear Receptor Cell Development 	0.966513549840496		1
Inner Ear Receptor Cell Differentiation (GO:0060113)	Inner Ear Receptor Cell Differentiation 	0.966513549840496		1
Inner Ear Receptor Cell Stereocilium Organization (GO:0060122)	Inner Ear Receptor Cell Stereocilium Organization 	0.966513549840496		1
Inner Mitochondrial Membrane Organization (GO:0007007)	Inner Mitochondrial Membrane Organization 	0.970699474333173		1
Inorganic Anion Transmembrane Transport (GO:0098661)	Inorganic Anion Transmembrane Transport 	0.970699474333173		-1
Inorganic Anion Transport (GO:0015698)	Inorganic Anion Transport 	0.966513549840496		-1
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	Inorganic Cation Import Across Plasma Membrane 	0.583384113363186		-1
Inorganic Cation Transmembrane Transport (GO:0098662)	Inorganic Cation Transmembrane Transport 	0.0602273954156962		-1
Inositol Lipid-Mediated Signaling (GO:0048017)	Inositol Lipid-Mediated Signaling 	0.957022838891206		-1
Inositol Metabolic Process (GO:0006020)	Inositol Metabolic Process 	0.970699474333173		-1
Inositol Phosphate Biosynthetic Process (GO:0032958)	Inositol Phosphate Biosynthetic Process 	0.957022838891206		-1
Inositol Phosphate Metabolic Process (GO:0043647)	Inositol Phosphate Metabolic Process 	0.918925279484014		-1
Inositol Phosphate-Mediated Signaling (GO:0048016)	Inositol Phosphate-Mediated Signaling 	0.956695985017526		1
Insulin Metabolic Process (GO:1901142)	Insulin Metabolic Process 	0.970699474333173		1
Insulin Processing (GO:0030070)	Insulin Processing 	0.970699474333173		-1
Insulin Receptor Signaling Pathway (GO:0008286)	Insulin Receptor Signaling Pathway 	0.966513549840496		1
Insulin Secretion (GO:0030073)	Insulin Secretion 	0.98739614480673		1
Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035773)	Insulin Secretion Involved In Cellular Response To Glucose Stimulus 	0.970699474333173		1
Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009)	Insulin-Like Growth Factor Receptor Signaling Pathway 	0.961196726693825		-1
Integrated Stress Response Signaling (GO:0140467)	Integrated Stress Response Signaling 	0.966513549840496		-1
Integrin Activation (GO:0033622)	Integrin Activation 	0.970699474333173		-1
Integrin-Mediated Signaling Pathway (GO:0007229)	Integrin-Mediated Signaling Pathway 	0.966513549840496		-1
Interferon-Mediated Signaling Pathway (GO:0140888)	Interferon-Mediated Signaling Pathway 	0.431182086341607		-1
Interleukin-1-Mediated Signaling Pathway (GO:0070498)	Interleukin-1-Mediated Signaling Pathway 	0.966513549840496		-1
Interleukin-12-Mediated Signaling Pathway (GO:0035722)	Interleukin-12-Mediated Signaling Pathway 	0.970699474333173		1
Interleukin-15-Mediated Signaling Pathway (GO:0035723)	Interleukin-15-Mediated Signaling Pathway 	0.970699474333173		1
interleukin-17A-mediated Signaling Pathway (GO:0038173)	interleukin-17A-mediated Signaling Pathway 	0.957022838891206		1
Interleukin-2-Mediated Signaling Pathway (GO:0038110)	Interleukin-2-Mediated Signaling Pathway 	0.970699474333173		1
Interleukin-27-Mediated Signaling Pathway (GO:0070106)	Interleukin-27-Mediated Signaling Pathway 	0.970699474333173		-1
Interleukin-3-Mediated Signaling Pathway (GO:0038156)	Interleukin-3-Mediated Signaling Pathway 	0.970699474333173		-1
Interleukin-4-Mediated Signaling Pathway (GO:0035771)	Interleukin-4-Mediated Signaling Pathway 	0.968265431674335		1
Interleukin-5-Mediated Signaling Pathway (GO:0038043)	Interleukin-5-Mediated Signaling Pathway 	0.970699474333173		-1
Interleukin-6-Mediated Signaling Pathway (GO:0070102)	Interleukin-6-Mediated Signaling Pathway 	0.966513549840496		-1
Interleukin-9-Mediated Signaling Pathway (GO:0038113)	Interleukin-9-Mediated Signaling Pathway 	0.970699474333173		1
Intermediate Filament Bundle Assembly (GO:0045110)	Intermediate Filament Bundle Assembly 	0.32656992570467		-1
Intermediate Filament Organization (GO:0045109)	Intermediate Filament Organization 	0.0176562653535201		-1
Intermembrane Lipid Transfer (GO:0120009)	Intermembrane Lipid Transfer 	0.966513549840496		1
Internal Peptidyl-Lysine Acetylation (GO:0018393)	Internal Peptidyl-Lysine Acetylation 	0.970699474333173		-1
Internal Protein Amino Acid Acetylation (GO:0006475)	Internal Protein Amino Acid Acetylation 	0.966513549840496		1
Interstrand Cross-Link Repair (GO:0036297)	Interstrand Cross-Link Repair 	0.711826287065948		1
Intestinal Absorption (GO:0050892)	Intestinal Absorption 	0.966988779714274		-1
Intestinal Cholesterol Absorption (GO:0030299)	Intestinal Cholesterol Absorption 	0.966513549840496		1
Intestinal Epithelial Cell Differentiation (GO:0060575)	Intestinal Epithelial Cell Differentiation 	0.970699474333173		1
Intestinal Lipid Absorption (GO:0098856)	Intestinal Lipid Absorption 	0.966513549840496		1
intra-Golgi Vesicle-Mediated Transport (GO:0006891)	intra-Golgi Vesicle-Mediated Transport 	0.966513549840496		-1
Intracellular Calcium Ion Homeostasis (GO:0006874)	Intracellular Calcium Ion Homeostasis 	0.135661305698273		-1
Intracellular Cholesterol Transport (GO:0032367)	Intracellular Cholesterol Transport 	0.957022838891206		-1
Intracellular Copper Ion Homeostasis (GO:0006878)	Intracellular Copper Ion Homeostasis 	0.984168999282186		1
Intracellular Estrogen Receptor Signaling Pathway (GO:0030520)	Intracellular Estrogen Receptor Signaling Pathway 	0.966513549840496		-1
Intracellular Glucose Homeostasis (GO:0001678)	Intracellular Glucose Homeostasis 	0.970699474333173		-1
Intracellular Iron Ion Homeostasis (GO:0006879)	Intracellular Iron Ion Homeostasis 	0.981534990493539		1
Intracellular Lipid Transport (GO:0032365)	Intracellular Lipid Transport 	0.966513549840496		-1
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	Intracellular Monoatomic Cation Homeostasis 	0.9680408576935		-1
Intracellular Monoatomic Ion Homeostasis (GO:0006873)	Intracellular Monoatomic Ion Homeostasis 	0.956695985017526		1
Intracellular Oxygen Homeostasis (GO:0032364)	Intracellular Oxygen Homeostasis 	0.972978030985332		-1
Intracellular pH Elevation (GO:0051454)	Intracellular pH Elevation 	0.970699474333173		-1
Intracellular pH Reduction (GO:0051452)	Intracellular pH Reduction 	0.970699474333173		1
Intracellular Phosphate Ion Homeostasis (GO:0030643)	Intracellular Phosphate Ion Homeostasis 	0.970699474333173		1
Intracellular Potassium Ion Homeostasis (GO:0030007)	Intracellular Potassium Ion Homeostasis 	0.970699474333173		-1
Intracellular Protein Transmembrane Transport (GO:0065002)	Intracellular Protein Transmembrane Transport 	0.966513549840496		1
Intracellular Protein Transport (GO:0006886)	Intracellular Protein Transport 	0.972999660461697		-1
Intracellular Sequestering Of Iron Ion (GO:0006880)	Intracellular Sequestering Of Iron Ion 	0.966513549840496		-1
Intracellular Sodium Ion Homeostasis (GO:0006883)	Intracellular Sodium Ion Homeostasis 	0.970699474333173		1
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518)	Intracellular Steroid Hormone Receptor Signaling Pathway 	0.970699474333173		-1
Intracellular Sterol Transport (GO:0032366)	Intracellular Sterol Transport 	0.692849670153103		-1
Intracellular Triglyceride Homeostasis (GO:0035356)	Intracellular Triglyceride Homeostasis 	0.970699474333173		-1
Intracellular Water Homeostasis (GO:0009992)	Intracellular Water Homeostasis 	0.970699474333173		1
Intracellular Zinc Ion Homeostasis (GO:0006882)	Intracellular Zinc Ion Homeostasis 	0.995747360648627		-1
Intraciliary Anterograde Transport (GO:0035720)	Intraciliary Anterograde Transport 	0.966513549840496		-1
Intraciliary Retrograde Transport (GO:0035721)	Intraciliary Retrograde Transport 	0.966513549840496		-1
Intraciliary Transport Involved In Cilium Assembly (GO:0035735)	Intraciliary Transport Involved In Cilium Assembly 	0.966513549840496		1
Intrinsic Apoptotic Signaling Pathway (GO:0097193)	Intrinsic Apoptotic Signaling Pathway 	0.590849445079906		-1
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator 	0.957022838891206		-1
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630)	Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage 	0.966513549840496		-1
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator 	0.966988779714274		-1
Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059)	Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress 	0.585375856575311		-1
Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress 	0.970699474333173		-1
Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235)	Ionotropic Glutamate Receptor Signaling Pathway 	0.970699474333173		-1
Iron Coordination Entity Transport (GO:1901678)	Iron Coordination Entity Transport 	0.970699474333173		-1
Iron Ion Transmembrane Transport (GO:0034755)	Iron Ion Transmembrane Transport 	0.968910001986895		-1
Iron Ion Transport (GO:0006826)	Iron Ion Transport 	0.966513549840496		-1
Iron-Sulfur Cluster Assembly (GO:0016226)	Iron-Sulfur Cluster Assembly 	0.970699474333173		1
Isoleucine Metabolic Process (GO:0006549)	Isoleucine Metabolic Process 	0.966513549840496		-1
Isoprenoid Biosynthetic Process (GO:0008299)	Isoprenoid Biosynthetic Process 	0.973546319237001		-1
Isoprenoid Metabolic Process (GO:0006720)	Isoprenoid Metabolic Process 	0.957022838891206		1
Isotype Switching (GO:0045190)	Isotype Switching 	0.957022838891206		1
Keratan Sulfate Biosynthetic Process (GO:0018146)	Keratan Sulfate Biosynthetic Process 	0.968265431674335		1
Keratan Sulfate Metabolic Process (GO:0042339)	Keratan Sulfate Metabolic Process 	0.966513549840496		1
Keratinocyte Differentiation (GO:0030216)	Keratinocyte Differentiation 	0.850050674885548		-1
Keratinocyte Proliferation (GO:0043616)	Keratinocyte Proliferation 	0.956695985017526		-1
Ketone Biosynthetic Process (GO:0042181)	Ketone Biosynthetic Process 	0.970699474333173		-1
Ketone Body Biosynthetic Process (GO:0046951)	Ketone Body Biosynthetic Process 	0.957022838891206		1
Ketone Body Metabolic Process (GO:1902224)	Ketone Body Metabolic Process 	0.966513549840496		1
Kidney Development (GO:0001822)	Kidney Development 	0.957022838891206		1
Kidney Epithelium Development (GO:0072073)	Kidney Epithelium Development 	0.970699474333173		-1
Kidney Mesenchyme Development (GO:0072074)	Kidney Mesenchyme Development 	0.811162899108941		1
Kidney Morphogenesis (GO:0060993)	Kidney Morphogenesis 	0.966513549840496		1
Killing By Host Of Symbiont Cells (GO:0051873)	Killing By Host Of Symbiont Cells 	0.800543294977523		-1
Kinetochore Assembly (GO:0051382)	Kinetochore Assembly 	0.0626811883820554		1
Kinetochore Organization (GO:0051383)	Kinetochore Organization 	0.287994646696835		1
Kynurenine Metabolic Process (GO:0070189)	Kynurenine Metabolic Process 	0.970699474333173		1
Lactate Metabolic Process (GO:0006089)	Lactate Metabolic Process 	0.971919059042776		-1
Lactation (GO:0007595)	Lactation 	0.970699474333173		-1
Lamellipodium Assembly (GO:0030032)	Lamellipodium Assembly 	0.966513549840496		-1
Lamellipodium Organization (GO:0097581)	Lamellipodium Organization 	0.966513549840496		-1
Late Endosome To Lysosome Transport (GO:1902774)	Late Endosome To Lysosome Transport 	0.862321858043594		-1
Late Endosome To Vacuole Transport (GO:0045324)	Late Endosome To Vacuole Transport 	0.9680408576935		-1
Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway (GO:0032511)	Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway 	0.970699474333173		1
Late Nucleophagy (GO:0044805)	Late Nucleophagy 	0.966513549840496		-1
Learned Vocalization Behavior Or Vocal Learning (GO:0098598)	Learned Vocalization Behavior Or Vocal Learning 	0.966513549840496		-1
Learning (GO:0007612)	Learning 	0.966513549840496		-1
Left/Right Pattern Formation (GO:0060972)	Left/Right Pattern Formation 	0.850050674885548		1
Lens Fiber Cell Development (GO:0070307)	Lens Fiber Cell Development 	0.949598338687289		-1
Lens Fiber Cell Differentiation (GO:0070306)	Lens Fiber Cell Differentiation 	0.850050674885548		-1
Leptin-Mediated Signaling Pathway (GO:0033210)	Leptin-Mediated Signaling Pathway 	0.970699474333173		1
Leucine Metabolic Process (GO:0006551)	Leucine Metabolic Process 	0.963351030065537		1
Leucine Transport (GO:0015820)	Leucine Transport 	0.957022838891206		-1
Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)	Leukocyte Adhesion To Vascular Endothelial Cell 	0.981192911224106		1
Leukocyte Aggregation (GO:0070486)	Leukocyte Aggregation 	0.970699474333173		-1
Leukocyte Apoptotic Process (GO:0071887)	Leukocyte Apoptotic Process 	0.970699474333173		-1
Leukocyte Cell-Cell Adhesion (GO:0007159)	Leukocyte Cell-Cell Adhesion 	0.966513549840496		-1
Leukocyte Chemotaxis Involved In Inflammatory Response (GO:0002232)	Leukocyte Chemotaxis Involved In Inflammatory Response 	0.966513549840496		-1
Leukocyte Tethering Or Rolling (GO:0050901)	Leukocyte Tethering Or Rolling 	0.970699474333173		-1
Leukotriene D4 Biosynthetic Process (GO:1901750)	Leukotriene D4 Biosynthetic Process 	0.966513549840496		1
Leukotriene D4 Metabolic Process (GO:1901748)	Leukotriene D4 Metabolic Process 	0.966513549840496		1
Leukotriene Biosynthetic Process (GO:0019370)	Leukotriene Biosynthetic Process 	0.966513549840496		1
Leukotriene Metabolic Process (GO:0006691)	Leukotriene Metabolic Process 	0.970699474333173		1
Leukotriene Transport (GO:0071716)	Leukotriene Transport 	0.909150161543174		1
Limb Development (GO:0060173)	Limb Development 	0.966513549840496		-1
Limb Morphogenesis (GO:0035108)	Limb Morphogenesis 	0.957022838891206		-1
Linoleic Acid Metabolic Process (GO:0043651)	Linoleic Acid Metabolic Process 	0.970699474333173		1
Lipid Biosynthetic Process (GO:0008610)	Lipid Biosynthetic Process 	0.996431571463484		1
Lipid Catabolic Process (GO:0016042)	Lipid Catabolic Process 	0.966513549840496		-1
Lipid Droplet Disassembly (GO:1905691)	Lipid Droplet Disassembly 	0.949598338687289		-1
Lipid Droplet Formation (GO:0140042)	Lipid Droplet Formation 	0.966513549840496		-1
Lipid Droplet Organization (GO:0034389)	Lipid Droplet Organization 	0.966513549840496		-1
Lipid Hydroxylation (GO:0002933)	Lipid Hydroxylation 	0.970699474333173		-1
Lipid Import Into Cell (GO:0140354)	Lipid Import Into Cell 	0.970699474333173		1
Lipid Modification (GO:0030258)	Lipid Modification 	0.970699474333173		1
Lipid Oxidation (GO:0034440)	Lipid Oxidation 	0.970699474333173		1
Lipid Phosphorylation (GO:0046834)	Lipid Phosphorylation 	0.977160559926109		1
Lipid Translocation (GO:0034204)	Lipid Translocation 	0.970699474333173		-1
Lipid Transport (GO:0006869)	Lipid Transport 	0.970699474333173		-1
Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)	Lipopolysaccharide-Mediated Signaling Pathway 	0.970307066022047		-1
Lipoprotein Biosynthetic Process (GO:0042158)	Lipoprotein Biosynthetic Process 	0.970699474333173		-1
Lipoprotein Catabolic Process (GO:0042159)	Lipoprotein Catabolic Process 	0.970699474333173		-1
Lipoprotein Localization (GO:0044872)	Lipoprotein Localization 	0.971919059042776		-1
Lipoprotein Metabolic Process (GO:0042157)	Lipoprotein Metabolic Process 	0.966513549840496		-1
Lipoprotein Transport (GO:0042953)	Lipoprotein Transport 	0.972999660461697		-1
Lipoxygenase Pathway (GO:0019372)	Lipoxygenase Pathway 	0.966513549840496		-1
Liver Development (GO:0001889)	Liver Development 	0.957022838891206		1
Locomotor Rhythm (GO:0045475)	Locomotor Rhythm 	0.970699474333173		-1
Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)	Long-Chain Fatty Acid Biosynthetic Process 	0.970699474333173		-1
Long-Chain Fatty Acid Catabolic Process (GO:0042758)	Long-Chain Fatty Acid Catabolic Process 	0.970699474333173		-1
Long-Chain Fatty Acid Import Into Cell (GO:0044539)	Long-Chain Fatty Acid Import Into Cell 	0.966513549840496		-1
Long-Chain Fatty Acid Metabolic Process (GO:0001676)	Long-Chain Fatty Acid Metabolic Process 	0.966513549840496		-1
Long-Chain Fatty Acid Transport (GO:0015909)	Long-Chain Fatty Acid Transport 	0.966513549840496		-1
Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)	Long-Chain fatty-acyl-CoA Biosynthetic Process 	0.966513549840496		1
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)	Long-Chain fatty-acyl-CoA Metabolic Process 	0.970699474333173		1
Long-Term Memory (GO:0007616)	Long-Term Memory 	0.903943785168395		1
Long-Term Synaptic Depression (GO:0060292)	Long-Term Synaptic Depression 	0.431182086341607		-1
Long-Term Synaptic Potentiation (GO:0060291)	Long-Term Synaptic Potentiation 	0.786528878463898		-1
Low-Density Lipoprotein Particle Remodeling (GO:0034374)	Low-Density Lipoprotein Particle Remodeling 	0.984168999282186		1
Lung Development (GO:0030324)	Lung Development 	0.979609098122055		-1
Lung Epithelium Development (GO:0060428)	Lung Epithelium Development 	0.957022838891206		1
Lymphatic Endothelial Cell Differentiation (GO:0060836)	Lymphatic Endothelial Cell Differentiation 	0.970699474333173		1
Lymphocyte Activation Involved In Immune Response (GO:0002285)	Lymphocyte Activation Involved In Immune Response 	0.0538481407729527		-1
Lymphocyte Apoptotic Process (GO:0070227)	Lymphocyte Apoptotic Process 	0.949598338687289		-1
Lymphocyte Chemotaxis (GO:0048247)	Lymphocyte Chemotaxis 	0.949598338687289		-1
Lymphocyte Differentiation (GO:0030098)	Lymphocyte Differentiation 	0.955391378246997		-1
Lymphocyte Mediated Immunity (GO:0002449)	Lymphocyte Mediated Immunity 	0.966513549840496		-1
Lymphocyte Migration (GO:0072676)	Lymphocyte Migration 	0.534417627229338		-1
Lymphocyte Migration Into Lymphoid Organs (GO:0097021)	Lymphocyte Migration Into Lymphoid Organs 	0.966513549840496		-1
Lymphocyte Proliferation (GO:0046651)	Lymphocyte Proliferation 	0.442261371635586		-1
Lymphoid Progenitor Cell Differentiation (GO:0002320)	Lymphoid Progenitor Cell Differentiation 	0.949598338687289		1
Lysosomal Lumen Acidification (GO:0007042)	Lysosomal Lumen Acidification 	0.970699474333173		1
Lysosomal Membrane Organization (GO:0097212)	Lysosomal Membrane Organization 	0.959970690281031		-1
Lysosomal Microautophagy (GO:0016237)	Lysosomal Microautophagy 	0.945476026691714		-1
Lysosomal Transport (GO:0007041)	Lysosomal Transport 	0.970699474333173		-1
Lysosome Localization (GO:0032418)	Lysosome Localization 	0.970699474333173		1
Lysosome Organization (GO:0007040)	Lysosome Organization 	0.987208159379524		1
Lytic Vacuole Organization (GO:0080171)	Lytic Vacuole Organization 	0.970699474333173		1
mRNA 3'-End Processing (GO:0031124)	mRNA 3'-End Processing 	0.903943785168395		-1
mRNA 3'-End Processing By Stem-Loop Binding And Cleavage (GO:0006398)	mRNA 3'-End Processing By Stem-Loop Binding And Cleavage 	0.970699474333173		1
mRNA 3'-Splice Site Recognition (GO:0000389)	mRNA 3'-Splice Site Recognition 	0.957022838891206		-1
mRNA 5'-Splice Site Recognition (GO:0000395)	mRNA 5'-Splice Site Recognition 	0.970699474333173		-1
mRNA Catabolic Process (GO:0006402)	mRNA Catabolic Process 	0.949598338687289		1
mRNA Cis Splicing, Via Spliceosome (GO:0045292)	mRNA Cis Splicing, Via Spliceosome 	0.967253002447753		-1
mRNA Cleavage Involved In mRNA Processing (GO:0098787)	mRNA Cleavage Involved In mRNA Processing 	0.966513549840496		-1
mRNA Destabilization (GO:0061157)	mRNA Destabilization 	0.989744219103677		-1
mRNA Export From Nucleus (GO:0006406)	mRNA Export From Nucleus 	0.970699474333173		-1
mRNA Metabolic Process (GO:0016071)	mRNA Metabolic Process 	0.970699474333173		-1
mRNA Methylation (GO:0080009)	mRNA Methylation 	0.658064821802651		1
mRNA Modification (GO:0016556)	mRNA Modification 	0.231345711723942		1
mRNA Polyadenylation (GO:0006378)	mRNA Polyadenylation 	0.963351030065537		-1
mRNA Processing (GO:0006397)	mRNA Processing 	0.99105101684921		-1
mRNA Pseudouridine Synthesis (GO:1990481)	mRNA Pseudouridine Synthesis 	0.616806693123743		1
mRNA Splice Site Recognition (GO:0006376)	mRNA Splice Site Recognition 	0.966513549840496		-1
mRNA Splicing, Via Spliceosome (GO:0000398)	mRNA Splicing, Via Spliceosome 	0.970699474333173		1
mRNA Stabilization (GO:0048255)	mRNA Stabilization 	0.444630490561425		-1
mRNA Transcription (GO:0009299)	mRNA Transcription 	0.970699474333173		1
mRNA Transcription By RNA Polymerase II (GO:0042789)	mRNA Transcription By RNA Polymerase II 	0.966513549840496		1
mRNA Transport (GO:0051028)	mRNA Transport 	0.970699474333173		-1
Macroautophagy (GO:0016236)	Macroautophagy 	0.970699474333173		-1
Macromolecule Biosynthetic Process (GO:0009059)	Macromolecule Biosynthetic Process 	0.0895295437230811		1
Macromolecule Catabolic Process (GO:0009057)	Macromolecule Catabolic Process 	0.925973040879364		-1
Macromolecule Depalmitoylation (GO:0098734)	Macromolecule Depalmitoylation 	0.970699474333173		1
Macromolecule Modification (GO:0043412)	Macromolecule Modification 	0.970699474333173		1
Macrophage Activation (GO:0042116)	Macrophage Activation 	0.949598338687289		-1
Macrophage Activation Involved In Immune Response (GO:0002281)	Macrophage Activation Involved In Immune Response 	0.969427803737945		1
Macrophage Chemotaxis (GO:0048246)	Macrophage Chemotaxis 	0.966988779714274		-1
Macrophage Derived Foam Cell Differentiation (GO:0010742)	Macrophage Derived Foam Cell Differentiation 	0.970699474333173		1
Macrophage Differentiation (GO:0030225)	Macrophage Differentiation 	0.956695985017526		-1
Macrophage Migration (GO:1905517)	Macrophage Migration 	0.9680408576935		-1
Macropinocytosis (GO:0044351)	Macropinocytosis 	0.966513549840496		-1
Magnesium Ion Transport (GO:0015693)	Magnesium Ion Transport 	0.966513549840496		-1
Maintenance Of DNA Repeat Elements (GO:0043570)	Maintenance Of DNA Repeat Elements 	0.970699474333173		1
Maintenance Of Apical/Basal Cell Polarity (GO:0035090)	Maintenance Of Apical/Basal Cell Polarity 	0.970699474333173		1
Maintenance Of Blood-Brain Barrier (GO:0035633)	Maintenance Of Blood-Brain Barrier 	0.970699474333173		-1
Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045199)	Maintenance Of Epithelial Cell Apical/Basal Polarity 	0.970699474333173		1
Maintenance Of Gastrointestinal Epithelium (GO:0030277)	Maintenance Of Gastrointestinal Epithelium 	0.966513549840496		-1
Maintenance Of Lens Transparency (GO:0036438)	Maintenance Of Lens Transparency 	0.970699474333173		1
Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437)	Maintenance Of Protein Localization In Endoplasmic Reticulum 	0.970699474333173		1
Maintenance Of Protein Localization In Organelle (GO:0072595)	Maintenance Of Protein Localization In Organelle 	0.970699474333173		1
Maintenance Of Protein Location In Extracellular Region (GO:0071694)	Maintenance Of Protein Location In Extracellular Region 	0.815684004334127		1
