,X_Omnivore...Carnivore.Rho,X_Omnivore...Carnivore.P,X_Omnivore...Carnivore.p.adj,X_Omnivore...Herbivore.Rho,X_Omnivore...Herbivore.P,X_Omnivore...Herbivore.p.adj,Carnivore...Herbivore.Rho,Carnivore...Herbivore.P,Carnivore...Herbivore.p.adj,X_Omnivore...Insectivore.Rho,X_Omnivore...Insectivore.P,X_Omnivore...Insectivore.p.adj,Carnivore...Insectivore.Rho,Carnivore...Insectivore.P,Carnivore...Insectivore.p.adj,Herbivore...Insectivore.Rho,Herbivore...Insectivore.P,Herbivore...Insectivore.p.adj
ARPC4-TTLL3,1.57453433862711,0.692183816130394,1,1.61890642767158,0.632804386151677,1,-0.405761482746024,1,1,1.32468561327201,1,1,-0.129988235738476,1,1,0.215900597354934,1,1
ARPC4,NA,NA,NA,NA,NA,NA,0.842114902586048,1,1,NA,NA,NA,0.65072515199831,1,1,-0.181568259800641,1,1
ARPC5,0.813235917188137,1,1,-0.111207687497106,1,1,-0.931364382788267,1,1,1.60195992220859,0.654986833665946,1,0.394185410677302,1,1,1.86106224186898,0.376412325255371,1
ARPC5L,-1.66936142116661,0.570274646475851,1,-0.357059032815138,1,1,1.53940044506366,0.74223939277348,1,-0.59268011970916,1,1,0.953190280985538,1,1,-0.348695487902351,1,1
ARPIN-AP3S2,0.137473970842145,1,1,1.76771757466803,0.462648782469212,1,1.2755839533772,1,1,0.503965672762555,1,1,0.337835617962494,1,1,-0.750882052856585,1,1
ARPIN,0.218417468271521,1,1,1.22620438112342,1,1,0.752589933204864,1,1,0.976516720625089,1,1,0.694145785924175,1,1,0.150081235441738,1,1
ARPP19,1.91697969687462,0.331443066320397,1,1.75067667050907,0.480009721250134,1,-0.863826514038372,1,1,1.23063432580981,1,1,-0.967423556511858,1,1,-0.312164334824412,1,1
ARPP21,-1.08050988147526,1,1,-0.660855986634911,1,1,0.661378376365947,1,1,-0.768167970901219,1,1,0.210527123516268,1,1,-0.338153034609073,1,1
ARR3,-0.966021686749682,1,1,-0.832174043117033,1,1,0.35753894595161,1,1,-2.30194775726875,0.128028711171206,1,-1.59260680720973,0.667490552919293,1,-1.95904159251166,0.300647496219408,1
ARRB1,0.329306143852925,1,1,0.903387673732549,1,1,0.330018002260885,1,1,2.69725632371009,0.041948059238676,0.629878167825892,1.92385155853489,0.326239155792999,1,2.16373539296743,0.182907978287045,1
ARRB2,-1.3571289333733,1,1,0.891457794050565,1,1,2.34881968635573,0.112998147070391,1,0.044165354367484,1,1,1.28888484152656,1,1,-0.738809422793651,1,1
ARRDC1,0.736136759297961,1,1,-0.769866274865737,1,1,-1.38320140903267,0.999618706943247,1,-2.83230853532709,0.027727939904199,0.524513130277493,-3.03670780643207,0.0143506308907018,0.639899818391412,-2.56057076857618,0.0627002266196286,1
ARRDC2,2.84500414139174,0.02664650738793,0.469005640041914,-0.689241939737769,1,1,-3.73007419951939,0.00114854033688965,0.0893786368887946,1.0238021981058,1,1,-1.47641017439647,0.839002878026508,1,1.64345167381682,0.601737097553501,1
ARRDC3,1.56432336648684,0.706449884171442,1,-0.161535120185594,1,1,-1.74608622081824,0.484775824650518,1,0.588712390290041,1,1,-1.0655725688468,1,1,0.790809233965319,1,1
ARRDC4,-1.43739722681333,0.903630938018708,1,-1.35812861741325,1,1,0.470245224658128,1,1,-3.9484870957586,0.000471879927543081,0.0739593185786315,-2.30861455168867,0.125789878382848,1,-3.32577109660917,0.00529045848026508,0.474966234266192
ARRDC5,1.27515151750208,1,1,0.814567053551936,1,1,-0.720563320255488,1,1,2.4466581065964,0.0865125248893015,0.904603367722529,1.3002512287449,1,1,2.09245627264676,0.218386316747202,1
ARSA,2.49254450643905,0.0760988604747209,0.830863528476737,0.348729698112222,1,1,-2.42327258887649,0.0922882813431477,1,1.3515590023202,1,1,-0.928817325860428,1,1,1.19248080636131,1,1
ARSB,1.05115025584412,1,1,0.207359558615037,1,1,-1.0168806088512,1,1,1.96110688846023,0.29919933208476,1,0.943871627674783,1,1,2.01356308460301,0.264332552770024,1
ARSD,-0.430750726616289,1,1,-2.3454562976588,0.114022837832587,1,-1.40420746799913,0.961542472100545,1,-1.71452456364235,0.518594578589962,1,-1.17589251419652,1,1,-0.144964266877852,1,1
ARSF,0.972983150278303,1,1,-1.48267641908011,0.828962416121585,1,-2.43880431461738,0.0884156731003686,1,-2.80357914956046,0.0303232954984227,0.550643213194873,-3.45514319110653,0.00330000382976492,0.330532691030745,-1.95278275582832,0.305072056254885,1
ARSG,0.596719676112073,1,1,1.52834135708876,0.758566840001153,1,0.63720698005732,1,1,1.43869545340689,0.901420968489409,1,0.852133002099045,1,1,0.466633152750217,1,1
ARSH,1.0653020409543,1,1,0.380608725414349,1,1,-0.850011359191514,1,1,-0.877071481353069,1,1,-1.66314015825613,0.577706297619302,1,-1.21118354860575,1,1
ARSI,-0.935781211926935,1,1,1.31779425623746,1,1,2.13441617029253,0.196852374470576,1,0.0757356506351968,1,1,0.877020610377326,1,1,-0.963669444813764,1,1
ARSJ,0.16966609359854,1,1,-0.317990360458047,1,1,-0.440271057171411,1,1,-2.70411579322969,0.0410918513130332,0.625731623478785,-2.53231110394629,0.0679880430365216,1,-2.72784413486888,0.0382498334907236,1
ARSK,1.47941035093398,0.83418405206837,1,2.79762306319166,0.030888091071554,0.994757506068702,0.705417422820394,1,1,3.87528165977919,0.000639008629848863,0.0812197475623654,2.32754039800162,0.119619128827681,1,2.12986353200534,0.199097290045737,1
ARSL,2.60342365270526,0.0553786932796472,0.718849455526874,-1.45836497964478,0.868439809041094,1,-4.3935937839738,6.68952353271984e-05,0.0145581060215222,-1.19933189789674,1,1,-3.19999741684687,0.00824572915687447,0.493809767145509,-0.2674205585459,1,1
ART1,-0.983986549822319,1,1,-0.381645751406357,1,1,0.771031296398469,1,1,-0.304301421633306,1,1,0.524794279400749,1,1,-0.0489464548178283,1,1
ART3,0.688911065189504,1,1,2.12859635073631,0.199726024201148,1,1.05145678336826,1,1,2.53956046178842,0.0665951153897945,0.791433733215073,1.7909877329429,0.439771581295663,1,1.19716685757676,1,1
ART4,0.178838117268688,1,1,-0.182614316038794,1,1,-0.363792534921163,1,1,2.04845717528888,0.243091344922548,1,1.77323445428699,0.457139190439125,1,2.39388050706292,0.100027074435477,1
ART5,0.0687981643043073,1,1,-2.36230667202304,0.108969668248269,1,-1.95580973114888,0.302925432704214,1,-0.843386435848115,1,1,-0.805399076909947,1,1,0.840802399846306,1,1
ARTN,-0.598092235532261,1,1,-0.609922411583612,1,1,0.184808526674732,1,1,-1.54775802974644,0.73008338905075,1,-0.923761211750513,1,1,-1.27240264159539,1,1
ARV1,1.62662932137986,0.62289508808623,1,1.05198175019214,1,1,-0.966318301025489,1,1,0.385673616490205,1,1,-1.08601129196406,1,1,-0.413226096496646,1,1
ARVCF,1.56282832067044,0.708557885781827,1,-0.32274382986051,1,1,-1.95689446570487,0.302159264237593,1,1.66234846947079,0.578657547898622,1,0.226007669162345,1,1,2.00556635756263,0.269415205753356,1
ARX,-0.698226847020523,1,1,-1.75658672807231,0.473929660791693,1,-0.458003778175345,1,1,0.753398286150075,1,1,1.19008036101355,1,1,1.90038255960259,0.344297603726709,1
AS3MT,1.13923446621125,1,1,0.294863685849286,1,1,-1.03724044784188,1,1,-0.402648666103845,1,1,-1.17229385066718,1,1,-0.605551097264313,1,1
ASAH1,3.20347655075946,0.00814674581305381,0.245233180997476,1.7419690668765,0.489083142842151,1,-2.16181039184138,0.183796764942439,1,-0.320263035907561,1,1,-2.97939374416826,0.017329162839561,0.692605093620035,-1.63830314179898,0.608150835738361,1
ASAH2,-1.82279756650358,0.410004338690888,1,-1.66863291445506,0.571140910050887,1,0.607140446591434,1,1,0.535798566108212,1,1,1.91656015487348,0.331763004665166,1,1.7232705841143,0.509037627952083,1
ASAH2B,-1.53815380702652,0.744066074471268,1,-2.17916252976221,0.175917578491949,1,-0.098755242468669,1,1,-0.065823455112474,1,1,1.1969515745379,1,1,1.51263708279371,0.782231215805793,1
ASAP1,-0.745763886477493,1,1,-1.5371659436746,0.745516066889121,1,-0.48979520000522,1,1,-3.41196830068965,0.00386973677314455,0.200029819775051,-2.53092383282673,0.0682575297046858,1,-2.59069883538599,0.0574687632155184,1
ASAP2,0.0186549563369551,1,1,-0.16105795620805,1,1,-0.164619797726826,1,1,-0.226002982427883,1,1,-0.22859501461377,1,1,-0.126901485147796,1,1
ASAP3,1.43194061369323,0.912964906434367,1,3.09358773847292,0.0118651242162844,0.748068280247992,0.914512478996011,1,1,2.17550759071424,0.177552599467222,1,0.793359443749524,1,1,0.142791022770842,1,1
ASB1,-0.709315001040239,1,1,0.471228226776334,1,1,1.17444043902941,1,1,0.00578935180440278,1,1,0.639240634313757,1,1,-0.375399015000151,1,1
ASB10,-1.32825048135152,1,1,0.451600215902299,1,1,1.93025082983135,0.321454597460904,1,0.112407438140582,1,1,1.2116753501308,1,1,-0.217707808219598,1,1
ASB11,-0.294993120068776,1,1,0.138801773289192,1,1,0.454518744086892,1,1,1.41062608249165,0.950129380369902,1,1.56361262495686,0.707451409088605,1,1.45446845757775,0.874898834019711,1
ASB12,0.526024484078027,1,1,1.52373921937723,0.765443208815594,1,0.90360970701058,1,1,-0.201846881275069,1,1,-0.624123618902814,1,1,-1.35652173396346,1,1
ASB13,-0.157020707036099,1,1,0.84286512642337,1,1,0.898692606531505,1,1,-1.10465029235173,1,1,-0.856696413586365,1,1,-1.99473468412976,0.27643094647684,1
ASB14,-1.18745810565361,1,1,0.104467819249003,1,1,1.42729779178858,0.920964461090521,1,0.688192686033486,1,1,1.62816420672092,0.620940432814195,1,0.676519046085851,1,1
ASB15,-0.987178287939958,1,1,1.18858491856218,1,1,2.06449391773454,0.233825459944909,1,-0.621036512054204,1,1,0.256480534566377,1,1,-1.55313542545628,0.722344706433255,1
ASB16,-0.630411146409581,1,1,0.582155182679679,1,1,1.22427232091927,1,1,0.846997660305141,1,1,1.30787961298199,1,1,0.49367551298732,1,1
ASB17,-2.00413231779374,0.270335329985189,1,-1.91543115346902,0.332625247889079,1,0.721313423748725,1,1,-1.56238729722502,0.709180666565171,1,0.351279003339645,1,1,-0.261652681483514,1,1
ASB18,0.788607310788185,1,1,0.416119249150464,1,1,-0.511181942677997,1,1,-0.299638308018575,1,1,-0.88265352661911,1,1,-0.598766798173244,1,1
ASB2,-1.662173500487,0.578867950122476,1,-1.10333235257568,1,1,0.925149829756847,1,1,-0.446175160084751,1,1,0.995183431624517,1,1,0.365838019033051,1,1
ASB3,2.22517386951122,0.156417409837908,1,0.636975241130489,1,1,-1.97722047424029,0.288100285635181,1,1.41004107914967,0.951165321177937,1,-0.603848653530406,1,1,1.07433206770039,1,1
ASB4,0.557786411461298,1,1,0.901440823171465,1,1,0.0958714425512226,1,1,1.59465334264534,0.664738661925582,1,0.953941680800755,1,1,1.09381098906835,1,1
ASB5,-0.687159862706674,1,1,-0.862593954326071,1,1,-0.00483137935640267,1,1,-0.300156674886912,1,1,0.353607744304479,1,1,0.430656485282845,1,1
ASB6,-0.228545900649775,1,1,-0.377000650565334,1,1,-0.0431492973507327,1,1,-2.15510004893666,0.186924035398821,1,-1.66420871385618,0.576424363823105,1,-2.10348217697412,0.212541850018055,1
ASB7,1.94422220952236,0.31121196391163,1,-0.577522074064486,1,1,-2.382822678116,0.103082806210882,1,-0.373782909244223,1,1,-2.1985280834062,0.167468973246882,1,0.16427651227967,1,1
ASB8,-0.335471464357076,1,1,-0.903554913734679,1,1,-0.306217233155546,1,1,2.19966103613757,0.166985719234674,1,2.07903211605323,0.225686392063574,1,3.07345476577412,0.0126957458108151,0.672358840039566
ASB9,1.41479894740106,0.942764716996254,1,1.46925862147087,0.850575933033586,1,-0.36914799677777,1,1,-1.30579427681717,1,1,-2.37652914278538,0.104858284883186,1,-2.5583928129975,0.0630943395930784,1
ASCC1,0.212911722439669,1,1,0.146857153900834,1,1,-0.117772725576454,1,1,0.742257961376288,1,1,0.473158403690306,1,1,0.706101659448647,1,1
ASCC2,-0.0584286164693191,1,1,-1.96195589130979,0.298605718813977,1,-1.48045825189236,0.832505965026882,1,-0.673722948725588,1,1,-0.546807361116451,1,1,0.707990623498115,1,1
ASCC3,1.37874068736909,1,1,-1.31272231575544,1,1,-2.61489589224272,0.0535527937301437,0.82216926141117,-0.883863343726187,1,1,-1.92864430683693,0.322650207637081,1,-0.00314465736645275,1,1
ASCL1,-1.07686139178894,1,1,-0.623087393397657,1,1,0.708641679474534,1,1,-0.701510499516928,1,1,0.336887735898299,1,1,-0.281558524434078,1,1
ASCL2,-0.850123801361408,1,1,-1.01576224736059,1,1,0.128467006940064,1,1,-0.66760251554531,1,1,-0.00531869750409127,1,1,-0.10211501970363,1,1
ASCL3,-0.330982697718203,1,1,0.306848249606236,1,1,0.615391275334424,1,1,0.428792901181034,1,1,0.66914016902707,1,1,0.230567591027349,1,1
ASCL4,-1.16473101738896,1,1,-0.445127531431336,1,1,0.912328494148737,1,1,0.800658599875478,1,1,1.6052487437814,0.650634445437377,1,1.13422749294432,1,1
ASCL5,-0.70562302296299,1,1,-0.792478959282956,1,1,0.195247433409445,1,1,-0.754118335164519,1,1,-0.15295002959008,1,1,-0.338911657262799,1,1
ASDURF,-0.083657969624464,1,1,-0.0148163568041493,1,1,0.0832195851720358,1,1,0.726829574571089,1,1,0.750190122412636,1,1,0.830118670319817,1,1
ASF1A,0.37032803990902,1,1,-0.303912219831052,1,1,-0.655397173128977,1,1,0.340168025708304,1,1,-0.0553283335172488,1,1,0.655562281375237,1,1
ASF1B,0.435710726555807,1,1,-0.522797754628372,1,1,-0.901618872697947,1,1,0.385494838986631,1,1,-0.0670501982876837,1,1,0.886275310876459,1,1
ASGR1,-0.712561663620839,1,1,0.278697461572668,1,1,1.02011591310718,1,1,0.41750572413888,1,1,0.991180787293483,1,1,0.240964212946505,1,1
ASGR2,-0.36928043373691,1,1,0.598544382366506,1,1,0.890059598356795,1,1,0.18744838489916,1,1,0.47496654654721,1,1,-0.240674532964869,1,1
ASH1L,0.46909299162229,1,1,1.11450143229894,1,1,0.427251120473751,1,1,0.593418701690084,1,1,0.173807742221433,1,1,-0.15534943574799,1,1
ASH2L,1.23976106511716,1,1,0.536295235423051,1,1,-0.971360001854707,1,1,2.00017490193293,0.272888285703017,1,0.464801581797444,1,1,1.78496711315088,0.445599908390083,1
ASIC1,1.14640308959965,1,1,1.39917344721937,0.970565862058989,1,-0.0843482335673302,1,1,2.50219487136362,0.0740555802156072,0.833383506404501,1.25521928266352,1,1,1.64479055456293,0.600078064183439,1
ASIC2,-0.830694915785393,1,1,1.74576461275104,0.485111174383561,1,2.2402688570122,0.150440842720948,1,1.46089893958236,0.864259066124027,1,1.98538808136549,0.282607865918934,1,0.123443404313422,1,1
ASIC3,-1.03188117515545,1,1,-1.54663007896095,0.731714833833145,1,-0.0839881367383447,1,1,-0.079081937615109,1,1,0.763070779406834,1,1,0.998444325752711,1,1
ASIC4,-0.791665299496071,1,1,2.23340844955341,0.153132128928462,1,2.65345186896045,0.0478038794054108,0.780754541858565,2.99716801477759,0.0163500289360486,0.403467402880657,3.32529960304895,0.00529941409761435,0.415865261659769,1.55987662157291,0.712734240707782,1
ASIC5,-0.495975496244007,1,1,-0.367757538728013,1,1,0.257556073874133,1,1,2.94984619542721,0.0190759294622164,0.437027188926357,3.00866698991167,0.0157437933196091,0.664333323218045,3.48140961340407,0.00299269253751078,0.367119483810575
ASIP,-0.23177364169143,1,1,1.08516580188612,1,1,1.25037938301753,1,1,-0.968884325528864,1,1,-0.729126798214415,1,1,-1.90192541712643,0.343085434669392,1
ASL,2.41864430985864,0.0934707893885195,0.918870015637799,2.0236910083791,0.258011725977805,1,-1.0152131752718,1,1,1.72531397256712,0.506825431336735,1,-0.512091004229298,1,1,0.33394987954773,1,1
ASMT,1.74101724103603,0.49008333865039,1,0.858531146480565,1,1,-1.1466386520905,1,1,0.934640600828846,1,1,-0.332622532319326,1,1,0.434773308491676,1,1
ASMTL,1.40075514804356,0.967723831056251,1,-1.35576059370324,1,1,-2.78332899888645,0.032282529844357,0.641442176568255,0.510952708203057,1,1,-0.513326310463836,1,1,1.42046771351194,0.932829369865109,1
ASNS,0.846877196552693,1,1,0.513671032131446,1,1,-0.541920419681804,1,1,0.312153424893633,1,1,-0.467128852035198,1,1,-0.0544020146563271,1,1
ASNSD1,-0.382994388556269,1,1,-0.565760156026941,1,1,-0.0651046735982357,1,1,-1.42308288982997,0.92827276670769,1,-1.02059222247258,1,1,-1.13459155351285,1,1
ASPA,-0.0862671605287308,1,1,3.12940729614959,0.0105095599521141,0.719118768489338,2.38159770226072,0.103426304498507,1,0.650810925484144,1,1,0.623652170388502,1,1,-1.58339717192234,0.679985803079601,1
ASPDH,0.753069452233562,1,1,1.17530439528674,1,1,0.132598381833433,1,1,1.84661927092755,0.388814035381518,1,1.06942616924899,1,1,1.15097879696678,1,1
ASPG,-0.263266183405513,1,1,-0.729706233284655,1,1,-0.333980946628106,1,1,0.0386469109596512,1,1,0.230107787502628,1,1,0.509177737863364,1,1
ASPH,-0.606655538488746,1,1,-0.568810390819226,1,1,0.194467779479266,1,1,-0.471369094711727,1,1,0.0588779894230447,1,1,-0.0971049797991037,1,1
ASPHD1,1.85374133166659,0.382657053042812,1,0.763081229298557,1,1,-1.50028537264973,0.801242980793587,1,-0.751185299041951,1,1,-2.17566497331891,0.177481926715021,1,-1.34772343373829,1,1
ASPHD2,-1.00793313543222,1,1,-0.0495011346270794,1,1,1.08282035925555,1,1,2.37755402328539,0.104567339292591,0.993472831869893,3.02384884750853,0.0149748660538959,0.650492714383437,2.63399998089844,0.0506312956103567,1
ASPM,1.32262536732466,1,1,-0.410103694675924,1,1,-1.79880798598045,0.432294357845517,1,-1.79529632867985,0.435638998049542,1,-2.69576500255808,0.0421363150063908,1,-1.64250095978748,0.602917364483694,1
ASPN,-0.832713047490581,1,1,-0.987327248473693,1,1,0.0848599337163187,1,1,-2.2580149288237,0.143668372286076,1,-1.36106193411527,1,1,-1.71940872531174,0.513239847525742,1
ASPRV1,-0.736161135075811,1,1,1.34891575646693,1,1,1.9017394285327,0.343231370963668,1,0.57608135319297,1,1,1.12607191415008,1,1,-0.399023705302552,1,1
ASPSCR1,0.110222214087094,1,1,1.58555757937374,0.677038233462473,1,1.04307445901589,1,1,-0.519631017577366,1,1,-0.534319979052192,1,1,-1.62185603425906,0.629005063351623,1
ASRGL1,1.79862268918918,0.43247031464435,1,1.7281501541969,0.50376784562225,1,-0.544775541198182,1,1,-0.413802090000286,1,1,-1.84773742862714,0.387842019626538,1,-1.71103486762566,0.52244805826487,1
ASS1,-1.21711145921305,1,1,-0.763553630508558,1,1,0.724953137811141,1,1,-0.411331308949984,1,1,0.719302659030523,1,1,0.172919711791735,1,1
ASTE1,3.35590950242248,0.00474626694984381,0.184655945122736,1.45585348659597,0.872598757090713,1,-2.51148942520155,0.0721337326850596,0.944567721809393,0.161943627439827,1,1,-2.61359374407769,0.0537573005161744,1,-0.901575162592687,1,1
ASTL,0.238222842585475,1,1,-1.20379015792137,1,1,-1.2390020536718,1,1,1.16589682241792,1,1,0.867954005952872,1,1,2.08779613578296,0.220897369798712,1
ASTN1,0.23474341196221,1,1,0.941512242631333,1,1,0.557184903095437,1,1,-0.252304523901717,1,1,-0.440507479959907,1,1,-1.0530668369528,1,1
ASTN2,-1.71954363450433,0.513092577051623,1,-1.4398157615621,0.899517184256634,1,0.729136053646603,1,1,-2.64186890812827,0.0494699769159555,0.679515283076808,-0.888633807651803,1,1,-1.77806226765296,0.452361772108516,1
ASXL1,1.43929178586853,0.900407214899287,1,0.420132150825642,1,1,-1.24205464710164,1,1,2.91385132131829,0.0214199932372737,0.460591905566729,1.55135859871572,0.724894626346379,1,2.84519737008875,0.0266303473173856,0.912290028721619
ASXL2,0.270297556027557,1,1,2.19090506184123,0.17075198022107,1,1.61974741815932,0.631719273950323,1,2.3160009278916,0.123349308169725,1,1.94918161889576,0.307642435606015,1,0.907852095134952,1,1
ASXL3,-0.633702873871236,1,1,0.995464200173557,1,1,1.56831653710673,0.700843670631139,1,-1.44699334241533,0.887392729229248,1,-0.82862310766647,1,1,-2.30673802527156,0.126416574349491,1
ASZ1,-0.0647198811679649,1,1,-0.381188757332926,1,1,-0.263623686666673,1,1,-1.8627071943775,0.375020838816156,1,-1.69507666705173,0.540365267265102,1,-1.77673900567305,0.453667148794806,1
ATAD2,1.66406331172723,0.576598667141479,1,0.375754032492809,1,1,-1.55547877097427,0.718992520066974,1,0.911627398639989,1,1,-0.531781462842298,1,1,0.720510575388901,1,1
ATAD2B,-0.182657844925353,1,1,0.810859673767638,1,1,0.858572063195526,1,1,2.0631881447369,0.234568536390224,1,1.98994277433616,0.279583438277253,1,1.61311793658593,0.640313326301738,1
ATAD3A,0.833468740992237,1,1,1.49072889707224,0.816196116473929,1,0.302622867881823,1,1,2.22679845630602,0.155764479701372,1,1.33377786194846,1,1,1.32554137635962,1,1
ATAD3B,2.00975382840568,0.266743498361435,1,1.96299609861172,0.297879764175977,1,-0.607961169083121,1,1,0.0943817872576876,1,1,-1.43038926622463,0.915631963299885,1,-1.16999486533539,1,1
ATAD3C,3.64617436698597,0.00159704039196004,0.100507813602236,3.6411060011554,0.00162881597239655,0.374265714546231,-1.15090437410466,1,1,1.49182850744014,0.814464651249831,1,-1.71817075068958,0.514592849535556,1,-1.03382189898894,1,1
ATAD5,1.83259984900189,0.401172603818618,1,1.82443369148751,0.40851919426187,1,-0.503361982067134,1,1,4.03197069898494,0.000331866506862749,0.0662685878450681,2.25955112316165,0.143094744018827,1,3.0607504620529,0.0132469809795938,0.672600500757831
ATAT1,0.847429869289909,1,1,1.18704489904964,1,1,0.0452957035597447,1,1,-1.34989268410828,1,1,-1.95342170339367,0.304617879523504,1,-2.46349254561191,0.0825544539070722,1
ATCAY,-0.232677345326701,1,1,1.19363647685795,1,1,1.16942425783872,1,1,1.83141232640444,0.402234137135763,1,1.77027556959367,0.460087474687065,1,1.05949862185609,1,1
ATE1,-1.05620107098249,1,1,0.887920300658022,1,1,1.905039846148,0.340649350386629,1,-0.62037628295166,1,1,0.339465085257055,1,1,-1.3611435165781,1,1
ATF1,1.04673437313471,1,1,0.639945361972608,1,1,-0.686972124506725,1,1,0.174394399973185,1,1,-0.824003904066438,1,1,-0.338712759005364,1,1
ATF2,0.352527108629734,1,1,-1.68958884744997,0.54663984627957,1,-1.82920878262252,0.404210023527109,1,-1.23614009240148,1,1,-1.44608058846075,0.888927597610823,1,0.171212289367611,1,1
ATF3,1.27526183311424,1,1,1.05540490215803,1,1,-0.509357424010245,1,1,2.98559487958021,0.0169816393384559,0.414234309697466,1.71171228156081,0.5216982249693,1,2.49142989863428,0.0763380428063421,1
ATF4,-0.821080009735073,1,1,-1.432000115088,0.912862730281944,1,-0.250986156156066,1,1,-1.69827917801827,0.536730496258591,1,-0.812448288933528,1,1,-0.757331390231775,1,1
ATF5,-0.774273772090829,1,1,1.01724759626976,1,1,1.63613102118199,0.610873014280116,1,0.300031440366612,1,1,0.91288996904801,1,1,-0.425118576735177,1,1
ATF6,-1.7655839165194,0.464794081686194,1,-0.761373697480656,1,1,1.34593161763937,1,1,-4.47976028251116,4.48361495090222e-05,0.0266640185562391,-2.67221881743122,0.0452108969928997,1,-4.39716080019629,6.58056558817148e-05,0.0731221596567201
ATF6B,1.24700210422783,1,1,-0.846061750742695,1,1,-2.03483725736725,0.251203505173102,1,-0.30235264366748,1,1,-1.30629996676998,1,1,0.293283243124912,1,1
ATF7-NPFF,-0.668930970520261,1,1,0.108676350464872,1,1,0.841779333129605,1,1,1.29026642434995,1,1,1.75241192958379,0.478218009615605,1,1.37855966042633,1,1
ATF7,0.962611459781763,1,1,0.513035382297281,1,1,-0.701724175213155,1,1,1.49603064391056,0.807874018808615,1,0.250714598279763,1,1,1.26498943488278,1,1
ATF7IP,1.91562501178269,0.332477061368658,1,0.561867248364006,1,1,-1.66030345505863,0.581120526137292,1,0.620400852840551,1,1,-0.981996205596777,1,1,0.268599641703692,1,1
ATF7IP2,1.45859920122747,0.868052721559949,1,1.42669887353338,0.922000262931557,1,-0.351766418323673,1,1,0.822270538124751,1,1,-0.390688288057605,1,1,-0.151144284028853,1,1
ATG10,-0.618150641823836,1,1,1.20118709336271,1,1,1.64443671075478,0.600516163975846,1,1.0443177003153,1,1,1.44017044445819,0.8989150971118,1,0.27403679496047,1,1
ATG101,-0.716805388036916,1,1,-1.18668877326683,1,1,-0.299084162368063,1,1,0.868228896984371,1,1,1.62851582299231,0.620493341450873,1,2.41569447792885,0.0942313983729652,1
ATG12,1.9630974048663,0.297809142297103,1,1.20548823972357,1,1,-1.27204977018586,1,1,1.50214793819817,0.798353440449514,1,-0.429003845378266,1,1,0.752816637710796,1,1
ATG13,0.702851897933681,1,1,-0.623001395513431,1,1,-1.23210390593674,1,1,0.00439432779866209,1,1,-0.614137990332096,1,1,0.490965533456918,1,1
ATG14,-1.12936913145936,1,1,0.0648513622120877,1,1,1.3162578994691,1,1,0.711634938552392,1,1,1.61417366101732,0.638938580276447,1,0.735086397423966,1,1
ATG16L1,-0.890325844986239,1,1,-2.43808463215171,0.0885919000398427,1,-0.986296687115595,1,1,-1.15024402257977,1,1,-0.216770123677046,1,1,0.731294886502029,1,1
ATG16L2,-1.23827004517142,1,1,1.19631077346575,1,1,2.39672089170867,0.0992551151964011,1,0.0946008340202731,1,1,1.08577469096507,1,1,-0.763131299630587,1,1
ATG2A,0.119908363137925,1,1,-1.50456736949329,0.794612044401058,1,-1.37705870432287,1,1,-0.602516175268355,1,1,-0.645631134580946,1,1,0.422302288072831,1,1
ATG2B,-0.259707898960847,1,1,0.177270633880671,1,1,0.432100108117903,1,1,0.467865706889294,1,1,0.637403084779513,1,1,0.378053886916999,1,1
ATG3,-0.225966414247231,1,1,-0.6756440036829,1,1,-0.263740398422845,1,1,-0.237635527022004,1,1,0.0129961241478172,1,1,0.317652978192968,1,1
ATG4A,0.976352693710542,1,1,2.6994589947049,0.0416713884393482,1,1.26833436014713,1,1,2.12478512533563,0.201627279337132,1,1.14451533198937,1,1,0.203182938214302,1,1
ATG4B,-1.45693115568318,0.87081230901998,1,-1.8638958853435,0.374017960059505,1,0.074386247851563,1,1,-1.54151646447013,0.739146833683676,1,-0.183683421479081,1,1,-0.288925203669745,1,1
ATG4C,1.30025340087499,1,1,0.404426228956369,1,1,-1.10593200323957,1,1,1.19723334342363,1,1,-0.0636526353744099,1,1,0.998121957817833,1,1
ATG4D,0.600355050965058,1,1,-1.24383776692796,1,1,-1.67151926915952,0.567714935336218,1,-0.245708253474091,1,1,-0.73073956609484,1,1,0.683063418314536,1,1
ATG5,1.14285714285714,1,1,0.663583974315966,1,1,-0.760331942171402,1,1,-1.2350947795667,1,1,-2.09545854598043,0.216781498752309,1,-1.96047382609648,0.299642605907761,1
ATG7,-0.556841537561954,1,1,-1.14140514869461,1,1,-0.266875413774689,1,1,0.86411754916099,1,1,1.23268161537636,1,1,1.82393215392104,0.408973979355671,1
ATG9A,-0.548313847547564,1,1,1.40321101339236,0.963323546268594,1,1.77661542721191,0.45378921376182,1,-0.367043772847565,1,1,0.177040344503985,1,1,-1.62560967148836,0.624196298871399,1
ATG9B,-0.406849935506492,1,1,-0.22304291635584,1,1,0.265655323604015,1,1,0.63214327129884,1,1,0.896652112921332,1,1,0.834277631823616,1,1
ATIC,-0.551492780007333,1,1,-1.03022321051587,1,1,-0.206638907379008,1,1,-1.51904202703627,0.772511505765805,1,-0.861714778905146,1,1,-0.867985779642561,1,1
ATL1,0.594244726397774,1,1,0.934178727306874,1,1,0.0484922872117683,1,1,1.58341908961098,0.679955848821938,1,0.796416075598193,1,1,1.00985008759745,1,1
