,Background...Vertivore.Rho,Background...Vertivore.P,Background...Vertivore.p.adj
RRM2B,0.582249471436632,0.56039865491922,0.79238345128233
TDRD1,-1.29033382405676,0.196934777841652,0.484288975011447
SCML2,2.4135706442183,0.0157970652109788,0.146200289795725
TSG101,1.40561130859792,0.159839576164691,0.443684599245812
KIAA0930,-3.1259417238745,0.0017723667015995,0.054080457900927
DHX35,-0.64543218886328,0.518647149359949,0.767302218824397
TRPC4AP,0.339422116651065,0.734291759771728,0.887831342661843
C20orf194,1.04825234973855,0.294522357190892,0.585709767348419
FKBP6,-0.384654629081035,0.700493314209056,0.870586089822484
CUL9,-0.324726472306683,0.745388097500118,0.893164761970788
PCDHGA12,-2.24598346684907,0.0247050669185001,0.179276005260721
PCDHGC5,-2.41253622446745,0.0158419631254415,0.146526032484181
TMCO6,1.30887449917528,0.190576865975582,0.477557570134092
NDUFA2,-0.67790580362626,0.497831419982247,0.752939669543585
ESS2,2.41912241736417,0.0155580033802291,0.144697095477205
KRT5,1.03233626168103,0.301914619497997,0.591378344300058
KRT75,1.53962587979292,0.123651573395729,0.394980116628597
DPF2,NA,NA,NA
GAMT,-0.256533507752176,0.797538910412106,0.918912785327977
GALNT8,2.00933022667894,0.0445021243649058,0.240745016621611
PSMG3,0.723335498252111,0.46947378871456,0.73022330260064
FAM155B,1.18541211454616,0.235854544175525,0.52728293241688
CNN1,-0.283205294787031,0.777019469788051,0.909275340945891
CDC16,1.80301790455383,0.0713854028259105,0.304401657613054
NECTIN2,1.07046186021009,0.284411467622047,0.577541114138667
APOE,-0.0118812114130448,0.990520387879127,0.996325248969522
TOMM40,1.79361886855599,0.0728740227884796,0.307197666814735
APOC2,-0.79012113970445,0.429457025209471,0.69936705294915
ALLC,-1.00000251363332,0.317309291413092,0.605057178482699
GADD45G,0.795254635525576,0.426465396166665,0.697491428662838
XPO7,1.55014608193728,0.121106457678841,0.390936511387309
FAM98C,1.99881092706418,0.0456288150563218,0.243611743588082
SAFB2,1.10767735057576,0.268001184432867,0.560184042301969
NCAN,2.52788977970852,0.0114750370088121,0.126642861363814
PLVAP,-0.460396154737784,0.6452318942372,0.842606132678425
SLC27A1,0.141673430339636,0.887337962736103,0.956627593802006
USHBP1,1.26340009443127,0.206445430235209,0.496680306137398
COLGALT1,1.59769074208854,0.11011182014638,0.373421801680145
PGLS,3.85216437108026,0.000117078387597967,0.0203258846698815
LSM7,NA,NA,NA
RSPH3,-0.0816301534789228,0.934940822296317,0.975029080988992
MLLT1,0.914387324491638,0.360513359856083,0.645012294156157
BMP15,-0.353711895236455,0.723554807086994,0.881691956937633
ACTN4,0.224558102359795,0.822323061888634,0.930352928455002
EPO,0.0934699106530769,0.925530252842697,0.971307621978338
CACNG6,0.831034478379007,0.405954152124552,0.680559766299449
ZSWIM6,3.99387387734485,6.50024493473937e-05,0.0161977420383616
PXDN,-2.29226205516507,0.0218905260051828,0.168777184677019
GDF15,-0.306202075476986,0.759450792254612,0.900443109052018
JUND,3.84580451570772,0.000120157533403231,0.0203977559921089
TRPM4,0.383293816673732,0.701501923416311,0.870652056629054
OR11H1,NA,NA,NA
NUMBL,-0.31150100948373,0.75541977557932,0.897772332850265
ATXN10,-0.116023206962321,0.907634149504675,0.965279974237334
MNX1,-0.190934887483767,0.848576606700598,0.941245447993431
CEP85,-0.333768550554159,0.738554216840884,0.88906693960028
GATA5,-3.49691569264264,0.000470670553877818,0.0328938407412639
RBBP8NL,0.212088014742469,0.832038369869216,0.933047284542806
LAMA5,-2.84192346957356,0.00448422545233929,0.0803150216916883
PRDM12,NA,NA,NA
UBE2M,-2.94420036872033,0.00323790300144497,0.0698047834152006
TRIM28,1.45616875138194,0.145345975609486,0.427050842758944
YIPF2,-0.713958143083642,0.475253062357707,0.734986142590517
TMEM160,0.871450952978344,0.383507975102328,0.662833786010477
ZC3H4,-0.606872482242077,0.543935541265845,0.782683441961876
MAP3K10,1.95124369845957,0.051028062999411,0.258027406609676
SESN2,2.16482926852452,0.0304007625075138,0.201257466831634
HIP1R,-0.289495030338526,0.772202582380046,0.906454325349205
PPAN,1.84607345682321,0.0648815402899769,0.29053388216419
EIF3G,0.393325493934258,0.694079091051403,0.867650337598831
ANGPTL6,2.04702504702148,0.0406556253492986,0.229899874682069
SHFL,-0.504352789910572,0.614013487144047,0.824709904526831
SLC6A8,0.426422334229957,0.669800129887455,0.855096728553001
SLC7A10,1.05756438439372,0.290254087000147,0.582028791806501
LRP3,-1.95848883509949,0.0501726798706372,0.255367818735116
C12orf65,0.508554914350784,0.611064238135226,0.822374966835467
GRWD1,-2.65942263102753,0.00782747055653013,0.104810385891694
NOL11,1.59719149271556,0.110223028479602,0.373442939021066
SLC35D2,0.320628608631311,0.748491854788492,0.894628507069674
PPIL4,0.485007130119134,0.62767128776058,0.831951278885627
BPIFB1,2.71447058775297,0.00663817946610368,0.0975673008685104
RBM39,NA,NA,NA
ACSS2,1.4757377535892,0.140014306698587,0.420547764466194
C1QL1,NA,NA,NA
ATP6V1E1,0.712696645099798,0.47603349294243,0.735400417040243
CCL25,1.19781936578956,0.230987346311635,0.522111915641508
COX4I1,1.27228391319774,0.203272262173703,0.49265472526823
EMC8,0.378516649305112,0.705046827866824,0.872227642567
GSE1,-1.71434942872878,0.0864645703047632,0.333015564938039
GINS2,-0.00473783111589849,0.99621977184343,0.998666186627939
F12,1.61519433976046,0.106268615939941,0.366289633764688
ABCB7,-0.149991648033311,0.880771204620105,0.953915599100958
HAUS8,0.92822262959465,0.353292098237552,0.638521461263609
ADGRE3,0.924421619501058,0.355266842827048,0.640251806951406
MRPS25,1.45993569805059,0.14430774706406,0.425816437172849
CAPN7,1.47569865017678,0.140024808494471,0.420547764466194
C3orf20,2.31514806804264,0.0206048301850596,0.165100984145963
RBSN,0.730644874987957,0.464996094452357,0.727275656063829
PDLIM4,2.31572243524821,0.0205734286296267,0.165024464164568
GFPT2,2.92227286854252,0.00347486962163743,0.0717981269017944
PSMC3IP,-0.169385504190482,0.865493424735668,0.947963211545144
VPS25,NA,NA,NA
AOC2,1.06416405740179,0.287254386258307,0.579007726829086
G6PC,2.08224151776066,0.0373204147463904,0.219697930461593
PCDHAC1,-3.42742275935857,0.000609339624398633,0.034798256387738
PCDHGA3,0.282265951593828,0.777739591179924,0.909352725314247
NDFIP1,1.91351968873658,0.0556815554334779,0.268180552700016
EXOC4,0.961071861900118,0.336516036525213,0.623801941050175
FLYWCH1,0.0947942912914819,0.924478221343423,0.970551126375968
TMEM204,1.06753194398373,0.285731696799755,0.57812344922485
BARX1,-0.366041309204626,0.714334251114628,0.876822797954924
WDR44,-0.130345716764668,0.896292911819003,0.960798419983141
CKMT2,1.06598691073463,0.286429558909478,0.578488984173917
TNS4,0.790230216284485,0.429393332503454,0.69936705294915
PPP1R1B,0.114458320107974,0.908874484937925,0.965619195640682
FMO5,0.893414610290214,0.371635181404451,0.653835501448203
PRKAB2,2.2247853272719,0.0260956528633229,0.184786095099686
CHSY1,1.98495231581855,0.0471497769939087,0.24753223208759
SNRPA1,NA,NA,NA
NR0B2,-0.00659500490041461,0.994737985555989,0.99813549993393
THAP1,3.17014729737329,0.0015236167973759,0.0501366189707313
RHPN2,0.911244584718622,0.362166517287119,0.645675528459
ACTR10,2.14144031045194,0.0322385471418212,0.206292442135862
DNAJB1,2.98723210348356,0.00281515903205463,0.066855600660618
ZSWIM4,1.20793685824973,0.227071550701207,0.517702983408509
RFX1,1.32226314620042,0.186080540274742,0.472372778146154
DCAF15,1.19308764092715,0.232835051275168,0.524588639106795
TRIM21,0.379828304557372,0.704072870168057,0.871723246503037
WDR7,-0.0497973507652543,0.960283877848852,0.984532153884677
SMARCC1,2.04525913471232,0.0408293172524676,0.230215214105393
SLC6A11,1.12408383056635,0.260977464173558,0.553157959427086
NUP210,0.477780673383065,0.632806318190883,0.835043388952917
HSD17B7,-0.340158816631601,0.733736930430038,0.887604219156004
EMILIN2,-0.369915018905858,0.711445810521911,0.875482933202129
DNHD1,-0.979532475708561,0.32731695038786,0.615612251153415
RRP8,0.953942978642555,0.340112506628517,0.627618729397326
TIMM10B,-1.41353564938969,0.157498287079862,0.441011914933856
EFR3A,-0.292304292175511,0.770053977373776,0.904998325374216
OC90,-1.46176379249867,0.143805949271813,0.425691420586807
PTCD3,-0.58366285426125,0.559447163256101,0.791928950471828
ILKAP,1.65886308798643,0.0971433841458659,0.350458575020287
PER2,-0.968438538205979,0.332825400450748,0.619851399310493
RAMP1,0.720103936586365,0.47146100393479,0.731930003436229
PTPRE,0.269454159704259,0.787580213290089,0.913890095728258
RPA1,-0.920969149435296,0.357066534078527,0.641669013845783
SERPINF1,0.040319715595726,0.967838235786157,0.987651423100744
EEFSEC,-0.142161986899834,0.886952056832077,0.956418794582117
COQ3,-0.56512509863553,0.57198867811144,0.799640595538245
POPDC3,1.11751099938054,0.263775899227938,0.555453894355665
LANCL2,1.55989317924879,0.118785126594969,0.386999687681279
GRSF1,1.91384460759892,0.0556400138692456,0.26806595517738
JCHAIN,1.184142355782,0.236356715998479,0.527706110634298
UTP3,-1.05866140472518,0.289754010944412,0.581587319774671
TRIM47,-2.32908978459532,0.019854309749472,0.161723878956211
KDM6B,-2.2048021556649,0.0274679807224986,0.189441269786584
GUCY2D,-1.80335953444325,0.0713317683624952,0.304348878346646
RIDA,2.35996262405261,0.018276776376404,0.156316233968589
MATN2,-1.92850364754062,0.0537925109901989,0.263904094697659
BRD8,-0.903026364437152,0.366511902620868,0.649665413515211
REEP2,1.54363285233322,0.12267730163989,0.393317334741858
ERAL1,1.39032791130544,0.164429325974492,0.449827710776536
NIP7,1.63649866604942,0.10173526465675,0.358769422688666
TERF2,2.9149100770082,0.00355791041397721,0.0723486457490443
VPS4A,2.86143064549207,0.00421733764396638,0.0783501448640445
JAG1,0.487876228230107,0.625637513384529,0.830663590203931
HSPA12B,1.80455814744964,0.0711438523028888,0.303804564654462
SNAP25,-3.65179268930951,0.000260416074394806,0.0272106105062577
NXT1,NA,NA,NA
RIN2,0.479330611121212,0.631703448513958,0.834275934478775
SSTR4,-3.39412901953391,0.000688472488950885,0.0368747818195538
CRP,NA,NA,NA
HAPLN2,2.30196679597468,0.0213370447550588,0.167068286148475
APCS,-1.17102602547066,0.241588316208623,0.533037040227062
IGHMBP2,-1.37316445662711,0.169701226581925,0.456485721512626
ACY3,NA,NA,NA
TESMIN,-1.29286724518358,0.196056977867442,0.48361021846288
DPH2,-0.306780641984106,0.759010343694233,0.900203551720274
ZSWIM3,-1.12110050963908,0.262245081780627,0.554633946981607
OSER1,0.756365581037669,0.449430038257275,0.715224033066893
SERINC3,3.59134960396275,0.000328969995334707,0.029400963370032
DMGDH,-0.71161096222766,0.476705716894059,0.736213000814711
BHMT2,-0.879099704075821,0.379347218196991,0.660272554398286
AP3B1,1.00876577764047,0.313086977246005,0.60049088308872
SYT4,1.28740824466462,0.197952032162424,0.485841321706411
NMUR2,0.582815461485425,0.560017535372165,0.792351494985348
PDE6A,1.52381511282973,0.127554903221986,0.401122060850485
ATP8A2,3.24658145076426,0.00116800021049508,0.0450584582660463
USPL1,-0.516821081217308,0.605281062439756,0.818750238858147
RNF17,0.91914843806456,0.35801793647313,0.642743078773882
MYH4,-0.700382023915426,0.483688759408375,0.741551712618738
PEMT,2.67462973566086,0.00748118240878101,0.103004356519807
SCO1,1.45503775106998,0.145658810656861,0.427273388262038
CHI3L1,-2.65113017112931,0.00802229162407275,0.105794146285281
MYBPH,-1.33007092666171,0.183494903526644,0.469826584652725
CCNA1,-1.06583062034204,0.286500216367538,0.578515944921831
RFXAP,0.18910657582836,0.850009287712129,0.941556567926597
RNF128,-0.238869525394301,0.81120675679599,0.924424696297074
KMT5C,3.50519703487331,0.000456269472151745,0.0325070476763206
PDE6B,1.77088936155249,0.0765791017805399,0.315938473994339
HSPBP1,0.546073761123361,0.58501523536299,0.805916646745951
CSNK1G2,1.36518983620199,0.172193392023428,0.459344576672881
CEP20,0.985088146157711,0.324580775448615,0.612750144619423
MED10,NA,NA,NA
CCDC134,0.935178306257876,0.349696416483579,0.635873476805504
SEC14L4,-0.116838569899719,0.906987978694923,0.965000452959151
PI4KA,1.86147264276548,0.0626774604672612,0.285488649848466
MKRN1,-1.88354997059875,0.0596258745138799,0.277360396876391
ACTR3B,1.08134166505045,0.27954516016638,0.573207996083763
NTS,1.38906225123157,0.164813821273511,0.450122589937855
BTG1,NA,NA,NA
KRAS,NA,NA,NA
IPO8,2.17227269669428,0.0298351001775445,0.199026668625659
PMP2,0.873308156276949,0.382495136057914,0.661916422435693
FABP4,2.59284588964432,0.00951854125156191,0.115014437650873
CCDC59,0.927291576419656,0.353775166712111,0.638859224925559
LYVE1,3.2039436418393,0.00135559009647708,0.0478383944326863
RRAS2,NA,NA,NA
SARAF,0.311517718231224,0.755407075325364,0.897772332850265
RNF122,NA,NA,NA
DUSP26,2.45038313640912,0.0142704277776136,0.139598796083599
ERG28,1.30910024071239,0.190500397743687,0.477557570134092
DGLUCY,-1.03682393674277,0.299817917821878,0.589409940605934
CATSPERB,3.77436545015196,0.00016041545873091,0.0228576895157704
VRTN,0.518871910021526,0.603850067407889,0.817326948483624
SYNJ2BP,0.203713614742483,0.838577302268992,0.936306827572885
TTC9,0.222700449185664,0.823768651741573,0.930630038893292
EIF2S1,NA,NA,NA
ELP3,1.74312983108211,0.081310938860495,0.323189584354978
ADAMDEC1,0.780391149140755,0.435160675976544,0.703935674511325
MBD2,NA,NA,NA
MRPS36,3.97924222875208,6.91352739907364e-05,0.0161977420383616
CCNB1,2.20194736291688,0.027669026839237,0.190381498227221
CDK7,2.35747870424254,0.0183995106197625,0.156566877972334
CD180,0.157594636400027,0.874776230289778,0.952002932363666
IRAK2,-1.88579626583244,0.0593224143403458,0.276536011954114
CAMK1,1.44222151218869,0.149239893734154,0.431410402863286
VHL,-0.568644959222213,0.569597107375462,0.798761956776657
BHLHE40,1.75506447551494,0.0792482798947076,0.320118092234869
ARL8B,NA,NA,NA
EDEM1,0.897070263044662,0.36968142536093,0.651927901893313
CHL1,0.655247947645259,0.512308128223258,0.763709234966846
DPH6,1.16317206718464,0.244759697181202,0.536165718533705
KATNBL1,2.40449992164791,0.0161946096894508,0.147587208633254
EMC7,1.25942123228189,0.207878224390874,0.497374899715854
TSHB,1.52844109395209,0.126403058432932,0.39957969748242
SORT1,0.948069992375353,0.343093823423664,0.630808169079857
NOTCH2,1.50403141220706,0.132573278801513,0.409318643298865
TRIM45,-1.40033694056016,0.161412443751184,0.445862024582641
ARF3,0.489393678789894,0.624563010438565,0.830478009478307
SLC38A2,1.19954065621479,0.230317785928382,0.521547202198244
KIDINS220,1.24569817061368,0.212875225526188,0.502871241482673
CMPK2,0.585037040175481,0.558522811269005,0.791140255219644
FST,1.52412695106509,0.127477001397262,0.400960564161651
CFHR5,NA,NA,NA
ERN2,-0.936219174425981,0.349160352784098,0.635311163528613
NARS1,3.46995729393467,0.000520541123541092,0.0337200056926397
RELCH,2.24239296497659,0.0249359860826078,0.179885275408789
CCNH,2.63313675806699,0.00846002751241035,0.10838019978579
HRH4,2.34975901770567,0.0187855688007353,0.15789580657232
CABLES1,0.251780909094244,0.801210414377841,0.919831821850522
EMP1,2.8754651394687,0.00403432692152668,0.0767793386093401
RERG,NA,NA,NA
SLCO1B1,2.95615311468415,0.00311502408890042,0.068785561167766
SPX,-0.513565571405864,0.607555755509098,0.819698182972403
MYBPC3,-1.52563703396365,0.127100283714157,0.400215452234466
DDB2,3.69984086456838,0.000215734701946951,0.025060862486939
FOLH1,-0.373356571677909,0.708883077190197,0.873895690326537
RAB33A,1.07089905110445,0.284214822585531,0.577403494339495
MTNR1B,-2.13997373777239,0.0323568891887301,0.206733694715135
PHC2,-1.37501279812517,0.169127477004828,0.455754043297222
TUT4,0.826625089082635,0.408449592425294,0.683101954547032
PRPF38A,NA,NA,NA
DSG3,1.2453191838984,0.213014446703267,0.502871241482673
DSG1,0.140525358733639,0.888244917907231,0.957141849904783
DSC1,2.02174052627739,0.0432031647951451,0.237062954474686
DAGLA,-1.38851140927911,0.164981373006883,0.450122589937855
TIMM10,NA,NA,NA
AHNAK,-1.55404992047836,0.120172509429847,0.38933624676714
CBLIF,-0.937909732447142,0.348290801179873,0.634378447866079
TCN1,0.316367697482526,0.751723432433487,0.896354061042149
CEP135,1.74767081651313,0.0805210449995233,0.321865510152707
PDGFRA,0.0309621041883721,0.975299761649554,0.989664747062472
CARS2,-0.811658896654636,0.416987385854856,0.69069791289453
ADAMTS8,-0.0927890682148602,0.926071135842235,0.971413183954519
KLB,0.93068801507755,0.352014971022212,0.637787538031596
SEMA6A,0.335350679847698,0.737360567746976,0.888550663415536
APC,-0.368780711084967,0.712291183202983,0.875809673648475
ANXA1,1.32789376259363,0.184213205592568,0.470759058505537
CCNJL,0.275246014800568,0.783127236985265,0.91232964037219
USP30,1.11512096759752,0.264798587460622,0.556233258626067
SDS,2.98345595755421,0.00285013051761296,0.067053537909698
MSI1,NA,NA,NA
TBX3,-0.901529873497839,0.367306657708018,0.650199684821585
OASL,0.701904185765696,0.482738918367852,0.740758691638009
HRK,NA,NA,NA
DTX1,-0.818317088384971,0.413176150987313,0.687746592959265
TRAFD1,1.72132903724559,0.0851911332070382,0.33111674621321
GSAP,-0.21222013228655,0.831935301145837,0.933047284542806
OCM2,NA,NA,NA
UPK3B,NA,NA,NA
TMEM60,NA,NA,NA
PNPLA8,0.531434008860746,0.595118059693318,0.811690732671832
RINT1,-0.163354880285808,0.870239025934975,0.950813212968867
NT5E,0.872586391634718,0.382888560595092,0.662369581860987
MRAP2,0.706268500816027,0.480021178195133,0.738464032945537
AKIRIN2,1.46156649740583,0.143860040752085,0.425691420586807
ORC3,1.52638808540738,0.126913243122281,0.400055307502238
LMO2,0.1785536220833,0.858288213364924,0.944454697265323
NAT10,0.0432368256687847,0.965512749885678,0.986478020312067
PRRG4,-1.16445232626505,0.24424075265063,0.536036423172499
PRPH,1.89515943976474,0.0580712818645103,0.27332771619868
AVIL,-2.1248273198471,0.0336010243129919,0.209574733088397
AMHR2,-1.66972841393294,0.0949731093515296,0.347408028435273
GDF11,NA,NA,NA
FAM186B,-0.812152174849975,0.416704317996791,0.690536029140881
RDH5,2.22458786160757,0.0261089182501651,0.18479339327577
KRT85,-1.91060442424495,0.0560554353859913,0.268934352618142
CDK4,2.34823715986806,0.0188625068237505,0.158189507532441
PPP1R1A,1.52162617554756,0.12810277499913,0.402076619810929
TSPAN31,1.13538694428765,0.25621322748166,0.549878657519327
TFCP2,3.1601161256369,0.0015770626894191,0.0513037061354498
ESPL1,-0.633605649941616,0.526338212673337,0.772179501906983
ZC3H10,0.137752742833962,0.890435833944433,0.957643323547189
KRT84,-1.60601728945487,0.108270111200481,0.370566906769105
KRT82,-0.777182724715333,0.437050972893134,0.705056021175329
KCNH3,-1.2505623730472,0.211094185688716,0.501193702256785
TAAR5,-0.825716061555762,0.408965178933202,0.683508468314698
NMBR,-0.944410837485971,0.34495974550364,0.632692323988531
SMPD2,0.0933204814336077,0.925648961252397,0.971307621978338
HTRA2,1.24914328110693,0.211612672772802,0.501679141353069
PRADC1,1.78984043826199,0.0734795662406841,0.308888218341022
CCT7,1.76214616302789,0.0780446054514879,0.31841974549414
MRPL53,1.16957052251802,0.242173845638747,0.533672857386581
EMX1,2.36779150203534,0.0178946171056612,0.155512253604089
KCNMB4,NA,NA,NA
MDM2,-0.0108433426434585,0.99134843385671,0.996693519601395
BCO1,-1.22429260416329,0.220841865927239,0.51026396557519
MPHOSPH6,1.80474298747688,0.0711149096163383,0.303766853745807
KIAA0513,-0.868079059510857,0.385351053830765,0.664346800257947
DYNC1LI2,0.40508136107566,0.685417706700451,0.863162519422973
FBXL8,2.18121071236792,0.0291678348565045,0.196583419520411
FHOD1,0.0276727962435511,0.977923120844506,0.990603629291148
CCDC102A,-1.0214743357632,0.307029762254692,0.595681121271017
PCNX2,0.356987065640853,0.721101488753885,0.880250242107974
URB2,-1.29779506159786,0.194357767069595,0.481242576035928
TAF5L,1.64978222093651,0.0989874863897179,0.354122926203292
STX6,0.474366644495222,0.635238474644586,0.836571795364184
RGS8,0.497745099558623,0.61866371601469,0.827221739260435
LAMC1,-1.00893344399859,0.313006554590614,0.600412877893909
MRPL44,-0.69622875737738,0.486285580946962,0.743783029328903
CHRND,-0.250964090776364,0.801841872261766,0.92002113189522
USP37,2.06014104958923,0.0393850585568058,0.225693137560359
HTR2B,-1.39094009791343,0.164243592196815,0.449697134923955
WNT10A,0.260807311937752,0.794241105439491,0.91687292413901
TMBIM1,2.54179946441673,0.0110283427510268,0.124122271916177
CYP27A1,2.90111603145683,0.00371836165418807,0.073960521434382
EIF4E2,NA,NA,NA
CAB39,NA,NA,NA
COX5B,3.07927125409027,0.00207507653443723,0.0585830952825046
REV1,1.58602887127672,0.11273276041082,0.377793568503446
MFSD9,1.62175000409841,0.104856887324368,0.363853525595224
TMEM127,NA,NA,NA
MRPS9,-0.346215338332939,0.729180888391957,0.885048869999367
GPR45,-0.647628012836654,0.517225574508527,0.766362468015424
C2orf49,0.401325212347115,0.688180703445826,0.864107321810525
EPC2,1.27302661419285,0.203008597930934,0.492331705707903
ALDH1L2,-0.133305123593605,0.893952075724958,0.959580140128617
USP44,0.838397380177195,0.401807560331419,0.677635260299883
PLXNC1,-1.22764155662907,0.219581554516938,0.509115044003875
DRAM1,0.929478449163615,0.352641188710302,0.638085819981383
SLC41A2,-0.544423417289897,0.586150134982106,0.80689132690209
CKAP2,0.248705987777877,0.803588216776173,0.921167456163975
THSD1,-1.73150464240879,0.08336179760042,0.327180997012663
MED4,2.40831044606328,0.0160265463898407,0.147265407247462
NUDT15,-1.76279831488389,0.0779345117394281,0.318307655187899
CHST12,0.329943295868615,0.741442808237944,0.89093011340004
IGF2BP3,1.33727589350854,0.181132596778591,0.467263320536951
KDELR2,NA,NA,NA
NUP42,0.946722163331508,0.343780373685256,0.631455522819178
DDX56,-2.14807054253821,0.0317081519309359,0.204877744224468
HUS1,-1.52939119689996,0.126167493463833,0.399169212668147
MYO1G,-3.2004411594242,0.00137217383402948,0.0479752629379194
TTYH3,-0.118085174031843,0.906000170665268,0.964492992509741
CIDEB,0.796829583835901,0.425550011094004,0.696824302641353
TTC5,-0.370639632761713,0.710905958601864,0.875229216810495
NKX2-8,1.94316248844537,0.0519965288231966,0.260137651985943
ACSBG1,-2.50480966667951,0.0122517303801153,0.129220841062608
MTHFS,-0.431680649801628,0.665973533035101,0.853398919404989
ABHD17C,NA,NA,NA
IREB2,-1.84647216590434,0.0648236772379123,0.290360860320708
ALPK3,-3.12685000288586,0.0017669004942876,0.054080457900927
CIB2,NA,NA,NA
RSAD1,-0.628570947979989,0.529629985005058,0.774173163022974
CHAD,-2.49424199760834,0.0126226453719385,0.131484438412248
TACO1,1.54351367425572,0.122706192297094,0.393326470385252
TEX2,-0.80377327705805,0.421527925659758,0.693924554677383
LIMD2,1.03115679961028,0.302467295501269,0.592230494069377
BRIP1,0.952543463132906,0.340821434445681,0.628312821416766
KAT7,NA,NA,NA
NDUFB5,2.90623330229174,0.00365808589580685,0.0733754706112438
MARCHF7,0.658855230567184,0.509988736925448,0.761905600239571
CD302,0.214042668458117,0.830513783521761,0.932606491139769
GALNT5,-0.844765787797091,0.398241619844553,0.675091901413174
TANK,-0.201922679748216,0.83997717138744,0.936933402011365
BLK,1.31148777331663,0.189693021848028,0.477117710484416
SKIL,0.254991712903994,0.798729499863717,0.919176426040948
KCTD3,-0.742353359960078,0.457873269932799,0.721880691803303
CBWD2,0.785308065081105,0.432272968298896,0.701647579632896
IL36G,1.17754512817617,0.238977996376088,0.530751078704779
IL36A,0.315606939335268,0.752300869887145,0.896371612037069
CCDC115,0.787153653686118,0.431191924164977,0.700895697652585
IMP4,-0.0325809031062525,0.974008798858555,0.98944170503544
HS6ST1,1.26176222756862,0.207034357743626,0.496954753413522
UGGT1,-0.890752292695804,0.373062074135029,0.655185574195593
GAD2,1.20318239648624,0.228905745461738,0.519439960855483
ECPAS,-0.581247957376001,0.561073350117596,0.79296826800563
TOR1B,-0.0733921985112018,0.94149402554086,0.978081419751644
RALGPS1,1.54373767830156,0.122651894554702,0.393317334741858
OR1J1,-0.503362010230538,0.614709776047791,0.824839683719819
OR13C9,0.00652982541344018,0.994789990142509,0.99813549993393
DAB2IP,-0.251095092621082,0.801740589915562,0.92002113189522
SLC31A2,0.364305424636986,0.715629949528264,0.87788889170401
ORM1,2.17653702767397,0.029515128077572,0.198131775326065
STX17,1.44839601720816,0.147506328035288,0.429666389011542
BAAT,1.36526723124273,0.172169074265112,0.459344576672881
GABBR2,1.5976398512446,0.110123152077137,0.373421801680145
PSMB7,2.51612728407272,0.0118652323329787,0.127604443448035
PDCL,0.110425117467121,0.912072234077413,0.96720768261639
ENPP2,-0.428480754408016,0.668301142393107,0.85425895799352
DERL1,1.49545382950068,0.134796040987823,0.41280604279807
CCN3,0.393129095191054,0.694224135725203,0.867722719794229
RANBP6,0.160670902183811,0.87235260833338,0.951432762207427
RNF38,0.657942609808233,0.510575009293751,0.762329472160224
CCL21,0.617488573022916,0.536912516100606,0.778639140008022
CCL27,2.2197890383391,0.0264330913678476,0.185781950684025
DCTN3,2.24023837511977,0.0250754515635184,0.180438123113569
HINT2,-0.138740943595096,0.889654862653927,0.957643323547189
KLC4,0.329462811071215,0.741805898760218,0.890992945914459
GMPR,0.845139556265839,0.398032925091035,0.675009937350784
TMEM63B,1.66288019225372,0.0963364200973082,0.349271552844394
TTBK1,0.59931298924269,0.548964187616625,0.785259502771238
TINAG,-1.39577421948087,0.16278249609521,0.447847878760833
GCM1,-1.23900066128437,0.215345253170916,0.505158751854687
RIPK1,2.92728901131406,0.00341930974268601,0.0710388643102195
TUBB2B,0.810900239575008,0.417422962702931,0.691159441861989
PSORS1C2,-0.295914275866515,0.767295548496012,0.903876765839148
MRPS18B,-0.828283383197843,0.407510031123322,0.681846849461245
IER3,-0.28266086138419,0.777436821248954,0.909275340945891
PGBD1,-3.14771702609171,0.00164550903810007,0.0521569993097369
GTF2H4,-0.0951985095279946,0.924157153836146,0.970483880382476
POU5F1,2.87194509438659,0.00407953839628729,0.0771180825250603
CLPS,2.72754428392812,0.00638076922391054,0.095658884227282
RNF144B,-0.916784975207894,0.359255327347473,0.643676448903467
NRM,0.0680120001891575,0.945776081635484,0.980048530605455
FAM8A1,1.09166194359041,0.274981718396575,0.568636894121285
THAP12,0.812466242948145,0.416524148986562,0.690536029140881
LRRC32,-2.23346825254201,0.0255180816451741,0.182441488098843
MRPL15,-0.0995846623309702,0.92067407097577,0.968534896921365
PI15,2.9524305612942,0.00315282972082685,0.0690178551217863
TTPA,0.506264367098564,0.61267107405333,0.823904697901303
GGH,1.13081880405131,0.258131363717521,0.550800852839073
SLCO5A1,1.37326899799443,0.169668736677427,0.456485721512626
TGS1,-1.74861653382639,0.0803573263716502,0.321855491253621
USP2,-1.02305220801288,0.306283161860457,0.595667613345412
HTR3B,-2.27310017967455,0.0230201436132374,0.174110764919228
SORL1,-2.63019790587231,0.00853351746378409,0.108736537054912
MMP7,-0.843127830925462,0.399156955139615,0.675723939934989
MMP20,1.74781356212587,0.0804963161296193,0.321865510152707
MMP27,-1.10592084720135,0.268760780610186,0.561228097654673
DCUN1D5,NA,NA,NA
FDXACB1,-1.68343498219004,0.0922909159839025,0.342923383820717
FDX1,0.256146168678172,0.79783797335268,0.919020729836862
MMP13,-0.918641166706289,0.358283292096305,0.642819437004046
UNC13C,-2.3332595841437,0.0196345252762274,0.160911486582821
CTDSPL2,2.66935716937247,0.00759965880332522,0.103543183782364
THBS1,1.3611762186546,0.173458007628458,0.461454975020121
