"","main_Rho","Herbivore_Rho","Insectivore_Rho","main_P","Herbivore_P","Insectivore_P","main_p.adj","Herbivore_p.adj","Insectivore_p.adj","directionality","directionNumeric"
"THY1",0.57758175202318,1.99937120645597,-0.0537676717918256,1,0.0455682049461813,0.957120266418897,1,0.210132299849972,0.984958239943715,"Herbivore",1
"JPH3",0.702625340634164,-0.986327833048889,-1.16875038653988,1,0.323972265875419,0.242504214809004,1,0.606601559433533,0.56843829614449,"Unclear",0
"ANKH",-0.459390605688572,0.931533025637666,-0.382557573531804,1,0.351577909325606,0.70204783280334,1,0.633535813111054,0.886046353804356,"Herbivore",1
"UBASH3B",-0.102079949485914,1.83144733741532,-0.824578370316463,1,0.0670338012571446,0.409611005454809,1,0.262642224940067,0.713921977382244,"Herbivore",1
"OTULIN",1.33016675472742,-0.344127190193841,0.120770120710582,1,0.730750635457812,0.903873117059106,1,0.883671818124118,0.969992984773755,"DoubleBoth",4
"PANX3",-0.625842218585453,1.47588849025683,-1.48196167536135,1,0.139973829822329,0.138350492723596,1,0.394923552235011,0.429026810131389,"Unclear",0
"GPR15",-1.1472066184401,1.82456386504156,-0.05728427994053,1,0.068066870544,0.954318742579186,1,0.264452517892545,0.98419362146468,"Herbivore",1
"TOMM70",2.35152218606192,-1.2256294758537,-0.486073597129427,0.112180647629229,0.220338140408485,0.62691498596764,0.781899631652921,0.499435172406815,0.852131237530354,"DoubleBoth",4
"CERS3",2.77625938181225,-2.7888487080458,-0.462867287270063,0.0329929921201848,0.00528957687929145,0.64345949685233,0.392382797624624,0.0586849771638844,0.859754849122087,"Herbivore",1
"ABCA6",2.16634889487314,-1.55079224489622,-0.509888938784531,0.181707216147004,0.120951479691636,0.610129271682092,1,0.365152269383818,0.843749284591334,"DoubleBoth",4
"FAM167A",0.0825152417380027,-0.373378666986992,1.07769688458075,1,0.708866634643519,0.281169049252025,1,0.875229987883668,0.607824635813026,"Insectivore",2
"ATP8B4",0.114639677625956,-0.924655931277135,1.92467105534664,1,0.35514490939238,0.0542705238148487,1,0.635871405759537,0.273218725984143,"Insectivore",2
"WNT3A",0.266635378586596,-0.444534721059258,0.595721275342209,1,0.656656031633228,0.551361442869448,1,0.844405998948274,0.80929254980267,"Unclear",0
"TRIM11",0.352460292522753,0.447640600939167,2.20302482655567,1,0.654412596404979,0.0275929988607609,1,0.842297932101294,0.194712633232074,"Insectivore",2
"PPP1R3A",2.21680199451499,-1.41264541763394,2.18873348981635,0.159819751020713,0.157760007825991,0.0286162163501356,0.964024568457211,0.421966542977167,0.198968378586403,"Both",3
"ASZ1",-0.129444009694223,0.262985965714334,-3.01384030557975,1,0.792561396226708,0.00257963551692068,1,0.915980582633776,0.0567636463456124,"Insectivore",2
"SH3RF1",0.433940823545424,-1.02668499117985,1.22263878907657,1,0.304568818856769,0.221466155687689,1,0.58904140136611,0.54643285500988,"Unclear",0
"KLHL41",0.613357767543459,0.777621376165758,-1.73252220750265,1,0.436792255374383,0.0831806265941778,1,0.704385698826765,0.337406100216473,"Insectivore",2
"GPR26",0.298137761073538,2.2134226815232,-3.62302333437033,1,0.0268685183611546,0.000291179542991829,1,0.156478373032323,0.0181528046629021,"Insectivore",2
"DHX32",-1.23842402284162,1.14955825633517,-2.944509713167,1,0.250325859574104,0.00323466793086748,1,0.536001566424921,0.0639338272417202,"Insectivore",2
"C10orf90",-2.16462190228446,2.53693288177826,-3.61521285129057,0.182499913781739,0.0111828391820932,0.000300100949442697,1,0.0932420989210642,0.0183559859981761,"Unclear",0
"ATP5MC3",-0.120315965492805,-0.860854797614523,0.667989342265044,1,0.389318020072234,0.504140395643511,1,0.666996700914369,0.780524586166355,"Unclear",0
"PDLIM3",0.430927567638531,1.11153031052568,-0.456390369651909,1,0.266340150713507,0.648109289653387,1,0.553502998058545,0.861632453954794,"Herbivore",1
"LY96",0.628481579218106,-1.84555952004463,0.622474221556169,1,0.0649561887338692,0.533630089273401,1,0.257666466305566,0.798350727555552,"Herbivore",1
"CXADR",2.17810073109763,0.374621172618225,-0.448587876928425,0.176391229132393,0.707942224443854,0.653728980704747,1,0.874696464426686,0.864131874092215,"DoubleBoth",4
"C21orf91",-0.288833370268007,0.488991129265189,0.236451749882985,1,0.62484797709264,0.813082143790953,1,0.827026473506916,0.932912045636552,"Herbivore",1
"TMPRSS15",1.99514492266231,-2.18923161350898,1.24264203707218,0.276162456252434,0.0285800099897096,0.213999771983637,1,0.162317232629013,0.538369658968899,"Herbivore",1
"SEL1L2",0.673548428604922,-3.28584230621485,0.946787568827022,1,0.00101677915627166,0.34374703753027,1,0.0200498459172839,0.663994901006877,"Herbivore",1
"ADAMTS1",-1.64549385672149,-0.0366344022345329,0.469814464064973,0.599208051033988,0.970776512915786,0.63848757961356,1,0.988681978478877,0.857953852594662,"DoubleBoth",4
"ADAMTS5",0.0860278984334381,-0.42445062723136,-0.115693787419864,1,0.671237205292175,0.907895230109563,1,0.853874347590556,0.970617045713334,"Herbivore",1
"TSEN2",1.40188129003399,-2.70829724173323,0.24133919279379,0.965704190778176,0.00676294217959359,0.80929223698119,1,0.0685556784171561,0.931530881212051,"Herbivore",1
"WNT7A",NA,3.28820316233934,-2.31751394189353,NA,0.00100829049509845,0.0204757520745641,NA,0.0199552877106847,0.166947417191454,"MissingData",5
"XPC",2.33751806438868,-4.41562793684385,2.5122272234221,0.116473576600765,1.00717190170441e-05,0.0119971813708757,0.798588704887407,0.000943656032065132,0.126274229117223,"Herbivore",1
"MYO5B",-0.814066051200589,1.41160351794225,-2.02534834752729,1,0.158066735987694,0.0428316072992865,1,0.422375975062763,0.244715376353237,"Unclear",0
"FLCN",2.02187968924299,0.0406778084349323,-2.11433898628427,0.259132695145975,0.967552753253017,0.0344863247937353,1,0.987834689598712,0.219197561588025,"Insectivore",2
"ACAA2",2.89482150008919,-3.06176286189038,2.04524756455985,0.0227624516835413,0.00220037697647714,0.0408304573419293,0.312148548613545,0.0334577020747823,0.238322248129396,"Unclear",0
"SKA1",0.659734911329616,-0.589575479452743,1.29282230423043,1,0.55547529492584,0.196072524348547,1,0.786417945274954,0.514511825670326,"Insectivore",2
"USP43",-3.48717305453784,2.69246683238708,-3.52239089626972,0.00292893225408831,0.00709255898503036,0.00042767303610381,0.0914097754665464,0.0703139379745303,0.021531684173521,"Unclear",0
"RAB6B",NA,4.128057731174,-0.445425755579151,NA,3.65840276046623e-05,0.656012102882697,NA,0.00222704889838489,0.865190690347194,"MissingData",5
"ABCC3",-1.72221537669146,0.421916810469773,1.15186352994255,0.51018306226371,0.673085739426464,0.249377156763094,1,0.854952335268675,0.574659416260022,"DoubleBoth",4
"ANKRD40",-0.320884951656958,0.285028462693991,-1.50143035386398,1,0.775622335899336,0.133244287865352,1,0.90781750821756,0.422618109910142,"Insectivore",2
"VOPP1",2.06807716303729,-1.11504341287503,-0.58646800732699,0.231796606562018,0.264831818630451,0.557561054667042,1,0.552057363874751,0.813676702538766,"DoubleBoth",4
"MRPS17",0.662945663276317,-0.436122676349273,1.31499050546051,1,0.662747725377549,0.188513093427956,1,0.847794436903147,0.504475603660845,"Insectivore",2
"DKK2",0.59279228059161,0.376625575604956,-0.353257001867242,1,0.706451878458148,0.723895777616644,1,0.873446109681779,0.894798719060357,"Both",3
"CA2",4.15481604699325,-4.13344811400939,1.19708154551868,0.000195329608225659,3.57361000442729e-05,0.23127477222083,0.0167628318331838,0.00218583564384007,0.556485462696663,"Both",3
"CA3",4.42109416390193,-4.66690528739849,1.4358241618238,5.89214186479878e-05,3.05770188909011e-06,0.151052382681578,0.00797512649385184,0.000450566272002378,0.449412967385268,"Herbivore",1
"ATP6V0D2",2.04844212988004,-0.849030960953044,-1.84425468702685,0.243100182104227,0.395864064522498,0.0651460318570001,1,0.67216112438889,0.30084103429348,"Both",3
"ODF1",-0.961843543149134,0.322593417838225,-0.122678819542652,1,0.747003179247319,0.902361436712172,1,0.892417290586848,0.969276111840132,"DoubleBoth",4
"KLF10",2.62056566808011,-1.76346287129778,2.22722623189612,0.0526704130279791,0.0778224540622775,0.0259321578057368,0.503031301251092,0.285190677617621,0.187786462174131,"Both",3
"PIP4P2",0.963018761405446,0.0743326231117416,-0.175807640120224,1,0.94074571933613,0.860445067182432,1,0.975282850317834,0.951361125099594,"DoubleBoth",4
"OTUD6B",-0.0144437607806195,-2.81739144682996,1.0665839142355,1,0.00484154778585564,0.286159767437005,1,0.0561349413883649,0.613134655702103,"Herbivore",1
"AGPAT5",2.66114745080559,-1.7188687578773,1.1800335518341,0.0467249074337373,0.0856382720779265,0.237986870729781,0.478787653920739,0.301960137505136,0.563568198393083,"Both",3
"MARVELD1",-0.519892791489044,1.73841942135692,-1.2159256411407,1,0.0821369370225672,0.224013249386056,1,0.29513580407865,0.548637544679542,"Unclear",0
"HSPA13",1.25547852959984,-1.04799039920726,0.915436598345558,1,0.294643030276078,0.359962472513944,1,0.580723355756925,0.675382766174154,"Both",3
"C16orf87",NA,1.09416678285726,0.228982149919691,NA,0.273881836988591,0.818882789870422,NA,0.561956380615291,0.935330219224133,"MissingData",5
"LONP2",1.87574608916422,-1.43800513168984,-0.804464063544128,0.364140923459333,0.150432598107268,0.421129015588674,1,0.410893416649227,0.72328357560298,"Both",3
"TRIM74",0.646502886508429,0.0244821700076975,-1.12488758915246,1,0.980468005725606,0.260636671752276,1,0.992813869754448,0.586307622819148,"Insectivore",2
"OXA1L",1.80174506175144,-0.474892741522161,1.97323309611938,0.429513149217411,0.634863425292353,0.0484690113994929,1,0.832447041508999,0.260561760117051,"Insectivore",2
"CCDC146",2.06654256829437,-1.02100246135405,2.41090642260952,0.232663663816026,0.30725327257353,0.0159129306971408,1,0.591059612526032,0.14639365611252,"Insectivore",2
"GEMIN5",1.34433642891043,-2.13083713862589,-0.146672395068128,1,0.033102561578122,0.883390608463544,1,0.175694792982332,0.961708534662206,"Herbivore",1
"AKR1B1",3.37175495632003,-1.23106302316385,-1.65069994672194,0.00448145225617038,0.218299293882388,0.0987998587183291,0.120181068450156,0.496689114898881,0.36956993063767,"DoubleBoth",4
"SETD9",-1.24965477213347,2.87331465732791,-0.366394351859005,1,0.0040618933521366,0.714070833732968,1,0.050144119836087,0.89137771330354,"Herbivore",1
"NUP205",1.39112826120077,1.23691988479654,-1.8324653460115,0.985119218037335,0.216116826981766,0.0668821201448899,1,0.494220887210419,0.304691479884351,"Unclear",0
"PDE11A",-0.928240392677366,1.56734676488903,-0.379973085505869,1,0.117033659994927,0.703965394091654,1,0.357789248370005,0.886809285212686,"Herbivore",1
"PDIA4",-1.04764515763176,0.265470572805505,-0.766053360178114,1,0.790646976324145,0.443644552749412,1,0.915289898404454,0.740369770408169,"DoubleBoth",4
"OTOA",1.76957358593522,-2.61371853817686,1.36005944261846,0.460789213855516,0.00895627850091568,0.173811114062814,1,0.0809210246495776,0.483974224855704,"Herbivore",1
"CASP10",2.22631917490545,-1.16183793451709,-0.871078027250047,0.155956859969181,0.245301301885444,0.383711550617925,0.949444745253729,0.529537776574826,0.695647939273375,"DoubleBoth",4
"C2CD6",-0.495527508286411,1.63295351221972,0.276354735452176,1,0.10247877424455,0.782275619265817,1,0.331420281669974,0.920007200928551,"Herbivore",1
"FZD7",0.165732048134675,-0.42341515917871,0.589560398851459,1,0.671992386620212,0.555485407935748,1,0.85420498574047,0.812774820692692,"Unclear",0
"DEPTOR",2.41224806864721,-1.92864708922644,1.90702068978278,0.095126941187921,0.053774688952652,0.0565179083294708,0.711285801832851,0.232002643926946,0.278449476022004,"Both",3
"SLC26A2",0.179970805937391,-1.25742322025373,1.46421008560421,1,0.208600425376748,0.1431365553696,1,0.486154463685364,0.43668368642685,"Unclear",0
"CSF1R",0.772240962189306,0.23194564938011,0.741751061657039,1,0.816580228099591,0.458238176281353,1,0.926044141893665,0.750943544570262,"Both",3
"LSM11",3.17177704320606,-1.16234114382299,-0.371616203795479,0.00909055664394929,0.245096920292293,0.710178622897125,0.182342320783812,0.529443510913332,0.889311373934458,"DoubleBoth",4
"MED7",0.376987992571959,0.928303115570693,0.0415021170836585,1,0.353250358416033,0.966895605121216,1,0.634793243854266,0.989420948534785,"Herbivore",1
"TRIM42",0.360711623666881,0.0461395313832024,-1.35085115360771,1,0.96319903805665,0.176743118011108,1,0.986072962032479,0.488648856365272,"Insectivore",2
"PXYLP1",0.305598041120179,-0.954984306257491,-0.218081390291296,1,0.339585633407741,0.827365696847907,1,0.623227302072698,0.938012910415313,"Herbivore",1
"ADCY8",-1.68665539907346,1.12846930770753,-2.24709306004455,0.550017797167898,0.259121771863405,0.0246340803625017,1,0.54497272611054,0.182743161828737,"Insectivore",2
"RASA2",-0.739920832732545,1.60790870757672,-0.0751505861616593,1,0.107855174491701,0.94009489964595,1,0.341116980163117,0.978237030773654,"Herbivore",1
"ATP1B3",1.71113348395284,-0.672145703599414,0.530565398849018,0.522338845229575,0.50149094312896,0.595719978478788,1,0.750930732916979,0.83611034376271,"DoubleBoth",4
"SMC2",3.2976794053405,-2.72000463795936,2.06316465856489,0.00584924241732919,0.00652810006833987,0.0390969866682278,0.139348513361735,0.0668177828898966,0.233213073542258,"Both",3
"TMBIM4",2.30151353076317,-2.17208771421922,0.647589033671116,0.128175728795356,0.0298490474828471,0.517250791991785,0.842090564473707,0.166512179002747,0.788876283343141,"Both",3
"VBP1",-0.557062918894972,2.27026686639652,-2.27571273029817,1,0.0231913961174245,0.0228632089209035,1,0.142931307858302,0.175718233000913,"Unclear",0
"NAT2",2.36254514641032,-1.05358695296703,0.785472761887001,0.108899583727526,0.292072065132513,0.432176434244667,0.764068332078422,0.578199964232006,0.732143376115365,"DoubleBoth",4
"GNAQ",NA,2.35823420295894,-0.342290039872446,NA,0.0183621041637339,0.732132630418969,NA,0.12516036433556,0.898957488558524,"MissingData",5
"WIF1",0.60762079005574,-0.690317831560961,2.47307311470073,1,0.489994336658053,0.0133956734070843,1,0.74261584739943,0.133127204325831,"Insectivore",2
"MMP16",1.12551465256679,0.872341342040334,-1.69790543991204,1,0.383022190311345,0.089525610386801,1,0.661877045069999,0.352157706871504,"Insectivore",2
"BATF",1.05775394635792,0.0687859823865119,-0.580081661163032,1,0.945159976093038,0.561859550088572,1,0.97735872743171,0.81561718138865,"DoubleBoth",4
"ADAMTS3",-0.150001336909846,-1.67772338139054,4.82461261156425,1,0.0934011127524116,1.40275643734386e-06,1,0.315798630914443,0.000947386628871108,"Insectivore",2
"C8orf37",-0.574700829353225,0.374349387773666,-0.94980927535346,1,0.70814439259303,0.34220917204394,1,0.874804489255321,0.66310441956488,"Insectivore",2
"STOM",2.98192940994776,-1.24490153852861,0.184033841782121,0.0171862821380691,0.21316794529926,0.853986906409324,0.263000613387432,0.491359389271289,0.950008289901106,"DoubleBoth",4
"PPEF2",-1.37733437138267,2.06081427226649,-0.960319209772065,1,0.039320762342079,0.336894584883981,1,0.193692499433565,0.658464880308714,"Herbivore",1
"CFAP161",-2.21687814469424,2.03941332255948,-0.382680514219133,0.159788517696653,0.0414087938858134,0.701956664069949,0.964024568457211,0.199582259915299,0.886046353804356,"Both",3
"NAAA",-0.344483019744106,-0.0765387337587605,-0.255125245949773,1,0.938990499254295,0.798626365750244,1,0.974597290389878,0.927670066483646,"DoubleBoth",4
"ADAMTSL3",-4.47751907333325,3.47866602877499,-1.2794608463359,4.53092895965324e-05,0.000503916171907641,0.200734818916606,0.0067972261780827,0.0127227059664345,0.521300788572301,"Both",3
"CXCL13",3.43306893164256,-1.24464521723728,-1.32627131493114,0.00358074210422283,0.213262191448586,0.184749844739631,0.104813040198026,0.491506734137656,0.49976806298142,"DoubleBoth",4
"WHAMM",-2.26583963489512,0.772166242461299,1.13583925157065,0.140767222093921,0.440015972477174,0.25602384628938,0.894229513776384,0.706805737123032,0.581822127954499,"DoubleBoth",4
"CCT8",0.167770566300393,1.99338648284072,-0.964894932470486,1,0.0462191428778024,0.334597439878846,1,0.21192817168495,0.65670110332273,"Herbivore",1
"NAA11",-3.13112578059396,3.559573667649,-3.14733481711696,0.0104482536317545,0.000371457326647658,0.00164766172439415,0.199760028929139,0.0102922253121913,0.0438059347017698,"Unclear",0
"BACH1",2.26090435213017,-2.14070511812312,0.0986967432111309,0.142591083452759,0.0322978255234997,0.921379054782194,0.901230132505383,0.17328295245276,0.974018985127802,"DoubleBoth",4
"CLDN17",0.921522971270808,-1.32289168122656,-0.862815732115029,1,0.185871402151953,0.388238788004479,1,0.4598236202523,0.69890743167088,"Herbivore",1
"TSPAN7",-0.0259446974401663,0.433845036632444,-0.0647451098945992,1,0.664400974785145,0.9483769456433,1,0.848873202471683,0.981499292040113,"Herbivore",1
"TIAM1",-2.45057571569679,2.08573989311879,-2.62475945326835,0.0855767773231393,0.0370021907015457,0.00867102017963668,0.67158304669615,0.187135260243792,0.106395583718191,"Unclear",0
"SCAF4",-0.395119471742034,0.994741034319378,-2.03488542603653,1,0.319862231420541,0.041862402761084,1,0.603623287261726,0.241615817428041,"Insectivore",2
"ANKRD9",-0.38889056875707,1.40749482140988,-2.75788931975729,1,0.159280711769576,0.00581758918269111,1,0.42345105085666,0.086352841632088,"Insectivore",2
"PCDH1",-2.08635719063837,2.17614855051572,-0.641840638252929,0.221677678406703,0.0295441545738143,0.52097666053686,1,0.165359530900192,0.790832617591493,"Herbivore",1
"MTERF3",-0.151641835282317,-0.619075405040449,1.41771982421566,1,0.535866685021407,0.156272579926561,1,0.773658421440455,0.457306778846294,"Insectivore",2
"RPL30",NA,4.32487353882996,-1.0628103182926,NA,1.52619389166938e-05,0.287867979300925,NA,0.00123690383950345,0.613791842514178,"MissingData",5
"KCNS2",-0.14553853713435,1.92083685217502,-2.25464088913845,1,0.0547522788843355,0.0241558787175545,1,0.234488168443984,0.181031113148185,"Unclear",0
"TYSND1",-1.23894543117642,0.208508924252744,1.64464116324899,1,0.834831615222982,0.100043832818413,1,0.933173743027463,0.371843725327599,"Insectivore",2
"CD109",1.64194269754063,-0.360857749083671,-0.8849198663755,0.603611280333838,0.718205789709674,0.376199852390064,1,0.880385570102818,0.689565012709549,"DoubleBoth",4
"NODAL",-0.450322224069615,0.508804539034202,2.27120373584355,1,0.610889237494228,0.0231346473840227,1,0.81926183863849,0.176798443869695,"Insectivore",2
"PRG3",-2.63701806092146,0.151025816339312,-1.99753789554903,0.0501830270007171,0.879955350978455,0.0457667820824195,0.493968464201448,0.953231055537645,0.25292661806135,"DoubleBoth",4
"KIF6",0.362080732884213,-2.31525594293211,1.88577940841945,1,0.0205989293102592,0.0593246868874259,1,0.133341871082265,0.285678505572872,"Unclear",0
"UBE2L6",1.38153818867616,-1.55962351927021,0.159887393566797,1,0.118848875207811,0.872969779238741,1,0.361158871061755,0.957826247321515,"Herbivore",1
"ZDHHC5",2.5881794716436,-2.4396770987498,-0.4606272965079,0.0578908174088404,0.0147003951864704,0.645066024234283,0.524958232769508,0.11057016500116,0.860211862345825,"Both",3
"CELF6",0.803464131957422,0.341883098968756,0.492640454788903,1,0.732438869162663,0.622266658068967,1,0.884723275225993,0.849730574887516,"Both",3
"ZFAND3",0.42258432374892,-1.10812823450382,1.52522534175087,1,0.267806438793983,0.127202901833208,1,0.554276843693673,0.414521880943801,"Unclear",0
"BAG4",-0.0812298132849669,-0.243661172621539,-0.554082369579701,1,0.807493246862291,0.579522475344624,1,0.921821660456141,0.825800422229539,"Insectivore",2
"TBC1D31",-2.20807450420598,1.7423234245428,1.06262734398929,0.163434479790603,0.0814518667953572,0.28795098163381,0.976469296976769,0.293846719093244,0.613808187967178,"Both",3
"NTAQ1",4.60824734041842,-2.61528429703574,1.66803132061878,2.43646458615052e-05,0.00891532135528958,0.0953095094118199,0.00448784891575822,0.080685898295862,0.362787030672787,"DoubleBoth",4
"ATAD2",0.470152703848482,-1.5969947718627,-0.701246868314336,1,0.11026687262285,0.483148965296444,1,0.345979146745897,0.769089754765391,"Herbivore",1
"NSMCE2",-0.509772577891987,0.209795307806667,1.58109386195974,1,0.833827435399397,0.11385657798436,1,0.933173743027463,0.394074787292077,"Insectivore",2
"FRRS1",0.647072739196629,-0.463357911757245,1.67688173896893,1,0.643107841690032,0.0935656096990057,1,0.837063672316256,0.359028608616192,"Insectivore",2
"SASS6",0.744086014414564,0.116950206981801,0.417757148304503,1,0.906899511680045,0.676124684286198,1,0.961914338579169,0.87404954187302,"DoubleBoth",4
"COX6A2",1.79324264381489,-1.51267529552116,-0.114120292967619,0.437604804732306,0.130362157779957,0.909142435852464,1,0.380385277309688,0.97102594509308,"DoubleBoth",4
"ZIC3",2.5934776818177,0.171459797720292,-0.537007314772147,0.057006423306486,0.863862239055625,0.591262561377368,0.522188490826444,0.947576844613428,0.833154382106039,"DoubleBoth",4
"LHFPL4",NA,1.64337206440022,-0.803576014368015,NA,0.100305976366758,0.421641880071468,NA,0.327596125514562,0.723675691876158,"MissingData",5
"B3GNT7",1.87357819736771,-2.02351155041179,0.902226027896672,0.365931512620883,0.0430204339513786,0.366936811155111,1,0.204848269044696,0.681900958472495,"Herbivore",1
"PDE6D",NA,0.126334374749148,1.14381979098504,NA,0.899467247121285,0.252698380412816,NA,0.960601582410754,0.578692857885185,"MissingData",5
"SST",NA,2.09221377745345,1.20623230834316,NA,0.0364193965841419,0.227727929774397,NA,0.185497735042276,0.552167840495617,"MissingData",5
"FANCD2",1.35222589128421,-1.54975666969583,-0.916623057905585,1,0.121199930672031,0.359340197395979,1,0.365698003771956,0.674953950291707,"Herbivore",1
"TATDN2",0.866074379278716,-1.7426169597623,1.3415964486626,1,0.081400545534921,0.179726878308529,1,0.293726946254571,0.493594200356311,"Unclear",0
"EXOG",-0.17390900225866,-0.60166829423675,-1.457295375005,1,0.547394958920347,0.145034862964407,1,0.781426722020248,0.439158523392125,"Insectivore",2
"NTAN1",-0.76555612943316,0.132212127121651,2.28728188102265,1,0.894816509271102,0.0221793753739931,1,0.95964541476613,0.173590292340441,"Insectivore",2
"NMNAT2",1.65647828881444,1.37410640902336,-0.945142518718388,0.585749989562304,0.16940865005367,0.344586120696846,1,0.438853744448753,0.66454597180637,"Both",3
"ZFYVE9",3.64899531865462,-2.52357957016943,0.614861093809249,0.00157960740555505,0.0116166767480412,0.538646458516393,0.0616495872183552,0.095631383065654,0.799927352125469,"DoubleBoth",4
"LYZL4",-0.347596638498584,-0.927147149334799,1.96262516676577,1,0.353850138775119,0.0496897442274912,1,0.635005172578929,0.263381642963834,"Insectivore",2
"TMEM171",0.892279563623055,-3.20015612452564,2.03586325954895,1,0.00137353163248257,0.0417640880335982,1,0.0246551209644629,0.241424430433878,"Herbivore",1
"KLHL40",-0.482218871102824,1.3137055983496,-0.489681810201467,1,0.188945296263214,0.624359075358274,1,0.463268201224676,0.85092888593336,"Herbivore",1
"TIMP4",0.736776027739553,-1.41458006749496,-1.26642293224051,1,0.157191656392239,0.205361705030583,1,0.421000312609643,0.526861012478747,"Unclear",0
"PPARG",1.51202647268294,-2.54758059270168,1.75159405566277,0.783162768793308,0.0108472794410252,0.0798436354457908,1,0.0912421133677104,0.331056311818425,"Unclear",0
"ABCF2",-0.90505686235582,2.76249552699144,-0.676343325491972,1,0.00573613477384087,0.498822691164312,1,0.0618034131951126,0.777369195373746,"Herbivore",1
"ODR4",1.59294297396397,-1.16706472622949,0.911034036679506,0.667037907297719,0.243184231471776,0.36227744015399,1,0.527398074381325,0.676749455740005,"Both",3
"PRKAG2",-0.477467326115728,0.897440299934059,-1.43771635063168,1,0.369484016339365,0.150514551910423,1,0.648858767155446,0.448355556101617,"Insectivore",2
"HTR5A",0.0542412889672323,0.454724146712521,0.0839921051131604,1,0.64930770686986,0.933062708795776,1,0.839696571852886,0.976686871449532,"Herbivore",1
"STEAP2",1.44745331517452,0.89482988534771,-1.90779853389042,0.886620016218291,0.370878032065213,0.0564172603448218,1,0.650742803826049,0.278038118859598,"Insectivore",2
"CLDN12",0.418376210937806,-0.0130474241292009,0.230068271597338,1,0.989589957089324,0.81803871919828,1,0.996413443561986,0.934827241926461,"DoubleBoth",4
"FZD1",-0.108158023837076,-0.157618379982584,0.463811042968995,1,0.874757519487341,0.642783130841004,1,0.951254295196947,0.859677013279956,"Insectivore",2
"HMGCR",1.73953172168277,-2.11214844359888,-0.069586513693969,0.491647664730983,0.0346737189965645,0.94452277143137,1,0.180194392823121,0.980013417112475,"Herbivore",1
"GATAD1",0.659929933306082,-1.02522538728001,1.46088498964773,1,0.305256851995327,0.144047006599772,1,0.589780198812897,0.437977477016639,"Unclear",0
"IPPK",-0.833963401490892,0.610704916354985,-0.654916809620617,1,0.541394950695706,0.512521316875434,1,0.777888349097647,0.785723827223485,"Both",3
"THTPA",-1.59462797068274,1.38602138638364,0.332090330957419,0.664772723620429,0.165740373207187,0.739821051005284,1,0.432815484020507,0.902586136967081,"Both",3
"PDF",1.34316728651579,-0.424252108705332,1.21879391735247,1,0.671381961938335,0.222922420751345,1,0.853874347590556,0.548359957012757,"Both",3
"TMED6",4.01261200235319,-4.72494927131837,3.99455223912723,0.000360303426797405,2.30172807338233e-06,6.48166298081299e-05,0.0239736694200353,0.000380701125933206,0.00834273645203872,"Unclear",0
"PDPR",2.1313154370871,-3.14813733880672,0.807265887999628,0.198378984899016,0.00164314473115221,0.419513312599574,1,0.0278013913854345,0.721933462567842,"Herbivore",1
"ARMC12",1.55162279669149,-2.9462746429769,0.731388980707325,0.724515031246328,0.00321626687029005,0.464541594011828,1,0.0430002425016957,0.756604295185167,"Herbivore",1
"MDP1",-1.02001415096431,0.117858036088334,0.659810216082348,1,0.906180143785737,0.509375626549207,1,0.961897007496553,0.784286384142073,"DoubleBoth",4
"DHRS1",1.24884778427975,-1.62231817223126,-1.69763567372476,1,0.10473523967317,0.0895765454643229,1,0.335041148581489,0.352157706871504,"Unclear",0
"KIT",-0.260529452187389,0.702729112559708,0.260268709390139,1,0.482224581239078,0.794656507353483,1,0.736352165549149,0.926219916762656,"Herbivore",1
"CACNA1D",-1.05243730029249,0.742021909399903,-0.480584695395235,1,0.458074061233068,0.630811694927938,1,0.718246558327414,0.854346594646354,"Both",3
"IL17RB",-0.610690763128082,0.424635256990265,0.0878334310820223,1,0.671102587067351,0.930009066276708,1,0.853771433464775,0.975549863482734,"DoubleBoth",4
"ZNF19",0.0695568842411426,-0.179444581366374,0.691493645334837,1,0.857588628573081,0.489255372803905,1,0.944081369229902,0.772142201261677,"Insectivore",2
"CCNB2",0.098949620602158,0.282337595905993,-0.417181443753144,1,0.777684660321822,0.6765456969556,1,0.908273224598092,0.87404954187302,"Unclear",0
"ERC2",2.63639540476079,-0.316955645429824,-1.59912899595171,0.0502752169829998,0.751277258105182,0.109791943069117,0.493968464201448,0.894597026028377,0.388843547261312,"DoubleBoth",4
"FAM81A",1.41130672530833,0.705033986061137,-1.48068828671793,0.948925153895887,0.480789086274471,0.138689656710485,1,0.735199084851217,0.429585447280766,"Insectivore",2
"MYO1E",0.267773419485291,-1.57791779552615,1.51641761893427,1,0.114584496187569,0.129413786711782,1,0.353569407710701,0.417778942204995,"Unclear",0
"APPL1",2.3935628250448,-0.217919667113349,-1.41867594288328,0.100113740931095,0.82749170323874,0.155993513985417,0.730949410867365,0.929831058426117,0.456938303109237,"DoubleBoth",4
"TMEM268",0.163469612262929,0.11814163875836,1.27549518493994,1,0.90595543149579,0.202134027348564,1,0.961897007496553,0.522883889130684,"Insectivore",2
"COQ5",1.64693619413107,-0.687347154348109,0.472939151188455,0.5974269685642,0.49186399048989,0.6362565918265,1,0.743717519691337,0.85759850583831,"DoubleBoth",4
"FMNL2",1.40310541517492,-1.94206624052835,0.243779914088766,0.963512439722612,0.0521290817675029,0.807401277327321,1,0.228738572379387,0.93041865418604,"Herbivore",1
