"","main_Rho","Herbivore_Rho","Vertivore_Rho","main_P","Herbivore_P","Vertivore_P","main_p.adj","Herbivore_p.adj","Vertivore_p.adj","directionality","directionNumeric"
"GNPNAT1",2.46261264927675,0.253221665979063,2.86444366059103,0.0827573021911852,0.80009692495769,0.00417742459354178,0.658144660934677,0.919177781994003,0.0779923622507479,"Vertivore",2
"CGRRF1",0.560812069468472,0.0348721530584584,0.542185334138117,1,0.972181685742872,0.587690837421061,1,0.988917308194746,0.807687207316442,"Both",3
"ATP6V1D",NA,0.777904400127461,NA,NA,0.436625374095396,NA,NA,0.704348765857451,NA,"MissingData",5
"CCDC198",-0.323595939153011,0.355735552859679,-0.793705463967447,1,0.722038617075714,0.427366918597627,1,0.881820670899658,0.697812246645801,"Vertivore",2
"PLEK2",0.983395318383791,-0.500111731776752,1.38080948101134,1,0.616996405880702,0.167337547584666,1,0.823457780396896,0.4535198849307,"Vertivore",2
"PIGH",3.05394268203141,-2.20073057656853,2.45492059107444,0.0135513136954833,0.0277551028520974,0.0140915712692764,0.227945796483019,0.159137765167898,0.139184165512263,"Both",3
"PSMA3",NA,2.78178318958989,NA,NA,0.00540611423985048,NA,NA,0.0594102524408227,NA,"MissingData",5
"TMED8",0.243020596167577,0.98976241069745,0.528707442101846,1,0.322290261745241,0.597008413777989,1,0.605884541691375,0.812204370561914,"Herbivore",1
"AHSA1",2.2007227042317,0.928106324574804,2.88452127294771,0.16653396297402,0.353352419232647,0.00392009272696793,0.987565361900118,0.634835885983372,0.076006521884626,"Vertivore",2
"SPTLC2",2.55315205622827,-0.502814881661931,3.14782176212943,0.0640517280948819,0.615094429753478,0.0016449195932808,0.557840686677257,0.822341274486483,0.0521569993097369,"Vertivore",2
"RIN3",-0.348960375189067,-2.22732528831939,-1.174988983172,1,0.0259255416161511,0.239999123381356,1,0.152820255184013,0.531985142288229,"Herbivore",1
"ALKBH1",1.30572319622921,-1.17085001112411,0.75942133576698,1,0.241659071422823,0.447600554469322,1,0.524994389240878,0.713816785419136,"Both",3
"DHRS7",2.3152012236577,-2.74498132358499,2.51933746258266,0.123611533982517,0.00605143414755846,0.0117575910103684,0.826540624719006,0.0637633793298121,0.127200351683013,"Unclear",0
"SIX4",1.80382551723457,-1.25527269322967,0.913659410920591,0.427551985609919,0.209379784451731,0.360895838035906,1,0.487397789817061,0.645101809391175,"Both",3
"SLC10A1",2.67758937133376,-2.940530968695,2.63475661347352,0.0444924399716644,0.00327650247068145,0.00841976326581981,0.464097937383991,0.0435675377746314,0.108139544529713,"Unclear",0
"EIF5",1.17614068374385,0.105259419790086,2.04371326896153,1,0.916169962358101,0.0409818815969538,1,0.966040171651159,0.230786933706276,"Vertivore",2
"ZFYVE21",0.687730431557378,-1.29782618982618,0.373913580413732,1,0.194347067885265,0.708468612421142,1,0.470283559402567,0.873598654748055,"Herbivore",1
"BDKRB1",-3.1566543038222,2.67226583076478,-2.18420079583406,0.0095754254675837,0.00753409380269224,0.0289474964829818,0.189302652175895,0.0731696383749782,0.196064119676662,"Both",3
"VRK1",-1.1312830231141,1.87377513416812,-0.526982873334921,1,0.060961425054073,0.598205481895407,1,0.249526196641785,0.812892091637268,"Herbivore",1
"PABPN1",NA,2.48169327864169,NA,NA,0.0130759775222635,NA,NA,0.103317302428339,NA,"MissingData",5
"EFS",-0.342032968716753,-0.532516415215483,-0.667141768080948,1,0.594368375721326,0.504681582772586,1,0.80940792003626,0.757724714333711,"Unclear",0
"CINP",0.249850360443713,-0.137893399191205,0.349232561018603,1,0.890324667255161,0.726914723089259,1,0.957696239706082,0.883346135252117,"Vertivore",2
"PCK2",-0.166986468836129,-0.642620371795823,-0.704531738333683,1,0.520470461031308,0.481101691983102,1,0.763389751550536,0.73928179495465,"Unclear",0
"NFKBIA",-0.124272344742297,2.23452766632923,0.65445729805346,1,0.0254483742511422,0.512817229785396,1,0.151160974581581,0.763930097269266,"Herbivore",1
"EMC9",0.558755611080203,0.922998185107145,1.26299500208858,1,0.356008151025337,0.206590975869654,1,0.636924516552945,0.496680306137398,"Unclear",0
"BRMS1L",NA,1.38935800158406,NA,NA,0.164723914619199,NA,NA,0.431272804403584,NA,"MissingData",5
"PNN",-3.77233632320299,0.5321885258629,-3.93024195471489,0.000970356339166431,0.594595429132084,8.48604237375772e-05,0.0457492244904065,0.809522422732361,0.0178018311129495,"Vertivore",2
"RABGGTA",0.147728256921997,1.39703521974526,0.631298309009882,1,0.162402980312004,0.527845492385133,1,0.427961292127665,0.772836207540233,"Herbivore",1
"CYP24A1",2.37391324679239,-2.68971603366013,1.44426406875347,0.105604111780161,0.00715128428623351,0.148664708877056,0.752471348216609,0.0706666279801866,0.431067721804387,"Herbivore",1
"ZFP64",-0.40310929562644,-1.25167736302451,-0.686961087047717,1,0.210687451891956,0.492107250277939,1,0.488559786511691,0.748779172982981,"Herbivore",1
"PYGB",1.10239711826735,-0.676092225423594,0.455185945086528,1,0.49898209246791,0.64897547106602,1,0.749097039623262,0.845083672297712,"Both",3
"PROCR",0.974134216779515,-0.519066082331563,2.08309931715741,1,0.60371465971192,0.0372421716199425,1,0.815060046582585,0.219697930461593,"Vertivore",2
"MYBL2",1.67581195086637,-1.3212080700041,1.52443307279872,0.562650195068505,0.186431996244809,0.127400563644494,1,0.460301024696438,0.400803606183387,"Both",3
"R3HDML",1.12338401985761,-0.783980416596642,0.85246836732547,1,0.433051601383228,0.393954188669806,1,0.701648932878944,0.672034848042349,"Both",3
"PABPC1L",0.557335697928586,-1.02856851371027,0.0271512003077879,1,0.303682480053902,0.978339137853288,1,0.588028828000681,0.990603629291148,"Herbivore",1
"SALL4",-1.13709131629778,0.173043648651339,-1.63277271302624,1,0.862617118449471,0.102516808022732,1,0.946659503923322,0.360012524616449,"Vertivore",2
"CSTF1",NA,2.00325381160382,NA,NA,0.0451500524067815,NA,NA,0.209335583370001,NA,"MissingData",5
"TPD52L2",-0.827385247924581,1.05762800837962,-0.218928447998804,1,0.290225068187664,0.826705785672647,1,0.576534667369794,0.931214520064863,"Herbivore",1
"CTSZ",-0.301591456900357,0.110529802765342,-0.035545762947239,1,0.911989215475494,0.971644555858058,1,0.964229957991657,0.989082134485824,"DoubleBoth",4
"TUBB1",-1.17329060264974,0.0771118547590469,-0.877150142412089,1,0.938534562348691,0.38040509245771,1,0.974582284332792,0.660909888890824,"DoubleBoth",4
"SLCO4A1",-2.57389840777278,0.912422608781039,-3.13140738953487,0.0603358774497392,0.361546292374819,0.00173970645809254,0.538621645857963,0.641592276451001,0.0535988082916865,"Vertivore",2
"UBOX5",0.614955259169616,-0.738983342857949,-0.298927349999219,1,0.459917112095449,0.764995478405315,1,0.719436061566796,0.903354343799858,"Herbivore",1
"EEF1A2",NA,4.57164943971221,NA,NA,4.83900001660547e-06,NA,NA,0.000586931429923068,NA,"MissingData",5
"SRMS",-0.947332070401436,0.00675172081358341,-1.70829246848856,1,0.994612947132815,0.0875820880922562,1,0.997702066954763,0.334811404339519,"Vertivore",2
"C20orf27",1.4602232026597,-1.22744091110669,1.50411915984418,0.86537244271368,0.219656917761891,0.132550687784513,1,0.49858829015579,0.409318643298865,"Unclear",0
"SLC52A3",1.41113291812081,-2.60683911980399,0.336223729573226,0.949232552101051,0.00913822846328361,0.736702159872481,1,0.0817754892144112,0.888393571127553,"Herbivore",1
"RSPO4",-0.53345242538293,-0.663762579730472,-0.539520760171924,1,0.506842279291214,0.589527576226987,1,0.753906291966795,0.808521572756823,"Unclear",0
"PROKR2",-0.763537899642792,-0.923621102466193,-0.679163230535432,1,0.35568362291604,0.497034442167272,1,0.63641415651243,0.752690578351854,"Unclear",0
"FERMT1",1.50210219014332,-1.07228935594374,1.30355927067688,0.79842431614228,0.283590086122475,0.192383895238234,1,0.570240876561121,0.478964902298762,"Both",3
"TLDC2",-1.46081072511178,0.952713170442969,-0.863663460964473,0.864404350162362,0.34073541842723,0.387772791482351,1,0.624136105468072,0.666392108607285,"Both",3
"SNTA1",-0.125245251249528,0.852071857996502,-0.00218108863054461,1,0.394174210339956,0.998259744435721,1,0.670778979044656,0.999127425396322,"Herbivore",1
"OXT",-0.822890504877254,1.64266344552567,-0.236904369401089,1,0.100452585903452,0.812730980179622,1,0.328008856750414,0.925055668774153,"Herbivore",1
"CHMP4B",-0.310753543773808,0.641019795890032,0.474447093430033,1,0.52150982148973,0.635181117332117,1,0.764193271808964,0.836569200922942,"Unclear",0
"LBP",0.982335842890924,-2.51377201885853,0.4387023172126,1,0.0119447621987382,0.660877247839987,1,0.0972952478518361,0.850741850414319,"Herbivore",1
"SLC32A1",0.267058986972615,2.39769795121283,1.96827132522049,1,0.0164984637133459,0.0490368274205973,1,0.117454105718844,0.252599893314301,"Unclear",0
"AHCY",2.62320350101426,-1.41392387387819,2.2098948456965,0.0522643357695866,0.157384255379271,0.027112461047009,0.501206684104023,0.421102904496964,0.188488163034408,"Both",3
"ACOT8",1.26740215733404,-1.80789596796892,1.43008013817937,1,0.0706226934269715,0.152694020004523,1,0.270075302938637,0.434739015673575,"Unclear",0
"APMAP",0.429607482529923,-0.919345776319642,-0.240632368108288,1,0.357914741482418,0.809840061064809,1,0.638643774184116,0.924272652434856,"Herbivore",1
"RNF125",1.84968900429501,-1.2627288931195,1.98436483650256,0.386150317321592,0.206686626700564,0.0472151830526996,1,0.483781015478619,0.24778948048227,"Vertivore",2
"IDH3G",1.42270526874978,0.415757470603201,1.726131123616,0.928929675774168,0.677587482520776,0.084323825686151,1,0.856843150583497,0.329071067991751,"Vertivore",2
"SLC25A43",0.127601653909392,0.934524759533612,1.43370666309172,1,0.35003327027398,0.151655989955954,1,0.632095507784197,0.433689192063048,"Vertivore",2
"MXRA5",-0.483648437192231,0.668874928989659,-1.28926124668143,1,0.503575264249253,0.197307278807636,1,0.751745391252177,0.48499334294511,"Vertivore",2
"VSIG1",-0.573797079720125,-0.278723515511288,-0.661562556756087,1,0.780457014621468,0.508251610818402,1,0.909823984076084,0.760671947252351,"Vertivore",2
"PSMD10",1.77142417421523,0.767369564268999,2.13245508097232,0.458941149389621,0.442861819023895,0.0329694534315996,1,0.708034773875128,0.20862809346804,"Vertivore",2
"PGRMC1",0.70668830409796,1.56850726927338,1.85410964770141,1,0.116762794825457,0.0637234747321845,1,0.357163265017143,0.287568369526684,"Unclear",0
"NXT2",1.90454593146045,-2.37343320638799,1.5535804689044,0.341034723878845,0.0176235802538485,0.120284521090648,1,0.122083479639726,0.389382898246223,"Herbivore",1
"GUCY2F",-0.0564696021019559,0.706883473104915,-0.691932642687523,1,0.479638895247564,0.488979630019922,1,0.734536693466795,0.746406816257025,"Unclear",0
"ATP1B4",1.0410150425069,0.78556394514348,1.86402510285226,1,0.432122994198435,0.0623181792024266,1,0.700955456012052,0.284667833628015,"Vertivore",2
"TLR8",2.52720948059994,0.047410025798959,3.31855486808045,0.0689837415110106,0.962186438574905,0.000904845438611338,0.583235020926604,0.9855965611009,0.0409185194754061,"Vertivore",2
"GLRA2",1.82771669868753,1.40601716840302,2.61267843936858,0.405552483986325,0.159719026766814,0.0089835782288076,1,0.42399045281089,0.111767483239509,"Vertivore",2
"STAG2",1.24464815047357,0.266891364111103,1.39633512457987,1,0.789552805991402,0.16261360129057,1,0.914720994376001,0.447706130859055,"Vertivore",2
"F9",-0.704313395704542,0.523005980581363,-0.295296565009271,1,0.600970091394518,0.767767340316493,1,0.813888352978236,0.903995244731974,"Both",3
"ABCD1",0.389606954960102,-0.856340286555109,-0.317946496395627,1,0.391809583617049,0.750525522138101,1,0.669002585152086,0.89559183756175,"Herbivore",1
"BCORL1",-0.418280872139154,0.908606966077781,0.164933247261067,1,0.363557628162971,0.868996523222457,1,0.643204900944659,0.950077704433731,"Herbivore",1
"KCND1",0.786440659507379,0.870558844788564,1.27152941518712,1,0.383995076001426,0.203540369674461,1,0.662444210110661,0.492746654351747,"Unclear",0
"PCSK1N",1.2122223754361,-1.27114226149017,1.16885966013777,1,0.203678042908525,0.242460178659955,1,0.480485722239017,0.533992204502766,"Unclear",0
"GPR50",-1.67168005396671,1.35489826235184,-1.82991192983802,0.567524576238981,0.17544997336508,0.0672631092542184,1,0.44602707312964,0.295872742213648,"Unclear",0
"RP2",2.74567890635006,-2.70302451865828,2.0333482133223,0.036231499687499,0.00687116776369434,0.0420173553927291,0.410841269729718,0.0692971730399791,0.233319902886684,"Both",3
"USP11",0.230136233940208,0.0360588414167156,0.379839284442502,1,0.971235440760165,0.704064719199464,1,0.988681978478877,0.871723246503037,"Vertivore",2
"TIMP1",-2.08249865097303,2.34849900835324,-0.122464687340825,0.223781675892425,0.0188492493908778,0.902531010866181,1,0.126880184126553,0.96347727845327,"Herbivore",1
"GLA",3.23214970435521,-2.9501599540217,3.15842203396751,0.00737176024036526,0.00317609451062916,0.0015862573335047,0.162071421645527,0.0426169833797915,0.0513037061354498,"Both",3
"ATP12A",1.99269268986131,-2.14096612034681,1.62079620717147,0.277770650100983,0.0322767702929718,0.105061352209829,1,0.173236480026086,0.3640293906473,"Unclear",0
"MLNR",2.53140852922647,-2.36923087357992,1.16640959907816,0.0681632666086605,0.0178251225584677,0.243448879352763,0.580021396539272,0.122877194241504,0.534999545139551,"Both",3
"ACP5",2.59078336845868,-2.95579004048654,1.88754605405717,0.0574546495820858,0.00311869313577308,0.0590869180911957,0.523184233898209,0.0420906719714786,0.275872893616513,"Herbivore",1
"SGCG",3.67742877383243,-4.1069470366508,2.03200232726427,0.00141358099168469,4.00923114078105e-05,0.0421534203448478,0.0572405557598004,0.00232923396275699,0.23390347571219,"Herbivore",1
"OLFM4",2.90324674995952,-3.65398269756518,1.70638086238977,0.0221589317919614,0.000258203675374841,0.0879371913987921,0.308468668926991,0.00801766929913946,0.335828909958876,"Herbivore",1
"NTHL1",1.69575541126193,-1.50081125479784,1.68632881191264,0.539593259413249,0.133404386827087,0.0917324845443178,1,0.385438090284325,0.342190033726198,"Both",3
"ZNF263",1.58329465663482,-1.02143664971534,0.951613978424105,0.680125921497766,0.307047608853163,0.341292789695088,1,0.591004587059402,0.629028223984698,"Both",3
"MMP2",-1.01807003432102,1.92192951202533,-0.399981035708712,1,0.0546146277671941,0.689170484796757,1,0.234137390323472,0.864533317915683,"Herbivore",1
"ORC6",0.889766674841092,-0.621590216849207,1.03423488317916,1,0.534211355558435,0.301026370155253,1,0.772713890973288,0.590486827781784,"Vertivore",2
"C16orf70",1.2457032190434,0.32542425903227,1.77330157571819,1,0.744859997775705,0.0761787481083397,1,0.890808712727641,0.315156337780146,"Vertivore",2
"CORO1A",-0.839282911571787,0.4233781433127,0.149929096935008,1,0.672019388943688,0.880820555144216,1,0.85420498574047,0.953915599100958,"DoubleBoth",4
"NUTF2",NA,4.49372778318114,NA,NA,6.9987083497584e-06,NA,NA,0.000746675568618799,NA,"MissingData",5
"CBLN1",NA,2.60815729434589,NA,NA,0.00910311134356221,NA,NA,0.081607522042447,NA,"MissingData",5
"ARL2BP",-0.307696578415161,1.77839329955444,0.817408123618059,1,0.0753392823930203,0.413695234794308,1,0.279896706988251,0.688231394022824,"Herbivore",1
"PLLP",1.79986145637325,-0.74551780619816,1.44340473769204,0.431295102217491,0.455958750846614,0.148906490283742,1,0.716807334254294,0.431354742854937,"Both",3
"CCL22",0.660764221768717,1.80578779628654,2.27950544574597,1,0.0709514924273054,0.02263703662122,1,0.270750048497,0.172594548776834,"Unclear",0
"DHODH",-0.95546025068656,-0.489017079082959,-0.878175652697566,1,0.624829605405675,0.379848402662813,1,0.827026473506916,0.660469629885735,"Both",3
"POLR2C",NA,1.26944267357687,NA,NA,0.204283224365167,NA,NA,0.481213018999416,NA,"MissingData",5
"PARD6A",0.24462127243945,0.360980354872939,0.562893517116959,1,0.718114132869152,0.573507394947363,1,0.880385570102818,0.800707716612228,"Vertivore",2
"MMP15",0.135194942218557,0.310207443119528,-0.171272231683979,1,0.756403210746937,0.864009713730829,1,0.89702514215665,0.947404142264722,"Herbivore",1
"USB1",0.426929652034135,-0.685746936448302,0.057622882195122,1,0.492872703202063,0.95404902259807,1,0.744247402074661,0.982861774616324,"Herbivore",1
"CCDC113",0.0796198587740781,0.89011903327277,0.0212879221206479,1,0.373401973972367,0.983015978408825,1,0.653544174076027,0.992743603763499,"Herbivore",1
"PRSS54",2.84659055023215,0.144251939949754,3.73625472538412,0.0265140957229032,0.885301527649055,0.000186781463215655,0.34211164226197,0.955128624977605,0.0238412524247052,"Vertivore",2
"NME3",0.525670761547196,0.314569686938955,1.11959765206782,1,0.753088397830666,0.262885256579422,1,0.895505070525668,0.554633946981607,"Vertivore",2
"PSMD7",NA,0.993793529481873,NA,NA,0.320323396918119,NA,NA,0.604071053260565,NA,"MissingData",5
"SETD6",1.16213014464295,0.0580096251761072,1.17780650019588,1,0.953740961657584,0.238873756656565,1,0.981660353537451,0.530658805786256,"Vertivore",2
"SLC38A7",2.10092686257951,-1.31271425594965,2.0926997439773,0.213884321617478,0.189279252015107,0.0363759661356432,1,0.463588304006174,0.21764992657925,"Both",3
"SMPD3",-2.34115855535129,2.42586231566518,-0.803961972282641,0.115344006323553,0.0152720629954778,0.421418937395072,0.795702553337565,0.112943250282368,0.69388203542579,"Herbivore",1
"SLC7A6",3.11305588677289,-1.26428443855474,3.10031827276833,0.0111096570983699,0.206127952942624,0.00193312797289963,0.205435315036587,0.482961548026452,0.0568111045979082,"Both",3
"PLA2G15",0.845700005866072,-0.578608261982174,0.934861337867916,1,0.562853528684652,0.34985976395619,1,0.790818805039782,0.636001528231769,"Vertivore",2
"FA2H",1.39898973354108,-0.989762921590634,1.80842723014657,0.970896370407436,0.322290011971839,0.0705400330695983,1,0.605884541691375,0.302871871842475,"Vertivore",2
"MPG",-1.23856252138867,0.796664203146034,-0.904482918800837,1,0.425646079055042,0.365739387713912,1,0.695317655163993,0.648923304590754,"Both",3
"HSDL1",-1.05276599056767,0.461488076541937,-0.457584306425722,1,0.64444847393447,0.647251120502087,1,0.837592948177418,0.843711135243249,"DoubleBoth",4
"USP10",-0.914224605885038,-1.32940434650291,-1.14219370442093,1,0.183714604623338,0.253373512255724,1,0.457143080494271,0.547020230004353,"Unclear",0
"TSC2",-1.28015262915785,1.091743464249,-0.559024886170946,1,0.274945875058637,0.576144736153455,1,0.562914953748319,0.801823065153143,"Both",3
"NME4",1.15619449018389,1.18741265476973,2.19345260873368,1,0.23506489080559,0.0282747854931057,1,0.517123617680212,0.193328365816147,"Vertivore",2
"DECR2",1.36216564619288,-1.01142277625684,1.45573022132347,1,0.31181412458008,0.145467212033998,1,0.595241449218998,0.427050842758944,"Unclear",0
"STUB1",1.26583654291179,0.761597532609394,2.0815357407874,1,0.446300247912012,0.0373848962147255,1,0.710179209790611,0.219712635185687,"Vertivore",2
"RHBDL1",-0.0335208486735534,-0.607717285800221,-0.153071004931366,1,0.543374996439323,0.878342281094256,1,0.77841321996836,0.953188806843486,"Herbivore",1
"MEFV",2.12890322454603,-1.40063379432305,2.47134492657048,0.199573607698712,0.161323609822626,0.0134605916954973,1,0.426225654704961,0.135959533826033,"Vertivore",2
"CRYM",1.47456891899558,-0.12555296411487,1.23602034800266,0.841970856889714,0.900085797418724,0.216451000190703,1,0.960670170996355,0.506001533335456,"DoubleBoth",4
"CAPN15",0.134482544429424,0.0796079673626792,0.143607329254046,1,0.936549058292218,0.885810552746438,1,0.97374305902413,0.955980086060496,"Vertivore",2
"AQP8",2.39772435726176,-1.65455264407867,1.77363634734324,0.0989836469976223,0.0980152762600328,0.0761233214230508,0.726923707778024,0.323281596825094,0.315156337780146,"Both",3
"USP31",0.45837256833968,-0.20173872463484,0.00643467248632008,1,0.840120987085986,0.994865909598877,1,0.935912101695996,0.99813549993393,"DoubleBoth",4
"TOX3",0.201721274519263,0.411169125099039,1.1807996708424,1,0.680948525960353,0.237682314878553,1,0.858481345359833,0.529413609191219,"Vertivore",2
"MAZ",NA,0.437789072961643,NA,NA,0.661539192756741,NA,NA,0.846922737176686,NA,"MissingData",5
"SLC6A2",0.6322634072904,0.557493590823081,1.75220286954574,1,0.577190236844882,0.0797389304137976,1,0.799269324018258,0.320747280243255,"Vertivore",2
"KNOP1",2.95205164060926,-1.93141652124351,2.14133723811261,0.0189402080175255,0.0534315636604842,0.0322468522168147,0.280957246091395,0.231508210471208,0.206292442135862,"Both",3
"MGA",3.46467629654492,-3.50062213743982,2.08995828595131,0.00318522032984972,0.000464173482344713,0.0366215470206639,0.0966055579559241,0.0120961221468255,0.218241843253447,"Herbivore",1
"AQP9",3.32963629235383,-3.36300525094277,2.43705249989256,0.00521756960291228,0.000770988972655635,0.0148075293556606,0.129828947746931,0.0168877841321286,0.142182806022466,"Unclear",0
"CSK",1.32761325983623,0.610588772820585,2.15315431424854,1,0.541471857215395,0.031306552813687,1,0.777888349097647,0.203857349019293,"Vertivore",2
"MTFMT",0.567542825539498,-0.952576783770144,0.0924642590692517,1,0.34080454480942,0.926329186666589,1,0.624154869180844,0.971481463367043,"Herbivore",1
"RASL12",-0.921112813232858,-0.0363154822518195,-0.668254734862023,1,0.971030805030935,0.503971001985391,1,0.988681978478877,0.757081842189819,"DoubleBoth",4
"CTSH",-1.28343348320759,1.63714064081168,-0.490570684161127,1,0.101601086508835,0.623730125082308,1,0.329933187991928,0.830174463274865,"Herbivore",1
"CEMIP",-4.96417634034445,2.74136104976959,-4.15076192445692,4.13959419674078e-06,0.00611852334724191,3.31370313107248e-05,0.00195542306179953,0.0641495116011928,0.0111222604648264,"Both",3
"EHD4",1.15538970259795,-0.483594287091655,1.23138200220826,1,0.628673829987954,0.218180025100103,1,0.829345984396089,0.507939243648599,"Vertivore",2
"GABPB1",NA,2.98222756184664,NA,NA,0.0028615921020116,NA,NA,0.0397573824195031,NA,"MissingData",5
"SCG3",1.52031338796067,-2.25506446706078,0.395700294024846,0.770593384963082,0.024129282583441,0.692326138569673,1,0.14620992201682,0.866497679562176,"Herbivore",1
"DNAJC17",-0.156256270964505,-0.195290293497506,-0.479501038103585,1,0.845165695446897,0.631582229877363,1,0.937904014057656,0.834275934478775,"Vertivore",2
"RHOV",0.163474488970713,1.15118805325505,1.07560612940235,1,0.249654879002262,0.282103444990792,1,0.535462117461291,0.57560869566241,"Unclear",0
"VPS18",1.27388848771454,0.739604938949624,2.22351046612537,1,0.459539743944687,0.0261813984423708,1,0.718915134600852,0.184836287766399,"Vertivore",2
"OIP5",0.784395492080776,0.823292380491163,1.76704641816534,1,0.410341745562483,0.07722045485209,1,0.683368884601077,0.317250809844078,"Vertivore",2
"EXTL3",2.0171591212348,-1.34970693141672,1.67806608339995,0.262073463211192,0.177110008101477,0.0933341989953577,1,0.448278594833985,0.344008149175163,"Both",3
"AGO2",NA,2.09553089678218,NA,NA,0.0361238248595891,NA,NA,0.184593656099962,NA,"MissingData",5
"PAG1",1.72069504110207,-2.12681008769455,1.03956579793426,0.511837060252341,0.0334358658006762,0.298541673888228,1,0.176425472119734,0.588333075575738,"Herbivore",1
"TG",-2.38548699092704,0.915227730982722,-2.06662249519093,0.102339153744306,0.360072089416623,0.0387697394346066,0.741088096143042,0.64030274896149,0.223162402599199,"Both",3
"BRF2",-2.09975863518781,-0.00496244306026752,-1.64419601573176,0.214500472152241,0.996040559549115,0.100135719687757,1,0.998010844392137,0.356205819633509,"DoubleBoth",4
"ZFAND1",0.714310883603482,-0.970769513077966,-0.485116008808029,1,0.33166306740617,0.627594056786098,1,0.614646970332902,0.831951278885627,"Herbivore",1
"RP1",-1.60326793834036,1.48683244665636,-1.51826574619477,0.653253070806488,0.13705906958183,0.128947419162496,1,0.391308667108713,0.403244285703225,"Both",3
"RIPK2",-0.413637788336961,-1.34762581890538,-0.824241486820904,1,0.177778762041833,0.409802358464555,1,0.449160222439538,0.684393500912056,"Herbivore",1
"CPQ",1.63685438743277,-2.56150406147995,0.103340218277885,0.609965390791603,0.0104220022684406,0.917692956899664,1,0.0886203221322738,0.968534896921365,"Herbivore",1
"DECR1",3.02078392268948,-3.41360050697176,2.64274821857532,0.0151272725783676,0.000641105066444647,0.00822361628778244,0.244366123019962,0.0148240685049947,0.10689285749627,"Unclear",0
"SFRP1",2.0151369792804,-0.939440216975175,2.07205901502133,0.263341791190798,0.347504772774508,0.0382599378975252,1,0.629352498536536,0.222438722320908,"Vertivore",2
"PLAT",2.39511256435891,-2.08674193462597,2.26227758760429,0.0996915810517074,0.0369114684264964,0.023680258251102,0.730553877321711,0.186909713128735,0.175584988033699,"Both",3
"DKK4",1.45208989488317,-3.90638699823681,-0.477231036104049,0.878859667952188,9.36864250966786e-05,0.633197613008435,1,0.0040387320861491,0.835194895369784,"Herbivore",1
"EIF3E",NA,4.2512571200967,NA,NA,2.12573953991662e-05,NA,NA,0.00154511713912594,NA,"MissingData",5
"EMC2",NA,0.581500286121178,NA,NA,0.56090332545637,NA,NA,0.789612764201413,NA,"MissingData",5
"CHRAC1",0.798486999978,0.461433706898663,2.22037401279538,1,0.644487473150339,0.0263933895929245,1,0.837592948177418,0.185781950684025,"Vertivore",2
"GML",-1.98128686119451,0.600581001084778,-3.35564626563828,0.285354677852219,0.548119095293005,0.000791797740225853,1,0.781698384021648,0.0390827224456578,"Vertivore",2
"UBR5",2.2077823227252,-2.32560797273779,1.61453430738682,0.163556705487427,0.0200394738686949,0.106411581558193,0.976813159225822,0.131376026341025,0.366615083908517,"Unclear",0
"PYCR3",-2.48586591765745,3.35736583347806,-0.615717792825913,0.0775419887700914,0.000786889223694108,0.538080791989215,0.630691544632989,0.0170848972982681,0.779295279062832,"Herbivore",1
"MTMR9",0.98757599220484,-0.513372355698056,0.544134302147985,1,0.60769087921242,0.586349057209262,1,0.817808520843825,0.807018057234253,"Both",3
"DCTN6",0.245014092009773,0.385909041565627,0.634600355376298,1,0.699564034158281,0.52568909633304,1,0.869154890312002,0.771923790687754,"Vertivore",2
"GSR",1.9324897874022,0.0895461416561291,1.66016376981942,0.319794488167278,0.92864788510208,0.0968815109887191,1,0.971130714936102,0.350071373677898,"DoubleBoth",4
"PPP2CB",NA,2.33083840656412,NA,NA,0.0197618820992632,NA,NA,0.130158613143827,NA,"MissingData",5
"KCTD9",0.0621199471937796,1.89760615032036,1.11498009645149,1,0.0577479836334097,0.264858951008916,1,0.242433842712753,0.556233258626067,"Herbivore",1
"CNOT3",0.729937278273344,0.370723074362012,1.76392119836522,1,0.710843802232048,0.0777452473098975,1,0.875989974960052,0.318142567154888,"Vertivore",2
"EXOSC5",-1.69842106544369,1.07514959983884,-1.06500971011197,0.536569914130275,0.282307755988602,0.286871535670823,1,0.569455753062181,0.578866592850564,"Both",3
"PAF1",1.94606981523506,0.125856050745237,2.00139148921924,0.309878123112617,0.899845872387309,0.0453502171344287,1,0.960653477278923,0.242724904180869,"Vertivore",2
"MAN2B1",4.05284417215398,-3.45779292001838,3.07046887157538,0.000303592240702638,0.000544619829175552,0.00213722963438962,0.0221619086231566,0.0134569250169307,0.0594488331451579,"Both",3
"TULP2",1.19889605488308,-2.07679113833794,-0.275595267217099,1,0.0378208404718005,0.78285894515815,1,0.189209260249202,0.912228167541174,"Herbivore",1
"DHDH",0.0599654267822463,-3.01921612324669,-1.60994362233221,1,0.00253429671902891,0.107410164637085,1,0.0367099334394456,0.368497907071799,"Herbivore",1
"ECH1",1.68386975068345,-4.45100466672649,0.639109165856727,0.55324106081018,8.54694842287076e-06,0.522751917564943,1,0.000839621133250377,0.770055031208285,"Herbivore",1
"HNRNPL",NA,0.965739381472314,NA,NA,0.334174608112525,NA,NA,0.616847737405214,NA,"MissingData",5
"KCNA7",0.927648573593373,-0.337626021913158,0.806179283708816,1,0.735645029890358,0.420139481878312,1,0.886020975590193,0.693054471729555,"Both",3
