,Herbivore...Insectivore.Rho,Herbivore...Insectivore.P,Herbivore...Insectivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj,Insectivore...Omnivore.Rho,Insectivore...Omnivore.P,Insectivore...Omnivore.p.adj,Herbivore...Vertivore.Rho,Herbivore...Vertivore.P,Herbivore...Vertivore.p.adj,Insectivore...Vertivore.Rho,Insectivore...Vertivore.P,Insectivore...Vertivore.p.adj,Omnivore...Vertivore.Rho,Omnivore...Vertivore.P,Omnivore...Vertivore.p.adj,Herbivore...5.Rho,Herbivore...5.P,Herbivore...5.p.adj,Insectivore...5.Rho,Insectivore...5.P,Insectivore...5.p.adj,Omnivore...5.Rho,Omnivore...5.P,Omnivore...5.p.adj,Vertivore...5.Rho,Vertivore...5.P,Vertivore...5.p.adj
RAD9A,-1.35244531241986,1,1,-1.03055917006295,1,1,0.407085718560808,1,1,-1.50669449237818,1,1,-0.362098460821779,1,1,-0.720939738213233,1,1,-0.035016519492642,1,1,0.248887609628602,1,1,0.162923367971386,1,1,0.343085323304119,1,1
EFEMP2,0.243155090396741,1,1,-1.43278567577524,1,1,-1.55195721698884,1,1,0.453985127041171,1,1,0.256363242160819,1,1,1.45103283367813,1,1,-1.59507458459757,1,1,-1.64566300672219,0.998331592993961,1,-1.28281028761552,1,1,-1.69536529207667,0.900061458022254,1
SLC16A11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRPS12,2.12952856132488,0.19926332669032,1,1.19203687227641,1,1,-1.05596968717478,1,1,-0.349869282740338,1,1,-2.00937228872031,0.2669860006534,1,-1.25021442457401,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTDSS2,0.144764636027784,1,1,1.6716706067169,0.945892932956222,1,1.36987844879815,1,1,0.738263746159226,1,1,0.586258538165256,1,1,-0.500853096952232,1,1,1.01998748550714,1,1,0.982669115684102,1,1,0.670618781076754,1,1,0.799028329550266,1,1
TMEM134,1.29271558038592,1,1,2.24321059331428,0.248832375091892,1,0.75536232447261,1,1,0.831452088524387,1,1,-0.172013511453416,1,1,-0.783191293357183,1,1,-0.34287885330403,1,1,-0.650837168205261,1,1,-0.844714574376038,1,1,-0.584192044882953,1,1
DDX23,-0.492800253409078,1,1,-0.426284155812878,1,1,0.108903683043279,1,1,2.17733013115518,0.29455944591753,1,2.41391042084657,0.157823419971917,1,2.46863708394295,0.135628692194039,1,-0.230290069303527,1,1,-0.100656750728431,1,1,-0.130033158067741,1,1,-0.92161119482275,1,1
SLC16A13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF471,2.53354429549578,0.0677492808700205,0.554355982439476,2.42607369117206,0.0915790242394969,1,-0.579711318724981,1,1,0.156538667015187,1,1,-2.05854725920279,0.237225777436842,1,-1.81550917864594,0.416674180271719,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHST1,-1.7518258505418,0.798037577322272,1,-0.499521625743217,1,1,1.25233789294497,1,1,-0.0945657658108864,1,1,1.22637224002056,1,1,0.269724531237563,1,1,-1.76964637355496,0.767860685111574,1,-1.32720985362026,1,1,-1.6517372924184,0.985881168830056,1,-1.70024666082022,0.890845387986207,1
SLC37A2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THAP2,1.25337703917626,1,1,0.838467176520607,1,1,-0.486573731108538,1,1,1.15621421858499,1,1,0.189476182305423,1,1,0.572136387102273,1,1,1.46366418025066,1,1,1.15819680124341,1,1,1.28158146067691,1,1,1.07437049100577,1,1
C1orf100,-0.711526703859803,1,1,-2.99470035718671,0.0274714567632511,0.831011567088346,-1.9498992685482,0.511881263450169,1,-0.0107804718662708,1,1,0.523568492970277,1,1,2.11511301269404,0.344203164138628,1,0.110083558843431,1,1,0.271182282878341,1,1,0.718215063522192,1,1,0.110938165905512,1,1
MUS81,0.918778541826057,1,1,-1.68086636718589,0.92788874029603,1,-2.41240729749097,0.158475669247867,1,-1.96076249007224,0.499067355871807,1,-2.55492045634086,0.106212066712761,1,-0.674030911055586,1,1,0.897299852608837,1,1,0.704907600260783,1,1,1.21169090903606,1,1,1.36205072499138,1,1
SSH3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM53A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2AZ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHYKPL,0.302852759065948,1,1,-0.95709710714807,1,1,-1.17390000562478,1,1,-0.460586379920057,1,1,-0.666845236002611,1,1,0.236085611584983,1,1,1.51861081285809,1,1,1.44905155713925,1,1,1.7030920940632,0.885508352304625,1,1.61409680051252,1,1
ELF4,-1.17428648581249,1,1,-2.45274881340605,0.141769296446699,1,-1.03043629078769,1,1,-1.12145461845273,1,1,-0.120762665851947,1,1,0.735293822233769,1,1,-2.23589618353333,0.25358572373484,1,-1.96830834266367,0.490325706301885,1,-1.75640429787093,0.79019399517038,1,-1.91676060518927,0.552683518754171,1
PCDHGC3,0.520093084577821,1,1,1.04949466442403,1,1,0.433975972467509,1,1,-1.37920198551885,1,1,-1.69677464836213,0.897392734467466,1,-2.12482911495893,0.336008744706373,1,-1.30658435528154,1,1,-1.4100009609559,1,1,-1.50648674913113,1,1,-0.92279259588892,1,1
PLG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COQ10A,0.746260483840266,1,1,0.421433222097388,1,1,-0.357138094041361,1,1,1.34791998462933,1,1,0.719517722336309,1,1,1.03738852875556,1,1,0.573570629022975,1,1,0.403533752053267,1,1,0.486531461459892,1,1,0.184282577744879,1,1
CCDC63,0.753171885993867,1,1,0.840087019286778,1,1,-0.00141512859233506,1,1,0.909971992231818,1,1,0.305428348785276,1,1,0.324684732949251,1,1,0.909147398562555,1,1,0.747746896437436,1,1,0.751329559950217,1,1,0.652199667310537,1,1
RNASE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPM1E,1.34675907274368,1,1,2.66373163307988,0.0772791871258164,1,1.02690166678725,1,1,1.35182640618962,1,1,0.271826895512389,1,1,-0.523521088329204,1,1,-0.0491856259963445,1,1,-0.333235984978393,1,1,-0.553683438025803,1,1,-0.405198832502447,1,1
KCNG4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSMA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USP48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FBXO22,-2.54708761560933,0.108626156386345,0.743076284178837,-0.248905808144628,1,1,2.31399636355621,0.206679216124786,1,0.00985263161248949,1,1,1.91647832026967,0.553042401449395,1,0.188800494934689,1,1,-0.407573138439623,1,1,0.158036679861979,1,1,-0.356854641447811,1,1,-0.402634930563756,1,1
TLCD3A,-0.00581693467154387,1,1,-0.0677012619923399,1,1,-0.0554809960859404,1,1,2.6541923755759,0.0794984895820959,0.79048818296306,2.51665028538616,0.118476360721668,1,2.70696999035885,0.06790039494978,1,0.327302913018368,1,1,0.327191323908026,1,1,0.34057975288961,1,1,-0.379742627567416,1,1
SEC16B,2.74030321367236,0.0613825273417502,0.524679823158795,0.550880417720756,1,1,-2.2472287278169,0.246254131116281,1,-0.633273497084376,1,1,-2.74069932893574,0.0613085820579235,0.895316706949331,-1.04425910749017,1,1,2.12797862371237,0.333388559571405,1,1.55888004998703,1,1,2.02746457430184,0.42614923831866,1,2.25282063307477,0.242704606922739,1
MS4A10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOLT1A,0.739677537653955,1,1,1.26636500956504,1,1,0.405413055137901,1,1,0.601631862348359,1,1,0.0033291511498067,1,1,-0.32607151247358,1,1,1.47399036835584,1,1,1.29768104793003,1,1,1.20933319138344,1,1,1.27923620973883,1,1
PROP1,1.55384304704158,0.721331157537423,1,-0.762174224215387,1,1,-2.23683256659078,0.151783711182597,1,0.733301027132429,1,1,-0.514705226298631,1,1,1.29968563220066,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEMIN2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LEMD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SNX32,0.326999135304434,1,1,1.44506193402954,1,1,1.0691252966454,1,1,1.3729390640055,1,1,1.05865647485626,1,1,0.176772293832637,1,1,1.70971694426739,0.873182278923582,1,1.60963162463708,1,1,1.33217899445123,1,1,1.26064775138123,1,1
PIGS,2.36893161155523,0.17839551777122,1,-1.81552841969968,0.694427425925483,1,-3.9745434216832,0.000705143972055909,0.0342178457689839,-1.56969397294622,1,1,-3.26828371410783,0.0108201841743804,0.392767061014446,-0.264271212826091,1,1,-1.95757355225274,0.502800732792857,1,-2.45377934116997,0.141363696229366,1,-1.61292888903797,1,1,-1.51782121762043,1,1
PLA2G1B,3.22568817324731,0.0125670194171568,0.192577170904029,3.045020588362,0.0232664382195375,0.770557098556699,-0.396597755579661,1,1,3.2634042629905,0.0110082369917713,0.242138634975155,0.539070769603806,1,1,0.897227742025178,1,1,1.8112699985942,0.700990673796018,1,1.11922500854159,1,1,1.20902286713833,1,1,0.964118357961621,1,1
LTBP4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMPPB,1.88030657419349,0.600663078438625,1,0.560051350811171,1,1,-1.40194280243212,1,1,2.82958211905725,0.04660883708792,0.57977908564506,1.18129872150497,1,1,2.43653246564848,0.148288382500891,1,-0.216345324297125,1,1,-0.645535500146865,1,1,-0.326712322943067,1,1,-0.99124604798883,1,1
MAPK7,-1.49210105838493,1,1,0.794262472580904,1,1,2.21330050284547,0.268769349820243,1,-1.51890912722863,1,1,-0.234514310032728,1,1,-2.13008237816247,0.331648129001306,1,0.172600112595773,1,1,0.496063344409861,1,1,0.0179539879161499,1,1,0.555047352046031,1,1
RNASEH2C,0.196144297969951,1,1,1.53608378010706,1,1,1.13020167646264,1,1,1.2423157768646,1,1,0.991675025512599,1,1,0.12637678248149,1,1,-0.0291701088483829,1,1,-0.0724309506088243,1,1,-0.324789570162593,1,1,-0.352474967673173,1,1
AOC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TUT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATAD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RSF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STOX2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSPG4,-2.05432751359843,0.239664021156295,1,-0.383574604771592,1,1,1.70595840205644,0.528094948918158,1,-3.55291640749247,0.0022859130592367,0.0862261213478069,-1.67569613950934,0.562786358374192,1,-3.25251765113505,0.00686324946320704,0.369623671957803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCAR2,2.07233968037906,0.382337743624122,1,-0.333209978350239,1,1,-2.38374776606667,0.171373439727424,1,2.77054506316588,0.0559625558827597,0.653387384911869,1.01716950829628,1,1,3.02443288151814,0.0249099736685987,0.711920934571578,-0.758142774796051,1,1,-1.19367887596194,1,1,-0.695673146379614,1,1,-1.45920001793849,1,1
SNX33,-0.815111763855606,1,1,0.644269229545729,1,1,1.41626300448076,0.940191091411952,1,1.08574543157153,1,1,1.67884034587095,0.55909897905705,1,0.601152076749656,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMOD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EVX2,0.938961032746493,1,1,0.476148344154661,1,1,-0.525616281658179,1,1,1.29022499702267,1,1,0.521567180838213,1,1,0.969644440013829,1,1,-1.53575475123072,1,1,-1.77012377004988,0.767065245805122,1,-1.64239617496862,1,1,-1.92264581689346,0.545245458324421,1
SNTG2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APOBEC4,2.98951356417236,0.0279422040913577,0.320218346272054,-0.915456191661335,1,1,-3.84794319802379,0.00119113661044764,0.0464343924666972,1.26993440453229,1,1,-1.07665696216431,1,1,1.95028953604931,0.511416191524036,1,1.02223215341943,1,1,0.390150337484609,1,1,1.20027577637452,1,1,0.677291957891359,1,1
MARCHF3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABCD2,2.5864710044914,0.096964328252726,0.693335875925286,1.40947051279086,1,1,-1.35483050506232,1,1,1.79739303585284,0.7227324555337,1,-0.300659783788209,1,1,0.785768618876378,1,1,0.61733574277862,1,1,0.03350121403174,1,1,0.338299004077538,1,1,0.120279437084713,1,1
PRKACA,-1.0566504532087,1,1,-0.86495589584423,1,1,0.227817488222715,1,1,1.20337842896193,1,1,1.89012317144571,0.587414887803245,1,1.76765727305489,0.771182170143435,1,-0.0360687312447085,1,1,0.256288171312328,1,1,0.189415776631715,1,1,-0.440235972784353,1,1
ZNF622,-3.48953551980305,0.00483860750062403,0.100180680185142,-1.61014418080155,1,1,1.9607994164747,0.499024261621863,1,-2.39373627625594,0.166777356201939,1,0.459887274686656,1,1,-1.15320948926439,1,1,0.602334724734554,1,1,1.34190377784414,1,1,0.915619828251204,1,1,1.20233785739776,1,1
PSMD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP1G2,0.542591200966665,1,1,0.563732900442159,1,1,-0.0517730393774809,1,1,0.060274814596381,1,1,-0.370003281757261,1,1,-0.357249263925476,1,1,1.89208361959491,0.584798404353954,1,1.76777126729796,0.770991501929317,1,1.78829153603369,0.737289846969942,1,1.85105167577205,0.641621192136978,1
NFYC,2.14880750422586,0.316496622983824,1,-1.46276902435515,1,1,-3.51063421857294,0.00447039065965874,0.116668430745211,-0.0848259508738144,1,1,-1.80785228204502,0.706294941583656,1,1.0323145722156,1,1,0.52824999766173,1,1,0.0285636849484823,1,1,0.827377488556556,1,1,0.543285323291352,1,1
DHX37,-0.22843556999206,1,1,0.376383731935715,1,1,0.572435621111982,1,1,-2.3880073808579,0.169400015694714,1,-2.07386434369142,0.380919113520074,1,-2.69153734323514,0.071123535298995,1,0.995297689512106,1,1,1.03854590107954,1,1,0.926109718287936,1,1,1.56196404751437,1,1
ALG10B,1.98765246549179,0.281100836922381,1,-0.266054195114946,1,1,-2.17300530771186,0.178679506850352,1,3.1170921474017,0.0109586684112688,0.242138634975155,1.24767825574643,1,1,3.26702656169298,0.00652100896033217,0.362535021638114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPFFR2,0.082126887242116,1,1,-2.49438466281857,0.0757054349165763,1,-2.44779968053384,0.0862389249415514,0.709795109258334,-1.61734588341295,0.634821841113828,1,-1.63252307740921,0.615416046091006,1,0.242558543592967,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASPHD1,-0.158597841465917,1,1,1.00297150503376,1,1,1.0407306620709,1,1,3.23428001779477,0.0121949825893264,0.255327309628661,3.13902427665018,0.0169511403843628,0.498213801139142,2.49228470053869,0.126924254232069,1,-0.106370367924595,1,1,-0.0718547386570464,1,1,-0.299385391564868,1,1,-0.959302543784242,1,1
TRMT112,-1.28121229392319,1,1,0.876146926565129,1,1,1.98729013332296,0.468902544323406,1,1.7546807124538,0.793139369513258,1,2.57499752327997,0.100240804423632,1,1.06348567433471,1,1,-1.02738547976515,1,1,-0.713720630334875,1,1,-1.23001050637941,1,1,-1.55146155834844,1,1
FBXW10,-0.786373896073042,1,1,0.972464497740083,1,1,1.63522039306632,0.612017127646406,1,-2.37323912543486,0.10579706473446,0.922694217146645,-1.56459600843212,0.706065992486308,1,-3.09771379734744,0.01170118014692,0.484532868572685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLKL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCMTD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RHOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADCK5,-0.735732278451461,1,1,-0.700399612592874,1,1,0.116299169437694,1,1,-1.30188225113541,1,1,-0.627364809017348,1,1,-0.772493802750621,1,1,1.21887239455613,1,1,1.36567360597533,1,1,1.3475413396618,1,1,1.52124391429169,1,1
LEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAOK2,-0.350710346118792,1,1,-0.526977196320051,1,1,-0.110899391478339,1,1,-0.458224317091489,1,1,-0.146098465632348,1,1,-0.062773196236046,1,1,-1.38678285318324,1,1,-1.30318149603299,1,1,-1.28593610446986,1,1,-1.25235359988443,1,1
TUBB8B,1.67210531928989,0.567021335422324,1,1.99577143989056,0.275752841224681,1,-0.122168669098148,1,1,5.274319000467,7.99499723847026e-07,0.00065905881806786,2.81783564696403,0.0290091307766431,0.634455566774609,3.47263233116481,0.00309228519005862,0.264319459777763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP2W1,-0.59359097261307,1,1,1.36086198585802,1,1,1.77576542910256,0.7577158802425,1,-0.405302396971557,1,1,0.0989471635912468,1,1,-1.4283793321461,1,1,-0.194552377324464,1,1,-0.0662593549237484,1,1,-0.45054940366592,1,1,-0.0922275427318442,1,1
U2AF2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHYHD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDUFA11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11orf86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCDC106,0.60747430713595,1,1,1.49133366670424,1,1,0.777358067609061,1,1,2.34526604055095,0.190135072717789,1,1.80530172784838,0.710274794186353,1,1.28340312067096,1,1,1.4571260386992,1,1,1.31241398752087,1,1,1.1397752101054,1,1,0.744515261077767,1,1
TLR10,2.74462940002357,0.0363475597597752,0.379652706593975,-1.02227716729058,1,1,-3.58975880855187,0.00198590441648406,0.068528412771785,-0.254876725397787,1,1,-2.53689748413934,0.0671038196150572,0.928984082248868,0.58295163991649,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLR1,1.89635107004918,0.347481824239029,1,-1.1566417072709,1,1,-2.79852894851842,0.0308015805182549,0.369817430011057,0.270710884384205,1,1,-1.21156852158669,1,1,1.1089111227988,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACAD9,2.17845813052572,0.176231676875229,0.996329207188418,2.44004692492498,0.0881121252406589,1,0.0202550797475876,1,1,1.28578955041929,1,1,-0.559349094730803,1,1,-0.615073874422049,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CKS1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAD,1.66356298765274,0.961997936000242,1,1.37503785909297,1,1,-0.387115029397092,1,1,2.42143751101947,0.154592586930906,1,1.08432040298942,1,1,1.42960437734722,1,1,0.152985294035514,1,1,-0.218315439308768,1,1,-0.131530994884967,1,1,-0.537574298618407,1,1
CTBP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CENPS,0.302370538749549,1,1,-0.993224416637745,1,1,-1.19778734882816,1,1,-0.622233312133331,1,1,-0.827231250702794,1,1,0.143548496776183,1,1,0.955460582925022,1,1,0.878784781647083,1,1,1.1666265680687,1,1,1.11033742249711,1,1
LCLAT1,1.4005922785342,1,1,0.782214096414718,1,1,-0.713706471623535,1,1,2.22161484595324,0.263093457076236,1,0.972700095730834,1,1,1.64624157476507,0.997140328702768,1,0.371741175376913,1,1,0.068394639172916,1,1,0.222622555860997,1,1,-0.197123125713984,1,1
DUS3L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAP3K11,1.5285535817349,1,1,1.4609387245735,1,1,-0.203908348586858,1,1,-0.362049054760904,1,1,-1.53296721409024,1,1,-1.45432924618199,1,1,-0.490075238288145,1,1,-0.815376428495072,1,1,-0.774298762951503,1,1,-0.391163550236597,1,1
VPS26C,1.46196003597154,0.862512969494978,1,0.749124294960284,1,1,-0.736544998663043,1,1,1.87434195895113,0.365299846687965,1,0.657496355957153,1,1,1.28035438078595,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSME3IP1,-1.65033486368667,0.988744653668953,1,-2.08553939475926,0.370203660892623,1,-0.250998678024607,1,1,0.750428672380192,1,1,1.88819250188587,0.590001120703759,1,2.16509696692917,0.303802602090745,1,-1.75371115795011,0.794800126549992,1,-1.34675432994746,1,1,-1.29090794452349,1,1,-1.93905446995148,0.524947059064001,1
OR6M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RORA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRIP3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2RY14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPR171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPARGC1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETFB,0.188976879429101,1,1,0.858428055352344,1,1,0.608517512192481,1,1,0.710280426827414,1,1,0.539048411985376,1,1,0.076579561567792,1,1,-1.47958602587508,1,1,-1.5162870167682,1,1,-1.66293368149907,0.963257113649241,1,-1.65347365526184,0.982345034485835,1
EEF1A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPM1J,0.110596821022983,1,1,-1.43865013836176,1,1,-1.42901542755547,1,1,-0.979315820999983,1,1,-1.01639024595922,1,1,0.10948412169306,1,1,-0.318485147285781,1,1,-0.341010778528286,1,1,-0.0335414836999052,1,1,-0.0613715619221279,1,1
XCR1,-1.32780749225419,1,1,-1.24102879503889,1,1,0.177690266226508,1,1,-0.913161153533009,1,1,0.169155152562501,1,1,0.0309953112936604,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF2,0.0393314292388021,1,1,-1.35172071002675,1,1,-1.28330909496011,1,1,1.46560649436526,1,1,1.37113711917336,1,1,2.38940439322866,0.168757155399678,1,-0.173682888783995,1,1,-0.183246842253069,1,1,0.182041125918601,1,1,-0.675420511907637,1,1
ZMIZ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
