"","main_Rho","Herbivore_Rho","Vertivore_Rho","main_P","Herbivore_P","Vertivore_P","main_p.adj","Herbivore_p.adj","Vertivore_p.adj","Driver","DriverNumeric"
"SDC2",-0.254145329036485,0.677995653628967,0.405840470987678,1,0.497774449020482,0.684859819981797,1,0.748135903597363,0.863018266513925,"Herbivore",1
"THAP9",1.89752848961717,-1.96050744066998,0.383328815127314,0.346549334154143,0.0499365091600047,0.70147597660453,1,0.222368372795197,0.870652056629054,"Herbivore",1
"DDX19A",1.4000703656941,-0.332124059968614,1.64439177387096,0.968953488907953,0.739795583091267,0.100095303218473,1,0.888972244519709,0.35614592692858,"Vertivore",2
"FAM151A",0.614905839871556,-1.41212038255265,0.0539465865295644,1,0.157914518164868,0.956977719996519,1,0.422173251679754,0.983191572086211,"Herbivore",1
"DDI1",-3.66799157959599,2.09230127862694,-2.65911801868304,0.00146677939767438,0.0364115734123584,0.00783455137360445,0.0502363628627523,0.185497735042276,0.104812279846698,"Both",3
"ZNF804A",-1.74774424592326,1.27801166678789,-1.44535163610032,0.483049941080852,0.201245312639908,0.148359140820483,1,0.476968163851479,0.430595015940156,"Both",3
"FNTA",2.30901857128965,-1.8627727373562,1.38645794209904,0.125655304335857,0.0624942472369281,0.165607114226282,0.780264503471546,0.252673797321868,0.451177823462078,"Both",3
"LUZP1",0.443665079499086,-1.94823142097971,0.221862320270168,1,0.0513872787340334,0.824421063594187,1,0.226279924205365,0.930630038893292,"Herbivore",1
"AHSP",0.0253278478802494,-0.00913243066986957,0.471069020689195,1,0.992713475850301,0.637591447023973,1,0.997424848328754,0.838062937590296,"Vertivore",2
"WDR48",NA,1.62003483882412,NA,NA,0.105224793316969,NA,NA,0.335679723454981,NA,"MissingData",5
"MN1",-0.271596711981286,-0.27063711563657,-0.416654152012004,1,0.786670146600055,0.67693139407495,1,0.912816694555107,0.858669284521691,"Vertivore",2
"ING2",0.0246569336958827,1.11683340855225,0.878483594277301,1,0.264065561421178,0.379681336942218,1,0.551435027708821,0.660469629885735,"Unclear",0
"SCN11A",4.4821451722653,-2.55937216317177,3.84573145619755,4.43378668910325e-05,0.0104861414941469,0.000120193345027654,0.00533815344532786,0.0890360751590506,0.0203977559921089,"Both",3
"BFSP2",-1.07194042709392,1.00216371913309,-0.180191308711159,1,0.316264527319072,0.857002381400763,1,0.59999200881494,0.944040475561813,"Both",3
"CANT1",-0.461170622705451,2.04571987071766,0.110131885746429,1,0.0407839395774184,0.912304780790632,1,0.197841025663952,0.967246168830667,"Herbivore",1
"ITGB2",0.0882163788226749,0.76800850394747,1.94076888408816,1,0.442482132694132,0.052286316803656,1,0.70801509267909,0.260720756171133,"Vertivore",2
"COPRS",2.34866551534732,-3.15054484638495,0.71881036604218,0.113044940118589,0.00162966235403637,0.472257769791644,0.73755109095083,0.0276598922477231,0.732790359043866,"Herbivore",1
"GABARAP",NA,-3.4299989247398,NA,NA,0.000603583641094368,NA,NA,0.0141789670123168,NA,"MissingData",5
"TMEM42",-0.856996011747319,-0.889372852743875,-1.36024361284074,1,0.37380272978178,0.17375284548288,1,0.6537526731703,0.461486879021863,"Vertivore",2
"KIF5B",2.66363064565679,-0.272055532790448,2.37282894312624,0.0463814328162004,0.785579320035038,0.0176524369807988,0.428540050337034,0.912241123699448,0.154737954092317,"DoubleBoth",4
"TMEM256",-0.0845007533950738,-0.270197317807654,-0.104213648552841,1,0.787008456062483,0.916999802971047,1,0.91301220845898,0.968197389066797,"Herbivore",1
"CKAP2L",0.377940519403974,-0.553832529152676,-0.414191660047256,1,0.579693463902262,0.678733749130408,1,0.800315509373097,0.859600414796719,"Unclear",0
"PDILT",3.10039891720146,-3.00457438496496,0.878142780918264,0.0115956099407526,0.00265952718270411,0.37986623906365,0.190992467333835,0.0379474261482842,0.660469629885735,"Both",3
"PTGER4",0.911996378361762,0.968707792466647,1.50223107070371,1,0.332691003492065,0.133037443156522,1,0.615616870815725,0.409997745428887,"Vertivore",2
"HTRA4",1.5495629085351,-2.3828522591485,0.700027434466313,0.72747876819842,0.0171790872859442,0.483910171570627,1,0.120295971082587,0.741802418695093,"Herbivore",1
"MTCH2",0.997259234651665,0.467131695068534,1.38615376946887,1,0.640405659005907,0.165699954644923,1,0.835878384586938,0.451349344446694,"Vertivore",2
"CDC25A",1.36225578745326,-1.16476687820592,0.358699614627385,1,0.244113369420565,0.719819816711265,1,0.528635084160046,0.879531676567343,"Both",3
"C1QTNF4",0.719950991070846,0.119821242079688,0.986259464069742,1,0.904624754426743,0.324005805926094,1,0.961617997257362,0.612258687940413,"Vertivore",2
"SF3B3",NA,3.69978120159938,NA,NA,0.000215785424702186,NA,NA,0.00705555774225607,NA,"MissingData",5
"CXXC5",1.31685140536222,-0.763087958514566,1.83881871213244,1,0.445410940849324,0.0659418550489327,1,0.709549800719333,0.29276477914729,"Vertivore",2
"VAT1L",-0.0637094980885075,0.00809201691481448,-0.178921226024329,1,0.993543575099902,0.857999555762241,1,0.997608265458317,0.94427464953606,"Vertivore",2
"MYRIP",-2.14251632222647,1.74294988220552,-1.23419840792192,0.192911739933866,0.0813423696343106,0.217128980552769,1,0.293582380183153,0.507193956428862,"Both",3
"GPR82",2.34427015687318,-0.639180542331055,2.06350892166236,0.114386140718122,0.522705488581898,0.0390643010395284,0.743267003992682,0.764504057880564,0.224344944068835,"Both",3
"DESI2",-0.96065079332319,3.38835290435705,1.35410235813792,1,0.000703137320774903,0.175703723983759,1,0.0157855302388371,0.462653203861716,"Herbivore",1
"RGPD8",1.14024481978929,-2.20630381989214,0.359778803739043,1,0.0273627341110903,0.719012555404588,1,0.157781059127237,0.879169160360795,"Herbivore",1
"NEUROD2",0.764313432774334,0.777456269289088,1.50057596421271,1,0.436889625392211,0.1334652719756,1,0.704417144335321,0.410362242174986,"Vertivore",2
"OR1S2",-0.154184010669241,-1.93096520579742,-0.676867151542961,1,0.0534873554170606,0.498490247311468,1,0.231564247851265,0.75322095792241,"Herbivore",1
"OR6Q1",0.433906853921858,-2.25250650714766,-1.0905856232463,1,0.0242902819707532,0.275455258457576,1,0.146691945031274,0.569028844319032,"Herbivore",1
"CDK5R2",2.39533317557178,-1.29732234525183,1.89070248972513,0.0996316122915688,0.194520299064911,0.0586640699234143,0.682487287366309,0.470313175349515,0.275207197398702,"Both",3
"CALB2",0.188624624200799,1.46974281117362,0.946074217150531,1,0.141631423176259,0.344110733205639,1,0.397731070385306,0.631831815504251,"Herbivore",1
"SCAMP3",-0.00435265654920303,1.33766768620225,1.09869741754756,1,0.181004789164878,0.271900069370235,1,0.454024547752014,0.564674147619617,"Unclear",0
"P2RY12",2.90082694623306,-2.04227527591704,1.53851244615174,0.0223307612916988,0.0411242331642094,0.123923367732088,0.280136061918454,0.198624164290426,0.395190967100173,"Both",3
"PRSS27",1.60838509985647,-0.871665936665602,0.955104403477018,0.6465051776701,0.383390648239677,0.339524902341615,1,0.661878689670563,0.626917374690435,"Both",3
"TRH",0.527790069993938,-1.43768841457241,-0.266353383768473,1,0.150522481750575,0.789967063139901,1,0.410893416649227,0.914986974661473,"Herbivore",1
"SLC25A33",0.603973971986464,-0.778911633892255,0.533172669961246,1,0.436031770282118,0.593914058342212,1,0.703807903256608,0.810927313071848,"Unclear",0
"ALKBH3",0.578245848420485,-0.616018256178224,-0.0216398793048944,1,0.537882470831751,0.982735221886478,1,0.774843314051889,0.992526432054387,"Herbivore",1
"PDHB",0.240550472582628,1.05672814403976,0.448879201248435,1,0.290635676573351,0.653518800580347,1,0.576777258971251,0.847638296605029,"Herbivore",1
"JUNB",3.05261870730791,-0.37547328492919,3.42157312408353,0.0136112391203056,0.707308511077938,0.000622599803046808,0.211942428528964,0.874213105952997,0.035220027809809,"Vertivore",2
"BUB1",0.777047394166301,-2.81172032775507,-0.124782340663158,1,0.00492773288047765,0.90069586821944,1,0.0567425715168241,0.962700241213791,"Herbivore",1
"CTNNA1",-0.149523306986985,1.69794294361534,1.43090186563734,1,0.0895185310866792,0.1524583423021,1,0.309579053311461,0.434559502194927,"Unclear",0
"NUDCD2",NA,3.25214324981313,NA,NA,0.00114538279899119,NA,NA,0.0217422562827706,NA,"MissingData",5
"TTC36",-0.206289643999898,-0.0337644406177596,0.469989908057769,1,0.973064992043789,0.638362227776902,1,0.98922141698791,0.838492311361191,"Vertivore",2
"LETM1",-0.964183277272944,1.42805542923036,-0.588662689177231,1,0.15327590492701,0.556087571514062,1,0.414793167671193,0.789603034923832,"Herbivore",1
"PALM2AKAP2",-1.54648733489595,0.0927914928977951,-1.16692652174537,0.731921498904947,0.926069209535816,0.243240044292878,1,0.970432881908847,0.534644019276957,"DoubleBoth",4
"AURKC",1.56062932667563,-1.51089297089557,1.32511825845684,0.711667410615344,0.130815722034536,0.185131931175517,1,0.380824625816795,0.471460578060194,"Both",3
"ACOX2",0.510278417873694,-3.08548961598317,-0.686207946161565,1,0.00203217319949185,0.492581987671619,1,0.0315210482206349,0.748885399959528,"Herbivore",1
"STARD5",-1.90552261107614,2.0613980444173,-0.540496087449975,0.340273026675809,0.039265081276718,0.588854958500012,1,0.193566819469076,0.808521572756823,"Herbivore",1
"INSR",0.354249280808179,0.329432358662171,-0.102380338669736,1,0.741828912833197,0.918454789128525,1,0.889700691684298,0.968534896921365,"Both",3
"ZCCHC4",-0.231668264151769,-0.332002350862336,-0.856028200045407,1,0.739887483868199,0.391982181297743,1,0.888994163099051,0.670118717184053,"Vertivore",2
"UBTF",0.832242490633314,0.0313184841285869,1.80185681754418,1,0.975015549435232,0.0715679357341755,1,0.990227258195218,0.304410617101939,"Vertivore",2
"RPS9",NA,4.60259251963965,NA,NA,4.17264103250927e-06,NA,NA,0.000540979272888952,NA,"MissingData",5
"KCNK3",2.13272114734716,-0.584038663008207,2.96747457290871,0.197685648443939,0.559194300177338,0.00300257116326759,1,0.788515042329228,0.0680473092877613,"Vertivore",2
"ACHE",1.68449034497229,-1.23978955034807,0.76802109767904,0.552521663006245,0.215053244278763,0.442474650811299,1,0.492901058107225,0.709688778081583,"Both",3
"GSX1",1.99040881696063,0.240540399615794,2.41087103893904,0.279275516619294,0.80991134805097,0.0159144745279087,1,0.922909298465681,0.146837033151823,"Vertivore",2
"POLR1D",1.61812167935839,0.0519545974091687,1.61462444212375,0.633818263616685,0.958564870539884,0.106392049033734,1,0.984001139112158,0.366615083908517,"Both",3
"IL16",-3.80048335111982,2.35885270472634,-2.74224589841245,0.000866484726854602,0.018331530311007,0.00610206418462599,0.0361326614118753,0.125057144280771,0.0937024056145597,"Both",3
"CEBPB",NA,0.470360031378001,NA,NA,0.638097814680347,NA,NA,0.83448075113146,NA,"MissingData",5
"FAM189A2",-2.64408497616419,1.00703504037476,-2.06693369769435,0.0491472535408417,0.313917935696293,0.0387404019320807,0.442383860238899,0.597685612612273,0.223162402599199,"Both",3
"DONSON",-0.154155149759604,-0.163712022737467,-0.428662454633298,1,0.869957852475119,0.66816888763458,1,0.949678090846175,0.85425895799352,"Vertivore",2
"SIX2",NA,1.72965942744557,NA,NA,0.0836911416347581,NA,NA,0.298799496642686,NA,"MissingData",5
"RFXANK",1.18846421691589,-0.966864755442363,0.53528295791695,1,0.333611647606047,0.592454208991082,1,0.616381077857792,0.81014685433479,"Both",3
"IL7R",1.40549094345407,1.08292856000931,2.15505738646485,0.959252043102066,0.278840133945924,0.0311573438141384,1,0.566637134471957,0.203638547205374,"Vertivore",2
"LMAN2",1.32671645762488,0.275383076498642,1.31389394861359,1,0.783021944634682,0.188881895426309,1,0.91086875892748,0.475875254131604,"Both",3
"SHLD1",1.3320354087483,-1.37609234660165,0.963007846656544,1,0.168793044725256,0.335543585524675,1,0.437645016108841,0.623145033981366,"Unclear",0
"MDM1",1.31922308613582,-1.48674376536259,0.808662147417169,1,0.137082498900798,0.418709506727453,1,0.391308667108713,0.69235928588065,"Herbivore",1
"POP7",1.04059544317901,-0.2351019358423,1.26300963594665,1,0.814129616219389,0.206585716773866,1,0.924763265610888,0.496680306137398,"Vertivore",2
"NSG2",0.533259517152791,1.8072897146957,1.20555769943382,1,0.0707171188721706,0.227988077697738,1,0.270279127516862,0.518480390426471,"Unclear",0
"PRELID1",-0.861220214514064,1.54855175154641,0.727929266804038,1,0.1214895120239,0.466656886498374,1,0.366435336880424,0.727838250069336,"Herbivore",1
"GNB2",NA,4.68612441000565,NA,NA,2.78427054454965e-06,NA,NA,0.000425348799860441,NA,"MissingData",5
"NRTN",-0.1963211691642,0.380954693447674,-0.48738199200175,1,0.703236867438395,0.625987652715244,1,0.871465319901296,0.830909351139032,"Unclear",0
"EMB",-0.853637601638291,0.228528795755369,0.194352125950577,1,0.819235172550993,0.845900173059013,1,0.926591508748799,0.939816598402135,"DoubleBoth",4
"GLOD5",-0.0272835942730338,-1.43207590505623,-0.812381659101122,1,0.152122099316656,0.416572667023479,1,0.412744087973606,0.690536029140881,"Herbivore",1
"HCN1",-0.290656987526484,0.619098362412752,-0.0239641834475343,1,0.535851562071056,0.980881177965318,1,0.773658421440455,0.991316782334437,"Herbivore",1
"EIF2AK3",1.20124667512064,-1.23664774023555,1.53588210199613,1,0.216217888047856,0.124567298543617,1,0.494242807413299,0.396348109796249,"Unclear",0
"RAB24",NA,1.36980367554208,NA,NA,0.170748194409205,NA,NA,0.440707665275181,NA,"MissingData",5
"TEX37",0.298699121117685,0.0667588073089482,0.648574825286151,1,0.946773717219816,0.51661323190989,1,0.978027732539105,0.766194644026608,"Vertivore",2
"HIPK3",1.73292266314815,-2.32279859540325,1.17841861002283,0.498656493200406,0.0201899745770358,0.23862976213331,1,0.131746899323339,0.530393416004086,"Herbivore",1
"PA2G4",0.671367749107932,2.28122288069611,1.58422517087488,1,0.0225352614726953,0.113142487224039,1,0.1402203659159,0.378662558615528,"Unclear",0
"MMADHC",0.933898065638644,0.89188400196087,2.56755114091423,1,0.372455110421471,0.0102419680505886,1,0.652309549953714,0.119715259115023,"Vertivore",2
"ARNT2",-2.52725911662752,3.09971046579933,-0.865949883986913,0.0689739918896478,0.00193709898731129,0.386517645483579,0.551791935117182,0.030572967366435,0.665674175300339,"Herbivore",1
"CES3",-1.13405178487437,1.45739260098997,-1.46824280893211,1,0.145008038323312,0.142038279739699,1,0.402619890340934,0.423639954596442,"Unclear",0
"TCTN2",-0.274582869820545,-0.038170974845242,-0.638743061060979,1,0.969551362742101,0.522990094774461,1,0.988451459298466,0.770055031208285,"Vertivore",2
"MRC2",0.711366846392266,1.19317466155061,0.971504449931137,1,0.232800975973954,0.331297138265796,1,0.51402683824572,0.61880406613178,"Unclear",0
"SHCBP1",1.15682505568546,-1.11400087428254,0.490076968703351,1,0.265278811582038,0.624079434903112,1,0.552331953363295,0.830346704085325,"Both",3
"SCN1A",-1.01848355814557,2.42749575724559,0.445161290322581,1,0.0152034646727214,0.656203198778014,1,0.112788835154227,0.848702939566281,"Herbivore",1
"BRD3",0.638055169116456,-0.459212223925842,1.38991833187797,1,0.646081773276721,0.164553678235642,1,0.838605286201167,0.44984954861016,"Vertivore",2
"TRABD",-1.07101431355039,0.175796323019016,-0.690436336406443,1,0.860453958457283,0.489919832701067,1,0.945538053791068,0.746996684142632,"DoubleBoth",4
"ARF4",NA,2.10565905339112,NA,NA,0.0352339790364365,NA,NA,0.181546527553546,NA,"MissingData",5
"HOXC10",-0.377421886587866,1.12873266949783,0.212227587675778,1,0.259010623349758,0.83192948506685,1,0.54488036260561,0.933047284542806,"Herbivore",1
"PDS5A",1.29335337403982,0.51251061667682,1.94562755022423,1,0.60829369195509,0.0516994951517171,1,0.817903977843223,0.25922902568279,"Vertivore",2
"RNF139",-0.0903664077598724,1.17766156028215,0.10992278788024,1,0.2389315572587,0.912470609940349,1,0.521805660415827,0.967246168830667,"Herbivore",1
"FOS",0.887304761580466,0.226613933559449,1.15025440989176,1,0.820723956729339,0.25003910215473,1,0.927255228864992,0.543179219710764,"Vertivore",2
"TMED10",-0.166728509696809,0.783903179681729,-0.428411841816693,1,0.43309692389198,0.668351304727849,1,0.701648932878944,0.85425895799352,"Herbivore",1
"PCBP1",-2.37902379570423,3.06497166088877,-1.33698309993949,0.104151332196575,0.00217690623134705,0.181228153386313,0.700713461691343,0.033163038631489,0.467346856605947,"Herbivore",1
"KCNJ4",-0.594580435813091,1.39292906269958,0.255290534951919,1,0.163641242939728,0.798498709822186,1,0.429896419256085,0.919037149520255,"Herbivore",1
"THAP11",-0.119929125975919,2.73116835356951,1.83755156245501,1,0.00631102238474206,0.0661285118823731,1,0.0654480881857223,0.293162619158017,"Unclear",0
"CAMTA1",-0.897432509172017,0.548502234138294,-0.244382058127915,1,0.583347095635395,0.806934936127979,1,0.802467374450828,0.923189310352749,"DoubleBoth",4
"RFX2",0.37889395860124,-1.46172932979256,-0.00837102237955798,1,0.143815396627679,0.993320968489733,1,0.400514341825657,0.997746884888537,"Herbivore",1
"CHST11",1.70214154006223,-0.290065738868083,3.24924631127915,0.532373030744958,0.771765945931869,0.00115711237475213,1,0.905505191285534,0.0450584582660463,"Vertivore",2
"ANTXR1",0.846837914162214,0.333165491765122,0.907254366522167,1,0.739009365092232,0.364272299810622,1,0.888422665488392,0.647595199663327,"Vertivore",2
"FGGY",1.43238044635514,-2.07402217985961,0.600029129193396,0.912209828797752,0.0380772510117062,0.548486822541992,1,0.19005824367411,0.784871966009662,"Herbivore",1
"KREMEN2",1.15122234687801,-1.14683509315837,0.447930294771807,1,0.251449782391191,0.654203503775575,1,0.537338782895616,0.847798345862401,"Both",3
"SDR16C5",-1.26308688956816,-0.906403589303307,-0.798772366980658,1,0.36472227369719,0.424422416204894,1,0.644158637990604,0.696010457345409,"Both",3
"CHCHD7",1.72990384865923,-0.927675199840957,0.874025391136554,0.501884733354445,0.353576076643864,0.382104426223805,1,0.634962121146343,0.66178187354218,"Both",3
"N6AMT1",0.275558865007256,0.459279326771846,0.758711436873098,1,0.646033591457102,0.448025193855634,1,0.838605286201167,0.714193337729721,"Vertivore",2
"PROKR1",-0.38970103446426,0.670499912832211,-0.372077273611238,1,0.502539161996538,0.709835316574713,1,0.751184274350441,0.874498582507705,"Herbivore",1
"KCNAB3",0.443954756308106,-1.96747581279929,-0.219466620318082,1,0.0491283816981117,0.826286579163132,1,0.220404632976666,0.931214520064863,"Herbivore",1
"APLF",1.59644303287526,-1.59012039916993,0.396665831455322,0.662339489483451,0.111807668650671,0.69161389996507,1,0.34871858786968,0.865969578411813,"Both",3
"REPS2",-2.07671182924846,2.82898550724638,-0.487118614935676,0.226968984914985,0.00466958135094844,0.626174275415456,1,0.054622542635163,0.831011005700294,"Herbivore",1
"MCM7",0.360382976145362,-1.2353853632422,0.794540473965245,1,0.21668711752999,0.426880856353569,1,0.494785204489275,0.69766153519042,"Herbivore",1
"ATP6V1G2",NA,2.89759967076283,NA,NA,0.00376030233794969,NA,NA,0.047590335393388,NA,"MissingData",5
"COPS6",NA,1.72000052869889,NA,NA,0.0854323454790115,NA,NA,0.301806076088992,NA,"MissingData",5
"GPR37",-1.35562934343492,2.42506420164312,-0.842942791301698,1,0.0153056797382429,0.399260439900465,1,0.113026742216662,0.675723939934989,"Herbivore",1
"HAS2",-0.102283435712585,0.555130017549438,0.72774290696117,1,0.578805732227061,0.466770979669569,1,0.800017812482599,0.727880786883339,"Unclear",0
"ANKK1",-1.749234996773,1.01593372131075,-0.58062185932878,0.481502441819708,0.309660949460466,0.561495336454477,1,0.593622224487687,0.793045952226559,"DoubleBoth",4
"EGLN2",0.442007972359617,1.43295955987013,-0.31295968674665,1,0.151869394605111,0.754311290030859,1,0.412405933515537,0.897189856071883,"Herbivore",1
"ARAP2",-0.695977761988457,1.06257075750304,-0.277005843809157,1,0.287976654136217,0.781775618957508,1,0.574217442107755,0.911536310234092,"Herbivore",1
"GPRIN1",2.93245882931939,-2.06239160637382,1.71584347637334,0.0201773704251073,0.0391704677866045,0.0861906943831642,0.262949959362227,0.19338543761091,0.332820110581829,"Both",3
"HS1BP3",-1.44075853339731,0.75492479399692,-0.717943308496988,0.897917472212153,0.450294108085184,0.472792242858288,1,0.712844730730809,0.733243047143607,"Both",3
"HINT1",NA,-0.179167865898211,NA,NA,0.857805894716817,NA,NA,0.944190898878858,NA,"MissingData",5
"KBTBD2",0.557759803540797,1.09233899879408,1.3317919788332,1,0.274684124751837,0.182928554475085,1,0.562804314027804,0.468932940731786,"Unclear",0
"RIOX1",4.60335914302612,-3.83984750438567,2.82605678962088,2.49438243222003e-05,0.000123110756974733,0.00471249084725506,0.00373021309467835,0.00479688043221984,0.0820212739323857,"Both",3
"CPLX1",NA,2.51950704553947,NA,NA,0.0117519288436329,NA,NA,0.0963475185640778,NA,"MissingData",5
"CLEC7A",-0.916481363390093,-0.126730467437447,-1.21971676876379,1,0.899153730725031,0.222572262532602,1,0.9605472102631,0.512972713742058,"Vertivore",2
"AFAP1L2",-2.16873550622609,1.29403246364162,-2.16038327438811,0.180616620606359,0.195654207622108,0.0307430111537553,0.96091350392337,0.471577554103606,0.202990407756584,"Both",3
"CAVIN2",-1.90038411978744,1.42124788570229,-2.31231740611396,0.344296376147626,0.155244708042705,0.0207601981656817,1,0.417653356458788,0.165730461466415,"Vertivore",2
"C15orf40",-1.63036067997697,0.722784082382558,-0.721471759650753,0.618151738766004,0.469812548137896,0.470619309705798,1,0.727334440569928,0.73122457090797,"DoubleBoth",4
"RAMAC",0.557083863491252,1.88638083257077,1.4571096106627,1,0.059243653601819,0.145086125900101,1,0.245514924176736,0.426504641026689,"Unclear",0
"FRMD3",1.42559595815922,-0.0385773337173249,0.928584573228379,0.923910021742545,0.969227373911033,0.353104419714604,1,0.988374111590056,0.638335027572637,"DoubleBoth",4
"H1-4",1.03804648290524,1.67621733240488,1.76225935540552,1,0.0936956304115736,0.078025487682917,1,0.316332529335804,0.31841974549414,"Unclear",0
"ADORA2B",0.430620894798914,0.0269417609758361,1.12817085281936,1,0.978506185152635,0.259247770909924,1,0.991889540639738,0.551884257369889,"Vertivore",2
"HOMER2",-2.86180023542737,3.39904266978615,-1.79427059635813,0.0252745391199574,0.000676221656081072,0.0727699888863086,0.304666112424451,0.0154365755158621,0.30707859568458,"Herbivore",1
"GPR25",0.297978060891577,-0.537326985657395,0.762805225043008,1,0.591041768213401,0.445579564540418,1,0.807365247005816,0.712072637868397,"Unclear",0
"ANKS3",1.1872903856121,-0.839798823204452,1.23624212543129,1,0.401021193390435,0.216368576513817,1,0.676183555983102,0.506001533335456,"Unclear",0
"HSPB2",-1.87629479392236,3.47252248938505,0.238937970138205,0.363688869154826,0.000515591812230047,0.811153682225862,1,0.0128770842595329,0.924424696297074,"Herbivore",1
"NUDT16L1",NA,0.44412464234351,NA,NA,0.656952471189318,NA,NA,0.844605112282883,NA,"MissingData",5
"RPAP1",-0.666768941428115,-0.587308568041797,-1.32676524414048,1,0.556996487769754,0.184586350871131,1,0.787546178488485,0.471105973129378,"Vertivore",2
"MACROH2A1",NA,0.229816581067766,NA,NA,0.818234299718101,NA,NA,0.926538023966863,NA,"MissingData",5
"TIGD4",4.95538125934695,-4.63348007207486,3.3573496810339,4.33131582196783e-06,3.59569386814357e-06,0.000786935199244905,0.00139191902500005,0.000489769763938984,0.0390609628802426,"Both",3
"PPP4R4",-0.428880661735651,-0.0230365168362409,-0.248635197002706,1,0.981621144447968,0.803642979996868,1,0.993225565369614,0.921167456163975,"DoubleBoth",4
"SPACA5",-1.76552465144624,0.0484941922336399,-0.258529787604704,0.464853785583456,0.961322392924215,0.795998062908171,1,0.985363484735659,0.917837601508895,"DoubleBoth",4
"KMT5B",-3.65919256759156,0.41983380496457,-2.75632022863292,0.00151806702136849,0.674606867618988,0.0058455735987436,0.0512950431560396,0.855811435958063,0.0918746551877454,"DoubleBoth",4
"KCTD19",-1.09673690939286,-0.590095967277871,-0.927024381973854,1,0.555126312331931,0.353913875175178,1,0.786281856029203,0.63889600504483,"Both",3
"DRD5",0.206268474846851,0.760236516921377,0.118783396211279,1,0.447113220819597,0.905446963446873,1,0.710706849960025,0.964396199700408,"Herbivore",1
"TMEM154",NA,-0.436564125065398,NA,NA,0.662427484737242,NA,NA,0.84765825373853,NA,"MissingData",5
"GPR22",1.18876836714627,-0.685295544228345,1.46210545555701,1,0.493157442946669,0.14371231398837,1,0.744477907882915,0.425691420586807,"Vertivore",2
"GPR27",1.4698974802174,1.29845100192317,1.7581711626313,0.849537132816734,0.194132403091827,0.0787183903352345,1,0.470216993681326,0.31947491375359,"Unclear",0
"ARL6IP1",2.86571327159743,-0.845533587896059,2.73458967049,0.0249642544380148,0.397812987710637,0.00624580808438723,0.301648079225421,0.673787953793283,0.0947047775766582,"Both",3
"NUDT6",0.966627028529772,-0.83311680409539,0.734275285443915,1,0.404778857268605,0.462780977453152,1,0.678917683926616,0.72566305215358,"Both",3
"ELOVL5",0.370023796401494,-0.907822601850277,-0.513812961493282,1,0.36397195498365,0.607382765004483,1,0.643474781310153,0.819652446938879,"Herbivore",1
"SLC6A19",3.66621634504725,-4.05120384320822,1.87328708173207,0.00147699413843021,5.09547914229001e-05,0.0610287527793326,0.0504717634996604,0.00275308738057929,0.280773159299129,"Herbivore",1
"UTF1",2.15209018938378,0.0053224720008258,2.47203862811638,0.1883415101421,0.995753301815824,0.0134344999122257,0.984669494353158,0.99790357282033,0.135910707752349,"Vertivore",2
"MRM3",0.894988035902826,0.0725682080312,0.549750039758171,1,0.942149726310232,0.582490830018262,1,0.975985886735159,0.804470136564477,"DoubleBoth",4
"CDKN2A",0.288884961211888,0.713399237412332,1.1426937163811,1,0.475598744855733,0.253165779618836,1,0.731888356153667,0.546780511246686,"Vertivore",2
"SOX7",1.37397129852811,-1.74409291496191,1.19184132758642,1,0.0811428893020349,0.233323467541292,1,0.293196923363359,0.524998461914311,"Unclear",0
"CRYGA",-0.858318590020663,0.250318686106284,-1.12886885002373,1,0.802340906942511,0.258953163038426,1,0.920055641227354,0.551732060168202,"Vertivore",2
"TMEM126A",2.81116514885893,-0.198345557636557,2.5294656238187,0.029617465047397,0.842774709823449,0.0114236363959148,0.328770244218191,0.936908273942621,0.126497510354763,"DoubleBoth",4
"RGPD3",1.40729873595015,-2.46424592763442,0.671868630080112,0.956032944082878,0.0137301868102693,0.501667332645731,1,0.106298554027497,0.755371729596926,"Herbivore",1
"C8orf74",2.93095321497277,-2.19691352489676,1.45054951161185,0.0202754201779022,0.0280266227322032,0.146905342829343,0.263772563623631,0.15995898868531,0.429345645916099,"Both",3
"LDB2",-0.252408254124187,1.20810334819072,1.68929886139142,1,0.227007512022469,0.091162171480722,1,0.507182580071988,0.341073430281106,"Unclear",0
"INSL5",0.332387395030018,-1.19202385751122,-0.0468601297596276,1,0.233251890732177,0.962624705007032,1,0.514812077461582,0.985709124118545,"Herbivore",1
"ECEL1",-0.414559259006119,1.1462968002647,-0.00240437416935425,1,0.25167236643163,0.998081588820273,1,0.537512880951634,0.999127425396322,"Herbivore",1
"TM4SF20",0.78075649863949,-0.845594767992931,0.346830412205806,1,0.397778845270819,0.728718728017818,1,0.673787953793283,0.884772320577261,"Herbivore",1
"PEX6",-0.0586603570795161,0.0527037051874335,-0.102103240512477,1,0.957967986818197,0.918674728902491,1,0.983741872551596,0.968534896921365,"Vertivore",2
"KNDC1",-1.05273252845281,0.34685927369052,-1.04184089529842,1,0.728697044206234,0.297485450413847,1,0.882957227319391,0.588040864160548,"Both",3
"KRT78",-3.13893806751303,-0.160290383775745,-3.61183785335071,0.0101736768315653,0.872652333570238,0.000304034654037804,0.175214612159592,0.950471257177069,0.0282823199368144,"Vertivore",2
"CTNND2",-0.512254141723204,-0.225970825960209,-0.62557472274415,1,0.821224110983959,0.531593922711322,1,0.927255228864992,0.775917530791632,"Vertivore",2
