"","Herbivore...Insectivore.Rho","Herbivore...Insectivore.P","Herbivore...Insectivore.p.adj","Herbivore...Omnivore.Rho","Herbivore...Omnivore.P","Herbivore...Omnivore.p.adj","Insectivore...Omnivore.Rho","Insectivore...Omnivore.P","Insectivore...Omnivore.p.adj","Herbivore...Vertivore.Rho","Herbivore...Vertivore.P","Herbivore...Vertivore.p.adj","Insectivore...Vertivore.Rho","Insectivore...Vertivore.P","Insectivore...Vertivore.p.adj","Omnivore...Vertivore.Rho","Omnivore...Vertivore.P","Omnivore...Vertivore.p.adj","Carnivore...Herbivore.Rho","Carnivore...Herbivore.P","Carnivore...Herbivore.p.adj","Carnivore...Omnivore.Rho","Carnivore...Omnivore.P","Carnivore...Omnivore.p.adj"
"COMMD1",1.01325090578824,1,1,0.62085679247914,1,1,-0.421151883360044,1,1,2.9190520429239,0.0210658561701376,0.271483525250647,1.97719400511159,0.288118229943535,1,2.40135597535305,0.0980066263266935,1,-1.71279361679923,0.260251544632456,0.739409915864951,-0.811951780360961,1,1
"MMP14",-0.675532700357272,1,1,1.14182626428646,1,1,1.68646111841725,0.550242107955422,1,1.80086595729925,0.430344058930855,1,2.20471160671594,0.16484602886027,1,0.935188896854456,1,1,-0.351888707957654,1,1,0.797398940340281,1,1
"SLC22A13",5.8590891240815,2.79247730023693e-08,2.10901848100394e-05,3.93541495713197,0.000498318422912033,0.140197683826538,-2.37868381207365,0.104247432540996,0.764774789054798,2.10050239766228,0.214108019526456,1,-2.61925778851367,0.0528727960915053,0.65404644731048,-0.838017964156712,1,1,-5.09779382145164,1.03090437866331e-06,0.000130916193028235,-1.01660720167503,0.928020980646145,1
"PRG2",0.653251021073789,1,1,-0.380089724954084,1,1,-0.923852674135843,1,1,-3.06015803541923,0.0132732136389538,0.208477415611649,-3.04330489917919,0.0140397070218689,0.347063395840111,-2.74538799855806,0.0362636363502884,0.729519562606376,1.82916680591594,0.202123870415583,0.636280297570305,0.982913412830044,0.976950167623694,1
"ISCU",-1.85005206027166,0.385836279112095,1,-0.418291098504375,1,1,1.37263884716512,1,1,0.166900468897558,1,1,1.61183918187165,0.641981636736393,1,0.483598902557658,1,1,1.16836799014121,0.727975082852201,1,0.0392382745573925,1,1
"ERCC4",-0.513423891530956,1,1,0.503327500164541,1,1,0.945837094514629,1,1,-1.57903501072154,0.685968160843348,1,-1.08167938098359,1,1,-1.91216148081773,0.335132910288291,1,1.66103798928092,0.290117451671655,0.79181053452448,1.11009541938853,0.800873732672652,1
"F2",0.530630346872349,1,1,0.461971690960679,1,1,-0.0987607969699255,1,1,0.4225362797729,1,1,-0.0240746983304402,1,1,0.0593056141723605,1,1,-0.284401325989291,1,1,-0.355682680319139,1,1
"C12orf66",0.311436977115998,1,1,-1.45843656166934,0.86832149461582,1,-1.59584227607631,0.663144071288129,1,0.0881732878442024,1,1,-0.162145555587958,1,1,1.18941921100705,1,1,-0.417708516393333,1,1,-1.76488278490542,0.232750402554074,0.817982344976086
"TWNK",1.48288539921772,0.828629167867965,1,0.472073926367037,1,1,-1.01996219061625,1,1,1.60010417221358,0.657452853523227,1,0.365574950522013,1,1,1.22300580479481,1,1,-3.01104689641233,0.00781045918982361,0.0746091398714377,-1.98380633530264,0.141832300859595,0.627204419290689
"ZNF507",0.783719489513949,1,1,0.167501418974639,1,1,-0.607152945897104,1,1,-0.0898744293196207,1,1,-0.680588264060233,1,1,-0.211492868834753,1,1,-0.330783251460887,1,1,-0.301142285365655,1,1
"TRIB1",0.501303282921557,1,1,0.203138526186712,1,1,-0.300839713304159,1,1,2.54530697662018,0.0655090248574219,0.53619426979996,2.08191462368471,0.224101612742253,1,2.36622312169697,0.107823662829562,1,-2.08004068331347,0.112565404400019,0.438311876138387,-1.99902215652365,0.136817869876665,0.615354657611954
"MOS",1.94392067534585,0.311430105557855,1,2.58374574618542,0.0586402878947092,1,0.435770295629124,1,1,0.946395533077901,1,1,-0.639868163596538,1,1,-1.03765161510996,1,1,-2.20927771586129,0.0814659905809239,0.363178577039469,0.99241561744716,0.962984470979252,1
"NIPAL4",1.24988736001318,1,1,2.20809630275714,0.163425364155804,1,0.785051560343639,1,1,2.10876661236452,0.209788391092329,1,1.04629324827555,1,1,0.450707029090988,1,1,-1.35787072926989,0.523514120291446,1,1.47139546565497,0.423552596928585,1
"ABRA",2.02487377176481,0.25728196465059,1,2.0586376952547,0.237173753204516,1,-0.0851489498364127,1,1,0.702590673689217,1,1,-0.914915224684653,1,1,-0.877839465589809,1,1,-1.84901296508005,0.193367821882657,0.618498542670582,0.393448990334117,1,1
"ARHGAP1",0.202155695447117,1,1,1.42334099899434,0.927823963449841,1,1.10470965905588,1,1,1.23453600936576,1,1,1.01829349295381,1,1,0.156615640838503,1,1,-0.950914309785831,1,1,0.766272152044251,1,1
"GLS2",2.94082027847866,0.0196406639058875,0.217564568237164,3.44454048240119,0.00343218581049102,0.306351207192695,0.331906068237172,1,1,4.50668031553215,3.95098371704015e-05,0.00485167951724995,2.13030883964129,0.198876745449186,1,1.91891731478248,0.329968793837551,1,-4.08772481560271,0.00013068733495433,0.00418884953950401,-1.11842685133471,0.790154194867466,1
"GAL3ST3",-2.02226528478419,0.258893717847075,1,-1.20486032257555,1,1,0.855530778696251,1,1,-1.02315729058417,1,1,0.597063902310599,1,1,-0.0883903980044323,1,1,1.50728339685682,0.395214094510848,0.966585229042706,0.258041812300317,1,1
"ADGRE1",3.58043518300843,0.00205813457398082,0.0509850350754492,1.67600207526036,0.562426716722326,1,-2.05339794314519,0.240203991803025,1,0.503099473534933,1,1,-2.5146905358311,0.0714821444237575,0.757129249212085,-0.846794216200914,1,1,-3.02911555278493,0.00735812551593758,0.0720960385966501,-1.41401187064896,0.472075251369087,1
"MED16",2.35183180359739,0.112087320245204,0.636495854249551,1.33182754508658,1,1,-1.04801093368169,1,1,-0.0319300315348417,1,1,-1.8944198033998,0.349015859402278,1,-1.06557019639751,1,1,-1.7066460750727,0.263663567293557,0.745739065869406,-0.0170058843241619,1,1
"CPT1B",-0.273894347531418,1,1,2.21941801438183,0.158749795298646,1,2.24808875397808,0.147423186259034,0.931384452042867,1.77574951793345,0.454645270142932,1,1.867948557517,0.370615450020071,1,0.029848814452472,1,1,-0.916123605799532,1,1,1.58030061715292,0.342114115828502,1
"CST6",-0.19726535348033,1,1,0.145766380299673,1,1,0.330024053096362,1,1,0.491034559300878,1,1,0.62284109890305,1,1,0.376225151630007,1,1,-0.283123767773185,1,1,-0.190889212373083,1,1
"CMKLR1",-0.976755896245599,1,1,-0.729277491990729,1,1,0.284454855399767,1,1,0.970218280643961,1,1,1.69187599374557,0.544017720528997,1,1.51761544916313,0.774668219468797,1,0.245100670027712,1,1,-1.19944615069814,0.691063534649657,1
"KRT25",0.645217117803831,1,1,0.794282771654316,1,1,0.0553165208550759,1,1,1.19547270478378,1,1,0.640525583112503,1,1,0.634927768338665,1,1,-1.48998915430008,0.408681263072312,0.985792697134682,-0.489382499371687,1,1
"TMEM70",1.80385851571106,0.427520938475972,1,-1.01329122921101,1,1,-2.67988877587153,0.0441879757941353,0.482291670756855,0.653969189331864,1,1,-0.808800278209401,1,1,1.41498495424036,0.942437444892886,1,-2.10035182596261,0.10709371024384,0.4265683050092,-3.07888235552933,0.00623336140529638,0.098958773306477
"MSL3",-1.17359267908191,1,1,-2.0015414652004,0.272004419304668,1,-0.742601834189454,1,1,0.540764900798831,1,1,1.39206680182377,0.983413020610708,1,1.99184840008267,0.278326163660241,1,0.43009414419039,1,1,-2.18243021986033,0.0872333880938466,0.475390215439292
"EIF1AD",-1.47747725089912,0.837286511664348,1,1.12190714204192,1,1,2.40314636549901,0.0975280803723587,0.738426894247859,0.487479047307202,1,1,1.57878727752082,0.686309146455541,1,-0.380130948965498,1,1,0.757645383549488,1,1,1.2082303692622,0.680875989924585,1
"HP1BP3",0.439527559796144,1,1,0.580708564681797,1,1,0.101937730034206,1,1,1.6624379242112,0.578550001179432,1,1.20517969713498,1,1,1.16019994071026,1,1,-1.37190234257158,0.510281523176179,1,-0.984139330792841,0.975141032692056,1
"NAGPA",1.26523902662035,1,1,0.817704970192602,1,1,-0.501866424126041,1,1,3.27069394427776,0.00643703696435701,0.131741200961583,2.05064739625057,0.241807783077622,1,2.58533422766904,0.0583707850249218,0.897792603886373,-2.62393441046021,0.0260761565762093,0.17369290803016,-1.5659035973522,0.35211356269864,1
"C9orf131",2.87940852183862,0.0239053118953184,0.247660998750881,0.826754155714733,1,1,-2.07472130189574,0.228074231691836,1,-0.443803604267887,1,1,-2.73085219419722,0.0379024774684108,0.556875033740842,-1.08125093177743,1,1,-2.48796145314247,0.038543297237329,0.22359551165087,-1.59225724163712,0.333980748511367,1
"FOLR1",0.449563698488335,1,1,0.0692880867451283,1,1,-0.374858126207379,1,1,1.14038333036736,1,1,0.663000163621807,1,1,1.0547516010257,1,1,-0.937718401012629,1,1,-0.945661315377167,1,1
"OR5J2",3.49198400988258,0.0028766816898727,0.0627923076958485,1.35681740683369,1,1,-2.38640840062163,0.102083071194382,0.75867231168744,0.950354893559441,1,1,-2.0415563145776,0.247173374383751,1,-0.149083703910138,1,1,-2.51581268462143,0.0356274843588381,0.212736382630689,-1.47640478364174,0.4195057778957,1
"FNDC9",-1.66872626857324,0.571029844307125,1,-0.756845748257621,1,1,0.947889357614056,1,1,1.14131460769675,1,1,2.35860515742948,0.110062570473016,0.940263045488931,1.69032407047027,0.545795835198312,1,0.551077170645326,1,1,-0.0107007513192316,1,1
"KCNK10",-2.60238721113837,0.0555463567111751,0.413401579559871,0.0430248206378422,1,1,2.58026579852178,0.0592345774130151,0.570988061150985,1.55690827052094,0.7169535934193,1,3.53205856139266,0.00247402818303427,0.174615521853036,1.49770557812409,0.80525857165195,1,1.0927055538315,0.823569301557722,1,1.26127212730367,0.621632459387343,1
"SPEG",-0.916003943071789,1,1,-0.646817728626182,1,1,0.314676564647605,1,1,-0.882668536995738,1,1,-0.0809938274885337,1,1,-0.361049969408524,1,1,1.80484746395174,0.213295664142961,0.65594710552064,0.943179636685449,1,1
"AMZ1",-1.82253580929523,0.410242352473959,1,1.48657535081489,0.822762011995217,1,3.0048375579166,0.0159433633448017,0.259229820584747,-0.816434906414969,1,1,0.810284901104365,1,1,-1.99080028548082,0.2790170878764,1,0.956342547111047,1,1,2.74441343982421,0.0181857416550802,0.187990925518177
"RACGAP1",2.46473431797902,0.0822689271038237,0.525665035492071,1.83915229860714,0.395356731170176,1,-0.702412942037601,1,1,2.98622498496507,0.0169466855706434,0.239685329319824,0.996930545516932,1,1,1.58620151328326,0.676161627779528,1,-2.71494468290883,0.0198860524684772,0.144688505008968,-0.396379414834357,1,1
"SART1",-1.37622998227795,1,1,0.512624811929443,1,1,1.8241027391688,0.408819249078261,1,-0.0245950989148891,1,1,1.06330901885698,1,1,-0.417705008248899,1,1,1.66868458924322,0.285539714558525,0.784917766149341,2.17141332295809,0.089699828108447,0.483274012089128
"PGA5",4.63122358381329,2.18106638749245e-05,0.00245858267037861,3.01949650441106,0.0151917128890873,0.58759285239963,-1.54709676963463,0.731039476744157,1,4.84827023564861,7.47256013160643e-06,0.00198590814940144,0.660365305399252,1,1,2.05470110920338,0.239447296528863,1,-5.29860186599485,3.500783054921e-07,6.45168701536172e-05,-1.22474851309373,0.662009968161882,1
"POLD4",-0.854894274035004,1,1,0.482064566643597,1,1,1.23976879165954,1,1,1.07624632338827,1,1,1.62024854419445,0.631073384060129,1,0.706998337026731,1,1,0.149861024821349,1,1,0.55590809721975,1,1
"DNAH7",-2.09436265155904,0.217366122930157,0.961439322653007,-0.762431795860773,1,1,1.34371054479922,1,1,0.692697399974149,1,1,2.31433787106964,0.123895175844149,0.995379114867037,1.26653563279138,1,1,0.573513610519036,1,1,0.060163622697615,1,1
"CLCF1",-2.85158811539285,0.0261008565175617,0.26336234983151,-1.44859864778163,0.884698194329758,1,1.38072497880185,1,1,-0.916004952015851,1,1,1.27651017662222,1,1,0.19436150807332,1,1,2.26450412004717,0.0706293799254972,0.32831473067798,0.634660608316611,1,1
"FGF5",-0.207696170325173,1,1,-1.02976155769686,1,1,-0.747152974255962,1,1,-1.94259810675983,0.312388415074198,1,-1.69057542570143,0.545507528410614,1,-1.13635436777404,1,1,0.405807139777545,1,1,-0.143629653563399,1,1
"MRPL46",0.688848955720176,1,1,0.485142519016587,1,1,-0.232589181389487,1,1,0.0697191634288583,1,1,-0.481946276622379,1,1,-0.305256814163764,1,1,-0.46383954974169,1,1,-0.204223029083936,1,1
"HOXC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RMI2",1.07463677668777,1,1,1.18211780151777,1,1,-0.0118000299073931,1,1,-0.415733166782678,1,1,-1.25363195191628,1,1,-1.33058277575897,1,1,-1.05977861417595,0.867735984748703,1,-0.0195685320691313,1,1
"VWC2L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NR1D2",2.52784622914134,0.0688587626636095,0.47109498185719,3.16513025799853,0.00930081227416894,0.460618916069908,0.460355313340058,1,1,4.48716109546438,4.33070989921153e-05,0.0052750840578783,2.34338289752576,0.114658560500975,0.961578510720005,2.03511976782663,0.251032940433696,1,-3.60256946813598,0.000945261472651469,0.0173569761539599,-0.914464837785173,1,1
"B3GAT1",-0.530764956527575,1,1,1.24434436480257,1,1,1.60868428987339,0.64611235626451,1,1.31096365137175,1,1,1.6197259267387,0.63174698547798,1,0.350078854818393,1,1,0.0285831386188447,1,1,0.877742789021616,1,1
"BTN2A1",1.69092327896174,0.545108739526318,1,-1.01869401317333,1,1,-2.40620912728699,0.0967142070039591,0.734104571253669,-0.598510352876503,1,1,-1.68282461537417,0.554454290162095,1,0.0894449591720981,1,1,-1.22902904550166,0.65718274841768,1,-1.50344599958142,0.39817221654622,1
"CHMP2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOSL1",-1.21009926294143,1,1,-0.4421639369389,1,1,0.759500517120127,1,1,0.241698711574355,1,1,1.06857291942777,1,1,0.534061851456936,1,1,0.406559856832766,1,1,0.0572594652086505,1,1
"CCDC85B",0.0203812966913896,1,1,0.71390284335029,1,1,0.615354357594038,1,1,0.381555820739391,1,1,0.339585483041702,1,1,-0.157669220132019,1,1,-0.856373355694871,1,1,-0.177852872023534,1,1
"PABPC5",-1.40081049113668,0.967624503431352,1,-2.95850830443483,0.0185479147389086,0.639648977468527,-1.2846970413289,1,1,-0.313621533270731,1,1,0.817156928796365,1,1,1.9456968019476,0.310147026255104,1,1.03547874367054,0.901336165012538,1,-1.94217446363651,0.156347950191122,0.660045497043913
"RPS6KB2",-0.824638831719552,1,1,-2.1146414431727,0.206763111840638,1,-1.13795094956608,1,1,-1.24903823085865,1,1,-0.56511977879751,1,1,0.32659622172654,1,1,1.1097563994736,0.801312036362829,1,-1.22991895922121,0.656182361316393,1
"FAM174A",0.936367332562049,1,1,-0.280931013354373,1,1,-1.16578789052306,1,1,0.5640152454027,1,1,-0.183711908105095,1,1,0.762081540445882,1,1,-1.32754190427249,0.552988463353684,1,-2.04456206317293,0.122694158519744,0.575995320485214
"HS3ST5",0.567638356391544,1,1,-3.01590152357773,0.0153729874423833,0.58759285239963,-3.2833564997072,0.00615473125698578,0.148985922494824,1.43404971433724,0.909348458308906,1,0.959246020884189,1,1,3.48714118930145,0.00292928126620742,0.259403874506765,-1.09955496779141,0.814578215478464,1,-3.69713985692299,0.000654126692539662,0.0254772231382973
"TMEM168",-0.79336664629167,1,1,0.644333139012528,1,1,1.341256672727,1,1,1.22611647598451,1,1,1.74858891587644,0.482172621837598,1,0.719207335384836,1,1,-0.215080778665694,1,1,0.564209509867436,1,1
"RNF152",-1.13297181137734,1,1,-1.18106095350984,1,1,0.0112737439040644,1,1,0.580622964732097,1,1,1.40399806552527,0.961916553695123,1,1.43608800866323,0.905863798844556,1,0.29267770181767,1,1,-0.798433186199089,1,1
"RNF166",-1.83785063723489,0.396506505729789,1,-0.606253368543232,1,1,1.14970022035046,1,1,0.0915450755385139,1,1,1.50586491539477,0.792611128352595,1,0.555330274229292,1,1,1.46821452579682,0.426137879382478,1,0.503072647430424,1,1
"LSMEM1",-1.00619900908761,1,1,0.530439742507772,1,1,1.47195138682511,0.84620403342786,1,0.85778420470714,1,1,1.60588169442507,0.64979943789839,1,0.43607819078107,1,1,0.803296489791889,1,1,0.994833070139927,0.959452377869589,1
"GJC3",2.31027923107587,0.125236200007343,0.683415029303074,-0.818363107249116,1,1,-2.91991637605159,0.0210075194008847,0.307212169035495,-0.212792528035431,1,1,-2.00008241193537,0.272948193777759,1,0.418853195344902,1,1,-1.55885313889736,0.357093431182615,0.904913546208101,-2.36921496460938,0.053477668103997,0.358542378166638
"AGGF1",5.75893874495985,5.0786645615722e-08,3.06852912810192e-05,1.88572454285583,0.355992502870685,1,-3.89970430847141,0.000577861423675085,0.0369988000596604,2.5348643146649,0.0674945329982605,0.545445385984872,-1.98691738311754,0.281589317672466,1,1.10639406285442,1,1,-5.56446487366602,7.88874264800578e-08,2.16753961630297e-05,-3.75784549616636,0.000514147930053093,0.0221361923617161
"ZBTB11",1.73986881783993,0.491292330858146,1,-0.814185176034753,1,1,-2.39753232132529,0.0990355480891235,0.745251873784106,-0.317551125480366,1,1,-1.6002383839633,0.657274259923385,1,0.285118693302921,1,1,-2.36248129823674,0.0544591720024761,0.278978646542854,-2.64430182954989,0.024557887434443,0.228240341272634
"KCNRG",1.4283307248152,0.919180129762643,1,-0.240834660635491,1,1,-1.57391443524829,0.693043393257218,1,-0.233825071568483,1,1,-1.3606597576947,1,1,-0.0403310414936811,1,1,-0.618194703409684,1,1,-1.46874806607659,0.425703405053874,1
"SIAH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPP1CA",-0.21386059096908,1,1,-1.61842742191014,0.633423097875055,1,-1.3122084306735,1,1,-0.117746745399342,1,1,0.0532688670733132,1,1,1.15229826768263,1,1,-0.0506506054587278,1,1,-1.67388718623358,0.282458318927732,0.916035416655781
"EXD2",0.122733942118996,1,1,-1.13675372535593,1,1,-1.1485517005116,1,1,-2.66357406722003,0.0463892334680251,0.428540050337034,-2.60221190710767,0.0555747600985289,0.671610249273793,-1.7733189874065,0.457055187116146,1,1.17513364849435,0.719823751821525,1,-0.0159583865272352,1,1
"BACE1",-1.34625926320055,1,1,0.823852814203071,1,1,2.05717941907965,0.238013822937206,1,-0.525807396816299,1,1,0.507315436945486,1,1,-1.12299668468458,1,1,1.08480795123634,0.834020169474248,1,1.83899656571149,0.197747073602025,0.751899532466425
"SEC16A",-1.48985278225488,0.817577694904289,1,0.906786022844411,1,1,2.23229779018788,0.153571727043637,0.951988568505141,-1.699101934085,0.535799874306166,1,-0.389583719462375,1,1,-2.3407447576681,0.115471915184428,1,2.15361738466443,0.0938105693618584,0.394047260731092,3.39889396331995,0.00202976826469709,0.050381829678263
"OGFOD3",0.20513329376608,1,1,-0.210829249780862,1,1,-0.386356613767548,1,1,-0.661481165711802,1,1,-0.774758926236864,1,1,-0.482798170202251,1,1,0.108059466251487,1,1,0.260893813236788,1,1
"FOXG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHBDF2",-1.0578270729375,1,1,0.403114398162542,1,1,1.37919699067875,1,1,-0.766387507235566,1,1,0.146377581192591,1,1,-1.06117677065265,1,1,1.20214328354555,0.687924057120608,1,1.31044811427842,0.570132857773691,1
"SRSF7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VDAC2",0.895844945657826,1,1,1.1214086280817,1,1,0.107013412253107,1,1,2.36140279487917,0.109235664662892,0.724772695711897,1.47988305225289,0.833426755704364,1,1.48437307682659,0.826259839273304,1,-2.34869614825009,0.0565178206285261,0.285746840193472,-1.46070901533547,0.432285941706697,1
"UTS2R",-2.448577415409,0.0860529633141933,0.541595837858704,-1.64902223727283,0.59485847460785,1,0.981561202327648,1,1,-1.390179340494,0.986846551928366,1,0.861725112984687,1,1,-0.00440350499308031,1,1,2.00083248519034,0.136231336020106,0.494283333973846,1.08485393423667,0.833959060201454,1
"DVL3",1.41774450575096,0.937592227654476,1,-1.01341289848272,1,1,-2.26420495011177,0.141369073665082,0.909807856421313,1.71071337072297,0.522804229249251,1,0.556666828236405,1,1,2.38918811718298,0.101313923037427,1,-2.72397402331048,0.0193504738601451,0.141556959689033,-3.58692824522228,0.00100378904665858,0.0323455905866266
"HOXD8",-0.34757505896344,1,1,-0.195339921788702,1,1,0.16311207294338,1,1,1.83743677878378,0.396872649087546,1,1.9500848865163,0.306996013839849,1,1.92014085613904,0.329040659007498,1,-0.93493387681772,1,1,-0.951888245023357,1,1
"PFN4",1.6789862307709,0.55892836378382,1,0.649705524424961,1,1,-1.02288808517879,1,1,3.31124899112855,0.00557283148909318,0.121121232399144,1.87361393641805,0.365901934617864,1,2.75373099433245,0.0353521049282992,0.725431528095848,-2.78170295148474,0.0162223526432415,0.125461716041282,-2.06406434305075,0.11703484853644,0.559162387316689
"FBXL13",1.78457688407026,0.445979842004981,1,-0.00323381876359567,1,1,-1.74712885585106,0.483689934075081,1,1.51154507064103,0.783897807225277,1,0.0525529211041273,1,1,1.49093347432644,0.815873770641855,1,-2.84769420668117,0.0132111648271354,0.108503871123734,-2.54590461573932,0.0326984899130727,0.270543142698827
"PHF21B",0.686727656414867,1,1,1.00441154012778,1,1,0.233814407946745,1,1,-0.25268783826106,1,1,-0.789744743311916,1,1,-1.03818869068519,1,1,-0.410526700448564,1,1,0.304383624090975,1,1
"TRIP10",1.31064803336993,1,1,0.318071853982314,1,1,-0.968701575766323,1,1,1.35749664785154,1,1,0.294812288876631,1,1,1.08686810703599,1,1,-1.14874850379696,0.751979097487418,1,-0.772153339134858,1,1
"DHRS4",5.48832088753754,2.43463461212243e-07,8.85280444996585e-05,2.42163094413712,0.092706199781885,1,-3.12116187667371,0.0108083389580828,0.203566034865138,2.34919140651371,0.112885394483503,0.736930896384747,-1.98884537321265,0.280309637161851,1,0.504777710404726,1,1,-5.03542755579912,1.43035026894113e-06,0.000169909377211435,-2.25196391605629,0.0729736572096179,0.429249341831895
"OR4D11",2.20555606012442,0.164490591090555,0.806960174869383,2.7700555092375,0.0336280440163284,0.83544671853066,-0.113691361923615,1,1,-0.0168902589993986,1,1,-1.84266793994109,0.392265046082218,1,-2.08183463039002,0.224145464287211,1,-0.825644116865456,1,1,1.41514543552648,0.471077576628957,1
"BTF3L4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEUROG2",0.443609262743035,1,1,1.17463028108882,1,1,0.558433792620892,1,1,2.52321422379705,0.0697725214577791,0.556411913462669,1.93687943332421,0.31656049833761,1,1.6185704756438,0.633238271103965,1,-1.27385654973533,0.608142778728666,1,-0.420087045482102,1,1
"SERTAD2",0.79835364886138,1,1,-0.222401222263806,1,1,-0.981991205365882,1,1,-2.36871090856998,0.107101198492407,0.714828326128731,-2.83676005737202,0.0273443082204239,0.478572921623735,-2.17550937373283,0.177551798666136,1,0.6506574066082,1,1,0.324251527373923,1,1
"OSBPL3",0.293881532989737,1,1,0.626454783923307,1,1,0.286847513101023,1,1,1.23617651228286,1,1,0.936829442270803,1,1,0.729772709127172,1,1,-0.338775383383662,1,1,0.0193718439818617,1,1
"TAF7",-0.65133052358302,1,1,-0.864909368132399,1,1,-0.175480287576672,1,1,-0.731705701081881,1,1,-0.22631189007254,1,1,-0.0959920505012973,1,1,0.867992419464083,1,1,0.102608696734998,1,1
"MLXIPL",-0.39219087020346,1,1,1.2958072933373,1,1,1.53919153287083,0.74254526458022,1,0.406857999334968,1,1,0.687313003679269,1,1,-0.611033570955273,1,1,0.149748501007852,1,1,1.70198125068154,0.266276649174209,0.885362535164059
"ASTN2",-0.718675957739981,1,1,-0.564909027888874,1,1,0.200162666243719,1,1,-0.272644176403886,1,1,0.309732543527612,1,1,0.157591366413946,1,1,0.650225986229015,1,1,0.0952651559145915,1,1
"CDK5R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD6",1.1355122730103,1,1,0.453004182318671,1,1,-0.688892032037913,1,1,-0.184223353456612,1,1,-1.08131572296727,1,1,-0.531516678985636,1,1,-0.682217366831992,1,1,-0.391969045383488,1,1
"RPA2",1.80013024583494,0.431040448667425,1,-0.511388414284045,1,1,-2.28049601664122,0.135469720630548,0.889296014830259,-0.75858301015761,1,1,-2.15047480127483,0.189106062756995,1,-0.364916025294477,1,1,-1.55343827686989,0.360955393169598,0.911252572933338,-2.52314182544867,0.0348934442577854,0.281833099745405
"NDUFS8",1.14978368547525,1,1,0.475539399229651,1,1,-0.719196718234105,1,1,2.63584053294527,0.0503574984870352,0.448731361149369,1.50699798725858,0.790867038694455,1,2.24785349220825,0.147513201576434,1,-2.07502401571598,0.113952927159634,0.441779537002664,-2.09496421488836,0.108522521108569,0.538939316132994
"PITPNA",-1.13081232589787,1,1,-1.47799909588183,0.836448121441975,1,-0.194378260917857,1,1,1.72953758362166,0.502277556094693,1,2.42925177110015,0.0907801292536631,0.852840633958296,2.71409174393154,0.0398746550667436,0.756638450598091,-0.688232509089197,1,1,-1.77851704420909,0.22595692546012,0.804775172649856
"TUFM",0.700322176534338,1,1,0.0229093557124488,1,1,-0.65731747136321,1,1,-1.11574830399457,1,1,-1.5667613972416,0.70302284166246,1,-1.1068382379761,1,1,-0.367452083854752,1,1,-0.441826541974463,1,1
"DNAJC25",-0.960246083044686,1,1,-0.0726034092399784,1,1,0.863047966073502,1,1,1.87525553872488,0.364545461022942,1,2.50056101850569,0.0743980622187431,0.771962244973785,1.89088418913325,0.351838832792969,1,-0.705105088472491,1,1,-0.723710224307151,1,1
"POC1B",1.09286121653348,1,1,0.709364107345447,1,1,-0.408865554503921,1,1,0.53728218718525,1,1,-0.30206399487274,1,1,0.0147752637082823,1,1,-1.18449888674248,0.708646910129026,1,-0.0678007166342612,1,1
"ING5",-1.23871641034953,1,1,-0.486449340258825,1,1,0.71896265457479,1,1,1.0628392184651,1,1,1.95468441342198,0.303721985496406,1,1.38964779907842,0.987815120593376,1,0.447122191174798,1,1,-0.190437251721443,1,1
"AQP11",1.25367896165557,1,1,3.30869409768984,0.00562393130051243,0.369345575192349,1.77545272610298,0.454938987941566,1,-0.429233777367496,1,1,-1.35106660089372,1,1,-2.86932126254019,0.024681225041592,0.632014013608304,-1.4205944890853,0.466304044564258,1,2.17465423135251,0.0889681112711831,0.482312988544058
"NFKBIB",1.55147332006835,0.724729777570245,1,0.16933335021695,1,1,-1.33921646420948,1,1,0.99653821102628,1,1,-0.221905563242207,1,1,0.84841507884223,1,1,-2.13805077482543,0.0975378674802889,0.403945018599904,-1.79461791095903,0.218143792422074,0.788939448511076
"GNAI2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
