,Herbivore...Insectivore.Rho,Herbivore...Insectivore.P,Herbivore...Insectivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj,Insectivore...Omnivore.Rho,Insectivore...Omnivore.P,Insectivore...Omnivore.p.adj,Herbivore...Vertivore.Rho,Herbivore...Vertivore.P,Herbivore...Vertivore.p.adj,Insectivore...Vertivore.Rho,Insectivore...Vertivore.P,Insectivore...Vertivore.p.adj,Omnivore...Vertivore.Rho,Omnivore...Vertivore.P,Omnivore...Vertivore.p.adj,Herbivore...5.Rho,Herbivore...5.P,Herbivore...5.p.adj,Insectivore...5.Rho,Insectivore...5.P,Insectivore...5.p.adj,Omnivore...5.Rho,Omnivore...5.P,Omnivore...5.p.adj,Vertivore...5.Rho,Vertivore...5.P,Vertivore...5.p.adj
SI,5.12255979838703,3.01415460773103e-06,0.00052947732399082,1.89982421809934,0.574561916297973,1,-3.70654307775717,0.00210107512358247,0.0516562857871313,4.40905613689844,0.000103822113082676,0.0147591198747705,-0.62275609240833,1,1,2.98404746241245,0.0284462642720719,0.801280752486213,0.154385936118844,1,1,-3.65700719953606,0.00255177215981806,0.0838874872123271,-1.04414210686172,1,1,-3.11661279323744,0.0182941682036009,0.387011840025472
PRKG2,-1.95966925616392,0.50034460792836,1,-0.564704750256286,1,1,1.5066411934952,1,1,0.0423626317592013,1,1,1.58962795960333,1,1,0.44738973086042,1,1,-1.0873518724412,1,1,0.493301369162032,1,1,-0.710310216699417,1,1,-0.946497582836942,1,1
CUL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLRB,0.220752065095185,1,1,1.47674049600439,1,1,0.936837412137989,1,1,1.83337361751274,0.667470282622288,1,1.39916570449407,1,1,0.720155336845652,1,1,1.01288326342243,1,1,0.749685120620669,1,1,0.0832816214585589,1,1,-0.463036108696403,1,1
FNIP2,0.260190000496562,1,1,1.39904709450757,1,1,0.775457668243774,1,1,0.534556938396643,1,1,0.225241399435102,1,1,-0.509866062168163,1,1,2.85708157689427,0.0427555936700839,0.679684940144703,2.22716800593502,0.259360475229809,1,1.90372648201932,0.569458156228473,1,2.02632540602917,0.427314494159284,1
C2orf42,1.76797042120841,0.770658486764794,1,0.719049242214416,1,1,-1.21452073055506,1,1,1.23037693420144,1,1,-0.403857685352262,1,1,0.698949926948737,1,1,0.674997688861611,1,1,-0.703039332905588,1,1,0.218599717071426,1,1,-0.334001710093134,1,1
ADD2,-0.29464461045243,1,1,0.357003199915222,1,1,0.556834901355221,1,1,-0.378795681095668,1,1,-0.0827592384521994,1,1,-0.627728697293837,1,1,-1.19291614671522,1,1,-0.812250313705889,1,1,-1.40976605080079,1,1,-0.715050308684254,1,1
MXD1,-2.07153348704329,0.383089683832378,1,-1.20914372210817,1,1,0.957040725985035,1,1,0.832683955191166,1,1,2.29199420732311,0.219059774426726,1,1.6444115474413,1,1,0.117256292599163,1,1,1.53478261314596,1,1,0.88471207436228,1,1,-0.526063433464748,1,1
SLC30A9,1.35853457619237,1,1,-2.01749357760363,0.436440305806585,1,-2.82393503252587,0.0474379994915352,0.412543618197881,1.87035713357579,0.6143424048304,1,0.446865098027876,1,1,3.30458119333412,0.00951184199753305,0.492620066910575,-1.73549391592292,0.82653358203658,1,-2.51196580790062,0.120060720673336,0.887952774610622,-0.416836303000047,1,1,-2.89534402221552,0.0378743202116043,0.556793560443868
SEC22C,0.0517027803344914,1,1,-0.333557146492664,1,1,-0.316156089364162,1,1,1.08691764735848,1,1,0.898265105069956,1,1,1.33626084119232,1,1,-0.0241217855492413,1,1,-0.0605837017790458,1,1,0.202222984795269,1,1,-0.862885772067719,1,1
CDH10,-0.366698416890349,1,1,0.351370561129304,1,1,0.641585566598657,1,1,0.22515716252867,1,1,0.483628480451806,1,1,-0.023226165149375,1,1,0.51434282528618,1,1,0.740691933538418,1,1,0.255746318623389,1,1,0.226063453014624,1,1
CSTA,0.753500308445862,1,1,0.213813465107753,1,1,-0.588655726184459,1,1,1.82096438191581,0.686122713314228,1,0.883485379959975,1,1,1.6430229179773,1,1,-1.30357372480506,1,1,-1.67472006293434,0.939891691190637,1,-1.42819458132154,1,1,-2.49126465655587,0.127289264128823,1
FGF2,0.244672353429793,1,1,-0.794671406945847,1,1,-0.902883205204511,1,1,0.314886911638541,1,1,0.0699140401195278,1,1,0.949062284591038,1,1,0.47012042548284,1,1,0.277091652627627,1,1,0.92685398323988,1,1,0.219347968718059,1,1
BBS7,1.40854203147821,1,1,1.14729154940287,1,1,-0.543898800389761,1,1,3.10668959411303,0.0189194944001339,0.354370803298555,1.42272245640326,1,1,2.24667377688634,0.246608833301853,1,3.27913887506079,0.0104124381308165,0.295815635382616,1.72755904750399,0.840673102910426,1,2.50138323038877,0.123709230579972,1,0.404454038346503,1,1
KIAA1109,-3.46719750644224,0.00525915306300858,0.0830206584618697,0.438654648921345,1,1,3.79127291455573,0.00149877148906339,0.0411438708773668,0.634909087765329,1,1,3.40227950209664,0.0066826255712396,0.258170657556146,0.30851899278243,1,1,0.400110128232823,1,1,2.8525745706876,0.0433666361771027,0.488686271261107,0.129860597471215,1,1,-0.110111639373313,1,1
RBBP5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFT57,0.947224683066039,1,1,1.27616082971727,1,1,0.0404468398968955,1,1,-0.50841656719108,1,1,-1.21275068846363,1,1,-1.46527981430505,1,1,0.603954101672488,1,1,-0.139799857838871,1,1,-0.189265067499744,1,1,0.894859279545214,1,1
UBE2S,0.946604130579525,1,1,0.704752057491845,1,1,-0.413721210828819,1,1,0.0175349861538075,1,1,-0.761073023947463,1,1,-0.495935041185828,1,1,-1.37436755585746,1,1,-1.8939458571868,0.582321968217576,1,-1.83887307540991,0.659338568177379,1,-1.15653894437727,1,1
GZMM,2.35009577886855,0.187685808681559,0.898257485754137,1.38144386801183,1,1,-1.19321094020208,1,1,1.54145392792137,1,1,0.105560768725367,1,1,0.845722844026469,1,1,0.147124595160552,1,1,-0.947500530850104,1,1,-0.398477177217869,1,1,-0.884029826141531,1,1
SHC2,1.9806664763775,0.476286886059871,1,1.28633418635698,1,1,-0.995381855309695,1,1,1.32347773253191,1,1,-0.539260801261601,1,1,0.346613113023881,1,1,0.999631060254612,1,1,-0.355598315800165,1,1,0.307617707348013,1,1,0.0566079459044913,1,1
PHRF1,-0.578373599316936,1,1,2.40067975718606,0.1636465098705,1,2.3703404288025,0.177717134457546,0.961369322831902,0.855492561220758,1,1,1.18800630846979,1,1,-0.953298135303276,1,1,-4.27199625953956,0.000193730826889375,0.0284620477453444,-3.35983911877619,0.00779878726693614,0.168394213793072,-5.65878906848254,1.52444777228398e-07,0.000381645499791294,-4.35194997211411,0.000134932055073091,0.036833615501582
IL11,1.41190027527211,1,1,-0.3410004932782,1,1,-1.64212211382515,1,1,1.54500877438701,1,1,0.219878492331981,1,1,1.75546031350291,0.791806032843693,1,-2.35341796828368,0.186017117399646,1,-3.09860149332776,0.0194436359546755,0.302342500698944,-2.08645467296251,0.369374569734182,1,-3.13174680856133,0.0173769661523975,0.37455591522338
AGA,0.078585118786244,1,1,-1.33123664504262,1,1,-1.06912864438909,1,1,-1.00652899678447,1,1,-0.903814075213109,1,1,-0.0232419792527195,1,1,1.05020616424138,1,1,0.834790284356273,1,1,1.95460730116452,0.506294388936204,1,1.67881298330147,0.931884974628273,1
NEIL3,-2.88470853487438,0.0391776191800828,0.321768882105192,-2.46697168022975,0.136261133827908,1,1.03194085879774,1,1,-1.48068749648944,1,1,1.17685626928542,1,1,0.378876551638511,1,1,1.20955353738803,1,1,3.23015731312343,0.0123722122449108,0.223521808753182,2.82845947479116,0.0467726224670437,0.722067381374576,2.17090391336186,0.299384364653308,1
RAB17,0.278932162715649,1,1,1.26262090396754,1,1,0.677631007722713,1,1,-1.19037172871983,1,1,-1.22750383592792,1,1,-2.17529920183669,0.296077023092541,1,-1.97393839020503,0.483887488425031,1,-1.95794498297328,0.502364687795634,1,-2.70659827008955,0.0679764604808838,0.902009198660208,-0.986299306230085,1,1
MLPH,-0.676635973117693,1,1,1.3421185313658,1,1,1.7384585876203,0.821300410379032,1,-1.59247364269166,1,1,-0.769744326723424,1,1,-2.67134358265506,0.0755482734844517,1,-2.06609564928328,0.388194489756761,1,-1.45319494912203,1,1,-2.82168543641012,0.0477720099732133,0.731481510507275,-0.876162238678367,1,1
ASB1,-1.91556691050862,0.554202447625374,1,-0.534575960719813,1,1,1.45798026472939,1,1,1.11049649598096,1,1,2.49572120976485,0.125701351727659,1,1.48343644256254,1,1,-3.98894126910076,0.000663688496414544,0.0612155745880292,-2.06553370972351,0.388725293809471,1,-3.56914670935816,0.00358145833137049,0.178136045018266,-4.2301539561407,0.000233531429073336,0.0452549244789323
CP,2.79806752154747,0.0514093643858789,0.382423756495351,0.830202568756023,1,1,-2.17951935605394,0.292931083496376,1,1.07703297840289,1,1,-1.41920144134434,1,1,0.465965800213843,1,1,1.83152931785158,0.670215758720248,1,-0.581674447180111,1,1,1.27962072555823,1,1,0.735019849085931,1,1
CNTNAP1,-1.32642445571583,1,1,-2.07459659863323,0.3802393761352,1,-0.222089778146402,1,1,-1.21590789485478,1,1,0.0435326106904035,1,1,0.263822083618098,1,1,-1.99948117641832,0.455563165434993,1,-0.68304649530161,1,1,-0.596064562493026,1,1,-0.705065851473449,1,1
PSMD3,0.0683534959683914,1,1,-1.11631475640641,1,1,-0.908310803272285,1,1,-0.618704839796364,1,1,-0.570910416322896,1,1,0.233711494437177,1,1,-2.31229336503987,0.207615220821133,1,-2.03455071873897,0.418961003488857,1,-1.52068797433246,1,1,-1.50599038013772,1,1
CASC3,2.31618930620091,0.205479348171092,0.950515425502309,-0.0637587492484062,1,1,-2.33051710849203,0.197788368576883,1,1.70426165381456,0.883322154657819,1,-0.421369662346264,1,1,1.72795003877587,0.839971820194476,1,0.749520708000534,1,1,-1.12051151960644,1,1,0.784334555972939,1,1,-0.700077824961595,1,1
KRT24,2.36821359903659,0.178742132111448,0.87094169836781,0.430022768708813,1,1,-2.07455076196503,0.38028189509756,1,1.01022941421878,1,1,-1.15074361714669,1,1,0.701342409405574,1,1,3.56918706494146,0.00358090674267989,0.161912236535957,1.1827341833854,1,1,3.30581820876091,0.00946995067589526,0.299039160198795,2.27848521171046,0.226976845995589,1
STAT3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCNH4,-2.37161809717673,0.177103858607302,0.866039017868475,0.442336587276416,1,1,2.69515293615967,0.0703563301268672,0.527270139901549,1.19243257538203,1,1,2.96446728404741,0.0303207481527327,0.57847584781,0.856147337940734,1,1,1.83796491733707,0.660675750682838,1,3.38116634734836,0.00721788320784836,0.162843791599176,1.541242516474,1,1,0.68477559017372,1,1
NNT,-1.74477741569297,0.810236215029767,1,-0.680175835145248,1,1,1.23717546096702,1,1,-0.4392089226476,1,1,1.08442551320166,1,1,0.0692376330752107,1,1,-0.583252013852849,1,1,0.836600522464349,1,1,-0.128472971740472,1,1,-0.163506962788694,1,1
FGF10,-2.00962016769374,0.444714050723566,1,-2.0221391864725,0.431619747053237,1,0.359845160581441,1,1,-1.14184406570325,1,1,0.631628581488132,1,1,0.379388665104875,1,1,-2.43060029544392,0.150738334445479,1,-0.540098819708062,1,1,-0.93347914005225,1,1,-1.10548379401573,1,1
MTRR,0.92597267035445,1,1,1.08661431040525,1,1,-0.165023954034288,1,1,-1.454475611167,1,1,-1.95251230423271,0.508774115736361,1,-2.26926817011895,0.232520229291169,1,-1.97894663952085,0.47822014380788,1,-2.37717164227392,0.174459679444807,1,-2.68380842311965,0.0727888025467457,0.933698209269571,-0.624550150158407,1,1
FASTKD3,2.65512644712079,0.0792786850412212,0.514782017344353,-0.523560754429404,1,1,-3.0654443010891,0.0217346856392865,0.254107644204243,-2.7953059362113,0.0518506215169525,0.639434424108407,-4.52682176675259,5.98774000916207e-05,0.0220085955946518,-2.43458114016855,0.149090367743261,1,-3.74624791534229,0.00179499204031886,0.110957100566377,-5.18092075466156,2.20793285590342e-06,0.000835629649945011,-3.45642264836319,0.00547396289011898,0.227474304117936,-1.30007350304528,1,1
NSUN2,0.987080405064804,1,1,2.26293149669638,0.236399124469684,1,0.686490614015062,1,1,-0.284392721050507,1,1,-1.06577656748668,1,1,-1.99763164243942,0.457566101247211,1,-1.83769874116758,0.661068094763644,1,-2.32337811113539,0.201588489415892,1,-3.27973858889469,0.0103903312858829,0.312146332490495,-1.39923652036054,1,1
UFSP2,1.5616410011778,1,1,-1.60009828161559,1,1,-2.7729505077571,0.0555505685986687,0.457487770136905,-1.88584944223284,0.59315246105589,1,-2.88437744585992,0.0392188376686454,0.659629334449204,-0.683782553964303,1,1,-0.528278510126718,1,1,-1.63990890553448,1,1,0.520553486693365,1,1,0.967066376256617,1,1
KLKB1,0.330390656860297,1,1,-0.149049002071484,1,1,-0.432344651745433,1,1,0.134337953369215,1,1,-0.169192036240397,1,1,0.240961990746167,1,1,-0.719921933369591,1,1,-0.846604395807203,1,1,-0.625451259063357,1,1,-0.708600580164494,1,1
FNDC4,1.35761050155096,1,1,-1.26725501729419,1,1,-2.1961464698013,0.280814613888045,1,1.61936271495833,1,1,0.190815626506152,1,1,2.46385181336392,0.137452926462205,1,-1.69089285765831,0.90857267669425,1,-2.44593718146075,0.144476170752947,0.98020621539296,-0.776721617422155,1,1,-2.66263646191639,0.0775311257122354,0.81663219368708
CAD,-0.354409125308441,1,1,2.13776294288716,0.325359880396413,1,1.97441537354399,0.483345313793023,1,3.39725008797437,0.00680667291748266,0.197262617050892,3.17354669092774,0.015058867877821,0.393305266756954,1.84338985592172,0.652721100976066,1,0.0949537812257211,1,1,0.353612360158355,1,1,-1.34588529839749,1,1,-2.58540750097478,0.0972639668402737,0.912619333861842
DNMT3A,0.723653012448748,1,1,-1.90172091015498,0.572076507114806,1,-2.14271770532668,0.321357728047806,1,0.872329791398112,1,1,0.182451363113038,1,1,2.16565911810758,0.303372452269349,1,-0.653447774925643,1,1,-1.10962337989534,1,1,0.595838489548643,1,1,-1.21693496076961,1,1
RAB10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNAJC27,0.108956834068908,1,1,0.55954514476872,1,1,0.299599372099659,1,1,0.42728852623412,1,1,0.278240484552424,1,1,0.053167231988594,1,1,-0.721602964303011,1,1,-0.699791024469363,1,1,-1.06184110789938,1,1,-0.91294692405994,1,1
KIF3C,-1.10956581813258,1,1,-1.42314698647674,1,1,0.0779911599337754,1,1,-0.833518703287376,1,1,0.252347465364046,1,1,0.228477080917352,1,1,-1.09679814411199,1,1,-0.0556694809540332,1,1,-0.138482202076078,1,1,-0.296055224177314,1,1
FOSL2,1.28089509166873,1,1,-0.0196586305742052,1,1,-1.2635965160936,1,1,1.28458406310867,1,1,0.0183417218669266,1,1,1.26787619853306,1,1,-1.83323766082349,0.667672354877497,1,-2.55333915594441,0.106695545579862,0.826973059935553,-1.77756887881039,0.75474688890025,1,-2.54748342541018,0.108503007287172,0.962484413416177
GCKR,-1.80469069123618,0.711230973054756,1,1.67001054586849,0.949172771142595,1,2.26686372124907,0.233985520336956,1,-1.68665699258047,0.916693262758318,1,0.926182021794258,1,1,-2.64609516660894,0.0814269049669794,1,1.08919577453726,1,1,2.08628310144682,0.369529864706943,1,0.625538826915934,1,1,1.76719788066491,0.771950945162954,1
GPN1,0.963420592704943,1,1,-0.793848579569939,1,1,-1.5524095631125,1,1,-0.488757600637575,1,1,-1.18224407497344,1,1,0.0751008713882077,1,1,0.304463725972868,1,1,-0.479144629465149,1,1,0.836726051437951,1,1,0.637028660371376,1,1
GTF3C2,-0.799189129216031,1,1,0.324408657570467,1,1,1.03597291048704,1,1,1.60129943734225,1,1,2.00713170209824,0.44735641445388,1,1.34459393469247,1,1,-2.75075744728634,0.0594576502033404,0.81488445593465,-1.76349379573523,0.778172427721076,1,-2.93952238181142,0.0328718528221106,0.607340837934715,-3.55693540976378,0.00375206361501435,0.177779165607305
TMEM40,1.73162419636221,0.83340495221735,1,2.27811450431096,0.227197563078523,1,0.0891893952230547,1,1,1.86540029201417,0.621253164722005,1,0.178188344381624,1,1,0.118891316253873,1,1,-0.707351813940044,1,1,-1.90571309294717,0.566874396561011,1,-2.20241706960871,0.276358612169593,1,-2.01674055804547,0.437225950291869,1
TP63,1.19311491934052,1,1,-0.148958963395872,1,1,-1.2856449383071,1,1,0.99595671747603,1,1,-0.138626025228751,1,1,1.08971437387074,1,1,1.13891405887274,1,1,0.0582136089532902,1,1,1.22477773592119,1,1,0.185960780873913,1,1
CLDN16,6.00373242975766,1.92832387165921e-08,1.70951582763388e-05,5.98669006360449,2.14154306922852e-08,0.000322751955963431,-1.44849545490164,1,1,5.44164439498652,5.27909768940994e-07,0.000795560021794078,-0.0905364590909943,1,1,1.236750389366,1,1,4.74560408624003,2.07884978594391e-05,0.00798728636716964,-0.620693676170368,1,1,0.605183074134984,1,1,-0.505715282485911,1,1
PLAAT1,0.311333381201975,1,1,-0.174033844162612,1,1,-0.434293134441235,1,1,1.27447929245835,1,1,0.765893748098764,1,1,1.39685815564344,1,1,-1.85112902486414,0.641509933802188,1,-1.79928692824735,0.719733047617344,1,-1.72901985526222,0.838055415540004,1,-2.5595478159798,0.104808436482656,0.948179844181463
ITGA9,1.77508238518167,0.758842850271987,1,-1.23521265473258,1,1,-2.71346368497069,0.0665838657471113,0.511642725815616,0.671387074335266,1,1,-0.895174394219559,1,1,1.58782283024559,1,1,0.487133768579874,1,1,-0.930583820176242,1,1,1.31264655905868,1,1,-0.100418468263139,1,1
ADD1,-0.63661433414551,1,1,2.75927889522438,0.0579290729703807,1,2.71460400927715,0.0663550602685736,0.510483467742559,1.25120301235135,1,1,1.57190558608715,1,1,-0.840483270636047,1,1,-0.696514595486386,1,1,-0.150559570289516,1,1,-2.41955272414427,0.155396078090186,1,-1.51646507289586,1,1
TMEM175,-0.839282180676415,1,1,1.43817094382565,1,1,1.97255359425809,0.48546444519802,1,0.875027738535795,1,1,1.4407073483819,1,1,-0.189864707536706,1,1,-3.14508697471912,0.0166037459763195,0.385478930927813,-2.24974554115732,0.244651028049644,1,-4.02613809931882,0.00056700396470835,0.065906408463884,-3.38422767598314,0.00713787873235342,0.241466077837722
PLPP1,-1.11919281873464,1,1,-4.47525096759823,7.63216101930399e-05,0.0513608315439578,-2.25043382014896,0.244214201457559,1,-0.267097817680899,1,1,0.696964956703472,1,1,3.03368420258429,0.0241587174928232,0.746162042753929,-3.02620593629586,0.0247643573443771,0.495320122063766,-1.66910092380405,0.950973802625012,1,0.164107291331078,1,1,-2.31801099372427,0.20448723582489,1
SLC2A9,3.15474766127413,0.0160636975162604,0.180979206077587,3.49829111736081,0.00468249718708745,0.387746786299972,-0.311957966356165,1,1,1.78490855590836,0.742761506392599,1,-1.19788954783134,1,1,-1.07874283341148,1,1,0.682345825545648,1,1,-1.6082180452846,1,1,-1.52574922128466,1,1,-0.637471815727483,1,1
PRDM5,-1.59750126991952,1,1,-0.00395273824803737,1,1,1.56942824191811,1,1,2.14763569328514,0.317427075991179,1,3.09149599745026,0.0199150667194709,0.456803737385733,2.11802047684554,0.341733335307328,1,0.938372226020432,1,1,2.0296992228093,0.423871219611069,1,0.928947786193492,1,1,-0.875881941490837,1,1
MIER2,1.91014894188572,0.561140389856464,1,2.40277336075637,0.162712682646864,1,0.0318309554937054,1,1,2.52319935964094,0.116292451590793,0.990547131327094,0.597828499126637,1,1,0.655367399159428,1,1,0.121337543808082,1,1,-1.21839452833056,1,1,-1.3599497652579,1,1,-1.68356980155371,0.922648389674004,1
LYL1,2.96760013806848,0.0300134499448232,0.269085487280447,0.180853519522831,1,1,-2.79608460592647,0.0517258574039521,0.437463746877083,2.21027135047164,0.270863357063389,1,-0.512850987301987,1,1,2.05712530414666,0.396741742467279,1,-0.570920046595612,1,1,-2.6701929645194,0.0758076672089673,0.683086514633475,-0.68054262946491,1,1,-2.14029261276905,0.323311266145762,1
COL5A3,2.61998071583726,0.0879347393651986,0.549446292277325,2.98539613776013,0.0283211296175657,0.934219601059587,-0.356090160783633,1,1,2.01805435108837,0.435856011416477,1,-0.503302788687178,1,1,-0.244363541539487,1,1,-0.521383350722384,1,1,-2.39000740449,0.168480331228856,1,-2.42616831612793,0.152591914367937,1,-1.94572450312896,0.516878416537414,1
ICAM1,2.19089083766346,0.284596929336633,1,1.7873207366933,0.73885664325443,1,-0.803286101933542,1,1,3.4990162677572,0.00466978089219999,0.156734071370721,1.09576934241586,1,1,2.09806934620764,0.358990199639058,1,0.120686993411688,1,1,-1.52020282300078,1,1,-1.04119491204706,1,1,-2.49093951317424,0.127405807702254,1
OLFM2,0.153461918876138,1,1,1.34803197083271,1,1,0.981066403274892,1,1,-0.509881072222517,1,1,-0.57499770363644,1,1,-1.52664177738069,1,1,-0.578552179400848,1,1,-0.636623646184935,1,1,-1.44183251003757,1,1,-0.132171122519951,1,1
KLF1,2.87920046282162,0.0398684825319674,0.324963710242985,1.32136710943684,1,1,-1.89563843664953,0.580078710642219,1,2.08518746963801,0.370522868553231,1,-0.678347330904075,1,1,1.09447150022347,1,1,0.323567386727011,1,1,-1.89578347990691,0.57988681230299,1,-0.534499108494298,1,1,-1.28834891833488,1,1
C3orf52,2.60187876843873,0.0927146202322522,0.571462048461094,0.63170905589099,1,1,-2.15779233406487,0.309439811744853,1,1.43838172173982,1,1,-1.02423271406636,1,1,0.968893676142802,1,1,-0.632946424959281,1,1,-2.58757726051617,0.0966535176469681,0.781816095086218,-1.07206393446239,1,1,-1.6704243386783,0.948354375418387,1
PI4K2B,1.21109234477826,1,1,1.62744408388442,1,1,0.0310162509501044,1,1,2.98347596530304,0.028499441820789,0.446916324910812,1.50923560379639,1,1,1.74441983824732,0.810859082355919,1,-2.43629679085059,0.148385041422623,1,-3.01262808023741,0.0258996117699766,0.362600760251328,-3.47381655244907,0.00513111713503816,0.220843869585697,-4.33994014197324,0.000142521532880696,0.036833615501582
TBC1D19,-2.26173525174276,0.237137653611562,1,-1.24319377765652,1,1,1.23332108562118,1,1,0.692227326684844,1,1,2.35499767100882,0.185228217894143,1,1.55423863950907,1,1,-0.451643122878169,1,1,1.30644527295249,1,1,0.4005338937057,1,1,-0.91938153017315,1,1
PPARGC1A,0.225370784311367,1,1,0.471632906834286,1,1,0.138100406184204,1,1,-0.0162597984449521,1,1,-0.193913536772,1,1,-0.354157305842549,1,1,0.25479648037602,1,1,0.0461836609746864,1,1,-0.0707400232361213,1,1,0.224283279478356,1,1
F13A1,-1.05662610563316,1,1,1.65045782673763,0.988493321962862,1,2.29051712004135,0.219913572948738,1,-0.227282262914201,1,1,0.696163987229709,1,1,-1.47193927249072,1,1,-0.0211338776460971,1,1,0.776715710090044,1,1,-1.09432733202497,1,1,0.15203518882553,1,1
NUP54,0.131627091516376,1,1,-0.0717853133341175,1,1,-0.181741870501077,1,1,2.11211482523851,0.346766017070265,1,1.64885098935847,0.991781659005678,1,2.11429986862242,0.344896635868596,1,-0.632331259955692,1,1,-0.63957457430087,1,1,-0.571869218529167,1,1,-2.15597519282419,0.310856022719558,1
CXCL9,1.30084102551693,1,1,0.414530778671229,1,1,-0.9899071251487,1,1,0.937810425604931,1,1,-0.29242484378922,1,1,0.630381126135464,1,1,-2.25343750797053,0.242315768169349,1,-2.93004697156039,0.0338910769908395,0.425965323348165,-2.52274640533365,0.116442339681968,1,-2.6469005723514,0.0812332332404727,0.834236443867756
SCARB2,-1.37238113574581,1,1,-0.285600365568702,1,1,1.14420487575082,1,1,-1.73336037109707,0.830316365849691,1,-0.339033299190497,1,1,-1.51053796536808,1,1,-2.80578058368036,0.0501948591310417,0.74359233602469,-1.38859796109085,1,1,-2.60149586935017,0.0928181828882034,1,-1.05538446358516,1,1
USO1,0.548624494640733,1,1,-1.06568915593284,1,1,-1.35965268645706,1,1,1.25250251018581,1,1,0.612034816028117,1,1,2.03375219163666,0.419765870178688,1,-1.22449656576826,1,1,-1.48245962620604,1,1,-0.506084832217792,1,1,-2.01152064067466,0.442704923690885,1
ANXA3,1.36773011079509,1,1,-0.599706441876993,1,1,-1.79965137576412,0.71915703377491,1,-1.57238782907729,1,1,-2.4422967020684,0.145941467893985,1,-1.1015243721863,1,1,0.984186156648673,1,1,-0.182853285236149,1,1,1.37043573386592,1,1,2.04047604940498,0.413029341453386,1
ARSB,4.83960809762435,1.30095414930826e-05,0.00132477567460978,1.03565944398496,1,1,-4.10067312493315,0.000411950110089084,0.0166895164224532,1.00209311646869,1,1,-3.1553805738601,0.0160288872825874,0.40342731937609,0.251632734842551,1,1,1.46977848068462,1,1,-2.51286039353192,0.119756715489776,0.887014607185367,0.780172657739492,1,1,0.462667125475368,1,1
RAD18,1.04153052396631,1,1,1.98112746411995,0.475769810602371,1,0.463035364325391,1,1,-0.40302762104492,1,1,-1.18933280575666,1,1,-1.84507611682652,0.650264668790233,1,-1.27606652173761,1,1,-1.90321592798254,0.570123756260363,1,-2.59881334407609,0.0935466244276041,1,-0.767662380054762,1,1
SLC12A7,0.475660842123764,1,1,1.926642334113,0.540242189728223,1,1.07096810431555,1,1,-0.3367906378901,1,1,-0.694079302889472,1,1,-1.88569071818711,0.593366444035703,1,-3.30899447868999,0.00936316835628957,0.279055856904416,-3.36432465673569,0.00767312237428021,0.167403269694703,-4.24807713987466,0.000215613158562256,0.0357484739269157,-2.90932031966318,0.0362215529695675,0.544760003838089
SDHA,1.33853795256463,1,1,3.09438172819527,0.0197223551242327,0.778103701773064,1.09286470387844,1,1,2.3842169093569,0.171155107881429,1,0.993739225531061,1,1,0.130388673152582,1,1,-0.257272099129879,1,1,-1.18721203407614,1,1,-2.20000139358628,0.278067961533368,1,-1.99103580292611,0.464769512595701,1
PDCD6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP72,-0.620072852160488,1,1,2.37448057975878,0.175736606418498,1,2.41240398077161,0.158477111086905,0.892724885588161,-1.14424726000278,1,1,-0.467659817942257,1,1,-2.8603064069243,0.0423231869173928,0.973743014397667,-1.3867757518108,1,1,-0.85964621945111,1,1,-2.65419321768113,0.0794982911734012,0.975293686116341,-0.479529661430751,1,1
XRN1,-1.36146365630688,1,1,0.0425978069227748,1,1,1.39131246772306,1,1,1.22707380845904,1,1,2.15193899927277,0.314021591290058,1,1.19367071682006,1,1,0.571084904226824,1,1,1.50031020901198,1,1,0.543812194154962,1,1,-0.400348088126084,1,1
GRK7,-0.27764564930778,1,1,0.165891490943672,1,1,0.383419245190714,1,1,2.67217426850259,0.075361499785023,0.794194266965243,2.26001812715273,0.238201258189892,1,2.45668356074751,0.140226143217328,1,-2.34459790175685,0.190476091234461,1,-1.71912710469045,0.855912303691875,1,-2.3992867749672,0.16427043881789,1,-3.97039740998874,0.000717528473877662,0.0780962150553803
GRPEL1,-2.17573629368474,0.295749847048744,1,1.2641992590285,1,1,3.10648664295592,0.0189324861461092,0.231600242457802,-0.253656607010474,1,1,1.60207024370313,1,1,-1.20548329614438,1,1,-2.26837512691634,0.233063524590074,1,-0.491604891409526,1,1,-3.00790734279718,0.0263053327501118,0.539061941663614,-1.8336716572753,0.667027482699186,1
