"X","stat","pval","p.adj","num.genes","gene.vals","Directionality","DirectionalityNumeric"
"REACTOME_FORMATION_OF_AXIAL_MESODERM",-0.0154319099473877,0.11,0.11,11,"YAP1:1458, FOXH1:6330.5, TEAD2:6330.5, TCF7:6330.5, FOXA2:6330.5, TBXT:6330.5, SHH:6330.5, NOTO:6330.5, TEAD4:11958, LEF1:12385, FOXA1:12867","Unclear",0
"REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES",0.131152752842609,0.0787438654069506,0.399357888567358,15,"NQO1:506, SLC7A11:1575, BACH1:1741, EP300:2186, GSR:2483, PRDX1:3030, GCLC:3282, MAFK:4010, CREBBP:8774.5, HMOX1:8774.5, GCLM:8774.5, TXNRD1:8774.5, ATF4:8774.5, NFE2L2:8774.5, SRXN1:8774.5","Unclear",0
"REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES",-0.135970531710442,0.11,0.11,7,"TKT:390, PGD:1107, CREBBP:6330.5, TALDO1:6330.5, G6PD:6330.5, NFE2L2:6330.5, EP300:12919","Unclear",0
"REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING",-0.0572991751943847,0.11,0.11,19,"ADAM17:465, IRS1:1178, JAK2:6330.5, STAT1:6330.5, SOCS3:6330.5, MAPK3:6330.5, PTPN6:6330.5, SH2B1:6330.5, PTPN1:6330.5, GHR:6330.5, PRLR:6330.5, STAT5A:6330.5, STAT5B:6330.5, CISH:6330.5, SOCS2:6330.5, SOCS1:6330.5, LYN:13323, GH1:13515, GH2:13821","Unclear",0
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",0.00672668640390894,0.714342964465851,0.902565077037091,254,"UBE2B:18, UBE2K:39, UBR2:60, ANAPC1:154, UBR1:322, FBXL16:337, LONRF1:346, PSME1:461, MEX3C:508, FBXW12:529, KEAP1:572, CUL2:617, CDC23:676, GLMN:712, ANAPC7:807, PSME2:833, SIAH1:1053, SPSB2:1056, ITCH:1127, FBXW7:1137, FBXL15:1143, RLIM:1149, TRIM41:1153, KLHL22:1190, SMURF1:1230, TRIM63:1260, RNF123:1271, PSMD2:1278, RNF130:1355, LTN1:1401, BLMH:1427, KLHL5:1433, FBXW2:1505, RCHY1:1591, UBE2U:1633, UBA7:1679, HERC4:1707, UBA6:1810, ATG7:1907, RNF4:1924, PJA2:1927, FBXL19:2065, WWP1:2083, TRAF7:2105, ASB4:2194, WSB1:2221, PSMD8:2294, CDC16:2358, KLHL2:2445, RNF114:2524, FBXL5:2680, ANAPC5:2723, UBE2A:2848, PSMD10:2864, UBE3A:2911, PSMB7:2913, UBE2L3:3044, PSMB1:3073, PSME4:3120, UBE2N:3136, TRIM39:3137, FBXL8:3143, RNF19A:3220, BTRC:3328, FBXO2:3385, PSMB2:3437, RNF115:3452, PSME3:3513, ARIH2:3566, SEM1:3616, KLHL3:3671, FBXL3:3711, RNF220:3749, HUWE1:3763, PSMD1:3815, TRIM32:3818, KCTD7:3831, HECTD1:3886, CDC26:3918, FBXO10:4102, DZIP3:4119, SOCS3:8774.5, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, UBE2L6:8774.5, NEDD4:8774.5, HERC5:8774.5, STUB1:8774.5, UBE2D2:8774.5, VHL:8774.5, LNPEP:8774.5, SOCS1:8774.5, TRIM21:8774.5, UBA3:8774.5, UBE2V1:8774.5, KLHL13:8774.5, CDC27:8774.5, MYLIP:8774.5, UBE3C:8774.5, RNF14:8774.5, UFL1:8774.5, CUL7:8774.5, ANAPC4:8774.5, BTBD1:8774.5, ASB1:8774.5, RNF126:8774.5, UBA5:8774.5, HACE1:8774.5, KLHL42:8774.5, FBXO7:8774.5, TRIM9:8774.5, ASB2:8774.5, ASB9:8774.5, MGRN1:8774.5, FBXO31:8774.5, FBXW4:8774.5, UBE2S:8774.5, TRIM37:8774.5, SMURF2:8774.5, UBE4A:8774.5, FBXO9:8774.5, FBXL4:8774.5, CBLB:8774.5, ASB3:8774.5, RNF19B:8774.5, FBXO6:8774.5, UBE3D:8774.5, FBXO30:8774.5, AREL1:8774.5, KBTBD7:8774.5, RBBP6:8774.5, RBCK1:8774.5, HECTD3:8774.5, FBXL12:8774.5, RNF6:8774.5, HERC2:8774.5, UBAC1:8774.5, FBXW9:8774.5, LRRC41:8774.5, FBXO44:8774.5, RNF138:8774.5, TPP2:8774.5, FBXO21:8774.5, LMO7:8774.5, FBXO11:8774.5, HERC3:8774.5, UBE2Q2:8774.5, DET1:8774.5, NPEPPS:8774.5, DCAF1:8774.5, SKP2:8774.5, RNF217:8774.5, TRIM50:8774.5, ASB15:8774.5, TRIM4:8774.5, ASB10:8774.5, ASB6:8774.5, UBE3B:8774.5, FBXO4:8774.5, TRIM36:8774.5, TRIP12:8774.5, ASB17:8774.5, TRIM11:8774.5, SH3RF1:8774.5, FBXL18:8774.5, FBXO32:8774.5, RNF111:8774.5, UBE2J2:8774.5, FBXL13:8774.5, CCNF:8774.5, KLHL21:8774.5, FBXO41:8774.5, KBTBD8:8774.5, RNF25:8774.5, FBXO40:8774.5, ASB5:8774.5, ASB11:8774.5, HECTD2:8774.5, LRR1:8774.5, KBTBD6:8774.5, FBXO22:8774.5, RNF34:8774.5, SPSB1:8774.5, THOP1:8774.5, RNF213:8774.5, FBXW8:8774.5, SPSB4:8774.5, ANAPC2:8774.5, KLHL11:8774.5, RNF182:8774.5, PJA1:8774.5, ASB18:8774.5, FBXL7:8774.5, KLHL25:8774.5, TRAIP:8774.5, BTBD6:8774.5, UBOX5:8774.5, PRKN:8774.5, TRIM69:8774.5, ZNRF1:8774.5, ASB13:8774.5, FBXL22:8774.5, MIB2:8774.5, KLHL9:8774.5, UBE2J1:8774.5, TRIM71:8774.5, KBTBD13:8774.5, ASB14:8774.5, KLHL41:8774.5, GAN:8774.5, FBXO17:8774.5, HERC6:13504, LRSAM1:13544, UBE2O:13554, ASB12:13622, FBXO15:13666, ASB16:13720, LNX1:13726, NEDD4L:13728, MKRN1:13937, FBXW5:13940, PSMB9:14005, CDC20:14050, UNKL:14099, RNF144B:14125, UBR4:14441, FBXW10:14532, HECW2:14570, ZNRF2:14600, FZR1:14849, ZBTB16:14965, UBA52:15017, UBE2M:15042, SKP1:15051, RPS27A:15057, ELOC:15062, UBE2G1:15089, UBE2D1:15100, UBE2H:15101","Both",3
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",0.0121807855377616,0.467556878553232,0.78137461337478,307,"UBE2B:18, UBE2K:39, FGG:44, UBR2:60, ANAPC1:154, UBR1:322, FBXL16:337, LONRF1:346, S100A8:358, PSME1:461, MEX3C:508, FBXW12:529, KEAP1:572, CUL2:617, CDC23:676, GLMN:712, VAMP8:791, ANAPC7:807, PSME2:833, SEC24D:992, SIAH1:1053, SPSB2:1056, HSPA5:1084, ITCH:1127, FBXW7:1137, FBXL15:1143, RLIM:1149, TRIM41:1153, IKBKB:1179, KLHL22:1190, SMURF1:1230, TRIM63:1260, RNF123:1271, PSMD2:1278, RNF130:1355, MRC1:1391, LTN1:1401, BLMH:1427, KLHL5:1433, FBXW2:1505, RCHY1:1591, UBE2U:1633, UBA7:1679, HERC4:1707, UBA6:1810, ATG7:1907, RNF4:1924, PJA2:1927, CALR:1949, BECN1:1965, CD36:2042, FBXL19:2065, WWP1:2083, TRAF7:2105, CTSS:2180, ASB4:2194, WSB1:2221, CYBB:2222, PSMD8:2294, CDC16:2358, KLHL2:2445, CD14:2463, RNF114:2524, FGB:2676, FBXL5:2680, ANAPC5:2723, UBE2A:2848, PSMD10:2864, UBE3A:2911, PSMB7:2913, UBE2L3:3044, PSMB1:3073, PSME4:3120, UBE2N:3136, TRIM39:3137, FBXL8:3143, RNF19A:3220, MYD88:3288, BTRC:3328, BTK:3362, FBXO2:3385, PSMB2:3437, RNF115:3452, PSME3:3513, ARIH2:3566, SEM1:3616, KLHL3:3671, STX4:3699, FBXL3:3711, RNF220:3749, PIK3R4:3759, HUWE1:3763, PSMD1:3815, TRIM32:3818, KCTD7:3831, HECTD1:3886, CDC26:3918, ITGAV:4017, FBXO10:4102, DZIP3:4119, SOCS3:8774.5, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, TLR4:8774.5, PSMB6:8774.5, LY96:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, BCAP31:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, UBE2L6:8774.5, PIK3C3:8774.5, CHUK:8774.5, NEDD4:8774.5, HERC5:8774.5, SEC13:8774.5, CYBA:8774.5, NCF4:8774.5, NCF2:8774.5, NCF1:8774.5, STUB1:8774.5, UBE2D2:8774.5, VHL:8774.5, MRC2:8774.5, VAMP3:8774.5, SNAP23:8774.5, TAPBP:8774.5, LNPEP:8774.5, CD207:8774.5, TLR2:8774.5, FCGR1A:8774.5, B2M:8774.5, PDIA3:8774.5, TAP1:8774.5, TLR1:8774.5, TLR6:8774.5, SOCS1:8774.5, CANX:8774.5, TRIM21:8774.5, UBA3:8774.5, UBE2V1:8774.5, KLHL13:8774.5, CDC27:8774.5, MYLIP:8774.5, UBE3C:8774.5, RNF14:8774.5, UFL1:8774.5, CUL7:8774.5, ANAPC4:8774.5, BTBD1:8774.5, ASB1:8774.5, RNF126:8774.5, UBA5:8774.5, HACE1:8774.5, KLHL42:8774.5, FBXO7:8774.5, TRIM9:8774.5, ASB2:8774.5, SEC23A:8774.5, ASB9:8774.5, MGRN1:8774.5, FBXO31:8774.5, FBXW4:8774.5, UBE2S:8774.5, TRIM37:8774.5, SMURF2:8774.5, UBE4A:8774.5, FBXO9:8774.5, FBXL4:8774.5, SEC24A:8774.5, CBLB:8774.5, ASB3:8774.5, RNF19B:8774.5, FBXO6:8774.5, UBE3D:8774.5, FBXO30:8774.5, AREL1:8774.5, KBTBD7:8774.5, RBBP6:8774.5, RBCK1:8774.5, HECTD3:8774.5, ATG14:8774.5, FBXL12:8774.5, RNF6:8774.5, HERC2:8774.5, UBAC1:8774.5, FBXW9:8774.5, LRRC41:8774.5, FBXO44:8774.5, RNF138:8774.5, TPP2:8774.5, FBXO21:8774.5, LMO7:8774.5, FBXO11:8774.5, HERC3:8774.5, SEC31A:8774.5, SEC24B:8774.5, UBE2Q2:8774.5, DET1:8774.5, NPEPPS:8774.5, DCAF1:8774.5, SKP2:8774.5, RNF217:8774.5, TRIM50:8774.5, ASB15:8774.5, TRIM4:8774.5, ASB10:8774.5, ASB6:8774.5, UBE3B:8774.5, FBXO4:8774.5, TRIM36:8774.5, TRIP12:8774.5, ASB17:8774.5, TRIM11:8774.5, SH3RF1:8774.5, FBXL18:8774.5, FBXO32:8774.5, RNF111:8774.5, UBE2J2:8774.5, FBXL13:8774.5, CCNF:8774.5, KLHL21:8774.5, FBXO41:8774.5, KBTBD8:8774.5, RNF25:8774.5, FBXO40:8774.5, ASB5:8774.5, ERAP2:8774.5, ASB11:8774.5, HECTD2:8774.5, LRR1:8774.5, KBTBD6:8774.5, FBXO22:8774.5, RNF34:8774.5, SPSB1:8774.5, THOP1:8774.5, RNF213:8774.5, FBXW8:8774.5, SPSB4:8774.5, ANAPC2:8774.5, SEC24C:8774.5, KLHL11:8774.5, RNF182:8774.5, PJA1:8774.5, ASB18:8774.5, FBXL7:8774.5, KLHL25:8774.5, TRAIP:8774.5, BTBD6:8774.5, UBOX5:8774.5, PRKN:8774.5, TRIM69:8774.5, ZNRF1:8774.5, ASB13:8774.5, FBXL22:8774.5, MIB2:8774.5, KLHL9:8774.5, UBE2J1:8774.5, TRIM71:8774.5, KBTBD13:8774.5, ASB14:8774.5, KLHL41:8774.5, GAN:8774.5, FBXO17:8774.5, HERC6:13504, LRSAM1:13544, UBE2O:13554, ASB12:13622, FBXO15:13666, ASB16:13720, LNX1:13726, NEDD4L:13728, TAP2:13760, ITGB5:13901, MKRN1:13937, FBXW5:13940, PSMB9:14005, CDC20:14050, UNKL:14099, RNF144B:14125, UBR4:14441, FBXW10:14532, HECW2:14570, ZNRF2:14600, IKBKG:14708, ERAP1:14804, FZR1:14849, ZBTB16:14965, UBA52:15017, UBE2M:15042, SKP1:15051, RPS27A:15057, ELOC:15062, UBE2G1:15089, UBE2D1:15100, UBE2H:15101","Both",3
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",-0.0251263335204941,0.11,0.11,22,"ERAP1:301, TAP2:1345, BCAP31:6330.5, PIK3C3:6330.5, SEC13:6330.5, TAPBP:6330.5, B2M:6330.5, PDIA3:6330.5, TAP1:6330.5, CANX:6330.5, SEC23A:6330.5, SEC24A:6330.5, ATG14:6330.5, SEC31A:6330.5, SEC24B:6330.5, ERAP2:6330.5, SEC24C:6330.5, PIK3R4:11346, BECN1:13140, CALR:13156, HSPA5:14021, SEC24D:14113","Unclear",0
"REACTOME_KINESINS",-0.0125520388159601,0.11,0.11,53,"KIF26B:80, KIF26A:513, KIF25:581, TUBB4A:589, TUBA4A:709, KIF1C:812, KIF9:1131, KIF1B:6330.5, KIF2A:6330.5, KIFAP3:6330.5, KIF22:6330.5, KIF3C:6330.5, KIF16B:6330.5, TUBB1:6330.5, KLC3:6330.5, KIF20A:6330.5, KIF21B:6330.5, TUBA1B:6330.5, KIF1A:6330.5, KIF3A:6330.5, KIF12:6330.5, KLC4:6330.5, TUBB2A:6330.5, TUBB2B:6330.5, KIF23:6330.5, KIF20B:6330.5, CENPE:6330.5, KIF2B:6330.5, KIF6:6330.5, KIF27:6330.5, KIFC2:6330.5, TUBAL3:6330.5, TUBA8:6330.5, KIF18B:6330.5, TUBB4B:6330.5, KIF19:6330.5, KIF13B:6330.5, KIFC1:6330.5, KIF2C:11138, KIF5A:11478, KIF3B:11594, KIF21A:12517, TUBA1A:12688, KIF11:12812, KIF15:13053, KLC1:13471, KIF18A:13691, KIF5B:13715, RACGAP1:14228, KLC2:14246, KIF4A:14825, TUBB8B:15094, TUBB8:15096","Both",3
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",0.0204872047244095,0.427175279441712,0.76106425774052,127,"TUBB8:9, TUBB8B:11, H3-3A:13, KIF4A:280, EHD2:371, WEE1:464, GATA1:473, PRKAR2A:812, IRF2:829, KLC2:859, RACGAP1:877, H3C2:897, RCOR1:932, HBE1:986, SIN3A:1058, GATA2:1281, KIF5B:1390, KIF18A:1414, HMG20B:1432, KLC1:1634, EHD3:1655, KIF15:2052, SH2B2:2201, RBSN:2204, ITPK1:2232, KIF11:2293, GATA3:2411, TUBA1A:2417, NFE2:2546, IRF1:2570, KIF21A:2588, HDAC1:2771, CAPZA1:2849, MFN1:2868, EHD1:2943, RAD51C:3140, KIF3B:3511, GATA6:3601, KIF5A:3627, TP53:3731, SH2B3:3790, PRKACB:3799, JMJD1C:3873, KDM1A:3875, PHF21A:3891, KIF2C:3967, MAFK:4010, MYB:4023, DOCK6:4052, JAK2:8774.5, PRKAR2B:8774.5, KIF1B:8774.5, KIF2A:8774.5, PRKACA:8774.5, ACTB:8774.5, KIFAP3:8774.5, KIF22:8774.5, KIF3C:8774.5, DOCK9:8774.5, DOCK3:8774.5, KIF16B:8774.5, ABL1:8774.5, TUBB1:8774.5, KLC3:8774.5, DOCK8:8774.5, AKAP10:8774.5, PRKAR1A:8774.5, KIF20A:8774.5, DOCK7:8774.5, MFN2:8774.5, KIF21B:8774.5, AKAP1:8774.5, CDK2:8774.5, TUBA1B:8774.5, DOCK4:8774.5, KIF1A:8774.5, KIF3A:8774.5, CABLES1:8774.5, DOCK2:8774.5, MICAL1:8774.5, DOCK10:8774.5, GATA4:8774.5, KIF12:8774.5, KLC4:8774.5, TUBB2A:8774.5, TUBB2B:8774.5, KIF23:8774.5, KIF20B:8774.5, CENPE:8774.5, KIF2B:8774.5, AK3:8774.5, CABLES2:8774.5, KIF6:8774.5, KIF27:8774.5, KIFC2:8774.5, ZFPM2:8774.5, SH2B1:8774.5, TUBAL3:8774.5, RAD51B:8774.5, TUBA8:8774.5, MAFF:8774.5, KIF18B:8774.5, PRKAR1B:8774.5, TUBB4B:8774.5, KIF19:8774.5, KIF13B:8774.5, KIFC1:8774.5, H3C1:8774.5, VPS45:13699, H3C4:13702, H3C8:13852, H3C10:13959, CAPZB:13964, KIF9:13974, DOCK11:14206, KIF1C:14293, TUBA4A:14396, DOCK1:14439, CARMIL1:14478, TUBB4A:14516, KIF25:14524, H3C11:14572, KIF26A:14592, H3C13:14763, GATA5:14844, KIF26B:15025, CDC42:15056","Both",3
"REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",0.0640312670140779,0.258768697602661,0.632195070159347,26,"CD22:361, SYK:851, ORAI1:1039, ORAI2:1413, LYN:1782, ITPR3:2458, TRPC1:2589, DAPP1:3184, BTK:3362, CD79A:3432, PTPN6:8774.5, SOS1:8774.5, ITPR2:8774.5, VAV1:8774.5, PIK3R1:8774.5, STIM1:8774.5, PLCG2:8774.5, SH3KBP1:8774.5, NCK1:8774.5, PIK3CD:8774.5, BLNK:8774.5, CD79B:8774.5, BLK:8774.5, PIK3AP1:8774.5, CD19:8774.5, ITPR1:13644","Unclear",0
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",0.028535600941208,0.375856278497526,0.7326568746999,81,"NFKBIE:264, CD22:361, PSME1:461, PSME2:833, SYK:851, REL:937, ORAI1:1039, IKBKB:1179, PSMD2:1278, ORAI2:1413, PRKCB:1425, LYN:1782, NFATC3:1823, PSMD8:2294, ITPR3:2458, TRPC1:2589, PSMD10:2864, PSMB7:2913, MAP3K7:3054, PSMB1:3073, PSME4:3120, DAPP1:3184, BTRC:3328, BTK:3362, CD79A:3432, PSMB2:3437, PSME3:3513, SEM1:3616, PSMD1:3815, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PPP3R1:8774.5, PSMB11:8774.5, PTPN6:8774.5, SOS1:8774.5, ITPR2:8774.5, VAV1:8774.5, PIK3R1:8774.5, STIM1:8774.5, RASGRP1:8774.5, PPIA:8774.5, PLCG2:8774.5, NFKBIA:8774.5, NFATC2:8774.5, NFKBIB:8774.5, NFKB1:8774.5, NFATC1:8774.5, BCL10:8774.5, RASGRP3:8774.5, MALT1:8774.5, RELA:8774.5, CHUK:8774.5, SH3KBP1:8774.5, NCK1:8774.5, PIK3CD:8774.5, BLNK:8774.5, CD79B:8774.5, BLK:8774.5, PIK3AP1:8774.5, CD19:8774.5, ITPR1:13644, PSMB9:14005, CARD11:14403, IKBKG:14708, UBA52:15017, SKP1:15051, RPS27A:15057","Herbivore",1
"REACTOME_ION_CHANNEL_TRANSPORT",0.0393859423540527,0.0816225368658714,0.403192969778537,166,"TRPV1:4, ANO5:17, ATP8B1:93, CLCNKA:132, TRPM7:168, ATP2B4:191, SCNN1A:426, SLC9C1:471, ANO6:483, SLC9B1:512, ATP6V0A4:516, SRI:524, CLCNKB:526, ANO8:592, TRPM6:619, ATP13A1:627, STOM:696, SCNN1B:766, RAF1:816, ATP8A2:905, ATP8A1:912, CLCA4:954, TRPA1:1038, ATP2A1:1094, ASIC5:1213, TRPV5:1322, SLC9C2:1543, CLCA1:1610, ATP2B1:1632, NALCN:1638, RIPK1:1687, CLCN3:1688, MCOLN3:1695, SCNN1G:1756, ATP10A:1784, ATP6V1A:1874, ATP11C:1988, ATP11B:2025, WWP1:2083, WNK1:2142, CAMK2D:2155, ATP6V0D2:2188, ATP12A:2321, MCOLN1:2441, ATP6V0A1:2446, ATP1B1:2587, TRPC1:2589, MCOLN2:2763, ATP1B3:3028, RYR1:3246, ATP1A2:3387, ATP6V0A2:3544, CLCN2:3723, ATP6V1B1:3734, BSND:3814, ATP6V0C:3843, SGK1:3854, ATP1A1:4015, ATP6V1G3:4045, UBB:8774.5, ATP2B3:8774.5, TRPC7:8774.5, ATP2A3:8774.5, ATP1B2:8774.5, TRPC3:8774.5, ATP2B2:8774.5, ATP2A2:8774.5, CAMK2A:8774.5, CAMK2G:8774.5, ATP6V1H:8774.5, TCIRG1:8774.5, ATP6V0B:8774.5, ATP6V1F:8774.5, ATP6V1E1:8774.5, ATP6V1C2:8774.5, ATP6V1B2:8774.5, ATP6V1C1:8774.5, ATP6V0D1:8774.5, ATP6V1E2:8774.5, TRPC5:8774.5, TRPC4:8774.5, RIPK3:8774.5, ATP11A:8774.5, ATP8B4:8774.5, TRPM2:8774.5, ATP7A:8774.5, CLCN6:8774.5, BEST2:8774.5, ANO2:8774.5, ASIC4:8774.5, CLCN4:8774.5, OSTM1:8774.5, TRPM3:8774.5, TRPC4AP:8774.5, SGK2:8774.5, CLCN7:8774.5, SGK3:8774.5, ASIC2:8774.5, TRPV4:8774.5, CASQ2:8774.5, WNK4:8774.5, BEST3:8774.5, TRPM4:8774.5, ANO1:8774.5, TRPM1:8774.5, ANO3:8774.5, TTYH3:8774.5, CLCA2:8774.5, TTYH2:8774.5, BEST4:8774.5, CASQ1:8774.5, UNC80:8774.5, TRPM8:8774.5, ANO4:8774.5, CLIC2:8774.5, TSC22D3:8774.5, ANO10:8774.5, TPCN2:8774.5, SCNN1D:8774.5, SLC9B2:8774.5, TRPV6:8774.5, WNK2:8774.5, TTYH1:8774.5, TRPV3:8774.5, CLCN5:8774.5, ANO9:8774.5, TRDN:8774.5, TPCN1:8774.5, TRPV2:8774.5, CLCN1:8774.5, WNK3:8774.5, ASPH:8774.5, RYR2:8774.5, RYR3:8774.5, ASIC3:8774.5, ATP2C1:8774.5, ATP9A:8774.5, ATP2C2:8774.5, ATP6AP1:8774.5, ATP1A3:8774.5, ATP4A:8774.5, ATP10B:8774.5, CUTC:8774.5, ATP7B:8774.5, ATP13A4:8774.5, ATP8B3:8774.5, FXYD6:8774.5, ATP13A2:8774.5, ATP4B:8774.5, ATP13A5:8774.5, FXYD1:8774.5, STOML3:13570, ASIC1:13609, NEDD4L:13728, ATP10D:14074, SLC17A3:14185, ATP1A4:14319, UNC79:14323, TRPC6:14616, ATP8B2:14807, ANO7:14881, ATP9B:14895, TRPM5:14976, UBA52:15017, RPS27A:15057, CAMK2B:15087","Herbivore",1
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.0254377031419285,0.526377983427726,0.802454578096179,52,"ALDH7A1:504, HK1:505, BPGM:601, HK2:757, HK3:1253, PGM2:1396, ALDOB:1453, ACSS2:1723, G6PC2:2239, PDHA2:2320, PFKM:2477, PKM:2721, ADH4:2738, PFKP:2989, LDHC:3531, ALDOA:8774.5, ALDH2:8774.5, GCK:8774.5, PCK1:8774.5, PKLR:8774.5, DLD:8774.5, LDHB:8774.5, PDHA1:8774.5, LDHA:8774.5, DLAT:8774.5, PDHB:8774.5, AKR1A1:8774.5, ALDH3B1:8774.5, ALDH3A2:8774.5, ALDH3B2:8774.5, GPI:8774.5, ALDOC:8774.5, PFKL:8774.5, ALDH3A1:8774.5, ALDH1B1:8774.5, ACSS1:8774.5, ADH5:8774.5, ALDH1A3:8774.5, ENO1:8774.5, PGK1:8774.5, ENO3:8774.5, TPI1:8774.5, ENO2:8774.5, PGAM2:8774.5, PGK2:8774.5, PCK2:8774.5, FBP2:8774.5, FBP1:8774.5, ALDH9A1:8774.5, GALM:8774.5, ADH7:13691, PGM1:13834","Unclear",0
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.117646397662133,0.0258601989826679,0.240339890545104,30,"OGDHL:273, ACO1:295, IDH1:511, SUCLA2:513, SDHA:1525, ACO2:1585, IDH3B:1613, PDHA2:2320, SDHC:2573, SDHD:2637, CS:2673, SDHB:2861, ACLY:3216, MDH1:3593, IDH3G:4007, PCK1:8774.5, DLD:8774.5, FH:8774.5, OGDH:8774.5, DLST:8774.5, PDHA1:8774.5, MDH2:8774.5, DLAT:8774.5, SUCLG1:8774.5, PDHB:8774.5, SUCLG2:8774.5, IDH2:8774.5, PC:8774.5, PCK2:8774.5, IDH3A:14220","Herbivore",1
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",-0.0267863828671983,0.11,0.11,24,"TKT:390, H6PD:678, PGD:1107, PGM1:1271, ALDOA:6330.5, TALDO1:6330.5, DERA:6330.5, GPI:6330.5, ALDOC:6330.5, PFKL:6330.5, G6PD:6330.5, FBP2:6330.5, FBP1:6330.5, PRPS1:6330.5, RBKS:6330.5, PRPS1L1:6330.5, TKTL2:6330.5, TKTL1:11257, RPIA:12018, PFKP:12116, PFKM:12628, ALDOB:13652, PGM2:13709, PGLS:15063","Both",3
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.069939441516205,0.44386906762999,0.775480551295419,10,"UGDH:230, AKR1B1:369, GUSB:1115, UGT1A6:8774.5, UGP2:8774.5, UGT1A1:8774.5, XYLB:8774.5, CRYL1:8774.5, DCXR:8774.5, DHDH:8774.5","Both",3
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.0548605255761664,0.283247017263788,0.654604742454275,32,"AKR1B1:369, HK1:505, SORD:722, HK2:757, PFKFB2:847, GMPPB:849, GMDS:980, HK3:1253, ALDOB:1453, PFKM:2477, PFKP:2989, PFKFB4:4076, ALDOA:8774.5, MTMR2:8774.5, MTMR7:8774.5, MTMR6:8774.5, PFKFB1:8774.5, ALDOC:8774.5, PFKL:8774.5, PMM1:8774.5, GMPPA:8774.5, FCSK:8774.5, FPGT:8774.5, KHK:8774.5, TPI1:8774.5, PFKFB3:8774.5, FBP2:8774.5, FBP1:8774.5, PHPT1:8774.5, MPI:13765, PMM2:14428, MTMR1:14783","Unclear",0
"KEGG_GALACTOSE_METABOLISM",0.186955545138482,0.00192372991998029,0.0570475360848477,23,"AKR1B1:369, LCT:396, GLA:460, HK1:505, HK2:757, B4GALT1:977, HK3:1253, PGM2:1396, GLB1:1582, LALBA:2063, G6PC2:2239, PFKM:2477, PFKP:2989, B4GALT2:3349, GCK:8774.5, UGP2:8774.5, PFKL:8774.5, GALK1:8774.5, GALE:8774.5, GALT:8774.5, GANC:8774.5, GALK2:8774.5, PGM1:13834","Unclear",0
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.0301325658468515,0.754302400390074,0.917280698035166,9,"UGDH:230, ALDH7A1:504, ALDH2:8774.5, MIOX:8774.5, UGT1A6:8774.5, UGT1A1:8774.5, ALDH3A2:8774.5, ALDH1B1:8774.5, ALDH9A1:8774.5","Both",3
