,X_Omnivore...Carnivore.Rho,X_Omnivore...Carnivore.P,X_Omnivore...Carnivore.p.adj,X_Omnivore...Herbivore.Rho,X_Omnivore...Herbivore.P,X_Omnivore...Herbivore.p.adj,Carnivore...Herbivore.Rho,Carnivore...Herbivore.P,Carnivore...Herbivore.p.adj
TEP1,-0.910780166216914,1,1,0.120774942989501,1,1,1.07510848937077,0.846978477325097,1
CDH20,-1.46125062153839,0.431840026368453,1,-2.54321884821255,0.0329509232498134,0.455994629601389,-0.520569610699039,1,1
PHLPP1,-1.90726829711882,0.169457560028208,0.701828064309057,-2.09093733792694,0.10960104449604,0.811537836009144,0.154621530854834,1,1
EFCAB6,-2.2292118761261,0.0773994321588445,0.447158906467085,0.390853740732392,1,1,2.70527902918093,0.0204741110231601,0.21461308480166
PPARA,1.8299367357713,0.20177819834019,0.774694400357289,-1.2451467314274,0.639233457180763,1,-3.02879502872264,0.00736593620544531,0.111849014433575
PRDX1,1.39276530637061,0.491072318519929,1,0.872042905233209,1,1,-0.739322202945145,1,1
PGS1,-1.58613631866277,0.338125169179717,1,-0.384913110614722,1,1,1.34941465598276,0.53161144773223,1
TIMP2,-1.61105406359869,0.321503818058103,0.996747964059965,-0.137189251293824,1,1,1.65121083663792,0.296086593353875,1
LGALS3BP,-1.56360475751003,0.353731250774527,1,-1.88719653807084,0.177401687336375,1,0.000710422446172549,1,1
ELL,3.27917510094023,0.00312333045798032,0.058979254172724,-2.32372669750209,0.0604204399082467,0.614469383103375,-5.3984515140694,2.01655584410337e-07,7.96883848442996e-05
MAST3,-0.158094423018635,1,1,-1.65853941332656,0.291625917425665,1,-1.27500250075278,0.606925070564657,1
COPE,-1.06938913232173,0.854683086770008,1,-1.53922913686245,0.371245100346575,1,-0.0501368268636129,1,1
MAU2,-1.01334930905263,0.932680028348068,1,-0.540730483496458,1,1,0.677742960068383,1,1
TRPC5,-2.17040436969808,0.0899286782029782,0.490085585013338,-0.369816308544264,1,1,1.96036992031507,0.149857706948735,0.693250377087039
MID2,-1.29444530323328,0.586534952418738,1,-2.16295506595357,0.0916339074363021,0.742463735002638,-0.383487409669662,1,1
AMMECR1,-1.41510840878384,0.471110139387482,1,-1.58733228203859,0.337312222544267,1,0.160516146116912,1,1
PRKX,1.28219860183391,0.59931895971255,1,-1.06996637517509,0.853903332557958,1,-2.22328134174667,0.0785905045558656,0.481435371187745
RRAGB,1.5074331266804,0.395099018949656,1,0.00380325837470417,1,1,-1.56917668612907,0.349820325008212,1
HUWE1,0.364945336015221,1,1,-2.0894803766288,0.109993507762269,0.812047741816657,-2.17959099282933,0.0878633791906997,0.515792508371687
BPI,-0.885251101500936,1,1,0.933634036846827,1,1,1.76276261750668,0.233821604270795,0.882781928841957
SLA2,-2.1898805719314,0.0855986979720886,0.477407953371353,0.17844885192072,1,1,2.59319051908576,0.0285270234029189,0.262620105321245
RALGAPB,-0.391923028390361,1,1,-0.615368437433977,1,1,-0.0799521938390065,1,1
XRCC1,1.87209390034937,0.183580841196308,0.73459540357189,0.165155390047883,1,1,-1.86601625216642,0.186117275160803,0.774741507312861
MARK4,3.2497762785039,0.00346487489474005,0.0628643931070305,0.664034222004017,1,1,-2.90265787207694,0.0111003183953603,0.145038192452925
HACE1,1.8642890872576,0.186843355425141,0.742697753826824,2.21491313319742,0.0802980824684808,0.70523742855727,-0.415014008389127,1,1
ATRN,-1.67102391121907,0.284150864833243,0.935773030150842,-0.90195852684409,1,1,1.05104569323865,0.879712812843308,1
CNPY4,1.00897839960551,0.938954980643509,1,1.54429586862883,0.367550018926858,1,0.297146352983377,1,1
RASA4,1.38811754628221,0.495303763333302,1,0.508795090811177,1,1,-1.0491652357596,0.882306227207925,1
ARPC1A,0.528848834299788,1,1,-1.01685163133933,0.92767204790708,1,-1.3509820102595,0.530103586454146,1
MYDGF,1.45372508597791,0.438067620889199,1,-0.620888700107875,1,1,-2.03838601517748,0.124534031299902,0.627589541250704
MAP2K2,2.61921598594743,0.0264396380600145,0.238118407920153,-0.719119623527746,1,1,-3.46184879678676,0.00160943538553073,0.0427123584162824
TLE2,0.996743652178065,0.956666866054022,1,1.17102835985731,0.724762133751104,1,-0.0419852828857263,1,1
GNA15,-1.50484723102534,0.397090072856261,1,0.743436176060451,1,1,2.41666825248552,0.0469898562305726,0.353285220718207
DPP9,-0.298525244923033,1,1,-0.992185400618976,0.963321278759277,1,-0.539167145696246,1,1
ZFR2,-1.04572832754424,0.887059440615993,1,-0.279265207132679,1,1,0.917749302872436,1,1
YJU2,0.113308544728334,1,1,0.209368952344165,1,1,0.0590453506657851,1,1
PIAS4,0.959312596833466,1,1,1.40196448348124,0.48277755839018,1,0.0971752256542035,1,1
ZNF330,-1.65404936031097,0.294352451851549,0.951915853273213,-0.697276416978793,1,1,1.20278056096857,0.687183747368873,1
GAB1,3.31861032293375,0.00271399735105141,0.0539409251825928,2.71667107654857,0.0197826317392198,0.358587860552637,-1.36389982964889,0.51779728338951,1
UCP1,-0.512386090234413,1,1,-0.0218173821592429,1,1,0.522788214770608,1,1
NOMO3,-1.07537727427661,0.846617556446214,1,-0.987430174769163,0.970295393360983,1,0.30332332056533,1,1
MAPK3,-0.138769664264914,1,1,-0.535001111752588,1,1,-0.267849734301256,1,1
EEF2K,0.0349158431543712,1,1,0.867002184460069,1,1,0.705103732538528,1,1
DHTKD1,2.97797812665911,0.00870470072958092,0.115491740011114,-0.736580987579803,1,1,-3.85895099346809,0.000341624303058225,0.0150817355807884
PHYH,-1.44096966315472,0.448779760561924,1,1.85584909097953,0.190425213196879,1,3.27183303919665,0.00320557971076661,0.0659096478094423
SORCS1,-2.3091887839089,0.0627993230719955,0.39822881894813,-0.647859093626982,1,1,1.94802560776478,0.154235697399464,0.704269300604623
EPC1,0.188964274568128,1,1,1.73890905100841,0.246152285761579,1,1.20450684867694,0.685181209766962,1
MTPAP,3.49272684029794,0.00143434595606689,0.0357527279695318,2.40287619954308,0.0488000800538268,0.549827757842745,-1.68409150473704,0.27649195771018,0.966082100241607
SCARF1,5.60274492425321,6.32950794200718e-08,5.69726042646669e-05,3.8844198555194,0.000307723561615262,0.0426210283416694,-2.54190374513229,0.0330751592129335,0.286150750770212
SMG6,2.72989823651679,0.0190061635949448,0.195010577321573,1.78763926017774,0.221502681245945,1,-1.4142903076873,0.471830044737972,1
ASPA,0.921811024025526,1,1,2.11802436414867,0.102519012987649,0.786596470518757,0.661635757694714,1,1
DPH1,-1.43752906652372,0.451703159598724,1,2.02328955704447,0.12912990878389,0.879222761278545,3.24884707609861,0.00347621260863273,0.0695574662034902
ITGAE,2.34899371601057,0.0564726735008515,0.376221322393419,2.30728951420611,0.0631160570787446,0.626713054510451,-0.464146270362032,1,1
PLD2,-3.30273125433041,0.0028724430789236,0.0561056071482578,-0.447533993812246,1,1,3.19499008476557,0.00419506933779483,0.077856258202694
METTL16,3.33392104128065,0.00256892886531956,0.0522886752209894,1.79642193317085,0.217282314562819,1,-2.0636433007022,0.1171546466669,0.604608927875161
SLC27A5,2.09035127518029,0.109758769184657,0.551927864161952,0.0635929469074686,1,1,-2.18560625050745,0.086533274802568,0.510937360915163
A1BG,1.98500430458735,0.141431977742274,0.637442733866879,1.69458091386507,0.270464850789886,1,-0.68554829353846,1,1
CCDC6,0.191340465958736,1,1,0.829406160743874,1,1,0.415677619696221,1,1
RAB36,2.50933037178838,0.0362880886709124,0.286102001287651,1.06021143009826,0.867145266758585,1,-1.79125108628827,0.219759034743785,0.852414623155088
CABIN1,1.24503844660108,0.639352854672683,1,-3.27887533210202,0.00312665000862442,0.142324054465615,-4.20965705965176,7.6727579964459e-05,0.00548976366290656
PRKCQ,0.785166652263412,1,1,-0.374836469771873,1,1,-1.1206777215754,0.787275205715764,1
SLC17A6,-0.916019489425222,1,1,-0.838656000120772,1,1,0.348469269436049,1,1
CAPZA1,0.347466598948196,1,1,-1.28730051050031,0.59396869708688,1,-1.20259838523382,0.687395318603612,1
PALMD,-1.06143428189062,0.865477752510059,1,-0.168222150465105,1,1,0.999317194752582,0.952923175308211,1
KIF18A,5.00558549667733,1.67077458684838e-06,0.000443768686165861,2.55563215909226,0.0317985305370849,0.448472747914239,-3.23138731615583,0.00369572659187089,0.0717895711334842
BBOX1,0.270577629031573,1,1,0.0178130435194254,1,1,-0.277058208217298,1,1
MSH4,0.588236991159224,1,1,0.6521459187625,1,1,-0.0532237924617644,1,1
DGCR2,1.44193162227168,0.447964992935457,1,-2.09904109429176,0.107439835027114,0.805588797304971,-3.36489613652783,0.00229717432706501,0.0525689526089086
UFD1,-0.319355629040761,1,1,-2.17278518719437,0.0893894660672507,0.735109856338725,-1.32757037314694,0.552960232099985,1
MED15,0.899460531687112,1,1,-1.63438118519554,0.306536509086839,1,-2.39030996645301,0.0505024753331909,0.368577074481243
ARVCF,1.07876975815717,0.842071138336308,1,-2.56073868875193,0.0313349658424854,0.445814856433254,-3.3283314000227,0.00262103608534448,0.057546560028176
HIRA,0.491009592733433,1,1,-3.93472590105927,0.000249875089276789,0.0396982923699056,-3.74384966839424,0.000543666316932073,0.0206771870115809
PPM1F,-0.724864944966689,1,1,-1.99787956073582,0.137189157171117,0.902681929426266,-0.992224541606207,0.963264009970985,1
UBE2R2,1.61035609516863,0.321960418825428,0.997590878907934,-0.398348237954329,1,1,-2.10556562315369,0.105726304220274,0.570240983728927
SYP,0.696512574867383,1,1,-0.165741342840768,1,1,-0.855546962494557,1,1
ACTR3,1.31384568203061,0.566694423032932,1,0.324148829657175,1,1,-1.17513930278601,0.719816966491655,1
DDX18,1.3995723961205,0.484924214668008,1,-0.186984805615073,1,1,-1.65388038794247,0.294455454658233,1
ARFGAP3,-1.90992054623111,0.168430332575827,0.699899525107349,-1.9647878350335,0.148316396290514,0.934110844107184,0.376545576875712,1,1
PACSIN2,-0.860723284848164,1,1,-0.208125023666329,1,1,0.753648887613512,1,1
EP300,1.55393256977741,0.360601505330306,1,0.783442169330693,1,1,-0.990391253441969,0.965948756780362,1
DESI1,-1.70270968929208,0.265867232139152,0.900707403080372,1.44898721331267,0.442023460479523,1,3.07985551776701,0.00621303104083616,0.100063150023486
PLEKHA4,1.07274947224327,0.850150610554383,1,-0.328749873056749,1,1,-1.45309436866909,0.43859266316981,1
FAM83E,-1.00673318470677,0.942189031641413,1,-0.449546870754395,1,1,0.705529872829921,1,1
MREG,0.363481082010586,1,1,-0.64779637293195,1,1,-0.941982784889435,1,1
GRIN2D,-0.441897482372915,1,1,-0.384326292820608,1,1,0.15006641466743,1,1
LIG1,-3.82826717116305,0.000387145888143401,0.0144362868749514,-3.53777057044909,0.00121056155217324,0.0868015484644576,1.08514483211269,0.833572541068473,1
OPA3,-1.34332579827672,0.537499506089196,1,-0.291098339306838,1,1,1.21729359663618,0.670477589254412,1
EHD2,2.45429257314086,0.0423486234285283,0.31502864866346,1.34675181970335,0.534180530138023,1,-1.51613411724784,0.388456328904545,1
HSD17B14,-0.160019748423801,1,1,-0.212855214958493,1,1,-0.0112292905575378,1,1
LY9,1.84599478154228,0.194678889452206,0.758582820323385,2.31141990025839,0.062429018400419,0.623328554022668,0.293587443435228,1,1
P2RX3,-1.53986845667587,0.370777263072637,1,-2.82831720109134,0.0140380248879218,0.298272145049179,-0.717672499811176,1,1
NOX4,-1.51122951917094,0.392189951826405,1,-1.02182606431081,0.920589692609897,1,0.775258928147772,1,1
TYR,0.961884430614494,1,1,0.0927336599955208,1,1,-0.947139889686522,1,1
IL37,0.606842626889108,1,1,-0.326707264330046,1,1,-0.83449038062905,1,1
IL1A,0.0201441228154023,1,1,-0.390842715826124,1,1,-0.352776028054286,1,1
IL1B,-1.56560393747423,0.352324102897378,1,-0.495817082049683,1,1,1.23363319461833,0.652018853585698,1
TCF25,-0.223323223878696,1,1,1.69469145384271,0.270401903211976,1,1.7098201379652,0.261897413816706,0.941273713100769
NAPA,-0.503791980968019,1,1,-0.287432341996901,1,1,0.309010159645827,1,1
ITPKC,-0.625233706219749,1,1,-0.835448502202696,1,1,-0.0531243253073558,1,1
KCNK6,-0.268819210526862,1,1,-0.81256629330886,1,1,-0.421592571661803,1,1
BRD4,2.99247541405239,0.00830174866176749,0.111253045341569,0.149916146253539,1,1,-3.01737844392849,0.00764913831552477,0.114539130303265
IL27RA,1.47345036370606,0.421888915694106,1,-0.10044820288592,1,1,-1.68333290269891,0.276931992989288,0.966785638959801
ASF1B,-0.765168524788029,1,1,-1.43402438470788,0.454695912937107,1,-0.292320136587194,1,1
ILVBL,-1.0079571352861,0.94042512221946,1,-2.30145820464795,0.0640972356560032,0.630276519299473,-0.858331895679631,1,1
FAM32A,0.0283258687464516,1,1,-2.78172940309735,0.0162210306169677,0.32174027068294,-2.01689394326267,0.131119746838723,0.641619492081241
NOTCH3,1.63826755164284,0.304097680300957,0.968106875910436,-0.426089639062098,1,1,-2.17537476348779,0.0888061322220503,0.51793986834473
MED26,-0.645302830585602,1,1,-1.52251174752909,0.383642712436895,1,-0.642167517447101,1,1
COMMD9,-1.18326794842538,0.71010891358639,1,-2.05696898714659,0.119067627395205,0.850370604644908,-0.537450932406053,1,1
LIFR,1.8670903461824,0.185666916965588,0.739291076106282,1.02247469936836,0.919668844154872,1,-1.11932234151302,0.789007943728989,1
C6,-0.270137044373786,1,1,0.151020274625548,1,1,0.42374675591372,1,1
PRKCG,-2.87603915480208,0.0120809926526802,0.142873170042865,-0.884671096689785,1,1,2.3704315245482,0.0533020041973695,0.380943569477627
PPP1R12C,0.909174114535346,1,1,-1.33457887071282,0.54604265179372,1,-2.10616715044559,0.105569506545944,0.569765871105057
PTPRH,-2.89132063649839,0.0115087951171997,0.138533059798566,0.0987530311263552,1,1,3.06665936877391,0.00649396141946508,0.102849621620893
ALG6,1.42895063036558,0.459055271222422,1,-1.09206934619262,0.824407865431916,1,-2.44354314969412,0.0436314908807691,0.337825367473537
WDR11,-1.33172174604846,0.548854922071097,1,-0.936354324393043,1,1,0.641075048816217,1,1
CEP126,-1.86158895518653,0.187983153905483,0.745217288861424,3.37020107680478,0.00225340054544161,0.118097582298713,4.88905987251125,3.0395603823767e-06,0.00057937596841491
PARP12,-3.19714147183629,0.00416390505846058,0.0707165511081534,-3.25725578647729,0.00337485035634768,0.14704694717583,0.592358551099938,1,1
P4HA1,1.32178676624531,0.558717498915896,1,1.38603026487268,0.497212986713693,1,-0.222984033104213,1,1
VPS26A,1.23721847931171,0.648017948520393,1,0.279059455368971,1,1,-1.09034021306258,0.826689922425181,1
PALD1,1.06510916488018,0.860479597115947,1,0.709045336090284,1,1,-0.533461038814155,1,1
DDX25,-1.12760963150815,0.778454451838066,1,-1.40314667906572,0.481719311896109,1,-0.000369309329549943,1,1
FOXRED1,-0.222491931251903,1,1,1.51952423762008,0.38589177567679,1,1.52939055739605,0.378502955714912,1
DCPS,-1.10999955070132,0.800997660287038,1,-1.02758048997003,0.912441616489315,1,0.287901233520345,1,1
SIAE,-1.75359640354193,0.238499063161345,0.853581140123728,-0.0137768351327044,1,1,1.88269241146105,0.179226193323799,0.75996408904271
BARHL1,-0.770745479421446,1,1,0.545758470898103,1,1,1.21828832770078,0.669343272289245,1
ARID3A,1.95507000423941,0.151724424394169,0.659888386111042,3.25443782378578,0.00340851083323174,0.148082890221234,0.702235226399556,1,1
TANC1,-2.37083742410173,0.0532435073544135,0.36150983072421,-0.174225761204672,1,1,2.41946751626873,0.0466297467496626,0.351962132504366
LY75,3.35889422705135,0.00234765041592776,0.0490309255845538,1.4863789580631,0.411536737013599,1,-2.31954318447113,0.0610968072601018,0.413488083219787
CD81,2.43400185522352,0.0447987556509985,0.32533816183661,0.113255244310453,1,1,-2.47704693702256,0.0397423437642279,0.319397546462312
OSBPL5,-1.44456044707198,0.445744168283187,1,-0.606775963477037,1,1,1.01819075177139,0.925761940918435,1
CNRIP1,-1.58183396501302,0.341062437093979,1,-2.24559024585177,0.0741907975172233,0.677330633107946,-0.145348062548247,1,1
PNO1,-1.19981585758878,0.690632592365483,1,0.264236857146408,1,1,1.51429214606639,0.38985527895949,1
TAF1B,1.43761976796579,0.451625906726943,1,1.80264802951725,0.214330526754469,1,0.0369802163684149,1,1
CNTN3,0.683511919503022,1,1,-0.10914481456347,1,1,-0.826683183657762,1,1
PDZRN3,-2.90389461322925,0.0110565658393148,0.134690586262089,-1.47006807506292,0.424629953159216,1,1.81465963011864,0.208728697756813,0.828419015780186
CHRDL2,1.49916316032606,0.401493928638816,1,1.87348663218822,0.18300365096817,1,-0.0626223140997795,1,1
SPCS2,0.923801874739134,1,1,-0.134124172061732,1,1,-1.09212668776637,0.824332261536931,1
ARHGEF17,2.30095978842804,0.0641817122978681,0.402895041708663,2.22467487528634,0.0783092163304076,0.697636531409706,-0.570379945072934,1,1
POLD3,1.84429950881473,0.195418509154565,0.760002564887725,0.882934708302194,1,1,-1.22960399289247,0.656536302246238,1
SELP,-0.210729216511758,1,1,0.0216805982330115,1,1,0.248044541618982,1,1
SNRNP40,-0.139686059153916,1,1,-0.0417391935564841,1,1,0.110431526074847,1,1
DNAJC8,-0.609275903838984,1,1,-1.75805808044259,0.236212882266409,1,-0.712823135881155,1,1
MECR,0.629886056607553,1,1,0.414488164843472,1,1,-0.317213936002804,1,1
TFCP2L1,-0.821940150949808,1,1,1.27710249503529,0.604698192385752,1,1.89329375189431,0.17495644683135,0.750501549261724
PTPN4,-1.3579353143691,0.523452631534164,1,-1.4721426363926,0.422947092051979,1,0.189771011243484,1,1
CLASP1,-0.00658419838174924,1,1,-1.39674582946556,0.487470051933937,1,-1.06603088832396,0.859229037495991,1
EPB41L5,0.131389373423686,1,1,1.14032718213785,0.762450052108588,1,0.837058595793305,1,1
LHX4,-0.427406096376432,1,1,1.23545099358401,0.649988113447228,1,1.43392178768677,0.454783750605079,1
FAM20B,-0.518175624969362,1,1,1.25325067661072,0.630343477432598,1,1.50739129621571,0.395131165335945,1
EPAS1,-3.66933457092493,0.000729547932546196,0.0225145440059304,-0.879002845453653,1,1,3.21653006143721,0.00389252818463099,0.0737070034877941
SRBD1,2.02426508930029,0.128828650808935,0.60526458806803,1.70495497058317,0.264608468700052,1,-0.708333021005913,1,1
KAT2B,0.881597672282407,1,1,-1.56774521505538,0.350821814939333,1,-2.14185796825412,0.0966147391088889,0.54131052061818
FNBP4,1.9901215761192,0.139732633686,0.63534052602346,-3.79997911812767,0.000434124843392611,0.0472147187058876,-5.50899720845397,1.08265088679006e-07,4.87253046327014e-05
NDUFS3,2.57176349040802,0.0303545962790181,0.259431785778723,1.98738890151842,0.140637949882762,0.913612075110412,-1.204110674381,0.685640414153769,1
ACCS,-0.355517994506799,1,1,-0.458465348626876,1,1,-0.017570552686033,1,1
CHMP2B,1.10043593636095,0.813426684185262,1,0.323837850386114,1,1,-0.937920224042675,1,1
WDR76,4.14510550052763,0.000101897187561537,0.006148030827014,0.481050013800524,1,1,-4.0431067171415,0.000158242793401539,0.00912402042239051
TYRO3,-0.819429675618649,1,1,-0.551309493054595,1,1,0.430226627673532,1,1
OSBP,-1.02768788637811,0.912290003422708,1,-3.35020215237989,0.00242257809473771,0.122680868828827,-1.54283038127749,0.368615807905138,1
ZC2HC1A,0.506612776672954,1,1,0.278580619125966,1,1,-0.32249054401779,1,1
IL7,0.752072067681863,1,1,-1.31292115324885,0.56762855446096,1,-1.92943229706629,0.161031652338165,0.720220494920209
CHMP3,-1.11931367131981,0.789019036300056,1,-0.474174192002775,1,1,0.808857163609168,1,1
POLR1A,0.711978234606189,1,1,1.17815621557085,0.716203002750978,1,0.259769952505901,1,1
VAMP8,0.30775225878862,1,1,-0.261584313593981,1,1,-0.529982536387358,1,1
MAP4K3,3.90043355361191,0.000288061733982667,0.0119694590406204,1.31581609595766,0.564707326476376,1,-3.12937814291782,0.00525530141521091,0.0911594609125649
RND3,-0.983480446985201,0.976113102080777,1,-0.888691645391999,1,1,0.277951130735,1,1
USE1,-0.580913688143003,1,1,-0.734097193049236,1,1,0.0174225557408847,1,1
STAM2,0.767020730576687,1,1,1.71008404166183,0.261750999978845,1,0.654416676230008,1,1
GRB14,3.48903519736391,0.00145430193953827,0.036192692026051,0.113426795264258,1,1,-3.58382762862547,0.00101578674087172,0.0316495707223145
STRN,1.66748798170585,0.286252236633728,0.939598609793287,1.71325015055317,0.259999586834798,1,-0.446203562666545,1,1
CHIC2,0.938314863256837,1,1,-1.11791458896587,0.790810420703522,1,-2.29696513201581,0.0648622766873865,0.42858833886176
KDR,1.71573042848901,0.258634178430017,0.888736152475746,-0.535463484427432,1,1,-2.31455127119487,0.0619125068041968,0.416745506955379
LNX1,-2.94422861935891,0.00971282231668011,0.123911139507757,-2.52818812272351,0.034395869952336,0.461411483921858,0.964492918279607,1,1
TNFRSF8,0.726248969277071,1,1,2.09555949559417,0.108363856446126,0.808215386182975,1.05516985898597,0.874042939522382,1
PKP1,-4.0040249627077,0.000186821367667071,0.00883785092794487,-3.16430227939276,0.00466365741479117,0.177458774929783,1.58506491999174,0.338854754697829,1
GTF3C3,-1.97836226989084,0.143663558820205,0.642638591939524,-3.65318793898175,0.000777013542846227,0.0675531085469539,-0.788318573777127,1,1
COQ10B,3.16174080609272,0.00470487267732353,0.0762815369023284,1.42191037123309,0.465156816045456,1,-2.22325899385628,0.0785950226386611,0.481435371187745
USP13,0.648811911825008,1,1,3.91222195641243,0.00027435240225901,0.0407086516210373,2.200144169284,0.0833900038670685,0.498371391609828
PIK3CA,0.889369259102978,1,1,1.17883407152741,0.715392762869572,1,-0.172487029151773,1,1
SLC9A1,0.440702325619885,1,1,0.922237919317251,1,1,0.304159685908863,1,1
GATB,-2.577417487328,0.0298624931364311,0.257768840594809,-0.787437315411968,1,1,2.08564751479326,0.111031691849952,0.5863477808655
EHBP1,4.48888810710596,2.14787667062185e-05,0.00192264628825499,1.99159865598503,0.139245332902024,0.911017670709623,-3.08182420236657,0.00617208905568353,0.099800585708767
SLC7A6OS,1.38618288895146,0.497073195061966,1,0.304857968406454,1,1,-1.22307178833037,0.663907749165475,1
CKLF,1.15798218037645,0.740613925371363,1,1.40862787460486,0.476835696125541,1,-0.0488352594107261,1,1
LCAT,1.4994695123585,0.401255616558578,1,0.74094882098972,1,1,-0.993516286407971,0.961375252916639,1
CDH3,1.57261978621799,0.347420650081434,1,1.84444639016236,0.195354335661063,1,-0.0674430008453823,1,1
NECTIN1,-2.45834617792428,0.041873566911998,0.313365141389465,-1.53672603040061,0.373081241763755,1,1.32527329822895,0.55524156573282,1
SC5D,0.497098122876234,1,1,-0.656107857131655,1,1,-1.03603516542928,0.90055721157804,1
TREH,-2.40953633736026,0.0479184161322491,0.338680346690677,-1.1099122396852,0.801110537039047,1,1.84989406404316,0.192986458830915,0.791185882079578
UPK2,0.0943757872155346,1,1,-0.0766123212825891,1,1,-0.167934804179117,1,1
CBL,-3.61093378942746,0.00091528964808046,0.0263832403462802,-0.0693917959914929,1,1,3.84331701230181,0.00036414753575244,0.0156805313932081
MCAM,-1.19127980666049,0.700631275625265,1,1.69057047560409,0.272756602517921,1,2.7609729381342,0.0172888354242417,0.193716259712009
GPC1,-1.3284681593113,0.552070486755891,1,-0.832987588198522,1,1,0.704244218246853,1,1
FARP2,-0.319617031494984,1,1,-1.73204314722769,0.249797641377906,1,-1.19889788057885,0.691702967916741,1
SLC5A7,-0.0301578079917515,1,1,-0.00829171570785751,1,1,0.0251696504758613,1,1
NGEF,-3.25616842833586,0.00338780223495448,0.062303259717063,-0.877829617282428,1,1,2.74044432089531,0.0184068530339377,0.201777965396386
DGKD,-0.868581838761352,1,1,-3.60541903097581,0.000934948953706248,0.0732780449520095,-2.22340132668486,0.0785662509860843,0.481435371187745
EFHD1,0.436269030807439,1,1,0.463449277641282,1,1,-0.0738743369606882,1,1
DNAJC10,1.3866534603413,0.496642374813403,1,-2.26801712654441,0.0699844885076568,0.661282003653982,-3.36773584527216,0.00227364519058548,0.0524005681050724
TUBB4A,1.50742007115998,0.395109051797809,1,0.492123359337972,1,1,-1.21417463029036,0.674043138328454,1
MCOLN1,0.0227850212839297,1,1,-1.78020407243267,0.225127707527209,1,-1.48614688523927,0.411720819402067,1
GPR108,-1.73999203886579,0.245581247639699,0.865956674680868,0.0937437313538394,1,1,1.93778212325857,0.15794942901726,0.71403366320805
DGUOK,-0.508585713111626,1,1,0.624446797488333,1,1,1.07542992438253,0.846546870785365,1
LOXL3,0.724366653397099,1,1,0.494846902934659,1,1,-0.353400091030753,1,1
HAT1,2.32775808931262,0.0597748580349865,0.388788538692433,1.68958078587302,0.273324553254752,1,-1.2584518694212,0.624685149883445,1
ATF2,0.491254322207578,1,1,-0.454672134273569,1,1,-0.814886744444051,1,1
LAMC2,-3.562991654008,0.00109995702218782,0.029359973102944,0.44304562780782,1,1,4.27465248482848,5.74306952527065e-05,0.00462931405216095
OSGEPL1,1.43913475301381,0.450337041662506,1,0.874245302481904,1,1,-0.789267630190251,1,1
MCM6,-0.927391117808869,1,1,-0.154302468167778,1,1,0.860323416474119,1,1
CCNT2,-1.21248416536265,0.675981301052121,1,1.87826001113917,0.181036812534601,1,2.8123717123306,0.0147532908250913,0.175372573696353
RAB3GAP1,0.584740479450484,1,1,0.148880993193742,1,1,-0.497523732004014,1,1
ZRANB3,-0.334136906394969,1,1,1.45838965837445,0.43419950869073,1,1.6114631784707,0.321236419639013,1
DARS1,-1.64390849887375,0.300585313095302,0.961137407296247,-1.87947718253416,0.18053809872309,1,0.305024112610704,1,1
LCT,2.38011256325493,0.0519220509474683,0.356084219612422,0.336709534988284,1,1,-2.28833441576888,0.0663541612828628,0.434303432065273
AGPS,0.156568280901746,1,1,-2.09477111659279,0.108574031575867,0.808215386182975,-1.88774612404802,0.177180123182458,0.755407434235776
ORC4,2.0830040397477,0.111752565999805,0.556684073548165,1.82045804048176,0.206067841671001,1,-0.753058190268015,1,1
KYNU,0.396687483607734,1,1,-1.06296833314549,0.86338893680995,1,-1.33274877089857,0.547842787329807,1
ARID4B,1.9698012341898,0.146583465266763,0.648006904297979,0.92126004293075,1,1,-1.31663339225385,0.563884620514679,1
NID1,0.676819446582055,1,1,-0.808949599421676,1,1,-1.44841532248177,0.44250279627552,1
CYTIP,-1.57877466099735,0.343163257847402,1,-1.84674621149431,0.194351792380745,1,0.083628615987828,1,1
MUL1,-4.32512731386653,4.57331381074437e-05,0.00340798732032272,-4.5095283869232,1.9491570239464e-05,0.00853678096568958,0.725121714283638,1,1
NMU,1.28695868226802,0.594326069355032,1,1.53304407964783,0.375794983354459,1,-0.0376079328357922,1,1
PPAT,-0.200581984672257,1,1,0.188190722744924,1,1,0.352379109746136,1,1
SRD5A3,1.00041270204018,0.951332476358224,1,-0.220967230096101,1,1,-1.24042141827866,0.644458688914772,1
NOA1,2.112774054087,0.103860334262901,0.535394570705541,1.3749956666721,0.507398364433869,1,-1.02318572524968,0.918660122675614,1
UPK1B,-0.977946289873074,0.984302667245903,1,-0.94649048125661,1,1,0.235254711528008,1,1
ARHGAP31,2.91078450713162,0.0108156771437164,0.132854890888926,2.97770647919719,0.00871241871751222,0.23388618337711,-0.586888526634257,1,1
CD80,3.47554025847447,0.00152947639220474,0.0374328950249264,-0.00123163027078185,1,1,-3.84539623937469,0.000361073362546977,0.0156805313932081
CHST10,0.56614169066048,1,1,0.296142869569134,1,1,-0.373007107302796,1,1
PDCL3,1.94686842788856,0.154651531893865,0.667642984211139,0.964078150773661,1,1,-1.27978597476217,0.601861253387533,1
TXNDC9,-1.22899219724161,0.657224194600358,1,0.815784032180965,1,1,1.93571115279006,0.15870926322324,0.71507438341016
IL1RL2,1.99700830698806,0.137472841800091,0.628657912177553,0.316630668404347,1,1,-1.88282935595497,0.179170492086778,0.75996408904271
