GO.ID	Description	p.Val	phenoType
Cell Cycle G1/S Phase Transition (GO:0044843)	Cell Cycle G1/S Phase Transition 	0.958896104462504	-1
Cell Cycle G2/M Phase Transition (GO:0044839)	Cell Cycle G2/M Phase Transition 	0.839281744040966	1
Cell Differentiation In Hindbrain (GO:0021533)	Cell Differentiation In Hindbrain 	0.908514832635788	-1
Cell Differentiation In Spinal Cord (GO:0021515)	Cell Differentiation In Spinal Cord 	0.977237823982496	-1
Cell Differentiation Involved In Metanephros Development (GO:0072202)	Cell Differentiation Involved In Metanephros Development 	0.917009770855648	-1
Cell Junction Assembly (GO:0034329)	Cell Junction Assembly 	0.908514832635788	-1
Cell Junction Disassembly (GO:0150146)	Cell Junction Disassembly 	0.939938066001458	-1
Cell Junction Maintenance (GO:0034331)	Cell Junction Maintenance 	0.887907345456726	1
Cell Junction Organization (GO:0034330)	Cell Junction Organization 	0.937041320271214	-1
Cell Migration Involved In Heart Development (GO:0060973)	Cell Migration Involved In Heart Development 	0.852660461989001	1
Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)	Cell Migration Involved In Sprouting Angiogenesis 	0.979614096421189	1
Cell Morphogenesis Involved In Differentiation (GO:0000904)	Cell Morphogenesis Involved In Differentiation 	0.944937312280748	1
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)	Cell Morphogenesis Involved In Neuron Differentiation 	0.951106450080847	-1
Cell Part Morphogenesis (GO:0032990)	Cell Part Morphogenesis 	0.962314338222431	-1
Cell Projection Assembly (GO:0030031)	Cell Projection Assembly 	0.992224930482182	-1
Cell Projection Organization (GO:0030030)	Cell Projection Organization 	0.944937312280748	1
Cell Proliferation In Forebrain (GO:0021846)	Cell Proliferation In Forebrain 	0.908736071021022	-1
Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752)	Cell Surface Pattern Recognition Receptor Signaling Pathway 	0.978664671014649	1
Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114)	Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling 	0.718301723754782	-1
Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311)	Cell Surface Receptor Signaling Pathway Involved In Heart Development 	0.966675843388635	-1
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)	Cell Surface Toll-Like Receptor Signaling Pathway 	0.978664671014649	-1
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331)	Cell-Cell Adhesion Mediated By Cadherin 	0.918741850464992	-1
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules 	0.75084800682974	1
Cell-Cell Junction Assembly (GO:0007043)	Cell-Cell Junction Assembly 	0.946266995165782	-1
Cell-Cell Junction Maintenance (GO:0045217)	Cell-Cell Junction Maintenance 	0.910381093642624	1
Cell-Cell Junction Organization (GO:0045216)	Cell-Cell Junction Organization 	0.948328920533795	1
Cell-Cell Signaling By Wnt (GO:0198738)	Cell-Cell Signaling By Wnt 	0.801762340876825	-1
Cell-Cell Signaling Involved In Cardiac Conduction (GO:0086019)	Cell-Cell Signaling Involved In Cardiac Conduction 	0.918741850464992	1
Cell-Matrix Adhesion (GO:0007160)	Cell-Matrix Adhesion 	0.711433981125006	1
Cell-Substrate Junction Assembly (GO:0007044)	Cell-Substrate Junction Assembly 	0.910381093642624	1
Cellular Biogenic Amine Catabolic Process (GO:0042402)	Cellular Biogenic Amine Catabolic Process 	0.941816966149539	-1
Cellular Component Assembly (GO:0022607)	Cellular Component Assembly 	0.976891366277035	-1
Cellular Component Disassembly (GO:0022411)	Cellular Component Disassembly 	0.992224930482182	1
Cellular Component Maintenance (GO:0043954)	Cellular Component Maintenance 	0.842244354532878	-1
Cellular Defense Response (GO:0006968)	Cellular Defense Response 	0.986248746549686	1
Cellular Glucuronidation (GO:0052695)	Cellular Glucuronidation 	0.541100471084538	-1
Cellular Heat Acclimation (GO:0070370)	Cellular Heat Acclimation 	0.917009770855648	1
Cellular Hyperosmotic Response (GO:0071474)	Cellular Hyperosmotic Response 	0.652156798274901	-1
Cellular Hypotonic Response (GO:0071476)	Cellular Hypotonic Response 	0.956148347419809	-1
Cellular Lipid Biosynthetic Process (GO:0097384)	Cellular Lipid Biosynthetic Process 	0.443277664918059	-1
Cellular Lipid Catabolic Process (GO:0044242)	Cellular Lipid Catabolic Process 	0.885231130850334	1
Cellular Modified Amino Acid Biosynthetic Process (GO:0042398)	Cellular Modified Amino Acid Biosynthetic Process 	0.718301723754782	-1
Cellular Modified Amino Acid Catabolic Process (GO:0042219)	Cellular Modified Amino Acid Catabolic Process 	0.842244354532878	1
Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)	Cellular Nitrogen Compound Biosynthetic Process 	0.894153196641317	-1
Cellular Respiration (GO:0045333)	Cellular Respiration 	0.667717878307926	1
Cellular Response To ATP (GO:0071318)	Cellular Response To ATP 	0.522568263840833	1
Cellular Response To BMP Stimulus (GO:0071773)	Cellular Response To BMP Stimulus 	0.947480702376929	1
Cellular Response To UV (GO:0034644)	Cellular Response To UV 	0.992224930482182	1
Cellular Response To UV-A (GO:0071492)	Cellular Response To UV-A 	0.801762340876825	1
Cellular Response To UV-B (GO:0071493)	Cellular Response To UV-B 	0.976000105236186	1
Cellular Response To Acetylcholine (GO:1905145)	Cellular Response To Acetylcholine 	0.84191364980781	1
Cellular Response To Acid Chemical (GO:0071229)	Cellular Response To Acid Chemical 	0.8238047917838	-1
Cellular Response To Acidic pH (GO:0071468)	Cellular Response To Acidic pH 	0.718301723754782	1
Cellular Response To Alcohol (GO:0097306)	Cellular Response To Alcohol 	0.897204902389042	1
Cellular Response To Alkaloid (GO:0071312)	Cellular Response To Alkaloid 	0.785162115774621	1
Cellular Response To Amino Acid Starvation (GO:0034198)	Cellular Response To Amino Acid Starvation 	0.688350104990188	-1
Cellular Response To Amino Acid Stimulus (GO:0071230)	Cellular Response To Amino Acid Stimulus 	0.801762340876825	-1
Cellular Response To Amyloid-Beta (GO:1904646)	Cellular Response To Amyloid-Beta 	0.719348919288536	-1
Cellular Response To Angiotensin (GO:1904385)	Cellular Response To Angiotensin 	0.94273060712324	1
Cellular Response To Arsenic-Containing Substance (GO:0071243)	Cellular Response To Arsenic-Containing Substance 	0.992224930482182	-1
Cellular Response To Bacterial Lipopeptide (GO:0071221)	Cellular Response To Bacterial Lipopeptide 	0.841404228614964	1
Cellular Response To cAMP (GO:0071320)	Cellular Response To cAMP 	0.992224930482182	1
Cellular Response To Cadmium Ion (GO:0071276)	Cellular Response To Cadmium Ion 	0.897204902389042	1
Cellular Response To Caffeine (GO:0071313)	Cellular Response To Caffeine 	0.897204902389042	1
Cellular Response To Calcium Ion (GO:0071277)	Cellular Response To Calcium Ion 	0.801762340876825	1
Cellular Response To Catecholamine Stimulus (GO:0071870)	Cellular Response To Catecholamine Stimulus 	0.932502573188877	1
Cellular Response To Chemical Stress (GO:0062197)	Cellular Response To Chemical Stress 	0.961118437068451	1
Cellular Response To Chemokine (GO:1990869)	Cellular Response To Chemokine 	0.977237823982496	1
Cellular Response To Cholesterol (GO:0071397)	Cellular Response To Cholesterol 	0.992595490653328	1
Cellular Response To Cold (GO:0070417)	Cellular Response To Cold 	0.806392332465327	1
Cellular Response To Copper Ion (GO:0071280)	Cellular Response To Copper Ion 	0.976000105236186	-1
Cellular Response To Corticosteroid Stimulus (GO:0071384)	Cellular Response To Corticosteroid Stimulus 	0.745920718829316	1
Cellular Response To Cytokine Stimulus (GO:0071345)	Cellular Response To Cytokine Stimulus 	0.949614839108791	1
Cellular Response To Decreased Oxygen Levels (GO:0036294)	Cellular Response To Decreased Oxygen Levels 	0.993545337525898	-1
Cellular Response To dsRNA (GO:0071359)	Cellular Response To dsRNA 	0.989903511867112	1
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	Cellular Response To Epidermal Growth Factor Stimulus 	0.718301723754782	1
Cellular Response To Epinephrine Stimulus (GO:0071872)	Cellular Response To Epinephrine Stimulus 	0.834951862891397	-1
Cellular Response To Estradiol Stimulus (GO:0071392)	Cellular Response To Estradiol Stimulus 	0.718301723754782	-1
Cellular Response To Estrogen Stimulus (GO:0071391)	Cellular Response To Estrogen Stimulus 	0.978664671014649	-1
Cellular Response To Exogenous dsRNA (GO:0071360)	Cellular Response To Exogenous dsRNA 	0.992224930482182	-1
Cellular Response To Fatty Acid (GO:0071398)	Cellular Response To Fatty Acid 	0.966675843388635	-1
Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)	Cellular Response To Fibroblast Growth Factor Stimulus 	0.76606748151263	-1
Cellular Response To Fluid Shear Stress (GO:0071498)	Cellular Response To Fluid Shear Stress 	0.837760481278367	-1
Cellular Response To Forskolin (GO:1904322)	Cellular Response To Forskolin 	0.908514832635788	1
Cellular Response To Gamma Radiation (GO:0071480)	Cellular Response To Gamma Radiation 	0.976874254247593	1
Cellular Response To Glucocorticoid Stimulus (GO:0071385)	Cellular Response To Glucocorticoid Stimulus 	0.951106450080847	1
Cellular Response To Glucose Starvation (GO:0042149)	Cellular Response To Glucose Starvation 	0.52548104624014	-1
Cellular Response To Glucose Stimulus (GO:0071333)	Cellular Response To Glucose Stimulus 	0.737198942251206	-1
Cellular Response To Gonadotropin Stimulus (GO:0071371)	Cellular Response To Gonadotropin Stimulus 	0.992224930482182	-1
Cellular Response To Granulocyte Macrophage Colony-Stimulating Factor Stimulus (GO:0097011)	Cellular Response To Granulocyte Macrophage Colony-Stimulating Factor Stimulus 	0.897204902389042	-1
Cellular Response To Growth Factor Stimulus (GO:0071363)	Cellular Response To Growth Factor Stimulus 	0.801762340876825	-1
Cellular Response To Growth Hormone Stimulus (GO:0071378)	Cellular Response To Growth Hormone Stimulus 	0.484878146934847	1
Cellular Response To Heat (GO:0034605)	Cellular Response To Heat 	0.979614096421189	1
Cellular Response To Hepatocyte Growth Factor Stimulus (GO:0035729)	Cellular Response To Hepatocyte Growth Factor Stimulus 	0.999387686865335	-1
Cellular Response To Hexose Stimulus (GO:0071331)	Cellular Response To Hexose Stimulus 	0.8238047917838	-1
Cellular Response To Histamine (GO:0071420)	Cellular Response To Histamine 	0.716034941703254	-1
Cellular Response To Hormone Stimulus (GO:0032870)	Cellular Response To Hormone Stimulus 	0.976994614398286	1
Cellular Response To Hydrogen Peroxide (GO:0070301)	Cellular Response To Hydrogen Peroxide 	0.908514832635788	1
Cellular Response To Hydroxyurea (GO:0072711)	Cellular Response To Hydroxyurea 	0.66121608368591	1
Cellular Response To Hypoxia (GO:0071456)	Cellular Response To Hypoxia 	0.988826197818759	1
Cellular Response To Increased Oxygen Levels (GO:0036295)	Cellular Response To Increased Oxygen Levels 	0.908514832635788	-1
Cellular Response To Inorganic Substance (GO:0071241)	Cellular Response To Inorganic Substance 	0.801762340876825	1
Cellular Response To Insulin Stimulus (GO:0032869)	Cellular Response To Insulin Stimulus 	0.981161585925626	1
Cellular Response To Interferon-Alpha (GO:0035457)	Cellular Response To Interferon-Alpha 	0.837760481278367	1
Cellular Response To Interferon-Beta (GO:0035458)	Cellular Response To Interferon-Beta 	0.991279850534042	1
Cellular Response To Interleukin-1 (GO:0071347)	Cellular Response To Interleukin-1 	0.904346885405672	-1
Cellular Response To Interleukin-12 (GO:0071349)	Cellular Response To Interleukin-12 	0.966675843388635	1
Cellular Response To Interleukin-15 (GO:0071350)	Cellular Response To Interleukin-15 	0.908514832635788	1
Cellular Response To Interleukin-2 (GO:0071352)	Cellular Response To Interleukin-2 	0.951106450080847	1
Cellular Response To Interleukin-4 (GO:0071353)	Cellular Response To Interleukin-4 	0.916464239059534	1
Cellular Response To Interleukin-6 (GO:0071354)	Cellular Response To Interleukin-6 	0.944937312280748	1
Cellular Response To Interleukin-9 (GO:0071355)	Cellular Response To Interleukin-9 	0.943897292661325	1
Cellular Response To Ionizing Radiation (GO:0071479)	Cellular Response To Ionizing Radiation 	0.988826197818759	1
Cellular Response To Iron Ion (GO:0071281)	Cellular Response To Iron Ion 	0.951106450080847	1
Cellular Response To Ketone (GO:1901655)	Cellular Response To Ketone 	0.861957127230479	1
Cellular Response To Laminar Fluid Shear Stress (GO:0071499)	Cellular Response To Laminar Fluid Shear Stress 	0.904346885405672	-1
Cellular Response To Lectin (GO:1990858)	Cellular Response To Lectin 	0.987158633712483	-1
Cellular Response To Leptin Stimulus (GO:0044320)	Cellular Response To Leptin Stimulus 	0.978986692422588	-1
Cellular Response To Leucine (GO:0071233)	Cellular Response To Leucine 	0.976000105236186	1
Cellular Response To Leucine Starvation (GO:1990253)	Cellular Response To Leucine Starvation 	0.720046295742379	-1
Cellular Response To Light Stimulus (GO:0071482)	Cellular Response To Light Stimulus 	0.975791206049775	-1
Cellular Response To Lipid (GO:0071396)	Cellular Response To Lipid 	0.990171474475642	-1
Cellular Response To Lipopolysaccharide (GO:0071222)	Cellular Response To Lipopolysaccharide 	0.949029105436374	1
Cellular Response To Lipoteichoic Acid (GO:0071223)	Cellular Response To Lipoteichoic Acid 	0.992224930482182	-1
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)	Cellular Response To Low-Density Lipoprotein Particle Stimulus 	0.989071995647594	-1
Cellular Response To Magnesium Ion (GO:0071286)	Cellular Response To Magnesium Ion 	0.944937312280748	1
Cellular Response To Mechanical Stimulus (GO:0071260)	Cellular Response To Mechanical Stimulus 	0.910381093642624	1
Cellular Response To Metal Ion (GO:0071248)	Cellular Response To Metal Ion 	0.876254482450606	1
Cellular Response To Misfolded Protein (GO:0071218)	Cellular Response To Misfolded Protein 	0.801762340876825	-1
Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	Cellular Response To Molecule Of Bacterial Origin 	0.978664671014649	1
Cellular Response To Monoamine Stimulus (GO:0071868)	Cellular Response To Monoamine Stimulus 	0.84191364980781	1
Cellular Response To Muramyl Dipeptide (GO:0071225)	Cellular Response To Muramyl Dipeptide 	0.556164649180419	1
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090)	Cellular Response To Nerve Growth Factor Stimulus 	0.895653927294193	-1
Cellular Response To Nitric Oxide (GO:0071732)	Cellular Response To Nitric Oxide 	0.910381093642624	1
Cellular Response To Nitrogen Compound (GO:1901699)	Cellular Response To Nitrogen Compound 	0.652156798274901	1
Cellular Response To Nitrogen Levels (GO:0043562)	Cellular Response To Nitrogen Levels 	0.884615865993152	-1
Cellular Response To Nitrogen Starvation (GO:0006995)	Cellular Response To Nitrogen Starvation 	0.884615865993152	-1
Cellular Response To Nutrient Levels (GO:0031669)	Cellular Response To Nutrient Levels 	0.446647975255367	-1
Cellular Response To Organic Cyclic Compound (GO:0071407)	Cellular Response To Organic Cyclic Compound 	0.83842843248073	1
Cellular Response To Organic Substance (GO:0071310)	Cellular Response To Organic Substance 	0.992224930482182	-1
Cellular Response To Organonitrogen Compound (GO:0071417)	Cellular Response To Organonitrogen Compound 	0.976891366277035	-1
Cellular Response To Osmotic Stress (GO:0071470)	Cellular Response To Osmotic Stress 	0.979614096421189	-1
Cellular Response To Oxidative Stress (GO:0034599)	Cellular Response To Oxidative Stress 	0.883379877536872	1
Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus (GO:0140052)	Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus 	0.979614096421189	1
Cellular Response To Oxygen Levels (GO:0071453)	Cellular Response To Oxygen Levels 	0.775818257797784	-1
Cellular Response To Oxygen-Containing Compound (GO:1901701)	Cellular Response To Oxygen-Containing Compound 	0.973854494424032	1
Cellular Response To pH (GO:0071467)	Cellular Response To pH 	0.731084039990078	1
Cellular Response To Peptide (GO:1901653)	Cellular Response To Peptide 	0.900406180180687	1
Cellular Response To Peptide Hormone Stimulus (GO:0071375)	Cellular Response To Peptide Hormone Stimulus 	0.951106450080847	1
Cellular Response To Platelet-Derived Growth Factor Stimulus (GO:0036120)	Cellular Response To Platelet-Derived Growth Factor Stimulus 	0.944937312280748	-1
Cellular Response To Potassium Ion (GO:0035865)	Cellular Response To Potassium Ion 	0.910381093642624	-1
Cellular Response To Prostaglandin E Stimulus (GO:0071380)	Cellular Response To Prostaglandin E Stimulus 	0.966772042844299	-1
Cellular Response To Prostaglandin Stimulus (GO:0071379)	Cellular Response To Prostaglandin Stimulus 	0.978986692422588	-1
Cellular Response To Purine-Containing Compound (GO:0071415)	Cellular Response To Purine-Containing Compound 	0.775818257797784	1
Cellular Response To Radiation (GO:0071478)	Cellular Response To Radiation 	0.991279850534042	-1
Cellular Response To Reactive Nitrogen Species (GO:1902170)	Cellular Response To Reactive Nitrogen Species 	0.910381093642624	1
Cellular Response To Reactive Oxygen Species (GO:0034614)	Cellular Response To Reactive Oxygen Species 	0.951106450080847	1
Cellular Response To Retinoic Acid (GO:0071300)	Cellular Response To Retinoic Acid 	0.932217129794613	-1
Cellular Response To Salt (GO:1902075)	Cellular Response To Salt 	0.716034941703254	1
Cellular Response To Starvation (GO:0009267)	Cellular Response To Starvation 	0.105504648645675	-1
Cellular Response To Steroid Hormone Stimulus (GO:0071383)	Cellular Response To Steroid Hormone Stimulus 	0.897372273246126	1
Cellular Response To Sterol (GO:0036315)	Cellular Response To Sterol 	0.864696690919338	-1
Cellular Response To Sterol Depletion (GO:0071501)	Cellular Response To Sterol Depletion 	0.966675843388635	1
Cellular Response To Superoxide (GO:0071451)	Cellular Response To Superoxide 	0.90917972470554	-1
Cellular Response To Thyroid Hormone Stimulus (GO:0097067)	Cellular Response To Thyroid Hormone Stimulus 	0.990171474475642	-1
Cellular Response To Topologically Incorrect Protein (GO:0035967)	Cellular Response To Topologically Incorrect Protein 	0.79426722250674	1
Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)	Cellular Response To Transforming Growth Factor Beta Stimulus 	0.949029105436374	1
Cellular Response To Tumor Necrosis Factor (GO:0071356)	Cellular Response To Tumor Necrosis Factor 	0.987631947646183	-1
Cellular Response To Type I Interferon (GO:0071357)	Cellular Response To Type I Interferon 	0.944937312280748	-1
Cellular Response To Type II Interferon (GO:0071346)	Cellular Response To Type II Interferon 	0.961657732921778	-1
Cellular Response To Type III Interferon (GO:0071358)	Cellular Response To Type III Interferon 	0.979614096421189	-1
Cellular Response To Unfolded Protein (GO:0034620)	Cellular Response To Unfolded Protein 	0.718301723754782	1
Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)	Cellular Response To Vascular Endothelial Growth Factor Stimulus 	0.884619605626557	-1
Cellular Response To Virus (GO:0098586)	Cellular Response To Virus 	0.897204902389042	1
Cellular Response To Xenobiotic Stimulus (GO:0071466)	Cellular Response To Xenobiotic Stimulus 	0.745920718829316	-1
Cellular Response To Zinc Ion (GO:0071294)	Cellular Response To Zinc Ion 	0.981161585925626	-1
Central Nervous System Development (GO:0007417)	Central Nervous System Development 	0.957414016673119	1
Central Nervous System Myelination (GO:0022010)	Central Nervous System Myelination 	0.975791206049775	-1
Central Nervous System Neuron Axonogenesis (GO:0021955)	Central Nervous System Neuron Axonogenesis 	0.89421551770052	-1
Central Nervous System Neuron Development (GO:0021954)	Central Nervous System Neuron Development 	0.822139769247684	-1
Central Nervous System Neuron Differentiation (GO:0021953)	Central Nervous System Neuron Differentiation 	0.818448031610543	-1
Central Nervous System Projection Neuron Axonogenesis (GO:0021952)	Central Nervous System Projection Neuron Axonogenesis 	0.979614096421189	1
Centromere Complex Assembly (GO:0034508)	Centromere Complex Assembly 	0.159978300951345	1
Centromeric Sister Chromatid Cohesion (GO:0070601)	Centromeric Sister Chromatid Cohesion 	0.836301474207756	1
Ceramide Biosynthetic Process (GO:0046513)	Ceramide Biosynthetic Process 	0.950274435457723	1
Ceramide Catabolic Process (GO:0046514)	Ceramide Catabolic Process 	0.918969268978968	1
Ceramide Metabolic Process (GO:0006672)	Ceramide Metabolic Process 	0.84666633987294	1
Ceramide Transport (GO:0035627)	Ceramide Transport 	0.591134078120493	1
Cerebral Cortex Cell Migration (GO:0021795)	Cerebral Cortex Cell Migration 	0.969266035747912	-1
Cerebral Cortex Neuron Differentiation (GO:0021895)	Cerebral Cortex Neuron Differentiation 	0.874444412515495	-1
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	Chaperone Cofactor-Dependent Protein Refolding 	0.665971269391304	-1
Chaperone-Mediated Protein Complex Assembly (GO:0051131)	Chaperone-Mediated Protein Complex Assembly 	0.970809620092898	1
Chemical Synaptic Transmission (GO:0007268)	Chemical Synaptic Transmission 	0.944937312280748	-1
Chemical Synaptic Transmission, Postsynaptic (GO:0099565)	Chemical Synaptic Transmission, Postsynaptic 	0.992224930482182	-1
Chemokine (C-X-C Motif) Ligand 12 Signaling Pathway (GO:0038146)	Chemokine 	0.745920718829316	-1
Chemokine-Mediated Signaling Pathway (GO:0070098)	Chemokine-Mediated Signaling Pathway 	0.990171474475642	1
Chitin Catabolic Process (GO:0006032)	Chitin Catabolic Process 	0.745920718829316	1
Chitin Metabolic Process (GO:0006030)	Chitin Metabolic Process 	0.745920718829316	1
Chloride Ion Homeostasis (GO:0055064)	Chloride Ion Homeostasis 	0.917009770855648	1
Chloride Transmembrane Transport (GO:1902476)	Chloride Transmembrane Transport 	0.978664671014649	1
Chloride Transport (GO:0006821)	Chloride Transport 	0.976000105236186	1
Cholesterol Biosynthetic Process (GO:0006695)	Cholesterol Biosynthetic Process 	0.969266035747912	-1
Cholesterol Catabolic Process (GO:0006707)	Cholesterol Catabolic Process 	0.978986692422588	1
Cholesterol Efflux (GO:0033344)	Cholesterol Efflux 	0.801762340876825	1
Cholesterol Homeostasis (GO:0042632)	Cholesterol Homeostasis 	0.995139745604428	1
Cholesterol Import (GO:0070508)	Cholesterol Import 	0.804520696994344	1
Cholesterol Metabolic Process (GO:0008203)	Cholesterol Metabolic Process 	0.992224930482182	1
Cholesterol Transport (GO:0030301)	Cholesterol Transport 	0.839281744040966	1
Choline Metabolic Process (GO:0019695)	Choline Metabolic Process 	0.922019210578558	1
Choline Transport (GO:0015871)	Choline Transport 	0.944937312280748	-1
Chondrocyte Development (GO:0002063)	Chondrocyte Development 	0.981161585925626	-1
Chondrocyte Differentiation (GO:0002062)	Chondrocyte Differentiation 	0.801762340876825	-1
Chondroitin Sulfate Biosynthetic Process (GO:0030206)	Chondroitin Sulfate Biosynthetic Process 	0.996847616328623	1
Chondroitin Sulfate Metabolic Process (GO:0030204)	Chondroitin Sulfate Metabolic Process 	0.978986692422588	1
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650)	Chondroitin Sulfate Proteoglycan Biosynthetic Process 	0.895653927294193	-1
Chondroitin Sulfate Proteoglycan Metabolic Process (GO:0050654)	Chondroitin Sulfate Proteoglycan Metabolic Process 	0.619733581105866	-1
Chordate Embryonic Development (GO:0043009)	Chordate Embryonic Development 	0.995139745604428	-1
Chromatin Organization (GO:0006325)	Chromatin Organization 	0.951106450080847	-1
Chromatin Remodeling (GO:0006338)	Chromatin Remodeling 	0.981161585925626	-1
Chromatin Remodeling At Centromere (GO:0031055)	Chromatin Remodeling At Centromere 	0.745920718829316	1
Chromosome Condensation (GO:0030261)	Chromosome Condensation 	0.522568263840833	1
Chromosome Organization (GO:0051276)	Chromosome Organization 	0.718301723754782	1
Cilium Assembly (GO:0060271)	Cilium Assembly 	0.413919602258687	1
Cilium Disassembly (GO:0061523)	Cilium Disassembly 	0.951106450080847	1
Cilium Movement (GO:0003341)	Cilium Movement 	0.718301723754782	1
Cilium Movement Involved In Cell Motility (GO:0060294)	Cilium Movement Involved In Cell Motility 	0.992224930482182	-1
Cilium Organization (GO:0044782)	Cilium Organization 	0.718301723754782	1
Cilium-Dependent Cell Motility (GO:0060285)	Cilium-Dependent Cell Motility 	0.958896104462504	1
Circulatory System Development (GO:0072359)	Circulatory System Development 	0.637695384497163	-1
Citrulline Metabolic Process (GO:0000052)	Citrulline Metabolic Process 	0.665971269391304	-1
Clathrin Coat Assembly (GO:0048268)	Clathrin Coat Assembly 	0.84191364980781	1
Clathrin Coat Disassembly (GO:0072318)	Clathrin Coat Disassembly 	0.927857894545631	-1
Clathrin-Coated Vesicle Cargo Loading (GO:0035652)	Clathrin-Coated Vesicle Cargo Loading 	0.991279850534042	1
Clathrin-Coated Vesicle Cargo Loading, AP-3-mediated (GO:0035654)	Clathrin-Coated Vesicle Cargo Loading, AP-3-mediated 	0.991279850534042	1
Clathrin-Dependent Endocytosis (GO:0072583)	Clathrin-Dependent Endocytosis 	0.804520696994344	-1
Cleavage Furrow Formation (GO:0036089)	Cleavage Furrow Formation 	0.718301723754782	-1
Cobalamin Metabolic Process (GO:0009235)	Cobalamin Metabolic Process 	0.976891366277035	1
Cobalamin Transport (GO:0015889)	Cobalamin Transport 	0.736729640058239	1
Cochlea Morphogenesis (GO:0090103)	Cochlea Morphogenesis 	0.932256367335303	1
Coenzyme A Biosynthetic Process (GO:0015937)	Coenzyme A Biosynthetic Process 	0.927857894545631	-1
Coenzyme A Metabolic Process (GO:0015936)	Coenzyme A Metabolic Process 	0.951106450080847	-1
Cognition (GO:0050890)	Cognition 	0.978664671014649	-1
Collagen Fibril Organization (GO:0030199)	Collagen Fibril Organization 	0.978664671014649	1
Collagen-Activated Signaling Pathway (GO:0038065)	Collagen-Activated Signaling Pathway 	0.897204902389042	-1
Collecting Duct Development (GO:0072044)	Collecting Duct Development 	0.976000105236186	-1
Columnar/Cuboidal Epithelial Cell Differentiation (GO:0002065)	Columnar/Cuboidal Epithelial Cell Differentiation 	0.975791206049775	1
Commissural Neuron Axon Guidance (GO:0071679)	Commissural Neuron Axon Guidance 	0.951106450080847	-1
Complement Activation, Lectin Pathway (GO:0001867)	Complement Activation, Lectin Pathway 	0.978986692422588	-1
Complement Receptor Mediated Signaling Pathway (GO:0002430)	Complement Receptor Mediated Signaling Pathway 	0.944937312280748	-1
Connective Tissue Development (GO:0061448)	Connective Tissue Development 	0.76642013569434	-1
Constitutive Heterochromatin Formation (GO:0140719)	Constitutive Heterochromatin Formation 	0.978986692422588	-1
Contact Inhibition (GO:0060242)	Contact Inhibition 	0.805648751260783	-1
Contractile Actin Filament Bundle Assembly (GO:0030038)	Contractile Actin Filament Bundle Assembly 	0.962314338222431	1
Copper Ion Homeostasis (GO:0055070)	Copper Ion Homeostasis 	0.993906937266155	1
Copper Ion Import (GO:0015677)	Copper Ion Import 	0.973507522253314	-1
Copper Ion Transport (GO:0006825)	Copper Ion Transport 	0.908736071021022	-1
Coronary Vasculature Development (GO:0060976)	Coronary Vasculature Development 	0.913775034061827	1
Coronary Vasculature Morphogenesis (GO:0060977)	Coronary Vasculature Morphogenesis 	0.995139745604428	1
Cortical Actin Cytoskeleton Organization (GO:0030866)	Cortical Actin Cytoskeleton Organization 	0.797074207709824	-1
Cortical Cytoskeleton Organization (GO:0030865)	Cortical Cytoskeleton Organization 	0.661464771159502	-1
Cotranslational Protein Targeting To Membrane (GO:0006613)	Cotranslational Protein Targeting To Membrane 	0.990171474475642	1
Coumarin Metabolic Process (GO:0009804)	Coumarin Metabolic Process 	0.991279850534042	1
Cranial Nerve Development (GO:0021545)	Cranial Nerve Development 	0.965301657249797	1
Cristae Formation (GO:0042407)	Cristae Formation 	0.837760481278367	-1
Cyclic Nucleotide Biosynthetic Process (GO:0009190)	Cyclic Nucleotide Biosynthetic Process 	0.992224930482182	-1
Cyclic Nucleotide Transport (GO:0070729)	Cyclic Nucleotide Transport 	0.991279850534042	1
Cyclic-Nucleotide-Mediated Signaling (GO:0019935)	Cyclic-Nucleotide-Mediated Signaling 	0.941343089047581	1
Cyclooxygenase Pathway (GO:0019371)	Cyclooxygenase Pathway 	0.992224930482182	1
Cytidine To Uridine Editing (GO:0016554)	Cytidine To Uridine Editing 	0.944937312280748	1
