"","HI-Rho","HI-P","HI-p.adj","HI-significant","HV-Rho","HV-P","HV-p.adj","HV-significant","CH-Rho","CH-P","CH-p.adj","CH-significant","HO-Rho","HO-P","HO-p.adj","HO-significant","IV-Rho","IV-P","IV-p.adj","IV-significant","OV-Rho","OV-P","OV-p.adj","OV-significant","HI-Driver","HI-DriverNumeric","HV-Driver","HV-DriverNumeric","CH-Driver","CH-DriverNumeric","IV-Driver","IV-DriverNumeric","Herbivore_Rho","Insectivore_Rho","Herbivore_P","Insectivore_P","Herbivore_p.adj","Insectivore_p.adj","Vertivore_Rho","Vertivore_P","Vertivore_p.adj","Carnivore_Rho","Herbivore_Rho.2","Carnivore_P","Herbivore_P.2","Carnivore_p.adj","Herbivore_p.adj.2","HI-HV-Overlap","HI-CH-Overlap","HI-HO-Overlap","HI-IV-Overlap","HI-OV-Overlap","HV-CH-Overlap","HV-HO-Overlap","HV-IV-Overlap","HV-OV-Overlap","CH-HO-Overlap","CH-IV-Overlap","CH-OV-Overlap","HO-IV-Overlap","HO-OV-Overlap","IV-OV-Overlap","HI-HV-CH-Overlap","HI-HV-HO-Overlap","HI-HV-IV-Overlap","HI-HV-OV-Overlap","HI-CH-HO-Overlap","HI-CH-IV-Overlap","HI-CH-OV-Overlap","HI-HO-IV-Overlap","HI-HO-OV-Overlap","HI-IV-OV-Overlap","HV-CH-HO-Overlap","HV-CH-IV-Overlap","HV-CH-OV-Overlap","HV-HO-IV-Overlap","HV-HO-OV-Overlap","HV-IV-OV-Overlap","CH-HO-IV-Overlap","CH-HO-OV-Overlap","CH-IV-OV-Overlap","HO-IV-OV-Overlap","HI-HV-CH-HO-Overlap","HI-HV-CH-IV-Overlap","HI-HV-CH-OV-Overlap","HI-HV-HO-IV-Overlap","HI-HV-HO-OV-Overlap","HI-HV-IV-OV-Overlap","HI-CH-HO-IV-Overlap","HI-CH-HO-OV-Overlap","HI-CH-IV-OV-Overlap","HI-HO-IV-OV-Overlap","HV-CH-HO-IV-Overlap","HV-CH-HO-OV-Overlap","HV-CH-IV-OV-Overlap","HV-HO-IV-OV-Overlap","CH-HO-IV-OV-Overlap","HI-HV-CH-HO-IV-Overlap","HI-HV-CH-HO-OV-Overlap","HI-HV-CH-IV-OV-Overlap","HI-HV-HO-IV-OV-Overlap","HI-CH-HO-IV-OV-Overlap","HV-CH-HO-IV-OV-Overlap","HI-HV-CH-HO-IV-OV-Overlap","HI-HV-Delta","HI-CH-Delta","HI-HO-Delta","HI-IV-Delta","HI-OV-Delta","HV-CH-Delta","HV-HO-Delta","HV-IV-Delta","HV-OV-Delta","CH-HO-Delta","CH-IV-Delta","CH-OV-Delta","HO-IV-Delta","HO-OV-Delta","IV-OV-Delta"
"ZNF41",2.46399195435737,0.0824395173703192,0.549778768158354,FALSE,0.595044082059613,1,1,FALSE,-2.33649376732444,0.0583965661916131,0.300953025146262,FALSE,-1.03334278276599,1,1,FALSE,-1.61611713214186,0.636413944873426,1,FALSE,1.51972466257632,0.771481142845911,1,FALSE,"Insectivore",2,"DoubleBoth",4,"Carnivore",1,"Insectivore",1,-0.18432248133492,2.53556509468639,0.853760478517931,0.0112266061360672,0.941786007642381,0.122334545149015,-0.026132793766742,0.979151420345324,0.990818145224074,3.53327707595424,-0.18432248133492,0.00041044206876928,0.853760478517931,0.00721006704215382,0.941786007642381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.32154571418591,3.3944560067904,2.4729891086992,2.88507280304446,0.667697805271031,2.07291029260449,1.15144339451329,1.56352708885854,0.65384790891488,0.921466898091205,0.509383203745949,2.72675820151937,0.412083694345255,1.80529130342817,2.21737499777342
"GPC5",0.938426835621432,1,1,FALSE,-1.17204365411016,1,1,FALSE,0.490680715248116,1,1,FALSE,0.531993355661698,1,1,FALSE,-1.85562827131663,0.381039366763001,1,FALSE,-1.57708927489026,0.688649908019049,1,FALSE,"DoubleBoth",4,"Vertivore",2,"Both",3,"Both",3,-0.354890363249523,0.508715573368907,0.722671728204203,0.610951604773163,0.882057540955883,0.843878531041176,-1.63720139952128,0.101588394727908,0.358418853999141,-0.406524236351679,-0.354890363249523,0.684357452743537,0.722671728204203,0.830640165669759,0.882057540955883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.4923279947833,0.31660431796594,0.287391869780775,1.97569531312481,1.77873849992682,1.17572367681736,1.20493612500253,0.483367318341508,0.286410505143524,0.0292124481851647,1.65909099515887,1.46213418196088,1.68830344334403,1.49134663014605,0.196956813197984
"KDM2B",-2.31373089040332,0.124094930035053,0.697268425662639,FALSE,-2.20518652405314,0.164646050587532,0.980991695492734,FALSE,2.89834598938319,0.0112540949894136,0.10367178289695,FALSE,0.131739855825017,1,1,FALSE,-0.323579173434651,1,1,FALSE,-2.28242990976423,0.134783827000152,1,FALSE,"Both",3,"Vertivore",2,"Carnivore",1,"Unclear",0,1.8574421357821,-1.97001979378237,0.0632482764403623,0.0488361020872198,0.254200672656046,0.260904541440918,-2.93686029196124,0.00331553433126129,0.0703340316564194,-2.99893898213427,1.8574421357821,0.00270921558565002,0.0632482764403623,0.0267137539419143,0.254200672656046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0767524575058124,3.68549490576266,1.72920894785139,1.4072497746586,0.0221331356676936,3.60874244825685,1.65245649034557,1.33049731715279,0.0546193218381188,1.95628595791128,2.27824513110407,3.66336177009497,0.321959173192787,1.70707581218369,1.3851166389909
"ZNF157",1.4547593327004,0.874415401677454,1,FALSE,1.86549833774628,0.372669509863226,1,FALSE,-2.88874067506999,0.0116036372839206,0.105915854136918,FALSE,1.22047315113439,1,1,FALSE,0.558659895756465,1,1,FALSE,0.882899402771551,1,1,FALSE,"Herbivore",1,"Both",3,"Both",3,"Insectivore",1,-1.81443136070525,1.09146600591107,0.0696113412357815,0.275067882127854,0.268075607054118,0.600886159219729,0.585798389267579,0.558011006284972,0.790684953902664,2.05942164714661,-1.81443136070525,0.0394538638062687,0.0696113412357815,0.153500190119641,0.268075607054118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.290436335765761,3.07131830957826,0.165665347723624,0.6336379884805,0.40436603434155,3.36175464534402,0.456101683489385,0.924074324246262,0.694802370107311,2.90565296185464,2.43768032109776,2.66695227523671,0.467972640756877,0.238700686617926,0.22927195413895
"CNNM4",2.462711511583,0.082734488886752,0.55077322813327,FALSE,4.07329765586522,0.000278112738348168,0.0213068202601629,TRUE,-4.33944458552426,4.28529839684504e-05,0.00241603834802576,TRUE,3.37009972975462,0.00450845900792047,0.306757987903778,FALSE,1.90646188495428,0.339541837588764,1,FALSE,1.51366458218649,0.780665593273972,1,FALSE,"Herbivore",1,"Both",3,"Both",3,"Vertivore",2,-4.01464220012613,1.39004312224152,5.95360411858843e-05,0.164515783178885,0.00305385978348734,0.469398359983045,2.88014993571873,0.00397486091095258,0.0763820600496536,2.73168831735449,-4.01464220012613,0.00630107193740024,5.95360411858843e-05,0.047183057613297,0.00305385978348734,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.13885638430705,4.80985070295397,0.641620362237933,0.393327883021654,0.671077519440541,5.94870708726101,0.497236022069117,1.5321842673287,1.80993390374759,5.4514710651919,4.41652281993231,4.13877318351342,1.03494824525959,1.31269788167847,0.277749636418887
"LMAN2L",-2.06684792627876,0.232490915050886,1,FALSE,0.890713455466291,1,1,FALSE,0.637849021239952,1,1,FALSE,-1.4563395508697,0.871792663013104,1,FALSE,2.35747639926248,0.110397749079239,0.909186260683113,FALSE,1.90849554766612,0.337963188453759,1,FALSE,"Both",3,"Unclear",0,"Herbivore",2,"Both",3,1.66936640966119,-1.01889794008004,0.0950447863855066,0.308251421755224,0.318272752944963,0.63326328203174,1.60103516809202,0.109369130093157,0.371968327162135,-0.543739067856122,1.66936640966119,0.586621044085809,0.0950447863855066,0.767712849427182,0.318272752944963,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.09131170880738,1.91250955264504,0.431694612222931,3.12846973275881,2.81099232797211,0.178802156162343,1.65961709658445,1.03715802395143,0.719680619164733,1.48081494042211,1.21596018011377,0.898482775327077,2.69677512053588,2.37929771574918,0.317477404786695
"SLC25A39",1.22027864982798,1,1,FALSE,1.03556556371163,1,1,FALSE,-1.86322379549047,0.187292359075182,0.625851940519273,FALSE,1.72775885360014,0.504188802668162,1,FALSE,0.0638065906222312,1,1,FALSE,-0.202766929271781,1,1,FALSE,"Unclear",0,"Herbivore",1,"Both",3,"Insectivore",1,-1.24975884335089,1.11528632137055,0.211387654694778,0.264727745157721,0.488994219344606,0.591368801166138,0.204301075268817,0.838118229750605,0.935965821970658,0.876470134638236,-1.24975884335089,0.380774505311527,0.211387654694778,0.604742948496983,0.488994219344606,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.130611875766761,2.18036548888997,0.358842693405228,0.817749235317153,1.00624517891898,2.04975361312321,0.489454569171989,0.687137359550392,0.875633303152215,2.5392081822952,1.36261625357282,1.174120309971,1.17659192872238,1.3650878723242,0.188495943601823
"THBD",1.69972807192677,0.535092519057827,1,FALSE,0.892719603963017,1,1,FALSE,-2.02320679173079,0.129155495246466,0.496305742213122,FALSE,0.413095572526285,1,1,FALSE,-0.458088128256175,1,1,FALSE,0.58622220096329,1,1,FALSE,"Insectivore",2,"Unclear",0,"Both",3,"Insectivore",1,-1.21454890756685,2.04968847224363,0.224538185656444,0.0403948406563858,0.5047204897109,0.236631721069518,1.06557485655057,0.286615870233164,0.578532223094233,1.82189819211269,-1.21454890756685,0.0684704346922269,0.224538185656444,0.216817296467485,0.5047204897109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.570641160172139,2.63251248800808,0.909786565221082,1.52580646770355,0.787367552249312,2.06187132783594,0.339145405048943,0.955165307531413,0.216726392077173,1.722725922787,1.10670602030453,1.84514493575877,0.616019902482469,0.12241901297177,0.73843891545424
"SPRY2",-0.901708924884058,1,1,FALSE,0.488051137596098,1,1,FALSE,0.188668647624869,1,1,FALSE,-0.42293501048149,1,1,FALSE,1.13267385667165,1,1,FALSE,0.784717956840242,1,1,FALSE,"DoubleBoth",4,"Unclear",0,"Herbivore",2,"DoubleBoth",4,0.573167345469652,0.149314210630587,0.566531392008207,0.881305702510197,0.793339726398361,0.960987832626154,0.517380256587937,0.604890739193286,0.818442150387476,-0.224105489991697,0.573167345469652,0.822675220727805,0.566531392008207,0.910202876468546,0.793339726398361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.982708764401959,0.771013375574789,0.338544281529284,1.4385258603672,1.19248388404254,0.21169538882717,0.644164482872675,0.455817095965236,0.209775119640578,0.432469094045505,0.667512484792406,0.421470508467748,1.09998157883791,0.853939602513253,0.246041976324658
"NEBL",1.99106422853181,0.278842958970558,1,FALSE,-0.391834316657138,1,1,FALSE,-1.10846203679434,0.80298697705612,1,FALSE,0.0986247046842009,1,1,FALSE,-1.93075579449604,0.321079556562536,1,FALSE,-0.461893919119041,1,1,FALSE,"Both",3,"Vertivore",2,"Carnivore",1,"Both",3,-0.332545177076471,1.84866302777107,0.739477632355318,0.0645064855104797,0.888721950237069,0.299460488123183,-1.09868260900139,0.271906530816887,0.564674147619617,1.46936893597852,-0.332545177076471,0.1417327482054,0.739477632355318,0.337167431540042,0.888721950237069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.68496372018266,2.19169604067793,1.33815682029808,2.77314553287617,1.73450334017071,0.50673232049527,0.346806899884578,1.08818181269351,0.0495396199880456,0.853539220379848,0.581449492198242,0.457192700507224,1.43498871257809,0.396346519872624,1.03864219270547
"KLF9",-1.0478398698784,1,1,FALSE,-0.639929965766008,1,1,FALSE,NA,NA,NA,NA,-1.30361494951425,1,1,FALSE,0.178085948960965,1,1,FALSE,0.280206278237065,1,1,FALSE,"Herbivore",1,"Herbivore",1,"MissingData",5,"DoubleBoth",4,1.82993535340978,-0.103141372057543,0.0672596061789329,0.917850769945578,0.263208825821903,0.972886058546641,0.00509951929097434,0.99593118992519,0.998570395734968,NA,1.82993535340978,NA,0.0672596061789329,NA,0.263208825821903,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.288435859311025,NA,0.180860293269037,0.866860459732985,0.939070437061118,NA,0.469296152580062,0.57842460042196,0.650634577750093,NA,NA,NA,1.04772075300202,1.11993073033015,0.072209977328133
"NKX2-2",-2.25169188821847,0.146050497829275,0.767363110482628,FALSE,-1.44373373655853,0.892883326287196,1,FALSE,1.54031048645693,0.370454066599345,0.948233424951421,FALSE,-0.987076140896991,1,1,FALSE,0.353353014932274,1,1,FALSE,-0.704664182371578,1,1,FALSE,"Both",3,"Herbivore",1,"Unclear",0,"Insectivore",1,1.92964323068726,-1.0900257836042,0.0536510584237369,0.275701786506485,0.231839511061144,0.601379391398683,-0.285062036831379,0.775596614088566,0.908485803969477,-1.77569635886846,1.92964323068726,0.0757829778720662,0.0536510584237369,0.229979543544351,0.231839511061144,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.57131268795369,2.68135059340847,0.894218370526312,1.84204491631334,1.09391378148781,2.11003790545478,0.322905682572623,1.27073222835965,0.522601093534116,1.78713222288215,0.839305677095121,1.58743681192066,0.947826545787032,0.199695410961494,0.748131134825539
"OR2W1",0.481709107715545,1,1,FALSE,-0.581347693600324,1,1,FALSE,1.15904721386068,0.739310821463929,1,FALSE,-0.054637271948223,1,1,FALSE,-0.871891754651476,1,1,FALSE,-0.526944705449469,1,1,FALSE,"Both",3,"Vertivore",2,"DoubleBoth",4,"Vertivore",2,-0.443430397800036,-0.407643984920726,0.657454452883937,0.683535067201475,0.844963465492844,0.877160945631281,-0.997331372517246,0.318603690523907,0.60667541004327,0.0155625106700489,-0.443430397800036,0.987583414210144,0.657454452883937,0.99405987377887,0.844963465492844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.751694672996931,0.478950368011277,0.379254162125105,0.957140348799679,0.713225951158651,1.23064504100821,0.372440510871826,0.205445675802748,0.0384687218382804,0.858204530136382,1.43609071681096,1.19217631916993,0.577886186674574,0.333971789033546,0.243914397641029
"ZNF311",1.61636091905252,0.63609781650718,1,FALSE,-3.18596987571952,0.00865617710549458,0.178366847205171,FALSE,2.01298560058368,0.132348432657562,0.504788770235364,FALSE,-3.84761293371285,0.000715645799913634,0.120109220085505,FALSE,-4.00937877512274,0.000365272179007695,0.0745550134017868,FALSE,0.208096857651811,1,1,FALSE,"Unclear",0,"Both",3,"Herbivore",2,"Both",3,2.66619808996888,3.15664121150333,0.00767144759696546,0.00159597589344741,0.0739277610577962,0.0433319485040017,-1.63902497445551,0.101208058536073,0.357882821643871,0.218320343344962,2.66619808996888,0.827179525041001,0.00767144759696546,0.912827913663314,0.0739277610577962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.39576067048429,0.280456001896635,3.86361296351638,3.97799868694166,0.995793067517751,3.67621667238093,0.467852293032087,0.582238016457368,2.39996760296654,4.14406896541301,4.25845468883829,1.27624906941439,0.114385723425281,2.86781989599863,2.98220561942391
"MAMDC2",0.215820961774425,1,1,FALSE,-0.931939205646123,1,1,FALSE,1.53411965760054,0.375000654338009,0.953200815780867,FALSE,0.395243345036921,1,1,FALSE,-1.04744467268193,1,1,FALSE,-1.22715694751417,1,1,FALSE,"Herbivore",1,"Both",3,"Both",3,"DoubleBoth",4,-0.544456969071231,-0.00802184918519788,0.586127052106144,0.993599559030913,0.804516333947709,0.997563419999537,-0.770961009223519,0.44073004304648,0.708147438555113,-1.03027709435719,-0.544456969071231,0.302879948419797,0.586127052106144,0.531311920717276,0.804516333947709,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.811588997558877,0.932177947448027,0.126870783901562,0.893263696564014,1.02033946476035,1.7437669450069,0.938459781460439,0.0816746990051372,0.208750467201478,0.805307163546465,1.82544164401204,1.95251741220838,1.02013448046558,1.14721024866192,0.127075768196341
"SPDYC",1.31678515157143,1,1,FALSE,1.45074343551043,0.881107894023476,1,FALSE,-1.77009575546824,0.230133571564256,0.708688536498798,FALSE,-0.206638224683634,1,1,FALSE,0.252312805676226,1,1,FALSE,1.69527568730499,0.540138808340867,1,FALSE,"Both",3,"Vertivore",2,"Carnivore",1,"Vertivore",2,-0.916838397079456,0.839718299203753,0.359227328676176,0.40106635135705,0.639858875880455,0.70857195833438,1.71026964733795,0.087216021824295,0.334158855193324,2.41961023868679,-0.916838397079456,0.0155371505188026,0.359227328676176,0.0845906539826396,0.639858875880455,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.094722810969382,2.18275442208303,1.07722299996806,0.752695614168048,0.267633224432129,2.27747723305241,1.17194581093744,0.84741842513743,0.172910413462747,1.10553142211497,1.43005880791498,2.45038764651516,0.32452738580001,1.34485622440019,1.02032883860018
"XRN2",0.543074101276153,1,1,FALSE,1.66035723047475,0.581055652839256,1,FALSE,-1.83700939708967,0.198625524443728,0.649114619760859,FALSE,0.44180869042385,1,1,FALSE,1.20724173404204,1,1,FALSE,1.34548165903374,1,1,FALSE,"Unclear",0,"Both",3,"DoubleBoth",4,"Vertivore",2,-0.739734821261343,0.665442755256289,0.459460914891259,0.505767346116623,0.718915134600852,0.781728131324911,1.52975118071026,0.126078329790871,0.399169212668147,1.06969346329177,-0.739734821261343,0.284757309603663,0.459460914891259,0.512239987774286,0.718915134600852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.790038477161657,1.68297318148467,0.0716054587133054,0.469637436973373,0.567387825365727,2.47301165864633,0.861643935874962,0.320401040188284,0.222650651795929,1.61136772277137,2.15261061845805,2.2503610068504,0.541242895686678,0.638993284079033,0.0977503883923544
"C9orf135",2.51841567258754,0.0707304647403923,0.499711725866991,FALSE,3.41492610959154,0.00382795897199033,0.109502826350269,FALSE,-3.91667453453062,0.000269336472528645,0.00853961750213973,TRUE,-0.126486156496588,1,1,FALSE,1.18366306303499,1,1,FALSE,3.49222327713011,0.0028741059023214,0.213844805658436,FALSE,"Both",3,"Vertivore",2,"Carnivore",1,"Unclear",0,-1.70777944994934,2.37917463962384,0.087677273555464,0.0173514532146028,0.305560293928299,0.153436827689851,3.49640295596941,0.000471575986839517,0.0328938407412639,4.2458672649051,-1.70777944994934,2.17749515432277e-05,0.087677273555464,0.000989214339442643,0.305560293928299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.633928609410043,4.5502959230004,1.87022801891809,0.943812621421049,0.688585960743075,5.18422453241044,2.50415662832813,1.57774123083109,0.0546573513330326,2.68006790408231,3.60648330157935,5.23888188374347,0.926415397497042,2.55881397966117,1.63239858216412
