"","Rho","N","P","p.adj","permPValue"
"ENSG00000113790",-0.0749872979501468,66,0.46240417912397,1,0.110940434665951
"ENSG00000113805",0.0622273880526953,32,0.676052808564345,1,0.999998187394416
"ENSG00000113810",-0.0589150827189456,62,0.576117092690184,1,0.858087875693902
"ENSG00000113811",0.0532587669006034,68,0.596088087026666,1,0.41856968748054
"ENSG00000113812",-0.024439821893375,64,0.813628544123757,1,0.999994961023517
"ENSG00000113838",-0.142931049256568,58,0.190066934219723,1,0.687909260991581
"ENSG00000113845",0.0460195731514507,62,0.662332203044517,1,0.99993954050786
"ENSG00000113851",-0.0197984031931395,62,0.850975560614371,1,0.99993954050786
"ENSG00000113916",-0.108237761850229,62,0.304370938835781,1,0.944691965807008
"ENSG00000113924",-0.0786200844723193,68,0.433960898925364,1,0.582491889902394
"ENSG00000113946",-0.0255968876076889,37,0.852753381394673,1,0
"ENSG00000113966",-0.0949721436112491,43,0.45614920637059,1,0.99993954050786
"ENSG00000113971",-0.128549653628823,66,0.207735050097273,1,0.99993954050786
"ENSG00000114013",-0.347112107849642,34,0.0160837528601997,1,0.534823901859913
"ENSG00000114019",0.0468670612188417,66,0.646012558272615,1,0.999997625656209
"ENSG00000114021",-0.0285631023498992,66,0.779534767789091,1,0.999997511688842
"ENSG00000114023",0.0511924107575565,67,0.61313825089114,1,0.99993954050786
"ENSG00000114026",-0.0827409679540155,63,0.428555063350619,1,0.723594805633624
"ENSG00000114030",-0.0124673221923249,61,0.906608305639934,1,0.886902717569143
"ENSG00000114054",-0.00253613175717159,68,0.979863744794776,1,0.999995225180488
"ENSG00000114062",0.0317376366561729,62,0.763285397960512,1,0.835863170693143
"ENSG00000114098",-0.187912780989982,62,0.0745588428658876,1,0
"ENSG00000114107",0.0563493013958586,62,0.592845000969896,1,0.808104685521317
"ENSG00000114113",-0.278657610441489,58,0.0106275673958089,1,0.586715867158672
"ENSG00000114115",-0.0393100422361597,68,0.695637686466328,1,0.999998187394416
"ENSG00000114120",0.0595154330897304,63,0.569054562532767,1,0.970892119578129
"ENSG00000114124",-0.0292828593460996,35,0.836637402400589,1,0.99999780616599
"ENSG00000114125",0.11264345698059,61,0.289155222951716,1,0.858087875693902
"ENSG00000114126",-0.0529455805648376,53,0.643183159986218,1,0.999991420065036
"ENSG00000114166",-0.0932463439883785,52,0.419181715990647,1,0.99993954050786
"ENSG00000114200",-0.068570272057787,61,0.518766934411148,1,0.759272197398593
"ENSG00000114204",0.220259739539887,37,0.110236078525665,1,0.763411468718053
"ENSG00000114209",0.0240932516931301,68,0.810502779863668,1,0.999998187394416
"ENSG00000114248",-0.0852802865422442,25,0.615846761025556,1,0.999997663387621
"ENSG00000114251",-0.0478495474618549,52,0.678474593203246,1,0
"ENSG00000114268",-0.0232368669238153,52,0.840453763969279,1,0.99993954050786
"ENSG00000114270",-0.0552052447473883,15,0.80649594050734,1,0.586715867158672
"ENSG00000114279",-0.0207127420582753,47,0.864812504158943,1,0.99993954050786
"ENSG00000114302",0.108463770249319,66,0.28779493117086,1,0.999998187394416
"ENSG00000114315",0.0748158868365619,68,0.456530427656153,1,0.211121196752926
"ENSG00000114316",-0.041119760478059,62,0.696389041462063,1,0.999997732205181
"ENSG00000114331",-0.0706288195757975,51,0.544678392863482,1,0.630074681062538
"ENSG00000114346",0.0367806178960312,56,0.740543958567318,1,0.932445686225456
"ENSG00000114349",-0.143291444280195,68,0.153855379892399,1,0.856233930695729
"ENSG00000114353",-0.0951049408939347,68,0.343898729235884,1,0.81871769030546
"ENSG00000114354",-0.0318952612829507,65,0.756460626761864,1,0.319937713768929
"ENSG00000114374",NA,NA,NA,NA,NA
"ENSG00000114378",0.00617224421811454,61,0.953684178541555,1,0.99993954050786
"ENSG00000114383",0.0545268327791892,68,0.587367874785891,1,0.999991420065036
"ENSG00000114388",0.0913007432581773,68,0.363545262964422,1,0.283396161754626
"ENSG00000114395",0.0906956031801914,64,0.381653499317083,1,0.181215601542129
"ENSG00000114405",NA,NA,NA,NA,NA
"ENSG00000114416",-0.0393100422361597,68,0.695637686466328,1,0.442701412899052
"ENSG00000114423",-0.0408044319284274,66,0.689235051338765,1,0.999991420065036
"ENSG00000114439",-0.0748733952250348,54,0.508294860696768,1,0.999991420065036
"ENSG00000114446",-0.190209881787869,68,0.0583605338553969,1,0.680055486424186
"ENSG00000114450",-0.131554817236956,45,0.290477068147386,1,0.0690944487149494
"ENSG00000114473",NA,NA,NA,NA,NA
"ENSG00000114480",-0.00507226351434318,68,0.959740312506868,1,0.999997311162976
"ENSG00000114487",-0.0987775928689705,39,0.461503403354307,1,0.99993954050786
"ENSG00000114491",-0.0345759517021566,62,0.742833752310209,1,0.710077725370358
"ENSG00000114503",-0.0748081252021169,66,0.463474353236853,1,0.99993954050786
"ENSG00000114520",-0.00937341224376835,66,0.926807902598935,1,0.999978746918303
"ENSG00000114529",NA,NA,NA,NA,NA
"ENSG00000114541",0.039584739066357,40,0.764901906082295,1,0.999998187394416
"ENSG00000114544",-0.0775726233916634,35,0.584907163880344,1,0.778936014075666
"ENSG00000114547",NA,NA,NA,NA,NA
"ENSG00000114554",0.0317016469646449,68,0.752384585952634,1,0.999997625656209
"ENSG00000114573",-0.0545268327791892,68,0.587367874785891,1,0
"ENSG00000114626",-0.0626582440551709,57,0.569152468760057,1,0.385935798371623
"ENSG00000114631",-0.0141711879969049,64,0.891271174493957,1,0.999991420065036
"ENSG00000114638",0.0405438199142894,49,0.733428757319968,1,0.999998187394416
"ENSG00000114646",-0.262109325857167,56,0.018287243988324,1,0.199268764071809
"ENSG00000114648",-0.122913640945023,60,0.251470028536152,1,0.999991420065036
"ENSG00000114650",-0.0435194139889245,12,0.865134745405447,1,0.999990001199856
"ENSG00000114654",-0.0415671976023302,53,0.716084669381551,1,0.999991420065036
"ENSG00000114656",NA,NA,NA,NA,NA
"ENSG00000114670",-0.0142545793828409,53,0.9007437088782,1,0.999997921166475
"ENSG00000114686",-0.0418461739933313,68,0.677076656121893,1,0.693096095431595
"ENSG00000114698",0.262691012683151,30,0.088307777413929,1,0.999998187394416
"ENSG00000114735",0.158325124095281,33,0.279849610714532,1,0.0675520998226625
"ENSG00000114737",0.0405781081147455,68,0.686333523268837,1,0.944691965807008
"ENSG00000114738",0.083610009181739,64,0.419951276795808,1,0
"ENSG00000114739",-0.0841793787126842,49,0.479500122186953,1,0.141903544371134
"ENSG00000114742",0.0868424862339145,48,0.47048642205879,1,0.999998187394416
"ENSG00000114744",0.0748081252021169,66,0.463474353236853,1,0
"ENSG00000114745",0.113960576459638,56,0.304901788178788,1,0.245191558292709
"ENSG00000114757",-0.0648086071545831,29,0.679644477214099,1,0.999998187394416
"ENSG00000114767",0.00634032939292898,68,0.949687406089985,1,0.999990001199856
"ENSG00000114770",-0.144488744886017,46,0.240235008461819,1,0.534823901859913
"ENSG00000114771",0.10340701471859,22,0.570297452721556,1,0.263877631418079
"ENSG00000114779",0.0923950635457165,66,0.365203664413955,1,0.221404947844935
"ENSG00000114784",0.109053665558378,68,0.277785036550987,1,0.112462006079027
"ENSG00000114786",-0.0916242578433621,47,0.451378698391503,1,0.999967227083538
"ENSG00000114796",0.0142573174582008,52,0.901696465799446,1,0.999990001199856
"ENSG00000114805",0.121744279366678,39,0.364096429365271,1,0.932445686225456
"ENSG00000114812",-0.0468364751150486,53,0.681952247374681,1,0.99993954050786
"ENSG00000114850",0.012680658785858,68,0.899574668611695,1,0.999978746918303
"ENSG00000114853",-0.0612066478926411,66,0.548612829853218,1,0.999991420065036
"ENSG00000114854",0.0565862284551793,41,0.664967135117932,1,0
"ENSG00000114857",-0.0151228042940843,59,0.888758184326268,1,0.99993954050786
"ENSG00000114859",0.166058686175537,60,0.121302402764881,1,0.274430298064862
"ENSG00000114861",0.135297202312787,62,0.199183429111563,1,0.729515744292105
"ENSG00000114867",-0.0342377787218165,68,0.733302038183218,1,0
"ENSG00000114902",-0.0507226351434318,68,0.613703068664854,1,0.92640141069389
"ENSG00000114904",-0.0763196211644461,64,0.461619713626618,1,0.792517492503213
"ENSG00000114923",-0.113023714957442,56,0.308894778641829,1,0.232773729253414
"ENSG00000114948",-0.126876163937951,41,0.331544139226293,1,0.829551714003636
"ENSG00000114956",-0.0623366109616246,61,0.55748013486287,1,0.711148611906644
"ENSG00000114978",-0.0925688091367631,68,0.3569197887523,1,0.141903544371134
"ENSG00000114982",0.1620716459893,43,0.203479172959129,1,0.796502396264582
"ENSG00000114988",-0.042049403481192,60,0.69482063081385,1,0.320013453062215
"ENSG00000114993",-0.115322730279005,61,0.277838109601474,1,0.322866549746081
"ENSG00000114999",-0.0602576501385108,66,0.554828908336995,1,0.99993954050786
"ENSG00000115008",-0.111904761904762,50,0.342147213271912,1,0.99993954050786
"ENSG00000115009",-0.264600302368157,56,0.0172106565094278,1,0.605147933535439
"ENSG00000115020",-0.21787885786232,47,0.0733115879579402,1,0.141903544371134
"ENSG00000115041",-0.0893694748450098,53,0.434245463276489,1,0.578956127748172
"ENSG00000115053",0.0448848751212701,66,0.660022056521365,1,0.999978746918303
"ENSG00000115073",-0.0925074372627969,63,0.376096026739973,1,0.434564272299243
"ENSG00000115084",0.0402538242949707,64,0.697801335084509,1,0.999998187394416
"ENSG00000115085",NA,NA,NA,NA,NA
"ENSG00000115091",-0.0545268327791892,68,0.587367874785891,1,0.480244478274695
"ENSG00000115107",0.0141568664288229,45,0.909432853005991,1,0.999998187394416
"ENSG00000115109",-0.0197984031931395,62,0.850975560614371,1,0.377675426713628
"ENSG00000115112",-0.0472884601421272,54,0.676103314023147,1,0.999993200193115
"ENSG00000115128",0.0672074915650472,68,0.503589304430051,1,0.99993954050786
"ENSG00000115129",-0.0954198002073204,60,0.373321908401161,1,0.999998187394416
"ENSG00000115137",0.0472115768451788,62,0.654148276349795,1,0.964674725556362
"ENSG00000115138",0.0814900515848111,55,0.467328473727883,1,0.999998187394416
"ENSG00000115145",-0.00535623556786763,66,0.958136339950128,1,0.99993954050786
"ENSG00000115155",-0.130107262235897,30,0.398578724165014,1,0.795068144991964
"ENSG00000115159",0.186447373266338,52,0.106247731552805,1,0
"ENSG00000115163",0.0856825345580369,54,0.449054535809867,1,0.999998187394416
"ENSG00000115165",0.0220683707376187,56,0.842513184375501,1,0.999997625656209
"ENSG00000115170",0.00141711879969049,64,0.989093585254955,1,0.999997786048118
"ENSG00000115183",-0.190126438098051,20,0.32191217047456,1,0.691025064710019
"ENSG00000115194",-0.00623352484574232,43,0.960989745417527,1,0.999992338573749
"ENSG00000115204",-0.012221931514716,60,0.909213374133329,1,0.99993954050786
"ENSG00000115207",-0.0751651123959927,62,0.475680252090622,1,0.763411468718053
"ENSG00000115211",-0.00901981348751912,62,0.931790679890965,1,0.99993954050786
"ENSG00000115216",0.00253613175717159,68,0.979863744794776,1,0.999992236446777
"ENSG00000115221",-0.185291149403029,50,0.115744368429836,1,0.393614362618287
"ENSG00000115226",0.0748081252021169,66,0.463474353236853,1,0.999978746918303
"ENSG00000115232",0.0354279699922623,64,0.732546764604725,1,0.999997786048118
"ENSG00000115233",0.103107534681452,66,0.312265872476327,1,0.268573759272189
"ENSG00000115234",-0.0380841364665322,66,0.708974428911641,1,0.670438707502214
"ENSG00000115239",0,64,1,1,0
"ENSG00000115241",-0.0489653183141129,66,0.63131837576298,1,0.448393899809566
"ENSG00000115252",0.159363814577919,15,0.479500122186953,1,0.999991420065036
"ENSG00000115255",-0.131000064691406,60,0.221619689818251,1,0.999998187394416
"ENSG00000115257",-0.0877215416772392,57,0.425439298451231,1,0.999998081277102
"ENSG00000115263",NA,NA,NA,NA,NA
"ENSG00000115267",0.0367239887355846,66,0.71891889693613,1,0.932445686225456
"ENSG00000115271",-0.098909138529692,68,0.324943658692655,1,0.53318047507579
"ENSG00000115274",0.0296956935458249,36,0.831921221834641,1,0.947735330583006
"ENSG00000115275",-0.0760839527151477,68,0.44893485070539,1,0.99993954050786
"ENSG00000115282",-0.265404549456484,48,0.0274124649797409,1,0.34621516938257
"ENSG00000115286",-0.0499230176602706,65,0.627375681563138,1,0.871643481074086
"ENSG00000115289",-0.0507226351434318,68,0.613703068664854,1,0.999998187394416
"ENSG00000115290",-0.00287527316392648,64,0.977873500644926,1,0.999998240152332
"ENSG00000115295",-0.0643281384875025,38,0.636177566924772,1,0.999992338573749
"ENSG00000115297",-0.0896137083613266,23,0.614294664663482,1,0.426927429218055
"ENSG00000115306",-0.0662387151440378,57,0.54728625071696,1,0.507727377048543
"ENSG00000115307",-0.0816088638568548,66,0.423834360015821,1,0.731981552024852
"ENSG00000115310",0.121296356195746,60,0.257761916606767,1,0
"ENSG00000115317",0.0481865033862602,68,0.631543904456166,1,0.999978746918303
"ENSG00000115318",-0.353152308909317,22,0.0525628253410155,1,0.212884480299708
"ENSG00000115325",-0.129387292376691,64,0.212003430922826,1,0
"ENSG00000115339",0.108209154009938,44,0.390154148301926,1,0.808104685521317
"ENSG00000115350",-0.0435247273903226,66,0.669704984781277,1,0.701457452684395
"ENSG00000115353",-0.148455623130524,40,0.262060398308601,1,0.508018185050669
"ENSG00000115355",0.0887646115010057,68,0.377025240573943,1,0.944691965807008
"ENSG00000115361",0.00138675049056307,65,0.989241652788413,1,0.999997882979579
"ENSG00000115363",-0.0892784843805009,64,0.389136635009517,1,0.892429108995599
"ENSG00000115364",-0.0507226351434318,68,0.613703068664854,1,0.999978746918303
"ENSG00000115365",-0.070550517826667,52,0.541056642693837,1,0.99993954050786
"ENSG00000115368",-0.0373785511310442,64,0.718432038910339,1,0.431858603823922
"ENSG00000115380",0.0321047553553925,22,0.860115732172254,1,0.999998187394416
"ENSG00000115386",NA,NA,NA,NA,NA
"ENSG00000115392",-0.25208042128932,59,0.0197231357864638,1,0
"ENSG00000115414",-0.100481040541011,52,0.384016485889141,1,0.99993954050786
"ENSG00000115415",-0.0581901621491787,63,0.577688522958881,1,0.999978746918303
"ENSG00000115419",-0.230021853114118,64,0.0265002806024919,1,0
"ENSG00000115421",-0.0886948326272713,62,0.399980737947673,1,0.141903544371134
"ENSG00000115423",-0.0508920680460383,27,0.754969168376091,1,0.999994652349223
"ENSG00000115425",0.0957243979103876,31,0.527370065178209,1,0.999989493039138
"ENSG00000115446",-0.0368450887919528,64,0.722282962716192,1,0.701836563003522
"ENSG00000115459",-0.024439821893375,64,0.813628544123757,1,0.883606081526344
"ENSG00000115461",0.0291655152074733,68,0.771619687523502,1,0
"ENSG00000115464",-0.112892261668649,66,0.268565680834424,1,0
"ENSG00000115468",-0.127540691972144,64,0.218598614807671,1,0.400022528812239
"ENSG00000115474",-0.0459598103977893,39,0.731881235719949,1,0
"ENSG00000115484",0.0992907843591733,66,0.330516583941149,1,0.219018336388303
"ENSG00000115486",0,64,1,1,0
"ENSG00000115488",0.0746351792533165,34,0.6047728544859,1,0.92947058502616
"ENSG00000115504",0.0418449587376459,54,0.711610603574176,1,0.947735330583006
"ENSG00000115507",0.0276026223736942,15,0.902523250177679,1,0.9999979437788
"ENSG00000115514",0.0507226351434318,68,0.613703068664854,1,0.0813554819890503
"ENSG00000115520",0.00150330224791985,62,0.988618283711304,1,0.999991420065036
"ENSG00000115523",NA,NA,NA,NA,NA
"ENSG00000115524",-0.0467649203897862,64,0.651920033960763,1,0.99993954050786
"ENSG00000115525",-0.0239832750989032,60,0.822940696865919,1,0.969240439709216
"ENSG00000115526",0.0560085677258291,23,0.752784132649847,1,0.999997625656209
"ENSG00000115539",0.0544238029760084,39,0.684946831865019,1,0.999997786048118
"ENSG00000115540",0.118439560827087,61,0.265056994968247,1,0.275913896211239
"ENSG00000115541",0.0355058446004023,68,0.723821372745789,1,0.88622279883369
"ENSG00000115548",-0.0413294600259954,58,0.704758123895135,1,0.364511934410332
"ENSG00000115556",0.0662145183523102,51,0.570106953413651,1,0.999998187394416
"ENSG00000115561",0.00133905889196691,66,0.989529578906197,1,0.99993954050786
"ENSG00000115568",0.0509647191437626,11,0.850106739138526,1,0.999995954790741
"ENSG00000115590",NA,NA,NA,NA,NA
"ENSG00000115592",0.0985445153490358,32,0.508148054948138,1,0
"ENSG00000115593",-0.26434026631884,46,0.0316701941613365,1,0.280685358255452
"ENSG00000115594",0.424970172207784,15,0.0593464387919199,1,0.858087875693902
"ENSG00000115596",-0.228035085019828,26,0.170586932871441,1,0.8274852635166
"ENSG00000115604",-0.14142135623731,16,0.515181169612163,1,0
"ENSG00000115607",NA,NA,NA,NA,NA
"ENSG00000115616",-0.130892578601184,45,0.292912251069909,1,0.999992338573749
"ENSG00000115641",-0.0643660813180547,56,0.562263377384093,1,0.792458514577316
"ENSG00000115648",NA,NA,NA,NA,NA
"ENSG00000115649",-0.0299232500808468,66,0.769327138243382,1,0.999978746918303
"ENSG00000115652",-0.0327267207548529,61,0.758113574851489,1,0.9999979437788
"ENSG00000115657",0.130610785494337,68,0.193653672761575,1,0.792517492503213
"ENSG00000115661",-0.0776323754260148,64,0.453950473764714,1,0.598595695763455
"ENSG00000115665",-0.0509647191437626,11,0.850106739138526,1,0.999998187394416
"ENSG00000115677",-0.00172206083441648,58,0.987403741688566,1,0.999997625656209
"ENSG00000115685",-0.0297594947935003,64,0.774065323095878,1,0.999998187394416
"ENSG00000115687",NA,NA,NA,NA,NA
"ENSG00000115694",-0.0345032779671177,64,0.73927007139933,1,0.999997786048118
"ENSG00000115718",-0.0739521909998096,60,0.490209875733029,1,0.141903544371134
"ENSG00000115738",0.0532587669006034,68,0.596088087026666,1,0.99993954050786
"ENSG00000115750",0.0465784424608414,57,0.672147656900999,1,0.932445686225456
"ENSG00000115756",-0.0528976316379699,44,0.674424072235294,1,0.999978746918303
"ENSG00000115758",0.0811562162294909,68,0.419279742078924,1,0.382974290962226
"ENSG00000115760",0.0978102366022077,38,0.471976260818382,1,0.81871769030546
"ENSG00000115761",-0.092989733918878,61,0.381554962955065,1,0.999991420065036
"ENSG00000115762",-0.0737268320615666,54,0.514810652522287,1,0
"ENSG00000115806",-0.00952103411663306,66,0.925658515751337,1,0.999997363905006
"ENSG00000115808",-0.0427578895919194,52,0.711059223927749,1,0.858087875693902
"ENSG00000115816",-0.0583310304149466,68,0.561568145577964,1,0.99993954050786
"ENSG00000115825",0.0886565072683834,45,0.476231316241928,1,0.763411468718053
"ENSG00000115827",-0.176998081351197,57,0.107798213877409,1,0
"ENSG00000115828",-0.27842122959611,64,0.0072385998554396,1,0.792895311151875
"ENSG00000115839",0.0393100422361597,68,0.695637686466328,1,0.8274852635166
"ENSG00000115840",-0.0371975492333622,60,0.728550981313763,1,0.251865518306594
"ENSG00000115841",0.129758464127084,54,0.251631190897777,1,0.944691965807008
"ENSG00000115844",-0.10134483201751,18,0.618401752324014,1,0.555382674834022
"ENSG00000115850",-0.0807393770514232,41,0.536631778968687,1,0.424212946210009
"ENSG00000115866",0.0139487246644438,68,0.889593550320985,1,0.707458608778512
"ENSG00000115875",0.0139487246644438,68,0.889593550320985,1,0.999989493039138
"ENSG00000115884",0.00595333021974244,55,0.957652690065568,1,0.999998081277102
"ENSG00000115896",0.0592590577187466,47,0.626195837433921,1,0.944691965807008
"ENSG00000115902",-0.060380736442456,64,0.56027357334491,1,0.668833625761354
"ENSG00000115904",-0.0959461077821376,62,0.362577085082774,1,0.99993954050786
"ENSG00000115919",-0.12557401250521,65,0.22208129908492,1,0.112462006079027
"ENSG00000115935",-0.150407481682725,60,0.160526186951638,1,0.999991420065036
"ENSG00000115942",-0.111897548746551,39,0.404178980140035,1,0
"ENSG00000115944",-0.0983642622271335,67,0.331304835216136,1,0.83931463218082
"ENSG00000115946",-0.0682920034903122,66,0.503317982296651,1,0.999998081277102
"ENSG00000115947",0.0436881012940214,59,0.686149908352376,1,0.999998187394416
"ENSG00000115956",-0.0786200844723193,68,0.433960898925364,1,0.351504718184137
"ENSG00000115963",-0.0380419763575739,68,0.704987898140617,1,0.99993954050786
"ENSG00000115966",-0.0239832750989032,60,0.822940696865919,1,0.742616535822748
"ENSG00000115970",-0.0359409145490809,64,0.728826009892319,1,0.999991420065036
"ENSG00000115977",-0.125133591247177,66,0.220070872662549,1,0.141903544371134
"ENSG00000115993",0.095036188968705,56,0.392217111654512,1,0.999998187394416
"ENSG00000115998",-0.139086488437789,60,0.19439765364056,1,0
"ENSG00000116001",-0.0358435513029341,61,0.735899530092433,1,0.99993954050786
"ENSG00000116005",-0.0197532154502578,65,0.847687861894148,1,0
"ENSG00000116014",-0.169767135906169,31,0.262331675408357,1,0
"ENSG00000116016",0.00310079382731293,62,0.9765260376202,1,0.999998187394416
"ENSG00000116017",NA,NA,NA,NA,NA
"ENSG00000116030",-0.0675186978456676,56,0.543276569027247,1,0.401714351272652
"ENSG00000116032",-0.132961001055749,43,0.296816897623079,1,0.379043016755726
"ENSG00000116035",0.120124995026075,22,0.509651477934009,1,0.234299961750414
"ENSG00000116039",-0.0796043435650483,59,0.461556427531908,1,0.99993954050786
"ENSG00000116044",-0.0601320899167941,62,0.568261333097589,1,0.669250090465953
"ENSG00000116062",-0.0304590818355992,62,0.772553326287999,1,0.240008707009142
"ENSG00000116095",0.21148855290218,56,0.0569081963675554,1,0
"ENSG00000116096",0,62,1,1,0
"ENSG00000116106",-0.111952385175549,64,0.280187795739809,1,0.31710062398539
"ENSG00000116117",-0.120503146860824,51,0.301367794071203,1,0.999991420065036
"ENSG00000116120",-0.0212567819953574,64,0.837537871455342,1,0.99993954050786
"ENSG00000116127",0.016321772771371,66,0.872914670993875,1,0.999997786048118
"ENSG00000116128",-0.0870388279778489,66,0.393658348433572,1,0.141903544371134
"ENSG00000116132",-0.174062520531801,47,0.152507196120775,1,0.260062962003626
"ENSG00000116133",0.012680658785858,68,0.899574668611695,1,0.999998187394416
"ENSG00000116138",0.0266293834503017,68,0.790996215494177,1,0.999998081277102
"ENSG00000116141",0.086575067299142,46,0.481632579375546,1,0.81871769030546
"ENSG00000116147",-0.110410489494777,15,0.624206114766406,1,0.99993954050786
"ENSG00000116151",-0.204757089836981,24,0.238646499324176,1,0.858087875693902
"ENSG00000116157",0.196979513156978,64,0.0574235484362841,1,0.944691965807008
"ENSG00000116161",0.00410720048408453,65,0.968144028004417,1,0.999993337197759
"ENSG00000116171",0.0405781081147455,68,0.686333523268837,1,0.920150431778625
"ENSG00000116191",-0.110211893402655,58,0.312296808536585,1,0.99993954050786
"ENSG00000116194",-0.250108201693012,56,0.0243409200439915,1,0
"ENSG00000116198",-0.236744939529853,29,0.131428021834837,1,0.680055486424186
"ENSG00000116199",0.0723091801662129,66,0.478543198638701,1,0.825906007621004
"ENSG00000116205",-0.0380419763575739,68,0.704987898140617,1,0.80732570739337
"ENSG00000116209",-0.131227771412757,66,0.198420678932747,1,0.236502071675708
"ENSG00000116212",-0.0602515734304121,51,0.605329063278487,1,0.999998187394416
"ENSG00000116213",0.0143763658196324,64,0.889706935533101,1,0.999997181733121
"ENSG00000116218",-0.270665980980383,27,0.0969446310908337,1,0.753493033545674
"ENSG00000116221",0,63,1,1,0
"ENSG00000116237",0.14422205101856,65,0.160815020389966,1,0.472192817731633
"ENSG00000116251",-0.0177529223002011,68,0.859761220277581,1,0.61206211268016
"ENSG00000116254",0.061080927683581,54,0.589444819599908,1,0.254959927622982
"ENSG00000116260",0.0253613175717159,68,0.800733964720654,1,0.99999730628847
"ENSG00000116266",0.0190209881787869,68,0.849859265484803,1,0.808720897985881
"ENSG00000116273",-0.0319820359273792,62,0.761517618273353,1,0.408299822409112
"ENSG00000116285",-0.0738095238095238,50,0.530954012983493,1,0.99993954050786
"ENSG00000116288",NA,NA,NA,NA,NA
"ENSG00000116299",-0.126531006471348,61,0.233787596966047,1,0.776479417996329
"ENSG00000116329",-0.166584544628339,30,0.279770831846968,1,0.326011410341985
"ENSG00000116337",-0.0723091801662129,66,0.478543198638701,1,0.112462006079027
"ENSG00000116350",0.0544059092379032,66,0.593901254689288,1,0.81871769030546
"ENSG00000116353",-0.263394559106557,41,0.0438197928026749,1,0.355053181847843
"ENSG00000116396",-0.00683226848391125,41,0.958298658240527,1,0.99993954050786
"ENSG00000116406",-0.051488964523055,41,0.693540283391086,1,0.999991420065036
"ENSG00000116455",-0.0566847519876196,64,0.584527425563777,1,0.944691965807008
"ENSG00000116459",0.103697447431973,67,0.305758819098498,1,0.351504718184137
"ENSG00000116473",0.00601320899167941,62,0.954496285431612,1,0.99993954050786
"ENSG00000116478",0.0299232500808468,66,0.769327138243382,1,0.999998187394416
"ENSG00000116489",-0.0190209881787869,68,0.849859265484803,1,0
"ENSG00000116497",NA,NA,NA,NA,NA
"ENSG00000116514",0.116529608291461,52,0.312707694811561,1,0.999991420065036
"ENSG00000116525",-0.0841744986072444,55,0.452787477849045,1,0.99993954050786
"ENSG00000116539",-0.257359216337333,35,0.0699543585800102,1,0.680055486424186
"ENSG00000116544",0,23,1,1,0
"ENSG00000116580",NA,NA,NA,NA,NA
"ENSG00000116584",-0.0141711879969049,64,0.891271174493957,1,0.999993200193115
"ENSG00000116586",-0.0950731813296504,66,0.351470731279953,1,0.999998187394416
"ENSG00000116604",-0.140642169281549,14,0.548506235500147,1,0.999997871389344
"ENSG00000116641",0.0850271279814295,64,0.412116141160895,1,0.680055486424186
"ENSG00000116649",-0.0790702425964796,62,0.453059227073097,1,0.81871769030546
"ENSG00000116661",0.121687359592367,47,0.31720094448301,1,0.542569042146705
"ENSG00000116663",NA,NA,NA,NA,NA
"ENSG00000116667",0.0625667956235887,66,0.53976404267374,1,0.81871769030546
"ENSG00000116668",-0.110974190404619,29,0.479500122186953,1,0.792517492503213
"ENSG00000116670",0.171471374762549,64,0.0981233824969847,1,0.0873591024814866
"ENSG00000116675",-0.00547448901451359,56,0.96069105294489,1,0.99993954050786
"ENSG00000116678",0.105083832332817,62,0.318678862577877,1,0.999998187394416
"ENSG00000116679",-0.0464956425292449,58,0.669912164532581,1,0.999978746918303
"ENSG00000116685",0.0900326773795915,68,0.370247146357847,1,0
"ENSG00000116688",-0.395284707521047,16,0.06890880788627,1,0
"ENSG00000116690",-0.156162493533897,22,0.391337337819443,1,0.559959463393877
"ENSG00000116691",NA,NA,NA,NA,NA
"ENSG00000116698",-0.029738085706659,50,0.800701694868253,1,0.99993954050786
"ENSG00000116701",-0.527898653186948,29,0.000769130425389939,1,0.858087875693902
"ENSG00000116703",NA,NA,NA,NA,NA
"ENSG00000116704",-0.012680658785858,68,0.899574668611695,1,0.99993954050786
"ENSG00000116711",0.175749910065499,37,0.202526585655949,1,0.944691965807008
"ENSG00000116717",-0.0870598296854449,69,0.382685888406573,1,0.367688813174333
"ENSG00000116729",-0.00159888500659354,60,0.988097901856694,1,0.999997786048118
"ENSG00000116731",-0.16416252693514,23,0.35591018837101,1,0.174934993100706
"ENSG00000116741",-0.116662060829893,68,0.245630629980288,1,0.858087875693902
"ENSG00000116745",NA,NA,NA,NA,NA
"ENSG00000116747",0.0913020127661061,57,0.406792329090703,1,0.81871769030546
"ENSG00000116748",-0.0960604730925909,33,0.512038867317704,1,0.156642613018041
"ENSG00000116750",-0.0796750191397522,62,0.449611102519267,1,0.535837432761712
"ENSG00000116752",0.0418461739933313,68,0.677076656121893,1,0.141903544371134
"ENSG00000116754",-0.00341084435056313,58,0.975053924195789,1,0.999998240152332
"ENSG00000116761",-0.0315693472063169,62,0.764503381535846,1,0.81871769030546
"ENSG00000116771",0.0367739104789881,68,0.714382889841032,1,0.351504718184137
"ENSG00000116774",-0.0519907010220176,68,0.604866823183545,1,0.99993954050786
"ENSG00000116783",-0.0593976253551082,49,0.617821616303488,1,0.999992338573749
"ENSG00000116786",-0.248813925270209,56,0.025087499464826,1,0.216103562723643
"ENSG00000116791",-0.0118228379774974,44,0.92519613614236,1,0.99993954050786
"ENSG00000116793",-0.0291655152074733,68,0.771619687523502,1,0.791363484646195
